"DATE","RCON90M1","RCON90M2","RCON90M3","RCON90M4","RCON90M5","RCON90M6","RCON90M7","RCON90M8","RCON90M9","RCON90M10","RCON90M11","RCON90M12","RCON91M1","RCON91M2","RCON91M3","RCON91M4","RCON91M5","RCON91M6","RCON91M7","RCON91M8","RCON91M9","RCON91M10","RCON91M11","RCON91M12","RCON92M1","RCON92M2","RCON92M3","RCON92M4","RCON92M5","RCON92M6","RCON92M7","RCON92M8","RCON92M9","RCON92M10","RCON92M11","RCON92M12","RCON93M1","RCON93M2","RCON93M3","RCON93M4","RCON93M5","RCON93M6","RCON93M7","RCON93M8","RCON93M9","RCON93M10","RCON93M11","RCON93M12","RCON94M1","RCON94M2","RCON94M3","RCON94M4","RCON94M5","RCON94M6","RCON94M7","RCON94M8","RCON94M9","RCON94M10","RCON94M11","RCON94M12","RCON95M1","RCON95M2","RCON95M3","RCON95M4","RCON95M5","RCON95M6","RCON95M7","RCON95M8","RCON95M9","RCON95M10","RCON95M11","RCON95M12","RCON96M1","RCON96M2","RCON96M3","RCON96M4","RCON96M5","RCON96M6","RCON96M7","RCON96M8","RCON96M9","RCON96M10","RCON96M11","RCON96M12","RCON97M1","RCON97M2","RCON97M3","RCON97M4","RCON97M5","RCON97M6","RCON97M7","RCON97M8","RCON97M9","RCON97M10","RCON97M11","RCON97M12","RCON98M1","RCON98M2","RCON98M3","RCON98M4","RCON98M5","RCON98M6","RCON98M7","RCON98M8","RCON98M9","RCON98M10","RCON98M11","RCON98M12","RCON99M1","RCON99M2","RCON99M3","RCON99M4","RCON99M5","RCON99M6","RCON99M7","RCON99M8","RCON99M9","RCON99M10","RCON99M11","RCON99M12"
"1961:Q3","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1024.6","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1238.8","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1463.5","1526.3","1526.3"
"1961:Q4","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1042.9","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1492.8","1557.1","1557.1"
"1962:Q1","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1053.6","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1273.5","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1508.4","1573.3","1573.3"
"1962:Q2","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1063.6","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1287.0","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1526.7","1592.4","1592.4"
"1962:Q3","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1072.8","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1298.2","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1539.6","1605.3","1605.3"
"1962:Q4","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1314.3","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1560.6","1628.0","1628.0"
"1963:Q1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1094.1","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1322.5","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1571.2","1639.2","1639.2"
"1963:Q2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1100.2","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1332.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1586.3","1654.8","1654.8"
"1963:Q3","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1115.5","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1350.7","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1607.6","1677.3","1677.3"
"1963:Q4","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1123.6","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1362.0","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1621.1","1691.5","1691.5"
"1964:Q1","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1653.6","1724.8","1724.8"
"1964:Q2","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1164.4","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1683.1","1755.6","1755.6"
"1964:Q3","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1433.8","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1787.9","1787.9"
"1964:Q4","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1718.6","1792.7","1792.7"
"1965:Q1","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1463.4","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1756.2","1832.0","1832.0"
"1965:Q2","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1480.9","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1776.1","1852.3","1852.3"
"1965:Q3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1503.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1806.1","1884.0","1884.0"
"1965:Q4","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1273.2","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1540.6","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1858.0","1937.4","1937.4"
"1966:Q1","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1287.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1559.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1885.6","1966.1","1966.1"
"1966:Q2","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1566.1","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1890.9","1971.3","1971.3"
"1966:Q3","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1582.0","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1912.4","1993.8","1993.8"
