"DATE","RCONS10M1","RCONS10M2","RCONS10M3","RCONS10M4","RCONS10M5","RCONS10M6","RCONS10M7","RCONS10M8","RCONS10M9","RCONS10M10","RCONS10M11","RCONS10M12","RCONS11M1","RCONS11M2","RCONS11M3","RCONS11M4","RCONS11M5","RCONS11M6","RCONS11M7","RCONS11M8","RCONS11M9","RCONS11M10","RCONS11M11","RCONS11M12","RCONS12M1","RCONS12M2","RCONS12M3","RCONS12M4","RCONS12M5","RCONS12M6","RCONS12M7","RCONS12M8","RCONS12M9","RCONS12M10","RCONS12M11","RCONS12M12","RCONS13M1","RCONS13M2","RCONS13M3","RCONS13M4","RCONS13M5","RCONS13M6","RCONS13M7","RCONS13M8","RCONS13M9","RCONS13M10","RCONS13M11","RCONS13M12","RCONS14M1","RCONS14M2","RCONS14M3","RCONS14M4","RCONS14M5","RCONS14M6","RCONS14M7","RCONS14M8","RCONS14M9","RCONS14M10","RCONS14M11","RCONS14M12","RCONS15M1","RCONS15M2","RCONS15M3","RCONS15M4","RCONS15M5","RCONS15M6","RCONS15M7","RCONS15M8","RCONS15M9","RCONS15M10","RCONS15M11"
"1983:Q3","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2852.8","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","2860.5","3071.4","3071.4","3071.4","3071.4","3071.4","3071.4","3071.4","3071.4","3071.4","3071.4","3071.4","3071.4","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3","3071.3"
"1983:Q4","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2882.0","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","2889.6","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3"
"1984:Q1","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2896.2","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","2903.9","3117.1","3117.1","3117.1","3117.1","3117.1","3117.1","3117.1","3117.1","3117.1","3117.1","3117.1","3117.1","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0","3117.0"
"1984:Q2","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2920.6","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","2928.3","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0","3143.0"
"1984:Q3","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2958.7","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","2966.5","3183.9","3183.9","3183.9","3183.9","3183.9","3183.9","3183.9","3183.9","3183.9","3183.9","3183.9","3183.9","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8","3183.8"
"1984:Q4","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","2992.5","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3000.3","3220.4","3220.4","3220.4","3220.4","3220.4","3220.4","3220.4","3220.4","3220.4","3220.4","3220.4","3220.4","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3","3220.3"
"1985:Q1","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3046.7","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3054.6","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8","3278.8"
"1985:Q2","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3074.4","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3082.3","3310.2","3310.2","3310.2","3310.2","3310.2","3310.2","3310.2","3310.2","3310.2","3310.2","3310.2","3310.2","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1","3310.1"
"1985:Q3","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3123.7","3356.0","3356.0","3356.0","3356.0","3356.0","3356.0","3356.0","3356.0","3356.0","3356.0","3356.0","3356.0","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9","3355.9"
"1985:Q4","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3140.8","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3148.9","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0","3385.0"
"1986:Q1","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3151.7","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3159.8","3397.7","3397.7","3397.7","3397.7","3397.7","3397.7","3397.7","3397.7","3397.7","3397.7","3397.7","3397.7","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6","3397.6"
"1986:Q2","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3169.5","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3177.6","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9","3419.9"
"1986:Q3","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3195.2","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3203.3","3451.2","3451.2","3451.2","3451.2","3451.2","3451.2","3451.2","3451.2","3451.2","3451.2","3451.2","3451.2","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1","3451.1"
"1986:Q4","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3229.9","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3237.8","3490.6","3490.6","3490.6","3490.6","3490.6","3490.6","3490.6","3490.6","3490.6","3490.6","3490.6","3490.6","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5","3490.5"
"1987:Q1","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3275.2","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3276.0","3541.8","3541.8","3541.8","3541.8","3541.8","3541.8","3541.8","3541.8","3541.8","3541.8","3541.8","3541.8","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7","3541.7"
"1987:Q2","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3306.5","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3307.1","3578.3","3578.3","3578.3","3578.3","3578.3","3578.3","3578.3","3578.3","3578.3","3578.3","3578.3","3578.3","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2","3578.2"
"1987:Q3","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3334.8","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3335.3","3611.4","3611.4","3611.4","3611.4","3611.4","3611.4","3611.4","3611.4","3611.4","3611.4","3611.4","3611.4","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3","3611.3"
"1987:Q4","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3368.8","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3369.4","3646.4","3646.4","3646.4","3646.4","3646.4","3646.4","3646.4","3646.4","3646.4","3646.4","3646.4","3646.4","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3","3646.3"
"1988:Q1","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3409.3","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3697.0","3697.0","3697.0","3697.0","3697.0","3697.0","3697.0","3697.0","3697.0","3697.0","3697.0","3697.0","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9","3696.9"
"1988:Q2","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3438.7","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3439.5","3729.4","3729.4","3729.4","3729.4","3729.4","3729.4","3729.4","3729.4","3729.4","3729.4","3729.4","3729.4","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3","3729.3"
"1988:Q3","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3484.4","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3485.2","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0","3783.0"
"1988:Q4","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.1","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3516.9","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3","3815.3"
"1989:Q1","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3534.4","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3535.0","3841.1","3841.1","3841.1","3841.1","3841.1","3841.1","3841.1","3841.1","3841.1","3841.1","3841.1","3841.1","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0","3841.0"
"1989:Q2","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3547.6","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3548.2","3856.9","3856.9","3856.9","3856.9","3856.9","3856.9","3856.9","3856.9","3856.9","3856.9","3856.9","3856.9","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8","3856.8"
"1989:Q3","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.1","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3575.6","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8","3883.8"
"1989:Q4","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.0","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3612.5","3920.9","3920.9","3920.9","3920.9","3920.9","3920.9","3920.9","3920.9","3920.9","3920.9","3920.9","3920.9","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8","3920.8"
"1990:Q1","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3627.7","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3628.3","3942.3","3942.3","3942.3","3942.3","3942.3","3942.3","3942.3","3942.3","3942.3","3942.3","3942.3","3942.3","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2","3942.2"
"1990:Q2","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3672.9","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3673.5","3990.5","3990.5","3990.5","3990.5","3990.5","3990.5","3990.5","3990.5","3990.5","3990.5","3990.5","3990.5","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4","3990.4"
"1990:Q3","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.1","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","3701.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7","4022.7"
"1990:Q4","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.0","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","3691.6","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2","4013.2"
"1991:Q1","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3693.6","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","3694.1","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2","4012.2"
"1991:Q2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.2","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","3726.8","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7","4052.7"
"1991:Q3","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3735.5","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","3736.0","4069.6","4069.6","4069.6","4069.6","4069.6","4069.6","4069.6","4069.6","4069.6","4069.6","4069.6","4069.6","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5","4069.5"
"1991:Q4","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3757.6","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","3758.2","4095.0","4095.0","4095.0","4095.0","4095.0","4095.0","4095.0","4095.0","4095.0","4095.0","4095.0","4095.0","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9","4094.9"
"1992:Q1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.1","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","3810.7","4162.6","4162.6","4162.6","4162.6","4162.6","4162.6","4162.6","4162.6","4162.6","4162.6","4162.6","4162.6","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5","4162.5"
"1992:Q2","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3834.5","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","3835.2","4195.4","4195.4","4195.4","4195.4","4195.4","4195.4","4195.4","4195.4","4195.4","4195.4","4195.4","4195.4","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3","4195.3"
