"DATE","RCONS10M1","RCONS10M2","RCONS10M3","RCONS10M4","RCONS10M5","RCONS10M6","RCONS10M7","RCONS10M8","RCONS10M9","RCONS10M10","RCONS10M11","RCONS10M12","RCONS11M1","RCONS11M2","RCONS11M3","RCONS11M4","RCONS11M5","RCONS11M6","RCONS11M7","RCONS11M8","RCONS11M9","RCONS11M10","RCONS11M11","RCONS11M12","RCONS12M1","RCONS12M2","RCONS12M3","RCONS12M4","RCONS12M5","RCONS12M6","RCONS12M7","RCONS12M8","RCONS12M9","RCONS12M10","RCONS12M11","RCONS12M12","RCONS13M1","RCONS13M2","RCONS13M3","RCONS13M4","RCONS13M5","RCONS13M6","RCONS13M7","RCONS13M8","RCONS13M9","RCONS13M10","RCONS13M11","RCONS13M12","RCONS14M1","RCONS14M2","RCONS14M3","RCONS14M4","RCONS14M5","RCONS14M6","RCONS14M7","RCONS14M8","RCONS14M9","RCONS14M10","RCONS14M11","RCONS14M12","RCONS15M1","RCONS15M2","RCONS15M3","RCONS15M4","RCONS15M5","RCONS15M6","RCONS15M7","RCONS15M8","RCONS15M9","RCONS15M10","RCONS15M11"
"2001:Q3","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.4","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5225.8","5739.2","5739.2","5739.2","5739.2","5739.2","5739.2","5739.2","5739.2","5739.2","5739.2","5739.2","5739.2","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7","5733.7"
"2001:Q4","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5248.6","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5249.0","5757.6","5757.6","5757.6","5757.6","5757.6","5757.6","5757.6","5757.6","5757.6","5757.6","5757.6","5757.6","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8","5756.8"
"2002:Q1","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5282.7","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5283.0","5794.6","5794.6","5794.6","5794.6","5794.6","5794.6","5794.6","5794.6","5794.6","5794.6","5794.6","5794.6","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9","5791.9"
"2002:Q2","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.5","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5310.9","5829.6","5829.6","5829.6","5829.6","5829.6","5829.6","5829.6","5829.6","5829.6","5829.6","5829.6","5829.6","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2","5825.2"
"2002:Q3","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.2","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5329.6","5853.5","5853.5","5853.5","5853.5","5853.5","5853.5","5853.5","5853.5","5853.5","5853.5","5853.5","5853.5","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2","5848.2"
"2002:Q4","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.1","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5350.4","5882.1","5882.1","5882.1","5882.1","5882.1","5882.1","5882.1","5882.1","5882.1","5882.1","5882.1","5882.1","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4","5887.4"
"2003:Q1","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5371.8","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5372.4","5909.2","5909.2","5909.2","5909.2","5909.2","5909.2","5909.2","5909.2","5909.2","5909.2","5909.2","5909.2","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4","5909.4"
"2003:Q2","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5398.7","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5401.1","5943.0","5943.0","5943.0","5943.0","5943.0","5943.0","5943.0","5943.0","5943.0","5943.0","5943.0","5943.0","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3","5942.3"
"2003:Q3","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.7","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5435.9","5985.8","5985.8","5985.8","5985.8","5985.8","5985.8","5985.8","5985.8","5985.8","5985.8","5985.8","5985.8","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9","5986.9"
"2003:Q4","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5467.5","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","5463.3","6024.5","6024.5","6024.5","6024.5","6024.5","6024.5","6024.5","6024.5","6024.5","6024.5","6024.5","6024.5","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0","6029.0"
"2004:Q1","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5518.3","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","5507.1","6084.1","6084.1","6084.1","6084.1","6084.1","6084.1","6084.1","6084.1","6084.1","6084.1","6084.1","6084.1","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0","6084.0"
"2004:Q2","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5551.7","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","5538.2","6123.7","6123.7","6123.7","6123.7","6123.7","6123.7","6123.7","6123.7","6123.7","6123.7","6123.7","6123.7","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8","6126.8"
"2004:Q3","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5589.6","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","5576.3","6173.4","6173.4","6173.4","6173.4","6173.4","6173.4","6173.4","6173.4","6173.4","6173.4","6173.4","6173.4","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1","6177.1"
"2004:Q4","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5650.8","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","5629.0","6235.2","6235.2","6235.2","6235.2","6235.2","6235.2","6235.2","6235.2","6235.2","6235.2","6235.2","6235.2","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4","6238.4"
"2005:Q1","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","5664.8","6271.9","6271.9","6271.9","6271.9","6271.9","6271.9","6271.9","6271.9","6271.9","6271.9","6271.9","6271.9","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5","6271.5"
"2005:Q2","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5727.9","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","5709.0","6328.3","6328.3","6328.3","6328.3","6328.3","6328.3","6328.3","6328.3","6328.3","6328.3","6328.3","6328.3","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8","6331.8"
"2005:Q3","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5767.1","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","5752.0","6382.1","6382.1","6382.1","6382.1","6382.1","6382.1","6382.1","6382.1","6382.1","6382.1","6382.1","6382.1","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4","6388.4"
"2005:Q4","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5798.9","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","5781.5","6415.4","6415.4","6415.4","6415.4","6415.4","6415.4","6415.4","6415.4","6415.4","6415.4","6415.4","6415.4","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9","6421.9"
"2006:Q1","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5841.0","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","5819.1","6457.8","6457.8","6457.8","6457.8","6457.8","6457.8","6457.8","6457.8","6457.8","6457.8","6457.8","6457.8","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4","6464.4"
"2006:Q2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5884.2","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","5862.1","6504.5","6504.5","6504.5","6504.5","6504.5","6504.5","6504.5","6504.5","6504.5","6504.5","6504.5","6504.5","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3","6511.3"
"2006:Q3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5914.3","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","6536.5","6536.5","6536.5","6536.5","6536.5","6536.5","6536.5","6536.5","6536.5","6536.5","6536.5","6536.5","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2","6541.2"
"2006:Q4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5959.4","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","5931.9","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5","6589.5"
"2007:Q1","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","5994.4","5994.4","5994.4","5994.4","5994.4","5994.4","5994.4","5994.4","5994.4","5994.4","5994.4","5994.4","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","6620.3","6620.3","6620.3","6620.3","6620.3","6620.3","6620.3","6620.3","6620.3","6620.3","6620.3","6620.3","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8","6623.8"
"2007:Q2","6036.2","6036.2","6036.2","6036.2","6036.2","6036.2","6036.2","6018.3","6018.3","6018.3","6018.3","6018.3","6018.3","6018.3","6018.3","6018.3","6018.3","6018.3","6018.3","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","5982.0","6640.7","6640.7","6640.7","6640.7","6640.7","6640.7","6640.7","6640.7","6640.7","6640.7","6640.7","6640.7","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9","6644.9"
"2007:Q3","6055.5","6055.5","6055.5","6055.5","6055.5","6055.5","6055.5","6038.7","6038.7","6038.7","6038.7","6038.7","6038.7","6038.7","6038.7","6038.7","6038.7","6038.7","6038.7","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","5998.8","6664.3","6664.3","6664.3","6664.3","6664.3","6664.3","6664.3","6664.3","6664.3","6664.3","6664.3","6664.3","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4","6673.4"
"2007:Q4","6059.7","6059.7","6059.7","6059.7","6059.7","6059.7","6059.7","6061.7","6061.7","6061.7","6061.7","6061.7","6061.7","6061.7","6061.7","6061.7","6061.7","6061.7","6061.7","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6017.8","6676.3","6676.3","6676.3","6676.3","6676.3","6676.3","6676.3","6676.3","6676.3","6676.3","6676.3","6676.3","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6","6683.6"
"2008:Q1","6087.1","6087.1","6087.1","6087.1","6087.1","6087.1","6087.1","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6039.7","6703.6","6703.6","6703.6","6703.6","6703.6","6703.6","6703.6","6703.6","6703.6","6703.6","6703.6","6703.6","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5","6710.5"
"2008:Q2","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6090.2","6090.2","6090.2","6090.2","6090.2","6090.2","6090.2","6090.2","6090.2","6090.2","6090.2","6090.2","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6032.9","6710.6","6710.6","6710.6","6710.6","6710.6","6710.6","6710.6","6710.6","6710.6","6710.6","6710.6","6710.6","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5","6715.5"
"2008:Q3","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6070.0","6070.0","6070.0","6070.0","6070.0","6070.0","6070.0","6070.0","6070.0","6070.0","6070.0","6070.0","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6006.5","6696.6","6696.6","6696.6","6696.6","6696.6","6696.6","6696.6","6696.6","6696.6","6696.6","6696.6","6696.6","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1","6708.1"
"2008:Q4","6080.4","6080.4","6080.4","6080.4","6080.4","6080.4","6080.4","6078.5","6078.5","6078.5","6078.5","6078.5","6078.5","6078.5","6078.5","6078.5","6078.5","6078.5","6078.5","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","5988.8","6691.7","6691.7","6691.7","6691.7","6691.7","6691.7","6691.7","6691.7","6691.7","6691.7","6691.7","6691.7","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3","6700.3"
"2009:Q1","6076.0","6076.0","6076.0","6076.0","6076.0","6076.0","6076.0","6053.6","6053.6","6053.6","6053.6","6053.6","6053.6","6053.6","6053.6","6053.6","6053.6","6053.6","6053.6","5953.5","5953.5","5953.5","5953.5","5953.5","5953.5","5953.5","5953.5","5953.5","5953.5","5953.5","5953.5","5951.5","5951.5","5951.5","5951.5","5951.5","5951.5","5951.5","5951.5","5951.5","5951.5","5951.5","5951.5","6655.3","6655.3","6655.3","6655.3","6655.3","6655.3","6655.3","6655.3","6655.3","6655.3","6655.3","6655.3","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5","6662.5"
"2009:Q2","6078.8","6078.8","6078.8","6078.8","6078.8","6078.8","6078.8","6027.7","6027.7","6027.7","6027.7","6027.7","6027.7","6027.7","6027.7","6027.7","6027.7","6027.7","6027.7","5928.6","5928.6","5928.6","5928.6","5928.6","5928.6","5928.6","5928.6","5928.6","5928.6","5928.6","5928.6","5926.9","5926.9","5926.9","5926.9","5926.9","5926.9","5926.9","5926.9","5926.9","5926.9","5926.9","5926.9","6634.7","6634.7","6634.7","6634.7","6634.7","6634.7","6634.7","6634.7","6634.7","6634.7","6634.7","6634.7","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5"
"2009:Q3","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6090.6","6020.7","6020.7","6020.7","6020.7","6020.7","6020.7","6020.7","6020.7","6020.7","6020.7","6020.7","6020.7","5926.8","5926.8","5926.8","5926.8","5926.8","5926.8","5926.8","5926.8","5926.8","5926.8","5926.8","5926.8","5920.7","5920.7","5920.7","5920.7","5920.7","5920.7","5920.7","5920.7","5920.7","5920.7","5920.7","5920.7","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6639.5","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7","6642.7"
"2009:Q4","#N/A","6116.4","6108.2","6105.9","6105.9","6105.9","6105.9","6028.7","6028.7","6028.7","6028.7","6028.7","6028.7","6028.7","6028.7","6028.7","6028.7","6028.7","6028.7","5932.9","5932.9","5932.9","5932.9","5932.9","5932.9","5932.9","5932.9","5932.9","5932.9","5932.9","5932.9","5923.2","5923.2","5923.2","5923.2","5923.2","5923.2","5923.2","5923.2","5923.2","5923.2","5923.2","5923.2","6648.5","6648.5","6648.5","6648.5","6648.5","6648.5","6648.5","6648.5","6648.5","6648.5","6648.5","6648.5","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4","6649.4"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","6142.4","6136.4","6127.9","6029.6","6029.6","6029.6","6029.6","6029.6","6029.6","6029.6","6029.6","6029.6","6029.6","6029.6","6029.6","5947.4","5947.4","5947.4","5947.4","5947.4","5947.4","5947.4","5947.4","5947.4","5947.4","5947.4","5947.4","5940.4","5940.4","5940.4","5940.4","5940.4","5940.4","5940.4","5940.4","5940.4","5940.4","5940.4","5940.4","6668.3","6668.3","6668.3","6668.3","6668.3","6668.3","6668.3","6668.3","6668.3","6668.3","6668.3","6668.3","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6","6670.6"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6041.0","6047.3","6053.4","6053.4","6053.4","6053.4","6053.4","6053.4","6053.4","6053.4","6053.4","6053.4","5984.3","5984.3","5984.3","5984.3","5984.3","5984.3","5984.3","5984.3","5984.3","5984.3","5984.3","5984.3","5973.6","5973.6","5973.6","5973.6","5973.6","5973.6","5973.6","5973.6","5973.6","5973.6","5973.6","5973.6","6707.2","6707.2","6707.2","6707.2","6707.2","6707.2","6707.2","6707.2","6707.2","6707.2","6707.2","6707.2","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3","6710.3"
