"DATE","P65M11","P65M12","P66M1","P66M2","P66M3","P66M4","P66M5","P66M6","P66M7","P66M8","P66M9","P66M10","P66M11","P66M12","P67M1","P67M2","P67M3","P67M4","P67M5","P67M6","P67M7","P67M8","P67M9","P67M10","P67M11","P67M12","P68M1","P68M2","P68M3","P68M4","P68M5","P68M6","P68M7","P68M8","P68M9","P68M10","P68M11","P68M12","P69M1","P69M2","P69M3","P69M4","P69M5","P69M6","P69M7","P69M8","P69M9","P69M10","P69M11","P69M12"
"1958:Q1","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36","99.36"
"1958:Q2","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727","99.727"
"1958:Q3","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553","100.1553"
"1958:Q4","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066","100.6066"
"1959:Q1","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524","101.1524"
"1959:Q2","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586","101.4586"
"1959:Q3","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947","101.8947"
"1959:Q4","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024","102.1024"
"1960:Q1","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112","102.6112"
"1960:Q2","103.0421","103.0421","103.0421","103.0421","103.0421","103.0421","103.0421","103.0421","103.0421","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631","103.0631"
"1960:Q3","103.4469","103.4469","103.4469","103.4469","103.4469","103.4469","103.4469","103.4469","103.4469","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681"
"1960:Q4","104.0306","104.0306","104.0306","104.0306","104.0306","104.0306","104.0306","104.0306","104.0306","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521"
"1961:Q1","104.3298","104.3298","104.3298","104.3298","104.3298","104.3298","104.3298","104.3298","104.3298","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514"
"1961:Q2","104.4634","104.4634","104.4634","104.4634","104.4634","104.4634","104.4634","104.4634","104.4634","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846"
"1961:Q3","104.5056","104.5056","104.5056","104.5056","104.5056","104.5056","104.5056","104.5056","104.5056","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264"
"1961:Q4","105.04","105.04","105.04","105.04","105.04","105.04","105.04","105.04","105.04","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811"
"1962:Q1","105.407","105.407","105.407","105.407","105.407","105.407","105.407","105.407","105.407","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475"
"1962:Q2","105.5503","105.5503","105.5503","105.5503","105.5503","105.5503","105.5503","105.5503","105.5503","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903"
"1962:Q3","105.7721","105.7721","105.7721","105.7721","105.7721","105.7721","105.7721","105.7721","105.7721","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118"
"1962:Q4","106.221","106.221","106.221","106.221","106.221","106.221","106.221","106.221","106.221","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604"
"1963:Q1","106.6149","106.6149","106.6149","106.6149","106.6149","106.6149","106.6149","106.6149","106.6149","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888"
"1963:Q2","107.0105","107.0105","107.0105","107.0105","107.0105","107.0105","107.0105","107.0105","107.0105","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963"
"1963:Q3","107.1158","107.1158","107.1158","107.1158","107.1158","107.1158","107.1158","107.1158","107.1158","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111"
"1963:Q4","107.7857","107.7857","107.7857","107.7857","107.7857","107.7857","107.7857","107.7857","107.7857","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744"
"1964:Q1","108.2701","108.2701","108.2701","108.2701","108.2701","108.2701","108.2701","108.2701","108.2701","108.2675","108.2675","108.2675","108.2675","108.2675","108.2675","108.2675","108.2675","108.2675","108.2675","108.2675","108.2675","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597"
"1964:Q2","108.3869","108.3869","108.3869","108.3869","108.3869","108.3869","108.3869","108.3869","108.3869","108.5798","108.5798","108.5798","108.5798","108.5798","108.5798","108.5798","108.5798","108.5798","108.5798","108.5798","108.5798","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378"
"1964:Q3","108.9598","108.9598","108.9598","108.9598","108.9598","108.9598","108.9598","108.9598","108.9598","109.0427","109.0427","109.0427","109.0427","109.0427","109.0427","109.0427","109.0427","109.0427","109.0427","109.0427","109.0427","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645"
"1964:Q4","109.646","109.646","109.646","109.646","109.646","109.646","109.646","109.646","109.646","109.7071","109.7071","109.7071","109.7071","109.7071","109.7071","109.7071","109.7071","109.7071","109.7071","109.7071","109.7071","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177"
"1965:Q1","109.8577","109.8577","109.8577","110.0218","110.0218","110.0218","110.0218","110.0218","110.0218","110.0783","110.0783","110.0783","110.0783","110.0783","110.0783","110.0783","110.0783","110.0783","110.0783","110.0783","110.0783","110.1746","110.1746","110.1746","110.1746","110.1746","110.1746","110.1746","110.1746","110.1746","110.1746","110.1746","110.1746","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729"
"1965:Q2","110.725","110.725","110.725","110.8202","110.8202","110.8202","110.8202","110.8202","110.8202","110.7108","110.7108","110.7108","110.7108","110.7108","110.7108","110.7108","110.7108","110.7108","110.7108","110.7108","110.7108","110.7758","110.7758","110.7758","110.7758","110.7758","110.7758","110.7758","110.7758","110.7758","110.7758","110.7758","110.7758","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979"
"1965:Q3","111.1312","111.1202","111.1202","111.1746","111.1746","111.1746","111.1746","111.1746","111.1746","111.0482","111.0482","111.0482","111.0482","111.0482","111.0482","111.0482","111.0482","111.0482","111.0482","111.0482","111.0482","111.1648","111.1648","111.1648","111.1648","111.1648","111.1648","111.1648","111.1648","111.1648","111.1648","111.1648","111.1648","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201"
"1965:Q4","#N/A","#N/A","#N/A","111.7259","111.6592","111.6592","111.6592","111.6592","111.6592","111.597","111.597","111.597","111.597","111.597","111.597","111.597","111.597","111.597","111.597","111.597","111.597","111.6646","111.6646","111.6646","111.6646","111.6646","111.6646","111.6646","111.6646","111.6646","111.6646","111.6646","111.6646","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53"
"1966:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","112.6696","112.6736","112.6736","112.5995","112.5995","112.5995","112.5995","112.5995","112.5995","112.5995","112.5995","112.5995","112.5995","112.5995","112.5995","112.4729","112.4729","112.4729","112.4729","112.4729","112.4729","112.4729","112.4729","112.4729","112.4729","112.4729","112.4729","112.3034","112.3034","112.3034","112.3034","112.3034","112.3034","112.3034","112.3034","112.3034","112.3034","112.3034","112.3034","112.3864","112.3864","112.3864","112.3864","112.3864"
"1966:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.6293","113.7995","113.7995","113.7995","113.7995","113.7995","113.7995","113.7995","113.7995","113.7995","113.7995","113.7995","113.4606","113.4606","113.4606","113.4606","113.4606","113.4606","113.4606","113.4606","113.4606","113.4606","113.4606","113.4606","113.3323","113.3323","113.3323","113.3323","113.3323","113.3323","113.3323","113.3323","113.3323","113.3323","113.3323","113.3323","113.4809","113.4809","113.4809","113.4809","113.4809"
"1966:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.6458","114.6773","114.6773","114.6792","114.6792","114.6792","114.6792","114.6792","114.6792","114.3555","114.3555","114.3555","114.3555","114.3555","114.3555","114.3555","114.3555","114.3555","114.3555","114.3555","114.3555","114.2229","114.2229","114.2229","114.2229","114.2229","114.2229","114.2229","114.2229","114.2229","114.2229","114.2229","114.2229","114.4956","114.4956","114.4956","114.4956","114.4956"
"1966:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.5403","115.5356","115.5356","115.5356","115.5356","115.5356","115.2776","115.2776","115.2776","115.2776","115.2776","115.2776","115.2776","115.2776","115.2776","115.2776","115.2776","115.2776","115.1551","115.1551","115.1551","115.1551","115.1551","115.1551","115.1551","115.1551","115.1551","115.1551","115.1551","115.1551","115.357","115.357","115.357","115.357","115.357"
"1967:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.2964","116.2936","116.2936","115.983","115.983","115.983","115.983","115.983","115.983","115.983","115.983","115.983","115.983","115.983","115.983","115.9982","115.9982","115.9982","115.9982","115.9982","115.9982","115.9982","115.9982","115.9982","115.9982","115.9982","115.9982","116.159","116.159","116.159","116.159","116.159"
"1967:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.6566","116.609","116.609","116.609","116.609","116.609","116.609","116.609","116.609","116.609","116.609","116.609","116.587","116.587","116.587","116.587","116.587","116.587","116.587","116.587","116.587","116.587","116.587","116.587","116.8531","116.8531","116.8531","116.8531","116.8531"
"1967:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","117.6444","117.7381","117.7381","117.7381","117.7381","117.7381","117.7381","117.7381","117.7381","117.7176","117.7176","117.7176","117.7176","117.7176","117.7176","117.7176","117.7176","117.7176","117.7176","117.7176","117.7176","118.0531","118.0531","118.0531","118.0531","118.0531"
"1967:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","118.8696","118.7905","118.7905","118.7905","118.7905","118.7905","118.9498","118.9498","118.9498","118.9498","118.9498","118.9498","118.9498","118.9498","118.9498","118.9498","118.9498","118.9498","119.4001","119.4001","119.4001","119.4001","119.4001"
"1968:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.9507","119.8637","119.8637","119.9942","119.9942","119.9942","119.9942","119.9942","119.9942","119.9942","119.9942","119.9942","119.9942","119.9942","119.9942","120.4818","120.4818","120.4818","120.4818","120.4818"
"1968:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","121.2484","121.2587","121.2539","121.2539","121.2539","121.2539","121.2539","121.2539","121.2539","121.2539","121.2539","121.2539","121.6634","121.6634","121.6634","121.6634","121.6634"
"1968:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","122.3034","122.2799","122.2799","122.2799","122.2799","122.2799","122.2799","122.2799","122.2799","122.9517","122.9517","122.9517","122.9517","122.9517"
"1968:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","123.4599","123.5245","123.5245","123.5245","123.5245","123.5245","124.2171","124.2171","124.2171","124.2171","124.2171"
"1969:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","124.848","124.8514","124.8514","125.6673","125.6673","125.6673","125.6673","125.6673"
"1969:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","127.1965","127.2602","127.2602","127.2602","127.2602"
"1969:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","129.0115","129.0446"
"1969:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1970:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1970:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1970:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1970:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1971:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
