"DATE","NCPROFATW81Q1","NCPROFATW81Q2","NCPROFATW81Q3","NCPROFATW81Q4","NCPROFATW82Q1","NCPROFATW82Q2","NCPROFATW82Q3","NCPROFATW82Q4","NCPROFATW83Q1","NCPROFATW83Q2","NCPROFATW83Q3","NCPROFATW83Q4","NCPROFATW84Q1","NCPROFATW84Q2","NCPROFATW84Q3","NCPROFATW84Q4","NCPROFATW85Q1","NCPROFATW85Q2","NCPROFATW85Q3","NCPROFATW85Q4","NCPROFATW86Q1","NCPROFATW86Q2","NCPROFATW86Q3","NCPROFATW86Q4","NCPROFATW87Q1","NCPROFATW87Q2","NCPROFATW87Q3","NCPROFATW87Q4","NCPROFATW88Q1","NCPROFATW88Q2","NCPROFATW88Q3","NCPROFATW88Q4","NCPROFATW89Q1","NCPROFATW89Q2","NCPROFATW89Q3","NCPROFATW89Q4","NCPROFATW90Q1","NCPROFATW90Q2","NCPROFATW90Q3","NCPROFATW90Q4","NCPROFATW91Q1","NCPROFATW91Q2","NCPROFATW91Q3","NCPROFATW91Q4","NCPROFATW92Q1","NCPROFATW92Q2","NCPROFATW92Q3","NCPROFATW92Q4","NCPROFATW93Q1","NCPROFATW93Q2","NCPROFATW93Q3","NCPROFATW93Q4","NCPROFATW94Q1","NCPROFATW94Q2","NCPROFATW94Q3","NCPROFATW94Q4","NCPROFATW95Q1","NCPROFATW95Q2","NCPROFATW95Q3","NCPROFATW95Q4","NCPROFATW96Q1","NCPROFATW96Q2","NCPROFATW96Q3","NCPROFATW96Q4","NCPROFATW97Q1","NCPROFATW97Q2","NCPROFATW97Q3","NCPROFATW97Q4","NCPROFATW98Q1","NCPROFATW98Q2","NCPROFATW98Q3","NCPROFATW98Q4","NCPROFATW99Q1","NCPROFATW99Q2","NCPROFATW99Q3","NCPROFATW99Q4","NCPROFATW00Q1","NCPROFATW00Q2","NCPROFATW00Q3","NCPROFATW00Q4","NCPROFATW01Q1","NCPROFATW01Q2","NCPROFATW01Q3","NCPROFATW01Q4","NCPROFATW02Q1","NCPROFATW02Q2","NCPROFATW02Q3","NCPROFATW02Q4","NCPROFATW03Q1","NCPROFATW03Q2","NCPROFATW03Q3","NCPROFATW03Q4","NCPROFATW04Q1","NCPROFATW04Q2","NCPROFATW04Q3","NCPROFATW04Q4","NCPROFATW05Q1","NCPROFATW05Q2","NCPROFATW05Q3","NCPROFATW05Q4","NCPROFATW06Q1","NCPROFATW06Q2","NCPROFATW06Q3","NCPROFATW06Q4","NCPROFATW07Q1","NCPROFATW07Q2","NCPROFATW07Q3","NCPROFATW07Q4","NCPROFATW08Q1","NCPROFATW08Q2","NCPROFATW08Q3","NCPROFATW08Q4","NCPROFATW09Q1","NCPROFATW09Q2","NCPROFATW09Q3","NCPROFATW09Q4","NCPROFATW10Q1","NCPROFATW10Q2","NCPROFATW10Q3","NCPROFATW10Q4","NCPROFATW11Q1","NCPROFATW11Q2","NCPROFATW11Q3","NCPROFATW11Q4","NCPROFATW12Q1","NCPROFATW12Q2","NCPROFATW12Q3","NCPROFATW12Q4","NCPROFATW13Q1","NCPROFATW13Q2","NCPROFATW13Q3","NCPROFATW13Q4","NCPROFATW14Q1","NCPROFATW14Q2","NCPROFATW14Q3","NCPROFATW14Q4","NCPROFATW15Q1","NCPROFATW15Q2"
"1964:Q1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","42.6","42.6","42.6","42.6","42.6","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","#N/A","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1"
"1964:Q2","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","42.3","42.3","42.3","42.3","42.3","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","46.6","46.6","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","#N/A","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4"
"1964:Q3","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","42.7","42.7","42.7","42.7","42.7","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","47.1","47.1","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","#N/A","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9"
"1964:Q4","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","41.9","41.9","41.9","41.9","41.9","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","46.6","46.6","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","#N/A","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","47.3","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9"
"1965:Q1","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","48.4","48.4","48.4","48.4","48.4","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","53.2","53.2","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","#N/A","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3"
"1965:Q2","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","49.6","49.6","49.6","49.6","49.6","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","54.4","54.4","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","#N/A","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5"
"1965:Q3","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","50.2","50.2","50.2","50.2","50.2","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","55.1","55.1","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","#N/A","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2"
"1965:Q4","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","52.0","52.0","52.0","52.0","52.0","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","57.2","57.2","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","#N/A","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9"
"1966:Q1","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","54.0","54.0","54.0","54.0","54.0","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","59.4","59.4","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","#N/A","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2"
"1966:Q2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","52.5","52.5","52.5","52.5","52.5","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","58.1","58.1","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","#N/A","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","62.2","62.2","62.2","62.2","62.2","62.2","62.2","62.2"
"1966:Q3","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","51.1","51.1","51.1","51.1","51.1","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","56.7","56.7","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","#N/A","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0"
"1966:Q4","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","52.9","52.9","52.9","52.9","52.9","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","58.5","58.5","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","#N/A","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6"
"1967:Q1","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","50.8","50.8","50.8","50.8","50.8","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","56.6","56.6","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","#N/A","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8"
"1967:Q2","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","50.1","50.1","50.1","50.1","50.1","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","55.8","55.8","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","57.3","#N/A","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0"
"1967:Q3","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","51.0","51.0","51.0","51.0","51.0","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","56.7","56.7","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","#N/A","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7"
"1967:Q4","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","51.9","51.9","51.9","51.9","51.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","58.0","58.0","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","#N/A","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3"
"1968:Q1","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","49.2","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","48.6","48.6","48.6","48.6","48.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","54.7","54.7","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","#N/A","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4"
"1968:Q2","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","51.5","51.5","51.5","51.5","51.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","57.6","57.6","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","#N/A","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","62.6","62.6","62.6","62.6","62.6","62.6","62.6","62.6"
"1968:Q3","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","51.7","51.7","51.7","51.7","51.7","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","57.6","57.6","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","#N/A","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0"
"1968:Q4","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","52.2","52.2","52.2","52.2","52.2","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","57.9","57.9","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","#N/A","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5"
"1969:Q1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","51.0","51.0","51.0","51.0","51.0","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","57.0","57.0","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","#N/A","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0"
