"DATE","NCPROFATW10M1","NCPROFATW10M2","NCPROFATW10M3","NCPROFATW10M4","NCPROFATW10M5","NCPROFATW10M6","NCPROFATW10M7","NCPROFATW10M8","NCPROFATW10M9","NCPROFATW10M10","NCPROFATW10M11","NCPROFATW10M12","NCPROFATW11M1","NCPROFATW11M2","NCPROFATW11M3","NCPROFATW11M4","NCPROFATW11M5","NCPROFATW11M6","NCPROFATW11M7","NCPROFATW11M8","NCPROFATW11M9","NCPROFATW11M10","NCPROFATW11M11","NCPROFATW11M12","NCPROFATW12M1","NCPROFATW12M2","NCPROFATW12M3","NCPROFATW12M4","NCPROFATW12M5","NCPROFATW12M6","NCPROFATW12M7","NCPROFATW12M8","NCPROFATW12M9","NCPROFATW12M10","NCPROFATW12M11","NCPROFATW12M12","NCPROFATW13M1","NCPROFATW13M2","NCPROFATW13M3","NCPROFATW13M4","NCPROFATW13M5","NCPROFATW13M6","NCPROFATW13M7","NCPROFATW13M8","NCPROFATW13M9","NCPROFATW13M10","NCPROFATW13M11","NCPROFATW13M12","NCPROFATW14M1","NCPROFATW14M2","NCPROFATW14M3","NCPROFATW14M4","NCPROFATW14M5","NCPROFATW14M6","NCPROFATW14M7","NCPROFATW14M8","NCPROFATW14M9","NCPROFATW14M10","NCPROFATW14M11","NCPROFATW14M12","NCPROFATW15M1","NCPROFATW15M2","NCPROFATW15M3","NCPROFATW15M4","NCPROFATW15M5","NCPROFATW15M6","NCPROFATW15M7","NCPROFATW15M8","NCPROFATW15M9","NCPROFATW15M10","NCPROFATW15M11"
"2002:Q1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5"
"2002:Q2","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1"
"2002:Q3","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4"
"2002:Q4","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4"
"2003:Q1","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6"
"2003:Q2","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9"
"2003:Q3","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1","829.1"
"2003:Q4","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8"
"2004:Q1","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","909.6","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1","961.1"
"2004:Q2","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","928.7","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6","968.6"
"2004:Q3","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","971.8","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3","1005.3"
"2004:Q4","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","953.3","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1"
"2005:Q1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1003.1","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7"
"2005:Q2","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4"
"2005:Q3","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1051.6","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2"
"2005:Q4","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1086.8","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2","1117.2"
"2006:Q1","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1130.2","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7","1166.7"
"2006:Q2","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1122.6","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0","1174.0"
"2006:Q3","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1158.5","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8"
"2006:Q4","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0","1155.0"
"2007:Q1","1065.9","1065.9","1065.9","1065.9","1065.9","1065.9","1065.9","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8","1056.8"
"2007:Q2","1128.4","1128.4","1128.4","1128.4","1128.4","1128.4","1128.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1097.4","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8","1128.8"
"2007:Q3","1097.1","1097.1","1097.1","1097.1","1097.1","1097.1","1097.1","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1","1087.1"
"2007:Q4","1069.3","1069.3","1069.3","1069.3","1069.3","1069.3","1069.3","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1052.0","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2","1061.2"
