"DATE","RCONNDM98M11","RCONNDM98M12","RCONNDM99M1","RCONNDM99M2","RCONNDM99M3","RCONNDM99M4","RCONNDM99M5","RCONNDM99M6","RCONNDM99M7","RCONNDM99M8","RCONNDM99M9","RCONNDM99M10","RCONNDM99M11","RCONNDM99M12","RCONNDM00M1","RCONNDM00M2","RCONNDM00M3","RCONNDM00M4","RCONNDM00M5","RCONNDM00M6","RCONNDM00M7","RCONNDM00M8","RCONNDM00M9","RCONNDM00M10","RCONNDM00M11","RCONNDM00M12","RCONNDM01M1","RCONNDM01M2","RCONNDM01M3","RCONNDM01M4","RCONNDM01M5","RCONNDM01M6","RCONNDM01M7","RCONNDM01M8","RCONNDM01M9","RCONNDM01M10","RCONNDM01M11","RCONNDM01M12","RCONNDM02M1","RCONNDM02M2","RCONNDM02M3","RCONNDM02M4","RCONNDM02M5","RCONNDM02M6","RCONNDM02M7","RCONNDM02M8","RCONNDM02M9","RCONNDM02M10","RCONNDM02M11","RCONNDM02M12","RCONNDM03M1","RCONNDM03M2","RCONNDM03M3","RCONNDM03M4","RCONNDM03M5","RCONNDM03M6","RCONNDM03M7","RCONNDM03M8","RCONNDM03M9","RCONNDM03M10","RCONNDM03M11","RCONNDM03M12","RCONNDM04M1","RCONNDM04M2","RCONNDM04M3","RCONNDM04M4","RCONNDM04M5","RCONNDM04M6","RCONNDM04M7","RCONNDM04M8","RCONNDM04M9","RCONNDM04M10","RCONNDM04M11","RCONNDM04M12","RCONNDM05M1","RCONNDM05M2","RCONNDM05M3","RCONNDM05M4","RCONNDM05M5","RCONNDM05M6","RCONNDM05M7","RCONNDM05M8","RCONNDM05M9","RCONNDM05M10","RCONNDM05M11","RCONNDM05M12","RCONNDM06M1","RCONNDM06M2","RCONNDM06M3","RCONNDM06M4","RCONNDM06M5","RCONNDM06M6","RCONNDM06M7","RCONNDM06M8","RCONNDM06M9","RCONNDM06M10","RCONNDM06M11","RCONNDM06M12","RCONNDM07M1","RCONNDM07M2","RCONNDM07M3","RCONNDM07M4","RCONNDM07M5","RCONNDM07M6","RCONNDM07M7","RCONNDM07M8","RCONNDM07M9","RCONNDM07M10","RCONNDM07M11","RCONNDM07M12","RCONNDM08M1","RCONNDM08M2","RCONNDM08M3","RCONNDM08M4","RCONNDM08M5","RCONNDM08M6","RCONNDM08M7","RCONNDM08M8","RCONNDM08M9","RCONNDM08M10","RCONNDM08M11","RCONNDM08M12","RCONNDM09M1","RCONNDM09M2","RCONNDM09M3","RCONNDM09M4","RCONNDM09M5","RCONNDM09M6","RCONNDM09M7","RCONNDM09M8","RCONNDM09M9","RCONNDM09M10","RCONNDM09M11","RCONNDM09M12","RCONNDM10M1","RCONNDM10M2","RCONNDM10M3","RCONNDM10M4","RCONNDM10M5","RCONNDM10M6","RCONNDM10M7","RCONNDM10M8","RCONNDM10M9","RCONNDM10M10","RCONNDM10M11","RCONNDM10M12","RCONNDM11M1","RCONNDM11M2","RCONNDM11M3","RCONNDM11M4","RCONNDM11M5","RCONNDM11M6","RCONNDM11M7","RCONNDM11M8","RCONNDM11M9","RCONNDM11M10","RCONNDM11M11","RCONNDM11M12","RCONNDM12M1","RCONNDM12M2","RCONNDM12M3","RCONNDM12M4","RCONNDM12M5","RCONNDM12M6","RCONNDM12M7","RCONNDM12M8","RCONNDM12M9","RCONNDM12M10","RCONNDM12M11","RCONNDM12M12","RCONNDM13M1","RCONNDM13M2","RCONNDM13M3","RCONNDM13M4","RCONNDM13M5","RCONNDM13M6","RCONNDM13M7","RCONNDM13M8","RCONNDM13M9","RCONNDM13M10","RCONNDM13M11","RCONNDM13M12","RCONNDM14M1","RCONNDM14M2","RCONNDM14M3","RCONNDM14M4","RCONNDM14M5","RCONNDM14M6","RCONNDM14M7","RCONNDM14M8","RCONNDM14M9","RCONNDM14M10","RCONNDM14M11","RCONNDM14M12","RCONNDM15M1","RCONNDM15M2","RCONNDM15M3","RCONNDM15M4","RCONNDM15M5","RCONNDM15M6","RCONNDM15M7","RCONNDM15M8","RCONNDM15M9","RCONNDM15M10","RCONNDM15M11"
"1978:03","1042.156","1042.156","1042.156","1042.156","1042.156","1042.156","1042.156","1042.156","1042.156","1042.156","1042.156","1042.156","#N/A","1034.975","1034.975","1034.975","1034.975","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","1035.0","#N/A","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.491","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","990.596","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318","1078.318"
"1978:04","1036.486","1036.486","1036.486","1036.486","1036.486","1036.486","1036.486","1036.486","1036.486","1036.486","1036.486","1036.486","#N/A","1029.45","1029.45","1029.45","1029.45","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","#N/A","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.679","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","983.798","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923","1070.923"
"1978:05","1040.954","1040.954","1040.954","1040.954","1040.954","1040.954","1040.954","1040.954","1040.954","1040.954","1040.954","1040.954","#N/A","1034.266","1034.266","1034.266","1034.266","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","1034.3","#N/A","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.154","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","990.264","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97","1077.97"
"1978:06","1044.179","1044.179","1044.179","1044.179","1044.179","1044.179","1044.179","1044.179","1044.179","1044.179","1044.179","1044.179","#N/A","1037.792","1037.792","1037.792","1037.792","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","1037.8","#N/A","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","1121.2","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.666","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","991.788","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623","1079.623"
"1978:07","1043.729","1043.729","1043.729","1043.729","1043.729","1043.729","1043.729","1043.729","1043.729","1043.729","1043.729","1043.729","#N/A","1037.918","1037.918","1037.918","1037.918","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","1037.9","#N/A","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","1121.4","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.089","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","989.209","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817","1076.817"
"1978:08","1048.025","1048.025","1048.025","1048.025","1048.025","1048.025","1048.025","1048.025","1048.025","1048.025","1048.025","1048.025","#N/A","1042.577","1042.577","1042.577","1042.577","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","#N/A","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","1126.5","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.733","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","993.878","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907","1081.907"
"1978:09","1059.208","1059.208","1059.208","1059.208","1059.208","1059.208","1059.208","1059.208","1059.208","1059.208","1059.208","1059.208","#N/A","1053.816","1053.816","1053.816","1053.816","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","1053.8","#N/A","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.614","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1005.774","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849","1094.849"
"1978:10","1052.189","1052.189","1052.189","1052.189","1052.189","1052.189","1052.189","1052.189","1052.189","1052.189","1052.189","1052.189","#N/A","1046.89","1046.89","1046.89","1046.89","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","1046.9","#N/A","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.407","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","998.585","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019","1087.019"
"1978:11","1062.513","1062.513","1062.513","1062.513","1062.513","1062.513","1062.513","1062.513","1062.513","1062.513","1062.513","1062.513","#N/A","1057.468","1057.468","1057.468","1057.468","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","#N/A","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1142.8","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1008.904","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1009.095","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482","1098.482"
"1978:12","1071.686","1071.686","1071.686","1071.686","1071.686","1071.686","1071.686","1071.686","1071.686","1071.686","1071.686","1071.686","#N/A","1067.274","1067.274","1067.274","1067.274","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","#N/A","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.512","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1019.701","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01","1110.01"
"1979:01","1062.737","1062.737","1062.737","1062.737","1062.737","1062.737","1062.737","1062.737","1062.737","1062.737","1062.737","1062.737","#N/A","1057.924","1057.924","1057.924","1057.924","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","1057.9","#N/A","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.448","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1011.634","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222","1101.222"
