"DATE","RIMP10M1","RIMP10M2","RIMP10M3","RIMP10M4","RIMP10M5","RIMP10M6","RIMP10M7","RIMP10M8","RIMP10M9","RIMP10M10","RIMP10M11","RIMP10M12","RIMP11M1","RIMP11M2","RIMP11M3","RIMP11M4","RIMP11M5","RIMP11M6","RIMP11M7","RIMP11M8","RIMP11M9","RIMP11M10","RIMP11M11","RIMP11M12","RIMP12M1","RIMP12M2","RIMP12M3","RIMP12M4","RIMP12M5","RIMP12M6","RIMP12M7","RIMP12M8","RIMP12M9","RIMP12M10","RIMP12M11","RIMP12M12","RIMP13M1","RIMP13M2","RIMP13M3","RIMP13M4","RIMP13M5","RIMP13M6","RIMP13M7","RIMP13M8","RIMP13M9","RIMP13M10","RIMP13M11","RIMP13M12","RIMP14M1","RIMP14M2","RIMP14M3","RIMP14M4","RIMP14M5","RIMP14M6","RIMP14M7","RIMP14M8","RIMP14M9","RIMP14M10","RIMP14M11","RIMP14M12","RIMP15M1","RIMP15M2","RIMP15M3","RIMP15M4","RIMP15M5","RIMP15M6","RIMP15M7","RIMP15M8","RIMP15M9","RIMP15M10","RIMP15M11"
"2007:Q4","2188.0","2188.0","2188.0","2188.0","2188.0","2188.0","2188.0","2182.4","2182.4","2182.4","2182.4","2182.4","2182.4","2182.4","2182.4","2182.4","2182.4","2182.4","2182.4","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2186.5","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3","2339.3"
"2008:Q1","2174.3","2174.3","2174.3","2174.3","2174.3","2174.3","2174.3","2174.6","2174.6","2174.6","2174.6","2174.6","2174.6","2174.6","2174.6","2174.6","2174.6","2174.6","2174.6","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2349.9","2349.9","2349.9","2349.9","2349.9","2349.9","2349.9","2349.9","2349.9","2349.9","2349.9","2349.9","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6","2361.6"
"2008:Q2","2146.5","2146.5","2146.5","2146.5","2146.5","2146.5","2146.5","2190.4","2190.4","2190.4","2190.4","2190.4","2190.4","2190.4","2190.4","2190.4","2190.4","2190.4","2190.4","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2180.1","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2328.3","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4"
"2008:Q3","2134.4","2134.4","2134.4","2134.4","2134.4","2134.4","2134.4","2189.8","2189.8","2189.8","2189.8","2189.8","2189.8","2189.8","2189.8","2189.8","2189.8","2189.8","2189.8","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2143.3","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0","2293.0"
"2008:Q4","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2052.2","2052.2","2052.2","2052.2","2052.2","2052.2","2052.2","2052.2","2052.2","2052.2","2052.2","2052.2","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2058.6","2191.5","2191.5","2191.5","2191.5","2191.5","2191.5","2191.5","2191.5","2191.5","2191.5","2191.5","2191.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5"
"2009:Q1","1821.0","1821.0","1821.0","1821.0","1821.0","1821.0","1821.0","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1855.3","1855.3","1855.3","1855.3","1855.3","1855.3","1855.3","1855.3","1855.3","1855.3","1855.3","1855.3","1856.0","1856.0","1856.0","1856.0","1856.0","1856.0","1856.0","1856.0","1856.0","1856.0","1856.0","1856.0","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7"
"2009:Q2","1749.8","1749.8","1749.8","1749.8","1749.8","1749.8","1749.8","1789.9","1789.9","1789.9","1789.9","1789.9","1789.9","1789.9","1789.9","1789.9","1789.9","1789.9","1789.9","1781.2","1781.2","1781.2","1781.2","1781.2","1781.2","1781.2","1781.2","1781.2","1781.2","1781.2","1781.2","1777.4","1777.4","1777.4","1777.4","1777.4","1777.4","1777.4","1777.4","1777.4","1777.4","1777.4","1777.4","1897.6","1897.6","1897.6","1897.6","1897.6","1897.6","1897.6","1897.6","1897.6","1897.6","1897.6","1897.6","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7","1905.7"
"2009:Q3","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1880.8","1880.8","1880.8","1880.8","1880.8","1880.8","1880.8","1880.8","1880.8","1880.8","1880.8","1880.8","1849.7","1849.7","1849.7","1849.7","1849.7","1849.7","1849.7","1849.7","1849.7","1849.7","1849.7","1849.7","1849.3","1849.3","1849.3","1849.3","1849.3","1849.3","1849.3","1849.3","1849.3","1849.3","1849.3","1849.3","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0","1977.0"
"2009:Q4","#N/A","1882.7","1902.7","1904.8","1904.8","1904.8","1904.8","1903.6","1903.6","1903.6","1903.6","1903.6","1903.6","1903.6","1903.6","1903.6","1903.6","1903.6","1903.6","1925.2","1925.2","1925.2","1925.2","1925.2","1925.2","1925.2","1925.2","1925.2","1925.2","1925.2","1925.2","1932.7","1932.7","1932.7","1932.7","1932.7","1932.7","1932.7","1932.7","1932.7","1932.7","1932.7","1932.7","2055.5","2055.5","2055.5","2055.5","2055.5","2055.5","2055.5","2055.5","2055.5","2055.5","2055.5","2055.5","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","1945.8","1952.4","1971.8","1954.8","1954.8","1954.8","1954.8","1954.8","1954.8","1954.8","1954.8","1954.8","1954.8","1954.8","1954.8","1983.0","1983.0","1983.0","1983.0","1983.0","1983.0","1983.0","1983.0","1983.0","1983.0","1983.0","1983.0","1980.9","1980.9","1980.9","1980.9","1980.9","1980.9","1980.9","1980.9","1980.9","1980.9","1980.9","1980.9","2113.9","2113.9","2113.9","2113.9","2113.9","2113.9","2113.9","2113.9","2113.9","2113.9","2113.9","2113.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9","2116.9"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2082.6","2097.0","2101.1","2101.1","2101.1","2101.1","2101.1","2101.1","2101.1","2101.1","2101.1","2101.1","2082.4","2082.4","2082.4","2082.4","2082.4","2082.4","2082.4","2082.4","2082.4","2082.4","2082.4","2082.4","2074.2","2074.2","2074.2","2074.2","2074.2","2074.2","2074.2","2074.2","2074.2","2074.2","2074.2","2074.2","2213.6","2213.6","2213.6","2213.6","2213.6","2213.6","2213.6","2213.6","2213.6","2213.6","2213.6","2213.6","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8","2217.8"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2187.2","2184.2","2184.3","2184.3","2184.3","2184.3","2184.3","2184.3","2184.3","2143.5","2143.5","2143.5","2143.5","2143.5","2143.5","2143.5","2143.5","2143.5","2143.5","2143.5","2143.5","2142.8","2142.8","2142.8","2142.8","2142.8","2142.8","2142.8","2142.8","2142.8","2142.8","2142.8","2142.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0","2296.0"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2106.1","2113.3","2112.0","2112.0","2112.0","2112.0","2131.0","2131.0","2131.0","2131.0","2131.0","2131.0","2131.0","2131.0","2131.0","2131.0","2131.0","2131.0","2143.0","2143.0","2143.0","2143.0","2143.0","2143.0","2143.0","2143.0","2143.0","2143.0","2143.0","2143.0","2295.2","2295.2","2295.2","2295.2","2295.2","2295.2","2295.2","2295.2","2295.2","2295.2","2295.2","2295.2","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7","2310.7"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2134.8","2150.8","2138.6","2173.9","2173.9","2173.9","2173.9","2173.9","2173.9","2173.9","2173.9","2173.9","2173.9","2173.9","2173.9","2165.4","2165.4","2165.4","2165.4","2165.4","2165.4","2165.4","2165.4","2165.4","2165.4","2165.4","2165.4","2311.3","2311.3","2311.3","2311.3","2311.3","2311.3","2311.3","2311.3","2311.3","2311.3","2311.3","2311.3","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5","2328.5"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2181.0","2184.0","2181.4","2181.4","2181.4","2181.4","2181.4","2181.4","2181.4","2181.4","2181.4","2181.4","2166.0","2166.0","2166.0","2166.0","2166.0","2166.0","2166.0","2166.0","2166.0","2166.0","2166.0","2166.0","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9","2345.9"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2191.8","2184.3","2187.9","2187.9","2187.9","2187.9","2187.9","2187.9","2187.9","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2342.8","2342.8","2342.8","2342.8","2342.8","2342.8","2342.8","2342.8","2342.8","2342.8","2342.8","2342.8","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9","2364.9"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2211.5","2208.4","2207.7","2207.7","2207.7","2207.7","2217.3","2217.3","2217.3","2217.3","2217.3","2217.3","2217.3","2217.3","2217.3","2217.3","2217.3","2217.3","2376.4","2376.4","2376.4","2376.4","2376.4","2376.4","2376.4","2376.4","2376.4","2376.4","2376.4","2376.4","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3","2391.3"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2230.9","2240.6","2222.7","2234.2","2234.2","2234.2","2234.2","2234.2","2234.2","2234.2","2234.2","2234.2","2234.2","2234.2","2234.2","2380.6","2380.6","2380.6","2380.6","2380.6","2380.6","2380.6","2380.6","2380.6","2380.6","2380.6","2380.6","2401.7","2401.7","2401.7","2401.7","2401.7","2401.7","2401.7","2401.7","2401.7","2401.7","2401.7","2401.7","2405.3","2405.3","2405.3","2405.3"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2266.8","2250.1","2249.6","2249.6","2249.6","2249.6","2249.6","2249.6","2249.6","2249.6","2249.6","2249.6","2395.1","2395.1","2395.1","2395.1","2395.1","2395.1","2395.1","2395.1","2395.1","2395.1","2395.1","2395.1","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2417.0","2417.0","2417.0","2417.0"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2248.3","2250.2","2246.1","2246.1","2246.1","2246.1","2246.1","2246.1","2246.1","2398.0","2398.0","2398.0","2398.0","2398.0","2398.0","2398.0","2398.0","2398.0","2398.0","2398.0","2398.0","2422.1","2422.1","2422.1","2422.1","2422.1","2422.1","2422.1","2422.1","2422.1","2422.1","2422.1","2422.1","2420.9","2420.9","2420.9","2420.9"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2228.0","2220.4","2222.3","2222.3","2222.3","2222.3","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2401.0","2401.0","2401.0","2401.0","2401.0","2401.0","2401.0","2401.0","2401.0","2401.0","2401.0","2401.0","2397.8","2397.8","2397.8","2397.8"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2251.5","2232.8","2220.3","2382.7","2382.7","2382.7","2382.7","2382.7","2382.7","2382.7","2382.7","2382.7","2382.7","2382.7","2382.7","2399.5","2399.5","2399.5","2399.5","2399.5","2399.5","2399.5","2399.5","2399.5","2399.5","2399.5","2399.5","2402.6","2402.6","2402.6","2402.6"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2437.6","2423.2","2422.9","2422.9","2422.9","2422.9","2422.9","2422.9","2422.9","2422.9","2422.9","2422.9","2448.8","2448.8","2448.8","2448.8","2448.8","2448.8","2448.8","2448.8","2448.8","2448.8","2448.8","2448.8","2434.7","2434.7","2434.7","2434.7"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2434.0","2438.8","2437.3","2437.3","2437.3","2437.3","2437.3","2437.3","2437.3","2452.3","2452.3","2452.3","2452.3","2452.3","2452.3","2452.3","2452.3","2452.3","2452.3","2452.3","2452.3","2449.4","2449.4","2449.4","2449.4"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2443.1","2446.2","2446.4","2446.4","2446.4","2446.4","2460.5","2460.5","2460.5","2460.5","2460.5","2460.5","2460.5","2460.5","2460.5","2460.5","2460.5","2460.5","2455.7","2455.7","2455.7","2455.7"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2437.6","2451.0","2457.4","2474.1","2474.1","2474.1","2474.1","2474.1","2474.1","2474.1","2474.1","2474.1","2474.1","2474.1","2474.1","2472.7","2472.7","2472.7","2472.7"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2543.7","2539.7","2541.1","2541.1","2541.1","2541.1","2541.1","2541.1","2541.1","2541.1","2541.1","2541.1","2530.1","2530.1","2530.1","2530.1"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2530.2","2536.7","2535.3","2535.3","2535.3","2535.3","2535.3","2535.3","2535.3","2525.1","2525.1","2525.1","2525.1"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2589.9","2597.0","2598.5","2598.5","2598.5","2598.5","2587.5","2587.5","2587.5","2587.5"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2610.2","2633.9","2643.3","2632.5","2632.5","2632.5","2632.5"
"2015:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2655.0","2650.5","2652.1","2652.1"
"2015:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2663.7"
