"DATE","RCONSM98M11","RCONSM98M12","RCONSM99M1","RCONSM99M2","RCONSM99M3","RCONSM99M4","RCONSM99M5","RCONSM99M6","RCONSM99M7","RCONSM99M8","RCONSM99M9","RCONSM99M10","RCONSM99M11","RCONSM99M12","RCONSM00M1","RCONSM00M2","RCONSM00M3","RCONSM00M4","RCONSM00M5","RCONSM00M6","RCONSM00M7","RCONSM00M8","RCONSM00M9","RCONSM00M10","RCONSM00M11","RCONSM00M12","RCONSM01M1","RCONSM01M2","RCONSM01M3","RCONSM01M4","RCONSM01M5","RCONSM01M6","RCONSM01M7","RCONSM01M8","RCONSM01M9","RCONSM01M10","RCONSM01M11","RCONSM01M12","RCONSM02M1","RCONSM02M2","RCONSM02M3","RCONSM02M4","RCONSM02M5","RCONSM02M6","RCONSM02M7","RCONSM02M8","RCONSM02M9","RCONSM02M10","RCONSM02M11","RCONSM02M12","RCONSM03M1","RCONSM03M2","RCONSM03M3","RCONSM03M4","RCONSM03M5","RCONSM03M6","RCONSM03M7","RCONSM03M8","RCONSM03M9","RCONSM03M10","RCONSM03M11","RCONSM03M12","RCONSM04M1","RCONSM04M2","RCONSM04M3","RCONSM04M4","RCONSM04M5","RCONSM04M6","RCONSM04M7","RCONSM04M8","RCONSM04M9","RCONSM04M10","RCONSM04M11","RCONSM04M12","RCONSM05M1","RCONSM05M2","RCONSM05M3","RCONSM05M4","RCONSM05M5","RCONSM05M6","RCONSM05M7","RCONSM05M8","RCONSM05M9","RCONSM05M10","RCONSM05M11","RCONSM05M12","RCONSM06M1","RCONSM06M2","RCONSM06M3","RCONSM06M4","RCONSM06M5","RCONSM06M6","RCONSM06M7","RCONSM06M8","RCONSM06M9","RCONSM06M10","RCONSM06M11","RCONSM06M12","RCONSM07M1","RCONSM07M2","RCONSM07M3","RCONSM07M4","RCONSM07M5","RCONSM07M6","RCONSM07M7","RCONSM07M8","RCONSM07M9","RCONSM07M10","RCONSM07M11","RCONSM07M12","RCONSM08M1","RCONSM08M2","RCONSM08M3","RCONSM08M4","RCONSM08M5","RCONSM08M6","RCONSM08M7","RCONSM08M8","RCONSM08M9","RCONSM08M10","RCONSM08M11","RCONSM08M12","RCONSM09M1","RCONSM09M2","RCONSM09M3","RCONSM09M4","RCONSM09M5","RCONSM09M6","RCONSM09M7","RCONSM09M8","RCONSM09M9","RCONSM09M10","RCONSM09M11","RCONSM09M12","RCONSM10M1","RCONSM10M2","RCONSM10M3","RCONSM10M4","RCONSM10M5","RCONSM10M6","RCONSM10M7","RCONSM10M8","RCONSM10M9","RCONSM10M10","RCONSM10M11","RCONSM10M12","RCONSM11M1","RCONSM11M2","RCONSM11M3","RCONSM11M4","RCONSM11M5","RCONSM11M6","RCONSM11M7","RCONSM11M8","RCONSM11M9","RCONSM11M10","RCONSM11M11","RCONSM11M12","RCONSM12M1","RCONSM12M2","RCONSM12M3","RCONSM12M4","RCONSM12M5","RCONSM12M6","RCONSM12M7","RCONSM12M8","RCONSM12M9","RCONSM12M10","RCONSM12M11","RCONSM12M12","RCONSM13M1","RCONSM13M2","RCONSM13M3","RCONSM13M4","RCONSM13M5","RCONSM13M6","RCONSM13M7","RCONSM13M8","RCONSM13M9","RCONSM13M10","RCONSM13M11","RCONSM13M12","RCONSM14M1","RCONSM14M2","RCONSM14M3","RCONSM14M4","RCONSM14M5","RCONSM14M6","RCONSM14M7","RCONSM14M8","RCONSM14M9","RCONSM14M10","RCONSM14M11","RCONSM14M12","RCONSM15M1","RCONSM15M2","RCONSM15M3","RCONSM15M4","RCONSM15M5"
"1961:04","740.974","740.974","740.974","740.974","740.974","740.974","740.974","740.974","740.974","740.974","740.974","740.974","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1174.073","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1175.024","1261.922","1261.922","1261.922","1261.922","1261.922","1261.922","1261.922","1261.922","1261.922","1261.922","1261.922","1261.922","1261.956","1261.956","1261.956","1261.956","1261.956","1261.956","1261.956","1261.956","1261.956","1261.956"
"1961:05","746.227","746.227","746.227","746.227","746.227","746.227","746.227","746.227","746.227","746.227","746.227","746.227","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","889.3","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1180.725","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1181.667","1269.098","1269.098","1269.098","1269.098","1269.098","1269.098","1269.098","1269.098","1269.098","1269.098","1269.098","1269.098","1269.07","1269.07","1269.07","1269.07","1269.07","1269.07","1269.07","1269.07","1269.07","1269.07"
"1961:06","746.998","746.998","746.998","746.998","746.998","746.998","746.998","746.998","746.998","746.998","746.998","746.998","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","889.6","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1181.481","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1182.412","1269.896","1269.896","1269.896","1269.896","1269.896","1269.896","1269.896","1269.896","1269.896","1269.896","1269.896","1269.896","1269.868","1269.868","1269.868","1269.868","1269.868","1269.868","1269.868","1269.868","1269.868","1269.868"
"1961:07","746.588","746.588","746.588","746.588","746.588","746.588","746.588","746.588","746.588","746.588","746.588","746.588","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","888.7","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1179.351","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1180.236","1267.57","1267.57","1267.57","1267.57","1267.57","1267.57","1267.57","1267.57","1267.57","1267.57","1267.57","1267.57","1267.608","1267.608","1267.608","1267.608","1267.608","1267.608","1267.608","1267.608","1267.608","1267.608"
"1961:08","746.926","746.926","746.926","746.926","746.926","746.926","746.926","746.926","746.926","746.926","746.926","746.926","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","889.0","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1180.856","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1181.725","1269.231","1269.231","1269.231","1269.231","1269.231","1269.231","1269.231","1269.231","1269.231","1269.231","1269.231","1269.231","1269.203","1269.203","1269.203","1269.203","1269.203","1269.203","1269.203","1269.203","1269.203","1269.203"
"1961:09","751.552","751.552","751.552","751.552","751.552","751.552","751.552","751.552","751.552","751.552","751.552","751.552","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","894.2","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1186.908","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1187.852","1275.743","1275.743","1275.743","1275.743","1275.743","1275.743","1275.743","1275.743","1275.743","1275.743","1275.743","1275.743","1275.785","1275.785","1275.785","1275.785","1275.785","1275.785","1275.785","1275.785","1275.785","1275.785"
"1961:10","756.756","756.756","756.756","756.756","756.756","756.756","756.756","756.756","756.756","756.756","756.756","756.756","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1196.223","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1197.187","1285.842","1285.842","1285.842","1285.842","1285.842","1285.842","1285.842","1285.842","1285.842","1285.842","1285.842","1285.842","1285.825","1285.825","1285.825","1285.825","1285.825","1285.825","1285.825","1285.825","1285.825","1285.825"
"1961:11","762.25","762.25","762.25","762.25","762.25","762.25","762.25","762.25","762.25","762.25","762.25","762.25","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","907.6","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1203.85","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1204.861","1294.082","1294.082","1294.082","1294.082","1294.082","1294.082","1294.082","1294.082","1294.082","1294.082","1294.082","1294.082","1294.069","1294.069","1294.069","1294.069","1294.069","1294.069","1294.069","1294.069","1294.069","1294.069"
"1961:12","765.43","765.43","765.43","765.43","765.43","765.43","765.43","765.43","765.43","765.43","765.43","765.43","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","911.4","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1209.356","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1210.301","1299.995","1299.995","1299.995","1299.995","1299.995","1299.995","1299.995","1299.995","1299.995","1299.995","1299.995","1299.995","1299.919","1299.919","1299.919","1299.919","1299.919","1299.919","1299.919","1299.919","1299.919","1299.919"
"1962:01","766.153","766.153","766.153","766.153","766.153","766.153","766.153","766.153","766.153","766.153","766.153","766.153","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","911.8","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1210.716","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1211.676","1301.457","1301.457","1301.457","1301.457","1301.457","1301.457","1301.457","1301.457","1301.457","1301.457","1301.457","1301.457","1301.449","1301.449","1301.449","1301.449","1301.449","1301.449","1301.449","1301.449","1301.449","1301.449"
"1962:02","767.743","767.743","767.743","767.743","767.743","767.743","767.743","767.743","767.743","767.743","767.743","767.743","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","914.0","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1213.884","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1214.826","1304.779","1304.779","1304.779","1304.779","1304.779","1304.779","1304.779","1304.779","1304.779","1304.779","1304.779","1304.779","1304.773","1304.773","1304.773","1304.773","1304.773","1304.773","1304.773","1304.773","1304.773","1304.773"
"1962:03","771.888","771.888","771.888","771.888","771.888","771.888","771.888","771.888","771.888","771.888","771.888","771.888","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","918.7","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1219.143","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1220.037","1310.361","1310.361","1310.361","1310.361","1310.361","1310.361","1310.361","1310.361","1310.361","1310.361","1310.361","1310.361","1310.358","1310.358","1310.358","1310.358","1310.358","1310.358","1310.358","1310.358","1310.358","1310.358"
"1962:04","776.658","776.658","776.658","776.658","776.658","776.658","776.658","776.658","776.658","776.658","776.658","776.658","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1227.835","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1228.799","1319.796","1319.796","1319.796","1319.796","1319.796","1319.796","1319.796","1319.796","1319.796","1319.796","1319.796","1319.796","1319.732","1319.732","1319.732","1319.732","1319.732","1319.732","1319.732","1319.732","1319.732","1319.732"
