"DATE","RG10M1","RG10M2","RG10M3","RG10M4","RG10M5","RG10M6","RG10M7","RG10M8","RG10M9","RG10M10","RG10M11","RG10M12","RG11M1","RG11M2","RG11M3","RG11M4","RG11M5","RG11M6","RG11M7","RG11M8","RG11M9","RG11M10","RG11M11","RG11M12","RG12M1","RG12M2","RG12M3","RG12M4","RG12M5","RG12M6","RG12M7","RG12M8","RG12M9","RG12M10","RG12M11","RG12M12","RG13M1","RG13M2","RG13M3","RG13M4","RG13M5","RG13M6","RG13M7","RG13M8","RG13M9","RG13M10","RG13M11","RG13M12","RG14M1","RG14M2","RG14M3","RG14M4","RG14M5","RG14M6","RG14M7","RG14M8","RG14M9","RG14M10","RG14M11","RG14M12","RG15M1","RG15M2","RG15M3","RG15M4","RG15M5","RG15M6","RG15M7","RG15M8","RG15M9","RG15M10","RG15M11"
"1995:Q1","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","1891.6","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8"
"1995:Q2","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6"
"1995:Q3","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","1893.7","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4"
"1995:Q4","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","1872.5","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1","2242.1"
"1996:Q1","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8"
"1996:Q2","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8"
"1996:Q3","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2"
"1996:Q4","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9"
"1997:Q1","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3"
"1997:Q2","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3"
"1997:Q3","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0"
"1997:Q4","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5"
"1998:Q1","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0"
"1998:Q2","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0"
"1998:Q3","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6"
"1998:Q4","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4"
"1999:Q1","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2028.4","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1","2418.1"
"1999:Q2","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2036.9","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7","2431.7"
"1999:Q3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2063.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3","2460.3"
"1999:Q4","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2095.9","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7","2496.7"
"2000:Q1","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2078.7","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2","2476.2"
"2000:Q2","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2106.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4","2506.4"
"2000:Q3","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2","2501.2"
"2000:Q4","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2106.2","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0","2509.0"
"2001:Q1","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2137.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3","2546.3"
"2001:Q2","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2181.7","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4","2596.4"
"2001:Q3","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2177.8","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6","2594.6"
"2001:Q4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2216.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4","2632.4"
"2002:Q1","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2250.4","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3","2671.3"
"2002:Q2","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2272.0","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9","2696.9"
"2002:Q3","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2290.4","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8","2717.8"
"2002:Q4","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2305.7","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1","2737.1"
"2003:Q1","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2300.9","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3","2728.3"
"2003:Q2","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2335.1","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2"
"2003:Q3","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2342.0","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2","2771.2"
"2003:Q4","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2343.7","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3","2786.3"
"2004:Q1","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2354.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9","2793.9"
