"DATE","RATESAV65Q4","RATESAV66Q1","RATESAV66Q2","RATESAV66Q3","RATESAV66Q4","RATESAV67Q1","RATESAV67Q2","RATESAV67Q3","RATESAV67Q4","RATESAV68Q1","RATESAV68Q2","RATESAV68Q3","RATESAV68Q4","RATESAV69Q1","RATESAV69Q2","RATESAV69Q3","RATESAV69Q4","RATESAV70Q1","RATESAV70Q2","RATESAV70Q3","RATESAV70Q4","RATESAV71Q1","RATESAV71Q2","RATESAV71Q3","RATESAV71Q4","RATESAV72Q1","RATESAV72Q2","RATESAV72Q3","RATESAV72Q4","RATESAV73Q1","RATESAV73Q2","RATESAV73Q3","RATESAV73Q4","RATESAV74Q1","RATESAV74Q2","RATESAV74Q3","RATESAV74Q4","RATESAV75Q1","RATESAV75Q2","RATESAV75Q3","RATESAV75Q4","RATESAV76Q1","RATESAV76Q2","RATESAV76Q3","RATESAV76Q4","RATESAV77Q1","RATESAV77Q2","RATESAV77Q3","RATESAV77Q4","RATESAV78Q1","RATESAV78Q2","RATESAV78Q3","RATESAV78Q4","RATESAV79Q1","RATESAV79Q2","RATESAV79Q3","RATESAV79Q4","RATESAV80Q1","RATESAV80Q2","RATESAV80Q3","RATESAV80Q4","RATESAV81Q1","RATESAV81Q2","RATESAV81Q3","RATESAV81Q4","RATESAV82Q1","RATESAV82Q2","RATESAV82Q3","RATESAV82Q4","RATESAV83Q1","RATESAV83Q2","RATESAV83Q3","RATESAV83Q4","RATESAV84Q1","RATESAV84Q2","RATESAV84Q3","RATESAV84Q4","RATESAV85Q1","RATESAV85Q2","RATESAV85Q3","RATESAV85Q4","RATESAV86Q1","RATESAV86Q2","RATESAV86Q3","RATESAV86Q4","RATESAV87Q1","RATESAV87Q2","RATESAV87Q3","RATESAV87Q4","RATESAV88Q1","RATESAV88Q2","RATESAV88Q3","RATESAV88Q4","RATESAV89Q1","RATESAV89Q2","RATESAV89Q3","RATESAV89Q4","RATESAV90Q1","RATESAV90Q2","RATESAV90Q3","RATESAV90Q4","RATESAV91Q1","RATESAV91Q2","RATESAV91Q3","RATESAV91Q4","RATESAV92Q1","RATESAV92Q2","RATESAV92Q3","RATESAV92Q4","RATESAV93Q1","RATESAV93Q2","RATESAV93Q3","RATESAV93Q4","RATESAV94Q1","RATESAV94Q2","RATESAV94Q3","RATESAV94Q4","RATESAV95Q1","RATESAV95Q2","RATESAV95Q3","RATESAV95Q4","RATESAV96Q1","RATESAV96Q2","RATESAV96Q3","RATESAV96Q4","RATESAV97Q1","RATESAV97Q2","RATESAV97Q3","RATESAV97Q4","RATESAV98Q1","RATESAV98Q2","RATESAV98Q3","RATESAV98Q4","RATESAV99Q1","RATESAV99Q2","RATESAV99Q3","RATESAV99Q4","RATESAV00Q1","RATESAV00Q2","RATESAV00Q3","RATESAV00Q4","RATESAV01Q1","RATESAV01Q2","RATESAV01Q3","RATESAV01Q4","RATESAV02Q1","RATESAV02Q2","RATESAV02Q3","RATESAV02Q4","RATESAV03Q1","RATESAV03Q2","RATESAV03Q3","RATESAV03Q4","RATESAV04Q1","RATESAV04Q2","RATESAV04Q3","RATESAV04Q4","RATESAV05Q1","RATESAV05Q2","RATESAV05Q3","RATESAV05Q4","RATESAV06Q1","RATESAV06Q2","RATESAV06Q3","RATESAV06Q4","RATESAV07Q1","RATESAV07Q2","RATESAV07Q3","RATESAV07Q4","RATESAV08Q1","RATESAV08Q2","RATESAV08Q3","RATESAV08Q4","RATESAV09Q1","RATESAV09Q2","RATESAV09Q3","RATESAV09Q4","RATESAV10Q1","RATESAV10Q2","RATESAV10Q3","RATESAV10Q4","RATESAV11Q1","RATESAV11Q2","RATESAV11Q3","RATESAV11Q4","RATESAV12Q1","RATESAV12Q2","RATESAV12Q3","RATESAV12Q4","RATESAV13Q1","RATESAV13Q2","RATESAV13Q3","RATESAV13Q4","RATESAV14Q1","RATESAV14Q2","RATESAV14Q3","RATESAV14Q4","RATESAV15Q1","RATESAV15Q2"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6.1239","6.0946","6.0946","6.0946","6.0946","6.0946","6.0946","6.9573","6.9573","6.8588","6.8588","6.8588","6.8588","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","6.9339","8.1151","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","8.1002","7.8655","7.8655","7.8655","7.8655","7.8655","8.1325","8.1325","8.1325","8.1325","8.1325","7.9739","7.9739","7.9739","7.9739","7.9739","#N/A","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","9.9209","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","10.2734","#N/A","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","9.8333","10.4836","10.4836","10.4836","10.4836","10.4836","10.4836","10.4836","10.4836"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6.0213","5.6689","5.6689","5.6689","5.6689","5.6689","6.1361","6.1361","5.9555","5.9555","5.9555","5.9555","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","5.7817","7.8085","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","7.7939","8.2529","8.2529","8.2529","8.2529","8.2529","8.5875","8.5875","8.5875","8.5875","8.5875","8.4893","8.4893","8.4893","8.4893","8.4893","#N/A","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.3835","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","10.6224","#N/A","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.0625","10.671","10.671","10.671","10.671","10.671","10.671","10.671","10.671"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6.3229","6.296","6.296","6.296","6.296","6.7304","6.7304","6.4184","6.4184","6.4184","6.4184","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","6.1388","8.4271","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","8.4128","9.1746","9.1746","9.1746","9.1746","9.1746","9.4537","9.4537","9.4537","9.4537","9.4537","9.3426","9.3426","9.3426","9.3426","9.3426","#N/A","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3459","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","11.3198","#N/A","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","10.7045","11.1455","11.1455","11.1455","11.1455","11.1455","11.1455","11.1455","11.1455"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6.2731","6.1637","6.1637","6.1637","6.0394","6.0394","6.0448","6.0448","6.0448","6.0448","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","5.7649","7.8824","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","7.8682","8.2275","8.2275","8.2275","8.2275","8.2275","8.6171","8.6171","8.6171","8.6171","8.6171","8.472","8.472","8.472","8.472","8.472","#N/A","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.7596","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","10.9912","#N/A","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.3565","10.6779","10.6779","10.6779","10.6779","10.6779","10.6779","10.6779","10.6779"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.5616","4.4674","4.4674","4.7788","4.7788","5.2297","5.2297","5.2297","5.2297","4.7498","4.7498","4.7498","4.7498","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","4.6553","6.6716","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","6.6541","7.0155","7.0155","7.0155","7.0155","7.0155","7.362","7.362","7.362","7.362","7.362","7.1812","7.1812","7.1812","7.1812","7.1812","#N/A","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.4379","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","9.3562","#N/A","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.5578","8.7721","8.7721","8.7721","8.7721","8.7721","8.7721","8.7721","8.7721"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.2915","5.1128","5.9339","5.9339","6.4596","6.4596","6.4596","6.4596","5.7155","5.7155","5.7155","5.7155","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","5.8863","7.7705","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.7536","7.9631","7.9631","7.9631","7.9631","7.9631","8.2531","8.2531","8.2531","8.2531","8.2531","8.021","8.021","8.021","8.021","8.021","#N/A","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2835","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","10.2294","#N/A","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.4082","9.6062","9.6062","9.6062","9.6062","9.6062","9.6062","9.6062","9.6062"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.8902","3.664","3.664","4.2232","4.2232","4.2232","4.2232","3.3612","3.3612","3.3612","3.3612","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","3.2852","5.3929","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.3759","5.9557","5.9557","5.9557","5.9557","5.9557","6.2605","6.2605","6.2605","6.2605","6.2605","5.9526","5.9526","5.9526","5.9526","5.9526","#N/A","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","8.1888","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","7.8866","#N/A","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.1419","7.5541","7.5541","7.5541","7.5541","7.5541","7.5541","7.5541","7.5541"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.1479","4.0479","4.3647","4.3647","4.3647","4.3647","4.0769","4.0769","4.0769","4.0769","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","3.8524","5.9743","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","5.9576","6.5528","6.5528","6.5528","6.5528","6.5528","6.8708","6.8708","6.8708","6.8708","6.8708","6.492","6.492","6.492","6.492","6.492","#N/A","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.7348","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","8.5682","#N/A","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","7.8438","8.3099","8.3099","8.3099","8.3099","8.3099","8.3099","8.3099","8.3099"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.2984","4.9606","4.9606","4.9606","4.9606","4.6662","4.6662","4.6662","4.6662","4.617","4.617","4.617","4.617","4.5925","4.5925","4.5925","4.5925","4.5925","4.5925","4.5925","4.5925","4.5925","4.5925","6.4933","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","6.4802","7.0041","7.0041","7.0041","7.0041","7.0041","7.3199","7.3199","7.3199","7.3199","7.3199","6.8377","6.8377","6.8377","6.8377","6.8377","#N/A","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","9.0414","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","8.8978","#N/A","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.1582","8.6412","8.6412","8.6412","8.6412","8.6412","8.6412","8.6412","8.6412"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.2262","5.1402","5.1402","5.1402","5.4923","5.4923","5.4923","5.4923","5.1089","5.1089","5.1089","5.1089","5.1555","5.1555","5.1555","5.1555","5.1555","5.1555","5.1555","5.1555","5.1555","5.1555","7.2001","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","7.1905","6.8534","6.8534","6.8534","6.8534","6.8534","7.1375","7.1375","7.1375","7.1375","7.1375","6.5705","6.5705","6.5705","6.5705","6.5705","#N/A","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.9627","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","8.8862","#N/A","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.231","8.8225","8.8225","8.8225","8.8225","8.8225","8.8225","8.8225","8.8225"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.9333","2.8222","2.8222","3.5844","3.5844","3.5844","3.5844","3.2581","3.2581","3.2581","3.2581","3.5248","3.5248","3.5248","3.5248","3.5248","3.5248","3.5248","3.5248","3.5248","3.5248","5.545","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.5355","5.7774","5.7774","5.7774","5.7774","5.7774","6.1284","6.1284","6.1284","6.1284","6.1284","5.5302","5.5302","5.5302","5.5302","5.5302","#N/A","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7764","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","7.7528","#N/A","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.1899","7.8793","7.8793","7.8793","7.8793","7.8793","7.8793","7.8793","7.8793"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.7422","2.4791","3.5602","3.5602","3.5602","3.5602","3.1585","3.1585","3.1585","3.1585","3.3296","3.3296","3.3296","3.3296","3.3296","3.3296","3.3296","3.3296","3.3296","3.3296","4.7802","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","4.7676","5.0539","5.0539","5.0539","5.0539","5.0539","5.3879","5.3879","5.3879","5.3879","5.3879","4.8181","4.8181","4.8181","4.8181","4.8181","#N/A","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.0843","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","7.1727","#N/A","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","6.6979","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45"
