"DATE","RATESAV65Q4","RATESAV66Q1","RATESAV66Q2","RATESAV66Q3","RATESAV66Q4","RATESAV67Q1","RATESAV67Q2","RATESAV67Q3","RATESAV67Q4","RATESAV68Q1","RATESAV68Q2","RATESAV68Q3","RATESAV68Q4","RATESAV69Q1","RATESAV69Q2","RATESAV69Q3","RATESAV69Q4","RATESAV70Q1","RATESAV70Q2","RATESAV70Q3","RATESAV70Q4","RATESAV71Q1","RATESAV71Q2","RATESAV71Q3","RATESAV71Q4","RATESAV72Q1","RATESAV72Q2","RATESAV72Q3","RATESAV72Q4","RATESAV73Q1","RATESAV73Q2","RATESAV73Q3","RATESAV73Q4","RATESAV74Q1","RATESAV74Q2","RATESAV74Q3","RATESAV74Q4","RATESAV75Q1","RATESAV75Q2","RATESAV75Q3","RATESAV75Q4","RATESAV76Q1","RATESAV76Q2","RATESAV76Q3","RATESAV76Q4","RATESAV77Q1","RATESAV77Q2","RATESAV77Q3","RATESAV77Q4","RATESAV78Q1","RATESAV78Q2","RATESAV78Q3","RATESAV78Q4","RATESAV79Q1","RATESAV79Q2","RATESAV79Q3","RATESAV79Q4","RATESAV80Q1","RATESAV80Q2","RATESAV80Q3","RATESAV80Q4","RATESAV81Q1","RATESAV81Q2","RATESAV81Q3","RATESAV81Q4","RATESAV82Q1","RATESAV82Q2","RATESAV82Q3","RATESAV82Q4","RATESAV83Q1","RATESAV83Q2","RATESAV83Q3","RATESAV83Q4","RATESAV84Q1","RATESAV84Q2","RATESAV84Q3","RATESAV84Q4","RATESAV85Q1","RATESAV85Q2","RATESAV85Q3","RATESAV85Q4","RATESAV86Q1","RATESAV86Q2","RATESAV86Q3","RATESAV86Q4","RATESAV87Q1","RATESAV87Q2","RATESAV87Q3","RATESAV87Q4","RATESAV88Q1","RATESAV88Q2","RATESAV88Q3","RATESAV88Q4","RATESAV89Q1","RATESAV89Q2","RATESAV89Q3","RATESAV89Q4","RATESAV90Q1","RATESAV90Q2","RATESAV90Q3","RATESAV90Q4","RATESAV91Q1","RATESAV91Q2","RATESAV91Q3","RATESAV91Q4","RATESAV92Q1","RATESAV92Q2","RATESAV92Q3","RATESAV92Q4","RATESAV93Q1","RATESAV93Q2","RATESAV93Q3","RATESAV93Q4","RATESAV94Q1","RATESAV94Q2","RATESAV94Q3","RATESAV94Q4","RATESAV95Q1","RATESAV95Q2","RATESAV95Q3","RATESAV95Q4","RATESAV96Q1","RATESAV96Q2","RATESAV96Q3","RATESAV96Q4","RATESAV97Q1","RATESAV97Q2","RATESAV97Q3","RATESAV97Q4","RATESAV98Q1","RATESAV98Q2","RATESAV98Q3","RATESAV98Q4","RATESAV99Q1","RATESAV99Q2","RATESAV99Q3","RATESAV99Q4","RATESAV00Q1","RATESAV00Q2","RATESAV00Q3","RATESAV00Q4","RATESAV01Q1","RATESAV01Q2","RATESAV01Q3","RATESAV01Q4","RATESAV02Q1","RATESAV02Q2","RATESAV02Q3","RATESAV02Q4","RATESAV03Q1","RATESAV03Q2","RATESAV03Q3","RATESAV03Q4","RATESAV04Q1","RATESAV04Q2","RATESAV04Q3","RATESAV04Q4","RATESAV05Q1","RATESAV05Q2","RATESAV05Q3","RATESAV05Q4","RATESAV06Q1","RATESAV06Q2","RATESAV06Q3","RATESAV06Q4","RATESAV07Q1","RATESAV07Q2","RATESAV07Q3","RATESAV07Q4","RATESAV08Q1","RATESAV08Q2","RATESAV08Q3","RATESAV08Q4","RATESAV09Q1","RATESAV09Q2","RATESAV09Q3","RATESAV09Q4","RATESAV10Q1","RATESAV10Q2","RATESAV10Q3","RATESAV10Q4","RATESAV11Q1","RATESAV11Q2","RATESAV11Q3","RATESAV11Q4","RATESAV12Q1","RATESAV12Q2","RATESAV12Q3","RATESAV12Q4","RATESAV13Q1","RATESAV13Q2","RATESAV13Q3","RATESAV13Q4","RATESAV14Q1","RATESAV14Q2","RATESAV14Q3","RATESAV14Q4","RATESAV15Q1","RATESAV15Q2"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.6929","4.5641","4.5641","4.5641","4.5641","5.4066","5.4066","5.4066","5.4066","5.7024","5.7024","5.7024","5.7024","6.1749","6.1749","6.1749","6.1749","6.1749","6.1749","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","7.3683","8.547","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.5186","8.7706","8.7706","8.7706","8.7706","8.7706","8.9753","8.9753","8.9753","8.9753","8.9753","8.9753","8.9753","8.9753","8.9753","8.9753","#N/A","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","10.3063","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","9.7877","#N/A","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","9.6551","10.3912","10.3912","10.3912","10.3912","10.3912","10.3912","10.3912","10.3912"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.339","5.3687","5.3687","5.3687","6.1107","6.1107","6.1107","6.1107","5.9789","5.9789","5.9789","5.9789","6.0867","6.0867","6.0867","6.0867","6.0867","6.0867","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","7.014","8.2547","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2267","8.2261","8.2261","8.2261","8.2261","8.2261","8.438","8.438","8.438","8.438","8.438","8.438","8.438","8.438","8.438","8.438","#N/A","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.7901","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","9.9101","#N/A","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","9.5961","10.3133","10.3133","10.3133","10.3133","10.3133","10.3133","10.3133","10.3133"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.9115","5.2351","5.2351","6.5243","6.5243","6.5243","6.5243","7.1558","7.1558","7.1558","7.1558","6.9758","6.9758","6.9758","6.9758","6.9758","6.9758","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","7.7243","9.0378","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.0152","9.3137","9.3137","9.3137","9.3137","9.3137","9.8217","9.8217","9.8217","9.8217","9.8217","9.8217","9.8217","9.8217","9.8217","9.8217","#N/A","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.2727","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","11.4518","#N/A","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.1096","11.6679","11.6679","11.6679","11.6679","11.6679","11.6679","11.6679","11.6679"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.948","6.1288","7.5473","7.5473","7.5473","7.5473","7.4982","7.4982","7.4982","7.4982","7.6121","7.6121","7.6121","7.6121","7.6121","7.6121","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","7.8464","9.5079","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.4811","9.8423","9.8423","9.8423","9.8423","9.8423","10.2338","10.2338","10.2338","10.2338","10.2338","10.2338","10.2338","10.2338","10.2338","10.2338","#N/A","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","11.9154","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","12.2355","#N/A","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","11.8616","12.4018","12.4018","12.4018","12.4018","12.4018","12.4018","12.4018","12.4018"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.2995","6.5703","6.5703","6.5703","6.5703","6.1469","6.1469","6.1469","6.1469","6.6886","6.6886","6.6886","6.6886","6.6886","6.6886","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","7.0225","8.5043","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.4777","8.7858","8.7858","8.7858","8.7858","8.7858","9.0881","9.0881","9.0881","9.0881","9.0881","8.969","8.969","8.969","8.969","8.969","#N/A","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.2236","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","11.5735","#N/A","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.3002","11.8302","11.8302","11.8302","11.8302","11.8302","11.8302","11.8302","11.8302"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6.5988","6.7069","6.7069","6.7069","5.887","5.887","5.887","5.887","6.3381","6.3381","6.3381","6.3381","6.3381","6.3381","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","7.213","9.2906","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.2689","9.7425","9.7425","9.7425","9.7425","9.7425","9.9467","9.9467","9.9467","9.9467","9.9467","9.8466","9.8466","9.8466","9.8466","9.8466","#N/A","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.4843","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","11.7836","#N/A","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.4924","11.9101","11.9101","11.9101","11.9101","11.9101","11.9101","11.9101","11.9101"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6.9473","6.9151","6.9151","5.6126","5.6126","5.6126","5.6126","6.1253","6.1253","6.1253","6.1253","6.1253","6.1253","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","6.8463","8.952","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.9307","8.8627","8.8627","8.8627","8.8627","8.8627","9.2119","9.2119","9.2119","9.2119","9.2119","9.097","9.097","9.097","9.097","9.097","#N/A","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.1107","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","11.4457","#N/A","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.1626","11.6672","11.6672","11.6672","11.6672","11.6672","11.6672","11.6672","11.6672"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.7972","5.9974","5.4224","5.4224","5.4224","5.4224","5.819","5.819","5.819","5.819","5.819","5.819","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","6.1732","7.7568","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.7399","7.6561","7.6561","7.6561","7.6561","7.6561","8.1156","8.1156","8.1156","8.1156","8.1156","7.9706","7.9706","7.9706","7.9706","7.9706","#N/A","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.7931","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","9.973","#N/A","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","9.8411","10.4385","10.4385","10.4385","10.4385","10.4385","10.4385","10.4385","10.4385"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.87","5.3947","5.3947","5.3947","5.3947","5.6602","5.6602","5.6602","5.6602","5.6602","5.6602","5.9817","5.9817","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","5.9471","7.4653","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.4487","7.2102","7.2102","7.2102","7.2102","7.2102","7.598","7.598","7.598","7.598","7.598","7.4047","7.4047","7.4047","7.4047","7.4047","#N/A","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.5624","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","9.8049","#N/A","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","9.6249","10.2967","10.2967","10.2967","10.2967","10.2967","10.2967","10.2967","10.2967"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3.8822","3.9765","3.9765","3.9765","4.1991","4.1991","4.1991","4.1991","4.1991","4.1991","4.875","4.875","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","5.0555","6.4949","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.4787","6.3081","6.3081","6.3081","6.3081","6.3081","6.6389","6.6389","6.6389","6.6389","6.6389","6.3948","6.3948","6.3948","6.3948","6.3948","#N/A","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.3366","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","8.708","#N/A","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","8.4784","9.151","9.151","9.151","9.151","9.151","9.151","9.151","9.151"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","4.6962","4.9032","4.9032","5.0266","5.0266","5.0266","5.0266","5.0266","5.0266","5.2698","5.2698","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","4.7642","6.3711","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3553","6.3078","6.3078","6.3078","6.3078","6.3078","6.6263","6.6263","6.6263","6.6263","6.6263","6.3666","6.3666","6.3666","6.3666","6.3666","#N/A","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.5166","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","8.3716","#N/A","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.2176","8.9167","8.9167","8.9167","8.9167","8.9167","8.9167","8.9167","8.9167"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","5.0957","5.1817","5.2993","5.2993","5.2993","5.2993","5.2993","5.2993","5.8364","5.8364","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","5.7518","6.8111","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.7957","6.671","6.671","6.671","6.671","6.671","6.9756","6.9756","6.9756","6.9756","6.9756","6.7349","6.7349","6.7349","6.7349","6.7349","#N/A","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.8407","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","8.9683","#N/A","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","8.6314","9.4134","9.4134","9.4134","9.4134","9.4134","9.4134","9.4134","9.4134"
