"DATE","RINVCHI00M1","RINVCHI00M2","RINVCHI00M3","RINVCHI00M4","RINVCHI00M5","RINVCHI00M6","RINVCHI00M7","RINVCHI00M8","RINVCHI00M9","RINVCHI00M10","RINVCHI00M11","RINVCHI00M12","RINVCHI01M1","RINVCHI01M2","RINVCHI01M3","RINVCHI01M4","RINVCHI01M5","RINVCHI01M6","RINVCHI01M7","RINVCHI01M8","RINVCHI01M9","RINVCHI01M10","RINVCHI01M11","RINVCHI01M12","RINVCHI02M1","RINVCHI02M2","RINVCHI02M3","RINVCHI02M4","RINVCHI02M5","RINVCHI02M6","RINVCHI02M7","RINVCHI02M8","RINVCHI02M9","RINVCHI02M10","RINVCHI02M11","RINVCHI02M12","RINVCHI03M1","RINVCHI03M2","RINVCHI03M3","RINVCHI03M4","RINVCHI03M5","RINVCHI03M6","RINVCHI03M7","RINVCHI03M8","RINVCHI03M9","RINVCHI03M10","RINVCHI03M11","RINVCHI03M12","RINVCHI04M1","RINVCHI04M2","RINVCHI04M3","RINVCHI04M4","RINVCHI04M5","RINVCHI04M6","RINVCHI04M7","RINVCHI04M8","RINVCHI04M9","RINVCHI04M10","RINVCHI04M11","RINVCHI04M12","RINVCHI05M1","RINVCHI05M2","RINVCHI05M3","RINVCHI05M4","RINVCHI05M5","RINVCHI05M6","RINVCHI05M7","RINVCHI05M8","RINVCHI05M9","RINVCHI05M10","RINVCHI05M11","RINVCHI05M12","RINVCHI06M1","RINVCHI06M2","RINVCHI06M3","RINVCHI06M4","RINVCHI06M5","RINVCHI06M6","RINVCHI06M7","RINVCHI06M8","RINVCHI06M9","RINVCHI06M10","RINVCHI06M11","RINVCHI06M12","RINVCHI07M1","RINVCHI07M2","RINVCHI07M3","RINVCHI07M4","RINVCHI07M5","RINVCHI07M6","RINVCHI07M7","RINVCHI07M8","RINVCHI07M9","RINVCHI07M10","RINVCHI07M11","RINVCHI07M12","RINVCHI08M1","RINVCHI08M2","RINVCHI08M3","RINVCHI08M4","RINVCHI08M5","RINVCHI08M6","RINVCHI08M7","RINVCHI08M8","RINVCHI08M9","RINVCHI08M10","RINVCHI08M11","RINVCHI08M12","RINVCHI09M1","RINVCHI09M2","RINVCHI09M3","RINVCHI09M4","RINVCHI09M5","RINVCHI09M6","RINVCHI09M7","RINVCHI09M8","RINVCHI09M9","RINVCHI09M10","RINVCHI09M11","RINVCHI09M12"
"1983:Q1","#N/A","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.0","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-47.7","-47.7","-47.7","-47.7","-47.7"
"1983:Q2","#N/A","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-6.7","-6.7","-6.7","-6.7","-6.7"
"1983:Q3","#N/A","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-4.9","-5.6","-5.6","-5.6","-5.6","-5.6"
"1983:Q4","#N/A","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","29.4","29.4","29.4","29.4","29.4"
"1984:Q1","#N/A","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.3","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","88.7","88.7","88.7","88.7","88.7"
"1984:Q2","#N/A","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","83.1","83.1","83.1","83.1","83.1"
"1984:Q3","#N/A","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","86.9","86.9","86.9","86.9","86.9"
"1984:Q4","#N/A","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","54.4","54.4","54.4","54.4","54.4"
"1985:Q1","#N/A","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","17.2","17.2","17.2","17.2","17.2"
"1985:Q2","#N/A","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","25.1","25.1","25.1","25.1","25.1"
"1985:Q3","#N/A","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","20.8","20.8","20.8","20.8","20.8"
"1985:Q4","#N/A","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","38.6","38.6","38.6","38.6","38.6"
"1986:Q1","#N/A","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","35.3","35.3","35.3","35.3","35.3"
"1986:Q2","#N/A","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.2","17.2","17.2","17.2","17.2"
"1986:Q3","#N/A","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-6.8","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-9.5","-9.5","-9.5","-9.5","-9.5"
"1986:Q4","#N/A","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-12.1","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-9.2","-9.2","-9.2","-9.2","-9.2"
"1987:Q1","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","36.6","36.6","36.6","36.6","36.6"
"1987:Q2","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","20.1","20.1","20.1","20.1","20.1"
"1987:Q3","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","-2.1","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","-0.7","-0.7","-0.7","-0.7","-0.7"
"1987:Q4","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","76.8","76.8","76.8","76.8","76.8"
"1988:Q1","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","17.9","17.9","17.9","17.9","17.9"
"1988:Q2","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","22.9","22.9","22.9","22.9","22.9"
"1988:Q3","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.7","20.7","20.7","20.7","20.7"
"1988:Q4","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","26.2","26.2","26.2","26.2","26.2"
