"DATE","ROUTPUT10M1","ROUTPUT10M2","ROUTPUT10M3","ROUTPUT10M4","ROUTPUT10M5","ROUTPUT10M6","ROUTPUT10M7","ROUTPUT10M8","ROUTPUT10M9","ROUTPUT10M10","ROUTPUT10M11","ROUTPUT10M12","ROUTPUT11M1","ROUTPUT11M2","ROUTPUT11M3","ROUTPUT11M4","ROUTPUT11M5","ROUTPUT11M6","ROUTPUT11M7","ROUTPUT11M8","ROUTPUT11M9","ROUTPUT11M10","ROUTPUT11M11","ROUTPUT11M12","ROUTPUT12M1","ROUTPUT12M2","ROUTPUT12M3","ROUTPUT12M4","ROUTPUT12M5","ROUTPUT12M6","ROUTPUT12M7","ROUTPUT12M8","ROUTPUT12M9","ROUTPUT12M10","ROUTPUT12M11","ROUTPUT12M12","ROUTPUT13M1","ROUTPUT13M2","ROUTPUT13M3","ROUTPUT13M4","ROUTPUT13M5","ROUTPUT13M6","ROUTPUT13M7","ROUTPUT13M8","ROUTPUT13M9","ROUTPUT13M10","ROUTPUT13M11","ROUTPUT13M12","ROUTPUT14M1","ROUTPUT14M2","ROUTPUT14M3","ROUTPUT14M4","ROUTPUT14M5","ROUTPUT14M6","ROUTPUT14M7","ROUTPUT14M8","ROUTPUT14M9","ROUTPUT14M10","ROUTPUT14M11","ROUTPUT14M12","ROUTPUT15M1","ROUTPUT15M2","ROUTPUT15M3","ROUTPUT15M4","ROUTPUT15M5","ROUTPUT15M6","ROUTPUT15M7","ROUTPUT15M8","ROUTPUT15M9","ROUTPUT15M10","ROUTPUT15M11"
"1954:Q4","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2381.2","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2379.1","2606.8","2606.8","2606.8","2606.8","2606.8","2606.8","2606.8","2606.8","2606.8","2606.8","2606.8","2606.8","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3","2609.3"
"1955:Q1","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2449.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2447.7","2681.2","2681.2","2681.2","2681.2","2681.2","2681.2","2681.2","2681.2","2681.2","2681.2","2681.2","2681.2","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8","2683.8"
"1955:Q2","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2490.3","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2488.1","2724.8","2724.8","2724.8","2724.8","2724.8","2724.8","2724.8","2724.8","2724.8","2724.8","2724.8","2724.8","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5","2727.5"
"1955:Q3","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2523.5","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2521.4","2761.5","2761.5","2761.5","2761.5","2761.5","2761.5","2761.5","2761.5","2761.5","2761.5","2761.5","2761.5","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1","2764.1"
"1955:Q4","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2537.6","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2535.5","2778.1","2778.1","2778.1","2778.1","2778.1","2778.1","2778.1","2778.1","2778.1","2778.1","2778.1","2778.1","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8","2780.8"
"1956:Q1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2526.1","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2523.9","2767.4","2767.4","2767.4","2767.4","2767.4","2767.4","2767.4","2767.4","2767.4","2767.4","2767.4","2767.4","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0"
"1956:Q2","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2545.9","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2543.8","2790.2","2790.2","2790.2","2790.2","2790.2","2790.2","2790.2","2790.2","2790.2","2790.2","2790.2","2790.2","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9","2792.9"
"1956:Q3","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2542.7","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2787.9","2787.9","2787.9","2787.9","2787.9","2787.9","2787.9","2787.9","2787.9","2787.9","2787.9","2787.9","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6","2790.6"
"1956:Q4","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2584.3","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2582.1","2833.5","2833.5","2833.5","2833.5","2833.5","2833.5","2833.5","2833.5","2833.5","2833.5","2833.5","2833.5","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2","2836.2"
"1957:Q1","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2600.2","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2597.9","2851.8","2851.8","2851.8","2851.8","2851.8","2851.8","2851.8","2851.8","2851.8","2851.8","2851.8","2851.8","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5","2854.5"
"1957:Q2","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2591.7","2845.5","2845.5","2845.5","2845.5","2845.5","2845.5","2845.5","2845.5","2845.5","2845.5","2845.5","2845.5","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2","2848.2"
"1957:Q3","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2618.9","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2616.6","2873.2","2873.2","2873.2","2873.2","2873.2","2873.2","2873.2","2873.2","2873.2","2873.2","2873.2","2873.2","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9","2875.9"
"1957:Q4","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2591.3","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2589.1","2843.7","2843.7","2843.7","2843.7","2843.7","2843.7","2843.7","2843.7","2843.7","2843.7","2843.7","2843.7","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4","2846.4"
"1958:Q1","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2521.2","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2519.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2770.0","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7","2772.7"
"1958:Q2","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2534.5","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9","2790.9"
"1958:Q3","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2596.1","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2593.9","2852.7","2852.7","2852.7","2852.7","2852.7","2852.7","2852.7","2852.7","2852.7","2852.7","2852.7","2852.7","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5","2855.5"
"1958:Q4","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2656.6","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2654.3","2919.5","2919.5","2919.5","2919.5","2919.5","2919.5","2919.5","2919.5","2919.5","2919.5","2919.5","2919.5","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3","2922.3"
"1959:Q1","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2710.3","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2973.8","2973.8","2973.8","2973.8","2973.8","2973.8","2973.8","2973.8","2973.8","2973.8","2973.8","2973.8","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6","2976.6"
"1959:Q2","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2778.8","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","2776.4","3046.1","3046.1","3046.1","3046.1","3046.1","3046.1","3046.1","3046.1","3046.1","3046.1","3046.1","3046.1","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0","3049.0"
"1959:Q3","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2775.5","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","2773.1","3040.2","3040.2","3040.2","3040.2","3040.2","3040.2","3040.2","3040.2","3040.2","3040.2","3040.2","3040.2","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1","3043.1"
"1959:Q4","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","2782.8","3052.2","3052.2","3052.2","3052.2","3052.2","3052.2","3052.2","3052.2","3052.2","3052.2","3052.2","3052.2","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1","3055.1"
"1960:Q1","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2847.7","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","2845.3","3120.2","3120.2","3120.2","3120.2","3120.2","3120.2","3120.2","3120.2","3120.2","3120.2","3120.2","3120.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2","3123.2"
"1960:Q2","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2834.4","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","2832.0","3108.4","3108.4","3108.4","3108.4","3108.4","3108.4","3108.4","3108.4","3108.4","3108.4","3108.4","3108.4","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3","3111.3"
"1960:Q3","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2839.0","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","2836.6","3116.1","3116.1","3116.1","3116.1","3116.1","3116.1","3116.1","3116.1","3116.1","3116.1","3116.1","3116.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1","3119.1"
"1960:Q4","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2802.6","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","2800.2","3078.4","3078.4","3078.4","3078.4","3078.4","3078.4","3078.4","3078.4","3078.4","3078.4","3078.4","3078.4","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3","3081.3"
"1961:Q1","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2819.3","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","2816.9","3099.3","3099.3","3099.3","3099.3","3099.3","3099.3","3099.3","3099.3","3099.3","3099.3","3099.3","3099.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3","3102.3"
"1961:Q2","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2872.0","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","2869.6","3156.9","3156.9","3156.9","3156.9","3156.9","3156.9","3156.9","3156.9","3156.9","3156.9","3156.9","3156.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9","3159.9"
"1961:Q3","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2918.4","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","2915.9","3209.6","3209.6","3209.6","3209.6","3209.6","3209.6","3209.6","3209.6","3209.6","3209.6","3209.6","3209.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6","3212.6"
"1961:Q4","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2977.8","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","2975.3","3274.6","3274.6","3274.6","3274.6","3274.6","3274.6","3274.6","3274.6","3274.6","3274.6","3274.6","3274.6","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7","3277.7"
"1962:Q1","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3031.2","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3028.7","3333.6","3333.6","3333.6","3333.6","3333.6","3333.6","3333.6","3333.6","3333.6","3333.6","3333.6","3333.6","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8","3336.8"
"1962:Q2","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3064.7","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3062.1","3369.5","3369.5","3369.5","3369.5","3369.5","3369.5","3369.5","3369.5","3369.5","3369.5","3369.5","3369.5","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7","3372.7"
"1962:Q3","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3093.0","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3090.4","3401.6","3401.6","3401.6","3401.6","3401.6","3401.6","3401.6","3401.6","3401.6","3401.6","3401.6","3401.6","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8","3404.8"
"1962:Q4","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3100.6","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3097.9","3414.8","3414.8","3414.8","3414.8","3414.8","3414.8","3414.8","3414.8","3414.8","3414.8","3414.8","3414.8","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0","3418.0"
"1963:Q1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3141.1","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3138.4","3452.8","3452.8","3452.8","3452.8","3452.8","3452.8","3452.8","3452.8","3452.8","3452.8","3452.8","3452.8","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1","3456.1"
"1963:Q2","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3180.4","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3177.7","3497.8","3497.8","3497.8","3497.8","3497.8","3497.8","3497.8","3497.8","3497.8","3497.8","3497.8","3497.8","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1","3501.1"
"1963:Q3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3240.3","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3237.6","3566.1","3566.1","3566.1","3566.1","3566.1","3566.1","3566.1","3566.1","3566.1","3566.1","3566.1","3566.1","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5","3569.5"
