"DATE","PCONG09M8","PCONG09M9","PCONG09M10","PCONG09M11","PCONG09M12","PCONG10M1","PCONG10M2","PCONG10M3","PCONG10M4","PCONG10M5","PCONG10M6","PCONG10M7","PCONG10M8","PCONG10M9","PCONG10M10","PCONG10M11","PCONG10M12","PCONG11M1","PCONG11M2","PCONG11M3","PCONG11M4","PCONG11M5","PCONG11M6","PCONG11M7","PCONG11M8","PCONG11M9","PCONG11M10","PCONG11M11","PCONG11M12","PCONG12M1","PCONG12M2","PCONG12M3","PCONG12M4","PCONG12M5","PCONG12M6","PCONG12M7","PCONG12M8","PCONG12M9","PCONG12M10","PCONG12M11","PCONG12M12","PCONG13M1","PCONG13M2","PCONG13M3","PCONG13M4","PCONG13M5","PCONG13M6","PCONG13M7","PCONG13M8","PCONG13M9","PCONG13M10","PCONG13M11","PCONG13M12","PCONG14M1","PCONG14M2","PCONG14M3","PCONG14M4","PCONG14M5","PCONG14M6","PCONG14M7","PCONG14M8","PCONG14M9","PCONG14M10","PCONG14M11","PCONG14M12","PCONG15M1","PCONG15M2","PCONG15M3","PCONG15M4","PCONG15M5"
"1970:Q1","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.719","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","34.767","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743","33.743"
"1970:Q2","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.002","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","35.051","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018","34.018"
"1970:Q3","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.246","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","35.295","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255","34.255"
"1970:Q4","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.639","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","35.688","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637","34.637"
"1971:Q1","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.827","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","35.877","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82","34.82"
"1971:Q2","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.168","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","36.218","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151","35.151"
"1971:Q3","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.366","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","36.416","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344","35.344"
"1971:Q4","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.47","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","36.52","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445","35.445"
"1972:Q1","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.84","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","36.891","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804","35.804"
"1972:Q2","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","36.957","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","37.008","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918","35.918"
"1972:Q3","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.242","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","37.293","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195","36.195"
"1972:Q4","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.501","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","37.553","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447","36.447"
"1973:Q1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","38.152","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029","37.029"
"1973:Q2","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","38.978","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","39.032","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882","37.882"
"1973:Q3","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.719","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","39.774","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602","38.602"
"1973:Q4","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.603","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","40.659","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461","39.461"
"1974:Q1","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.203","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","42.261","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016","41.016"
"1974:Q2","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.606","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","43.666","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38","42.38"
"1974:Q3","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","44.961","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","45.023","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697","43.697"
"1974:Q4","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.275","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","46.338","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974","44.974"
"1975:Q1","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","46.954","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","47.019","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634","45.634"
"1975:Q2","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.314","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","47.379","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984","45.984"
"1975:Q3","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.213","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","48.28","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858","46.858"
"1975:Q4","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.867","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","48.934","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493","47.493"
"1976:Q1","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.106","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","49.174","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725","47.725"
"1976:Q2","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.269","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","49.337","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884","47.884"
"1976:Q3","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.876","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","49.945","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474","48.474"
"1976:Q4","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.585","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","50.655","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163","49.163"
"1977:Q1","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.385","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","51.456","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941","49.941"
"1977:Q2","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.112","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","52.184","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647","50.647"
"1977:Q3","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.654","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","52.727","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174","51.174"
"1977:Q4","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.299","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","53.372","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801","51.801"
"1978:Q1","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.026","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507","52.507"
"1978:Q2","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.17","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","55.246","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619","53.619"
"1978:Q3","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.072","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","56.149","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495","54.495"
"1978:Q4","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.036","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","57.115","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433","55.433"
"1979:Q1","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.414","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","58.495","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772","56.772"
"1979:Q2","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.097","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","60.179","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407","58.407"
"1979:Q3","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.657","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","61.741","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923","59.923"
"1979:Q4","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.16","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","63.247","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384","61.384"
"1980:Q1","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.422","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","65.512","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583","63.583"
"1980:Q2","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.009","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125","65.125"
"1980:Q3","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.376","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","68.47","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453","66.453"
"1980:Q4","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","69.865","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807","67.807"
"1981:Q1","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.493","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","71.592","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483","69.483"
"1981:Q2","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.383","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","72.482","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348","70.348"
