"DATE","HG80M1","HG80M2","HG80M3","HG80M4","HG80M5","HG80M6","HG80M7","HG80M8","HG80M9","HG80M10","HG80M11","HG80M12","HG81M1","HG81M2","HG81M3","HG81M4","HG81M5","HG81M6","HG81M7","HG81M8","HG81M9","HG81M10","HG81M11","HG81M12","HG82M1","HG82M2","HG82M3","HG82M4","HG82M5","HG82M6","HG82M7","HG82M8","HG82M9","HG82M10","HG82M11","HG82M12","HG83M1","HG83M2","HG83M3","HG83M4","HG83M5","HG83M6","HG83M7","HG83M8","HG83M9","HG83M10","HG83M11","HG83M12","HG84M1","HG84M2","HG84M3","HG84M4","HG84M5","HG84M6","HG84M7","HG84M8","HG84M9","HG84M10","HG84M11","HG84M12","HG85M1","HG85M2","HG85M3","HG85M4","HG85M5","HG85M6","HG85M7","HG85M8","HG85M9","HG85M10","HG85M11","HG85M12","HG86M1","HG86M2","HG86M3","HG86M4","HG86M5","HG86M6","HG86M7","HG86M8","HG86M9","HG86M10","HG86M11","HG86M12","HG87M1","HG87M2","HG87M3","HG87M4","HG87M5","HG87M6","HG87M7","HG87M8","HG87M9","HG87M10","HG87M11","HG87M12","HG88M1","HG88M2","HG88M3","HG88M4","HG88M5","HG88M6","HG88M7","HG88M8","HG88M9","HG88M10","HG88M11","HG88M12","HG89M1","HG89M2","HG89M3","HG89M4","HG89M5","HG89M6","HG89M7","HG89M8","HG89M9","HG89M10","HG89M11","HG89M12"
"1974:12","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6"
"1975:01","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8"
"1975:02","90.4","90.4","90.4","90.4","90.4","90.4","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0"
"1975:03","88.3","88.3","88.3","88.3","88.3","88.3","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0"
"1975:04","88.5","88.5","88.5","88.5","88.5","88.5","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5"
"1975:05","89.1","89.1","89.1","89.1","89.1","89.1","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6"
"1975:06","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4"
"1975:07","89.3","89.3","89.3","89.3","89.3","89.3","89.2","89.2","89.2","89.2","89.2","89.2","89.2","89.2","89.2","89.2","89.2","89.2","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7"
"1975:08","91.3","91.3","91.3","91.3","91.3","91.3","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5"
"1975:09","92.5","92.5","92.5","92.5","92.5","92.5","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7"
"1975:10","92.7","92.7","92.7","92.7","92.7","92.7","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.5","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0"
"1975:11","92.9","92.9","92.9","92.9","92.9","92.9","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3"
"1975:12","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8"
"1976:01","96.2","96.2","96.2","96.2","96.2","96.2","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7"
"1976:02","95.9","95.9","95.9","95.9","95.9","95.9","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0"
"1976:03","95.4","95.4","95.4","95.4","95.4","95.4","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8"
"1976:04","94.8","94.8","94.8","94.8","94.8","94.8","95.3","95.3","95.3","95.3","95.3","95.3","95.3","95.3","95.3","95.3","95.3","95.3","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7"
"1976:05","96.4","96.4","96.4","96.4","96.4","96.4","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8"
"1976:06","96.1","96.1","96.1","96.1","96.1","96.1","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9"
"1976:07","96.4","96.4","96.4","96.4","96.4","96.4","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.3","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2"
"1976:08","95.8","95.8","95.8","95.8","95.8","95.8","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4"
"1976:09","96.0","96.0","96.0","96.0","96.0","96.0","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7"
"1976:10","95.9","95.9","95.9","95.9","95.9","95.9","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8"
"1976:11","96.8","96.8","96.8","96.8","96.8","96.8","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1"
"1976:12","96.5","96.5","96.5","96.5","96.5","96.5","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9"
"1977:01","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0"
"1977:02","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7"
