"DATE","P00M1","P00M2","P00M3","P00M4","P00M5","P00M6","P00M7","P00M8","P00M9","P00M10","P00M11","P00M12","P01M1","P01M2","P01M3","P01M4","P01M5","P01M6","P01M7","P01M8","P01M9","P01M10","P01M11","P01M12","P02M1","P02M2","P02M3","P02M4","P02M5","P02M6","P02M7","P02M8","P02M9","P02M10","P02M11","P02M12","P03M1","P03M2","P03M3","P03M4","P03M5","P03M6","P03M7","P03M8","P03M9","P03M10","P03M11","P03M12","P04M1","P04M2","P04M3","P04M4","P04M5","P04M6","P04M7","P04M8","P04M9","P04M10","P04M11","P04M12","P05M1","P05M2","P05M3","P05M4","P05M5","P05M6","P05M7","P05M8","P05M9","P05M10","P05M11","P05M12","P06M1","P06M2","P06M3","P06M4","P06M5","P06M6","P06M7","P06M8","P06M9","P06M10","P06M11","P06M12","P07M1","P07M2","P07M3","P07M4","P07M5","P07M6","P07M7","P07M8","P07M9","P07M10","P07M11","P07M12","P08M1","P08M2","P08M3","P08M4","P08M5","P08M6","P08M7","P08M8","P08M9","P08M10","P08M11","P08M12","P09M1","P09M2","P09M3","P09M4","P09M5","P09M6","P09M7","P09M8","P09M9","P09M10","P09M11","P09M12"
"1960:Q2","22.32","22.32","22.32","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","22.14","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","20.995","18.561","18.561","18.561","18.561","18.561"
"1960:Q3","22.42","22.42","22.42","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","22.23","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","21.093","18.646","18.646","18.646","18.646","18.646"
"1960:Q4","22.52","22.52","22.52","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","22.33","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","18.726","18.726","18.726","18.726","18.726"
"1961:Q1","22.55","22.55","22.55","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","22.36","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","21.21","18.75","18.75","18.75","18.75","18.75"
"1961:Q2","22.59","22.59","22.59","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","21.249","18.786","18.786","18.786","18.786","18.786"
"1961:Q3","22.64","22.64","22.64","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","22.45","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","21.305","18.835","18.835","18.835","18.835","18.835"
"1961:Q4","22.7","22.7","22.7","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","22.51","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","21.36","18.884","18.884","18.884","18.884","18.884"
"1962:Q1","22.83","22.83","22.83","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","22.64","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","21.482","18.992","18.992","18.992","18.992","18.992"
"1962:Q2","22.9","22.9","22.9","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","22.71","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","21.538","19.04","19.04","19.04","19.04","19.04"
"1962:Q3","22.96","22.96","22.96","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","22.77","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","21.596","19.091","19.091","19.091","19.091","19.091"
"1962:Q4","23.03","23.03","23.03","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","22.84","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","21.671","19.159","19.159","19.159","19.159","19.159"
"1963:Q1","23.12","23.12","23.12","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","22.93","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","21.732","19.213","19.213","19.213","19.213","19.213"
"1963:Q2","23.14","23.14","23.14","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","22.95","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","21.754","19.232","19.232","19.232","19.232","19.232"
"1963:Q3","23.17","23.17","23.17","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","21.794","19.266","19.266","19.266","19.266","19.266"
"1963:Q4","23.31","23.31","23.31","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","23.12","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","21.923","19.382","19.382","19.382","19.382","19.382"
"1964:Q1","23.39","23.39","23.39","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","22.001","19.452","19.452","19.452","19.452","19.452"
"1964:Q2","23.47","23.47","23.47","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","23.27","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","22.073","19.518","19.518","19.518","19.518","19.518"
"1964:Q3","23.58","23.58","23.58","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","23.39","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","22.18","19.614","19.614","19.614","19.614","19.614"
"1964:Q4","23.69","23.69","23.69","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","23.49","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","22.282","19.704","19.704","19.704","19.704","19.704"
"1965:Q1","23.8","23.8","23.8","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","22.38","19.788","19.788","19.788","19.788","19.788"
"1965:Q2","23.91","23.91","23.91","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","23.71","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","22.479","19.876","19.876","19.876","19.876","19.876"
"1965:Q3","24.02","24.02","24.02","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","23.81","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","22.578","19.963","19.963","19.963","19.963","19.963"
"1965:Q4","24.18","24.18","24.18","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","23.97","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","22.717","20.086","20.086","20.086","20.086","20.086"
"1966:Q1","24.32","24.32","24.32","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","22.857","20.209","20.209","20.209","20.209","20.209"
"1966:Q2","24.55","24.55","24.55","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","23.071","20.401","20.401","20.401","20.401","20.401"
"1966:Q3","24.79","24.79","24.79","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","24.57","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","23.293","20.591","20.591","20.591","20.591","20.591"
"1966:Q4","25.0","25.0","25.0","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","23.498","20.772","20.772","20.772","20.772","20.772"
