"DATE","RGF10M1","RGF10M2","RGF10M3","RGF10M4","RGF10M5","RGF10M6","RGF10M7","RGF10M8","RGF10M9","RGF10M10","RGF10M11","RGF10M12","RGF11M1","RGF11M2","RGF11M3","RGF11M4","RGF11M5","RGF11M6","RGF11M7","RGF11M8","RGF11M9","RGF11M10","RGF11M11","RGF11M12","RGF12M1","RGF12M2","RGF12M3","RGF12M4","RGF12M5","RGF12M6","RGF12M7","RGF12M8","RGF12M9","RGF12M10","RGF12M11","RGF12M12","RGF13M1","RGF13M2","RGF13M3","RGF13M4","RGF13M5","RGF13M6","RGF13M7","RGF13M8","RGF13M9","RGF13M10","RGF13M11","RGF13M12","RGF14M1","RGF14M2","RGF14M3","RGF14M4","RGF14M5","RGF14M6","RGF14M7","RGF14M8","RGF14M9","RGF14M10","RGF14M11","RGF14M12","RGF15M1","RGF15M2","RGF15M3","RGF15M4","RGF15M5"
"1995:Q4","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","681.1","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7","800.7"
"1996:Q1","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","695.3","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4","807.4"
"1996:Q2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3"
"1996:Q3","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","692.7","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0","813.0"
"1996:Q4","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","690.7","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0","809.0"
"1997:Q1","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","681.4","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2","795.2"
"1997:Q2","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0"
"1997:Q3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","691.3","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2","810.2"
"1997:Q4","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","690.3","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1","808.1"
"1998:Q1","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","668.8","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2"
"1998:Q2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","687.2","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5","804.5"
"1998:Q3","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5"
"1998:Q4","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","688.1","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8","808.8"
"1999:Q1","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2"
"1999:Q2","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","683.6","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2","805.2"
"1999:Q3","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","697.9","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4","819.4"
"1999:Q4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6","835.6"
"2000:Q1","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","685.2","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6","804.6"
"2000:Q2","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","712.6","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8","832.8"
"2000:Q3","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","698.8","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9","818.9"
"2000:Q4","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","695.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6"
"2001:Q1","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","710.4","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3"
"2001:Q2","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","725.6","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7","848.7"
"2001:Q3","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","730.5","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9","855.9"
"2001:Q4","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","739.3","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6"
"2002:Q1","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0","884.0"
"2002:Q2","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","774.4","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7"
"2002:Q3","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","786.7","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0"
"2002:Q4","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","800.0","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7","935.7"
"2003:Q1","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9"
"2003:Q2","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8","982.8"
"2003:Q3","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1","977.1"
"2003:Q4","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","845.7","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0"
"2004:Q1","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0","1003.0"
"2004:Q2","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","861.4","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0","1013.0"
"2004:Q3","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","876.4","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7","1030.7"
"2004:Q4","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8"
"2005:Q1","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6","1027.6"
"2005:Q2","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","870.0","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8","1029.8"
"2005:Q3","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","890.4","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6","1048.6"
"2005:Q4","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2"
"2006:Q1","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9","1058.9"
"2006:Q2","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7","1057.7"
"2006:Q3","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0","1058.0"
"2006:Q4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","894.4","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0","1069.0"
"2007:Q1","882.8","882.8","882.8","882.8","882.8","882.8","882.8","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","883.6","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5","1054.5"
"2007:Q2","898.7","898.7","898.7","898.7","898.7","898.7","898.7","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","898.9","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2","1071.2"
"2007:Q3","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6"
"2007:Q4","925.1","925.1","925.1","925.1","925.1","925.1","925.1","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5","1097.5"
