"DATE","RGF65Q4","RGF66Q1","RGF66Q2","RGF66Q3","RGF66Q4","RGF67Q1","RGF67Q2","RGF67Q3","RGF67Q4","RGF68Q1","RGF68Q2","RGF68Q3","RGF68Q4","RGF69Q1","RGF69Q2","RGF69Q3","RGF69Q4","RGF70Q1","RGF70Q2","RGF70Q3","RGF70Q4","RGF71Q1","RGF71Q2","RGF71Q3","RGF71Q4","RGF72Q1","RGF72Q2","RGF72Q3","RGF72Q4","RGF73Q1","RGF73Q2","RGF73Q3","RGF73Q4","RGF74Q1","RGF74Q2","RGF74Q3","RGF74Q4","RGF75Q1","RGF75Q2","RGF75Q3","RGF75Q4","RGF76Q1","RGF76Q2","RGF76Q3","RGF76Q4","RGF77Q1","RGF77Q2","RGF77Q3","RGF77Q4","RGF78Q1","RGF78Q2","RGF78Q3","RGF78Q4","RGF79Q1","RGF79Q2","RGF79Q3","RGF79Q4","RGF80Q1","RGF80Q2","RGF80Q3","RGF80Q4","RGF81Q1","RGF81Q2","RGF81Q3","RGF81Q4","RGF82Q1","RGF82Q2","RGF82Q3","RGF82Q4","RGF83Q1","RGF83Q2","RGF83Q3","RGF83Q4","RGF84Q1","RGF84Q2","RGF84Q3","RGF84Q4","RGF85Q1","RGF85Q2","RGF85Q3","RGF85Q4","RGF86Q1","RGF86Q2","RGF86Q3","RGF86Q4","RGF87Q1","RGF87Q2","RGF87Q3","RGF87Q4","RGF88Q1","RGF88Q2","RGF88Q3","RGF88Q4","RGF89Q1","RGF89Q2","RGF89Q3","RGF89Q4","RGF90Q1","RGF90Q2","RGF90Q3","RGF90Q4","RGF91Q1","RGF91Q2","RGF91Q3","RGF91Q4","RGF92Q1","RGF92Q2","RGF92Q3","RGF92Q4","RGF93Q1","RGF93Q2","RGF93Q3","RGF93Q4","RGF94Q1","RGF94Q2","RGF94Q3","RGF94Q4","RGF95Q1","RGF95Q2","RGF95Q3","RGF95Q4","RGF96Q1","RGF96Q2","RGF96Q3","RGF96Q4","RGF97Q1","RGF97Q2","RGF97Q3","RGF97Q4","RGF98Q1","RGF98Q2","RGF98Q3","RGF98Q4","RGF99Q1","RGF99Q2","RGF99Q3","RGF99Q4","RGF00Q1","RGF00Q2","RGF00Q3","RGF00Q4","RGF01Q1","RGF01Q2","RGF01Q3","RGF01Q4","RGF02Q1","RGF02Q2","RGF02Q3","RGF02Q4","RGF03Q1","RGF03Q2","RGF03Q3","RGF03Q4","RGF04Q1","RGF04Q2","RGF04Q3","RGF04Q4","RGF05Q1","RGF05Q2","RGF05Q3","RGF05Q4","RGF06Q1","RGF06Q2","RGF06Q3","RGF06Q4","RGF07Q1","RGF07Q2","RGF07Q3","RGF07Q4","RGF08Q1","RGF08Q2","RGF08Q3","RGF08Q4","RGF09Q1","RGF09Q2","RGF09Q3","RGF09Q4","RGF10Q1","RGF10Q2","RGF10Q3","RGF10Q4","RGF11Q1","RGF11Q2","RGF11Q3","RGF11Q4","RGF12Q1","RGF12Q2","RGF12Q3","RGF12Q4","RGF13Q1","RGF13Q2","RGF13Q3","RGF13Q4","RGF14Q1","RGF14Q2","RGF14Q3","RGF14Q4","RGF15Q1","RGF15Q2"
"1959:Q1","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.9","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","92.3","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","271.2","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","#N/A","#N/A","#N/A","#N/A","#N/A","352.3995","352.3995","352.3995","352.3995","352.3995","352.3995","352.3995","352.3995","352.3995","352.3995","#N/A","367.3814","#N/A","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","387.8","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.0","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6"
"1959:Q2","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.4","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","272.1","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","#N/A","#N/A","#N/A","#N/A","#N/A","362.8543","362.8543","362.8543","362.8543","362.8543","362.8543","362.8543","362.8543","362.8543","362.8543","#N/A","378.5431","#N/A","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","500.6","500.6","500.6","500.6","500.6","500.6","500.6","500.6"
"1959:Q3","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","265.9","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","#N/A","382.4232","#N/A","382.7","382.7","382.7","382.7","382.7","382.7","382.7","382.7","382.7","382.7","382.7","382.7","382.7","382.7","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","507.2","507.2","507.2","507.2","507.2","507.2","507.2","507.2"
"1959:Q4","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","90.3","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","263.6","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","#N/A","378.2242","#N/A","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","399.4","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.3","484.3","484.3","484.3","484.3","484.3","484.3","484.3","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2"
"1960:Q1","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","89.3","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","88.9","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","255.8","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","#N/A","361.0564","#N/A","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.5","462.5","462.5","462.5","462.5","462.5","462.5","462.5","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3"
"1960:Q2","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","259.2","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","#N/A","362.9167","#N/A","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","460.4","460.4","460.4","460.4","460.4","460.4","460.4","460.4","460.8","460.8","460.8","460.8","460.8","460.8","460.8","460.8","484.2","484.2","484.2","484.2","484.2","484.2","484.2","484.2"
"1960:Q3","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.5","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","262.0","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","#N/A","367.0625","#N/A","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","474.7","474.7","474.7","474.7","474.7","474.7","474.7","474.7","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","499.1","499.1","499.1","499.1","499.1","499.1","499.1","499.1"
"1960:Q4","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","268.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","#N/A","370.8362","#N/A","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9"
"1961:Q1","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","93.0","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","266.2","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","#N/A","369.1354","#N/A","369.5","369.5","369.5","369.5","369.5","369.5","369.5","369.5","369.5","369.5","369.5","369.5","369.5","369.5","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","502.5","502.5","502.5","502.5","502.5","502.5","502.5","502.5"
"1961:Q2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","271.1","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","#N/A","377.427","#N/A","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.6","480.6","480.6","480.6","480.6","480.6","480.6","480.6","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8"
"1961:Q3","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","270.9","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","#N/A","381.5196","#N/A","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","493.8","493.8","493.8","493.8","493.8","493.8","493.8","493.8","494.1","494.1","494.1","494.1","494.1","494.1","494.1","494.1","521.8","521.8","521.8","521.8","521.8","521.8","521.8","521.8"
"1961:Q4","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","279.5","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","#N/A","390.1301","#N/A","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","414.4","502.5","502.5","502.5","502.5","502.5","502.5","502.5","502.5","502.8","502.8","502.8","502.8","502.8","502.8","502.8","502.8","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4"
"1962:Q1","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","288.9","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","#N/A","404.0026","#N/A","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","521.0","521.0","521.0","521.0","521.0","521.0","521.0","521.0","521.3","521.3","521.3","521.3","521.3","521.3","521.3","521.3","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2"
"1962:Q2","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","290.9","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","#N/A","409.9555","#N/A","410.3","410.3","410.3","410.3","410.3","410.3","410.3","410.3","410.3","410.3","410.3","410.3","410.3","410.3","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","431.5","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1"
"1962:Q3","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","289.3","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","#N/A","414.9517","#N/A","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","538.8","538.8","538.8","538.8","538.8","538.8","538.8","538.8","539.2","539.2","539.2","539.2","539.2","539.2","539.2","539.2","569.7","569.7","569.7","569.7","569.7","569.7","569.7","569.7"
