"DATE","RIMP90M1","RIMP90M2","RIMP90M3","RIMP90M4","RIMP90M5","RIMP90M6","RIMP90M7","RIMP90M8","RIMP90M9","RIMP90M10","RIMP90M11","RIMP90M12","RIMP91M1","RIMP91M2","RIMP91M3","RIMP91M4","RIMP91M5","RIMP91M6","RIMP91M7","RIMP91M8","RIMP91M9","RIMP91M10","RIMP91M11","RIMP91M12","RIMP92M1","RIMP92M2","RIMP92M3","RIMP92M4","RIMP92M5","RIMP92M6","RIMP92M7","RIMP92M8","RIMP92M9","RIMP92M10","RIMP92M11","RIMP92M12","RIMP93M1","RIMP93M2","RIMP93M3","RIMP93M4","RIMP93M5","RIMP93M6","RIMP93M7","RIMP93M8","RIMP93M9","RIMP93M10","RIMP93M11","RIMP93M12","RIMP94M1","RIMP94M2","RIMP94M3","RIMP94M4","RIMP94M5","RIMP94M6","RIMP94M7","RIMP94M8","RIMP94M9","RIMP94M10","RIMP94M11","RIMP94M12","RIMP95M1","RIMP95M2","RIMP95M3","RIMP95M4","RIMP95M5","RIMP95M6","RIMP95M7","RIMP95M8","RIMP95M9","RIMP95M10","RIMP95M11","RIMP95M12","RIMP96M1","RIMP96M2","RIMP96M3","RIMP96M4","RIMP96M5","RIMP96M6","RIMP96M7","RIMP96M8","RIMP96M9","RIMP96M10","RIMP96M11","RIMP96M12","RIMP97M1","RIMP97M2","RIMP97M3","RIMP97M4","RIMP97M5","RIMP97M6","RIMP97M7","RIMP97M8","RIMP97M9","RIMP97M10","RIMP97M11","RIMP97M12","RIMP98M1","RIMP98M2","RIMP98M3","RIMP98M4","RIMP98M5","RIMP98M6","RIMP98M7","RIMP98M8","RIMP98M9","RIMP98M10","RIMP98M11","RIMP98M12","RIMP99M1","RIMP99M2","RIMP99M3","RIMP99M4","RIMP99M5","RIMP99M6","RIMP99M7","RIMP99M8","RIMP99M9","RIMP99M10","RIMP99M11","RIMP99M12"
"1960:Q2","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.181","111.181","111.181","111.181","111.181","111.181","111.181","111.181","111.181","111.181","111.181","111.181","111.1","111.1"
"1960:Q3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.8","107.816","107.816","107.816","107.816","107.816","107.816","107.816","107.816","107.816","107.816","107.816","107.816","107.8","107.8"
"1960:Q4","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.719","102.719","102.719","102.719","102.719","102.719","102.719","102.719","102.719","102.719","102.719","102.719","102.7","102.7"
"1961:Q1","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.257","102.257","102.257","102.257","102.257","102.257","102.257","102.257","102.257","102.257","102.257","102.257","102.2","102.2"
"1961:Q2","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.6","103.602","103.602","103.602","103.602","103.602","103.602","103.602","103.602","103.602","103.602","103.602","103.602","103.5","103.5"
"1961:Q3","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","97.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.425","110.425","110.425","110.425","110.425","110.425","110.425","110.425","110.425","110.425","110.425","110.425","110.4","110.4"
"1961:Q4","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.061","113.061","113.061","113.061","113.061","113.061","113.061","113.061","113.061","113.061","113.061","113.061","113.0","113.0"
"1962:Q1","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.526","116.526","116.526","116.526","116.526","116.526","116.526","116.526","116.526","116.526","116.526","116.526","116.4","116.4"
"1962:Q2","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","118.988","118.988","118.988","118.988","118.988","118.988","118.988","118.988","118.988","118.988","118.988","118.988","119.0","119.0"
"1962:Q3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.5","120.533","120.533","120.533","120.533","120.533","120.533","120.533","120.533","120.533","120.533","120.533","120.533","120.5","120.5"
"1962:Q4","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.018","122.018","122.018","122.018","122.018","122.018","122.018","122.018","122.018","122.018","122.018","122.018","122.0","122.0"
"1963:Q1","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.148","119.148","119.148","119.148","119.148","119.148","119.148","119.148","119.148","119.148","119.148","119.148","119.1","119.1"
"1963:Q2","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","121.978","121.978","121.978","121.978","121.978","121.978","121.978","121.978","121.978","121.978","121.978","121.978","121.9","121.9"
"1963:Q3","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.002","125.002","125.002","125.002","125.002","125.002","125.002","125.002","125.002","125.002","125.002","125.002","125.0","125.0"
"1963:Q4","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.7","124.694","124.694","124.694","124.694","124.694","124.694","124.694","124.694","124.694","124.694","124.694","124.694","124.6","124.6"
"1964:Q1","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.5","124.547","124.547","124.547","124.547","124.547","124.547","124.547","124.547","124.547","124.547","124.547","124.547","124.5","124.5"
"1964:Q2","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.4","127.383","127.383","127.383","127.383","127.383","127.383","127.383","127.383","127.383","127.383","127.383","127.383","127.3","127.3"
"1964:Q3","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.8","130.781","130.781","130.781","130.781","130.781","130.781","130.781","130.781","130.781","130.781","130.781","130.781","130.7","130.7"
"1964:Q4","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.186","134.186","134.186","134.186","134.186","134.186","134.186","134.186","134.186","134.186","134.186","134.186","134.3","134.3"
"1965:Q1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.43","129.43","129.43","129.43","129.43","129.43","129.43","129.43","129.43","129.43","129.43","129.43","129.4","129.4"
"1965:Q2","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.729","144.729","144.729","144.729","144.729","144.729","144.729","144.729","144.729","144.729","144.729","144.729","144.7","144.7"
"1965:Q3","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.311","145.311","145.311","145.311","145.311","145.311","145.311","145.311","145.311","145.311","145.311","145.311","145.3","145.3"
"1965:Q4","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","142.5","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.456","152.456","152.456","152.456","152.456","152.456","152.456","152.456","152.456","152.456","152.456","152.456","152.4","152.4"
"1966:Q1","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.322","156.322","156.322","156.322","156.322","156.322","156.322","156.322","156.322","156.322","156.322","156.322","156.3","156.3"
"1966:Q2","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.216","160.216","160.216","160.216","160.216","160.216","160.216","160.216","160.216","160.216","160.216","160.216","160.2","160.2"
"1966:Q3","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.287","169.287","169.287","169.287","169.287","169.287","169.287","169.287","169.287","169.287","169.287","169.287","169.2","169.2"
