"DATE","RG80M1","RG80M2","RG80M3","RG80M4","RG80M5","RG80M6","RG80M7","RG80M8","RG80M9","RG80M10","RG80M11","RG80M12","RG81M1","RG81M2","RG81M3","RG81M4","RG81M5","RG81M6","RG81M7","RG81M8","RG81M9","RG81M10","RG81M11","RG81M12","RG82M1","RG82M2","RG82M3","RG82M4","RG82M5","RG82M6","RG82M7","RG82M8","RG82M9","RG82M10","RG82M11","RG82M12","RG83M1","RG83M2","RG83M3","RG83M4","RG83M5","RG83M6","RG83M7","RG83M8","RG83M9","RG83M10","RG83M11","RG83M12","RG84M1","RG84M2","RG84M3","RG84M4","RG84M5","RG84M6","RG84M7","RG84M8","RG84M9","RG84M10","RG84M11","RG84M12","RG85M1","RG85M2","RG85M3","RG85M4","RG85M5","RG85M6","RG85M7","RG85M8","RG85M9","RG85M10","RG85M11","RG85M12","RG86M1","RG86M2","RG86M3","RG86M4","RG86M5","RG86M6","RG86M7","RG86M8","RG86M9","RG86M10","RG86M11","RG86M12","RG87M1","RG87M2","RG87M3","RG87M4","RG87M5","RG87M6","RG87M7","RG87M8","RG87M9","RG87M10","RG87M11","RG87M12","RG88M1","RG88M2","RG88M3","RG88M4","RG88M5","RG88M6","RG88M7","RG88M8","RG88M9","RG88M10","RG88M11","RG88M12","RG89M1","RG89M2","RG89M3","RG89M4","RG89M5","RG89M6","RG89M7","RG89M8","RG89M9","RG89M10","RG89M11","RG89M12"
"1963:Q2","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4"
"1963:Q3","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1"
"1963:Q4","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5"
"1964:Q1","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","201.7","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2"
"1964:Q2","203.5","203.5","203.5","203.5","203.5","203.5","203.5","203.5","203.5","203.5","203.5","203.5","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","203.4","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7"
"1964:Q3","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3"
"1964:Q4","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1"
"1965:Q1","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","202.3","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6"
"1965:Q2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8"
"1965:Q3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","211.8","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5"
"1965:Q4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8"
"1966:Q1","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5"
"1966:Q2","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","224.8","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4"
"1966:Q3","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","234.0","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9"
"1966:Q4","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","238.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7"
"1967:Q1","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","244.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2"
"1967:Q2","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1"
"1967:Q3","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1"
"1967:Q4","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2"
"1968:Q1","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1"
"1968:Q2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5"
"1968:Q3","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0"
"1968:Q4","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0"
"1969:Q1","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2"
"1969:Q2","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0","596.0"
"1969:Q3","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4"
"1969:Q4","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3"
