"DATE","HSTARTS70M1","HSTARTS70M2","HSTARTS70M3","HSTARTS70M4","HSTARTS70M5","HSTARTS70M6","HSTARTS70M7","HSTARTS70M8","HSTARTS70M9","HSTARTS70M10","HSTARTS70M11","HSTARTS70M12","HSTARTS71M1","HSTARTS71M2","HSTARTS71M3","HSTARTS71M4","HSTARTS71M5","HSTARTS71M6","HSTARTS71M7","HSTARTS71M8","HSTARTS71M9","HSTARTS71M10","HSTARTS71M11","HSTARTS71M12","HSTARTS72M1","HSTARTS72M2","HSTARTS72M3","HSTARTS72M4","HSTARTS72M5","HSTARTS72M6","HSTARTS72M7","HSTARTS72M8","HSTARTS72M9","HSTARTS72M10","HSTARTS72M11","HSTARTS72M12","HSTARTS73M1","HSTARTS73M2","HSTARTS73M3","HSTARTS73M4","HSTARTS73M5","HSTARTS73M6","HSTARTS73M7","HSTARTS73M8","HSTARTS73M9","HSTARTS73M10","HSTARTS73M11","HSTARTS73M12","HSTARTS74M1","HSTARTS74M2","HSTARTS74M3","HSTARTS74M4","HSTARTS74M5","HSTARTS74M6","HSTARTS74M7","HSTARTS74M8","HSTARTS74M9","HSTARTS74M10","HSTARTS74M11","HSTARTS74M12","HSTARTS75M1","HSTARTS75M2","HSTARTS75M3","HSTARTS75M4","HSTARTS75M5","HSTARTS75M6","HSTARTS75M7","HSTARTS75M8","HSTARTS75M9","HSTARTS75M10","HSTARTS75M11","HSTARTS75M12","HSTARTS76M1","HSTARTS76M2","HSTARTS76M3","HSTARTS76M4","HSTARTS76M5","HSTARTS76M6","HSTARTS76M7","HSTARTS76M8","HSTARTS76M9","HSTARTS76M10","HSTARTS76M11","HSTARTS76M12","HSTARTS77M1","HSTARTS77M2","HSTARTS77M3","HSTARTS77M4","HSTARTS77M5","HSTARTS77M6","HSTARTS77M7","HSTARTS77M8","HSTARTS77M9","HSTARTS77M10","HSTARTS77M11","HSTARTS77M12","HSTARTS78M1","HSTARTS78M2","HSTARTS78M3","HSTARTS78M4","HSTARTS78M5","HSTARTS78M6","HSTARTS78M7","HSTARTS78M8","HSTARTS78M9","HSTARTS78M10","HSTARTS78M11","HSTARTS78M12","HSTARTS79M1","HSTARTS79M2","HSTARTS79M3","HSTARTS79M4","HSTARTS79M5","HSTARTS79M6","HSTARTS79M7","HSTARTS79M8","HSTARTS79M9","HSTARTS79M10","HSTARTS79M11","HSTARTS79M12"
"1973:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2045.0","2066.0","2094.0","2094.0","2094.0","2030.0","2030.0","2030.0","2030.0","2030.0","2030.0","2030.0","2030.0","2030.0","2030.0","2030.0","2030.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0","2051.0"
"1973:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1763.0","1761.0","1804.0","1804.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1861.0","1861.0","1861.0","1861.0","1861.0","1861.0","1861.0","1861.0","1861.0","1861.0","1861.0","1861.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0","1874.0"
"1973:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1613.0","1636.0","1646.0","1674.0","1674.0","1674.0","1674.0","1674.0","1674.0","1674.0","1674.0","1674.0","1674.0","1674.0","1674.0","1692.0","1692.0","1692.0","1692.0","1692.0","1692.0","1692.0","1692.0","1692.0","1692.0","1692.0","1692.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0"
"1973:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1698.0","1696.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1721.0","1721.0","1721.0","1721.0","1721.0","1721.0","1721.0","1721.0","1721.0","1721.0","1721.0","1721.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0","1724.0"
"1973:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1355.0","1400.0","1403.0","1403.0","1403.0","1403.0","1403.0","1403.0","1403.0","1403.0","1403.0","1403.0","1403.0","1441.0","1441.0","1441.0","1441.0","1441.0","1441.0","1441.0","1441.0","1441.0","1441.0","1441.0","1441.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0"
"1974:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1486.0","1470.0","1464.0","1464.0","1464.0","1464.0","1464.0","1464.0","1464.0","1464.0","1464.0","1464.0","1437.0","1437.0","1437.0","1437.0","1437.0","1437.0","1437.0","1437.0","1437.0","1437.0","1437.0","1437.0","1453.0","1453.0","1453.0","1453.0","1453.0","1453.0","1453.0","1453.0","1453.0","1453.0","1453.0","1453.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0","1451.0"
"1974:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1800.0","1862.0","1922.0","1922.0","1922.0","1922.0","1922.0","1922.0","1922.0","1922.0","1922.0","1881.0","1881.0","1881.0","1881.0","1881.0","1881.0","1881.0","1881.0","1881.0","1881.0","1881.0","1881.0","1784.0","1784.0","1784.0","1784.0","1784.0","1784.0","1784.0","1784.0","1784.0","1784.0","1784.0","1784.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0","1752.0"
"1974:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1460.0","1484.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1511.0","1511.0","1511.0","1511.0","1511.0","1511.0","1511.0","1511.0","1511.0","1511.0","1511.0","1511.0","1553.0","1553.0","1553.0","1553.0","1553.0","1553.0","1553.0","1553.0","1553.0","1553.0","1553.0","1553.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0","1555.0"
"1974:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1626.0","1631.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1571.0","1571.0","1571.0","1571.0","1571.0","1571.0","1571.0","1571.0","1571.0","1571.0","1571.0","1571.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0","1607.0"
"1974:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1450.0","1476.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1467.0","1467.0","1467.0","1467.0","1467.0","1467.0","1467.0","1467.0","1467.0","1467.0","1467.0","1467.0","1415.0","1415.0","1415.0","1415.0","1415.0","1415.0","1415.0","1415.0","1415.0","1415.0","1415.0","1415.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0","1426.0"
"1974:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1595.0","1590.0","1596.0","1596.0","1596.0","1596.0","1596.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1526.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0","1513.0"
"1974:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1335.0","1331.0","1338.0","1338.0","1338.0","1338.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1314.0","1290.0","1290.0","1290.0","1290.0","1290.0","1290.0","1290.0","1290.0","1290.0","1290.0","1290.0","1290.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0","1316.0"
"1974:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1126.0","1115.0","1134.0","1134.0","1134.0","1156.0","1156.0","1156.0","1156.0","1156.0","1156.0","1156.0","1156.0","1156.0","1156.0","1156.0","1156.0","1145.0","1145.0","1145.0","1145.0","1145.0","1145.0","1145.0","1145.0","1145.0","1145.0","1145.0","1145.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0","1142.0"
"1974:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1120.0","1132.0","1150.0","1150.0","1157.0","1157.0","1157.0","1157.0","1157.0","1157.0","1157.0","1157.0","1157.0","1157.0","1157.0","1157.0","1180.0","1180.0","1180.0","1180.0","1180.0","1180.0","1180.0","1180.0","1180.0","1180.0","1180.0","1180.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0","1150.0"
"1974:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1124.0","1106.0","1109.0","1106.0","1106.0","1106.0","1106.0","1106.0","1106.0","1106.0","1106.0","1106.0","1106.0","1106.0","1106.0","1100.0","1100.0","1100.0","1100.0","1100.0","1100.0","1100.0","1100.0","1100.0","1100.0","1100.0","1100.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0","1070.0"
"1974:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","990.0","990.0","1017.0","1017.0","1017.0","1017.0","1017.0","1017.0","1017.0","1017.0","1017.0","1017.0","1017.0","1017.0","1028.0","1028.0","1028.0","1028.0","1028.0","1028.0","1028.0","1028.0","1028.0","1028.0","1028.0","1028.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0"
"1974:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","868.0","874.0","880.0","880.0","880.0","880.0","880.0","880.0","880.0","880.0","880.0","880.0","880.0","940.0","940.0","940.0","940.0","940.0","940.0","940.0","940.0","940.0","940.0","940.0","940.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0","975.0"
"1975:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","987.0","996.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1016.0","1016.0","1016.0","1016.0","1016.0","1016.0","1016.0","1016.0","1016.0","1016.0","1016.0","1016.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0"
"1975:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","977.0","986.0","1000.0","1000.0","1000.0","1000.0","1000.0","1000.0","1000.0","1000.0","1000.0","953.0","953.0","953.0","953.0","953.0","953.0","953.0","953.0","953.0","953.0","953.0","953.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0","904.0"
"1975:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","980.0","974.0","985.0","985.0","985.0","985.0","985.0","985.0","985.0","985.0","986.0","986.0","986.0","986.0","986.0","986.0","986.0","986.0","986.0","986.0","986.0","986.0","990.0","990.0","990.0","990.0","990.0","990.0","990.0","990.0","990.0","990.0","990.0","990.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0","993.0"
"1975:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","990.0","986.0","980.0","980.0","980.0","980.0","980.0","980.0","980.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0","1005.0"
