"DATE","NCONSHHM09M8","NCONSHHM09M9","NCONSHHM09M10","NCONSHHM09M11","NCONSHHM09M12","NCONSHHM10M1","NCONSHHM10M2","NCONSHHM10M3","NCONSHHM10M4","NCONSHHM10M5","NCONSHHM10M6","NCONSHHM10M7","NCONSHHM10M8","NCONSHHM10M9","NCONSHHM10M10","NCONSHHM10M11","NCONSHHM10M12","NCONSHHM11M1","NCONSHHM11M2","NCONSHHM11M3","NCONSHHM11M4","NCONSHHM11M5","NCONSHHM11M6","NCONSHHM11M7","NCONSHHM11M8","NCONSHHM11M9","NCONSHHM11M10","NCONSHHM11M11","NCONSHHM11M12","NCONSHHM12M1","NCONSHHM12M2","NCONSHHM12M3","NCONSHHM12M4","NCONSHHM12M5","NCONSHHM12M6","NCONSHHM12M7","NCONSHHM12M8","NCONSHHM12M9","NCONSHHM12M10","NCONSHHM12M11","NCONSHHM12M12","NCONSHHM13M1","NCONSHHM13M2","NCONSHHM13M3","NCONSHHM13M4","NCONSHHM13M5","NCONSHHM13M6","NCONSHHM13M7","NCONSHHM13M8","NCONSHHM13M9","NCONSHHM13M10","NCONSHHM13M11","NCONSHHM13M12","NCONSHHM14M1","NCONSHHM14M2","NCONSHHM14M3","NCONSHHM14M4","NCONSHHM14M5","NCONSHHM14M6","NCONSHHM14M7","NCONSHHM14M8","NCONSHHM14M9","NCONSHHM14M10","NCONSHHM14M11","NCONSHHM14M12","NCONSHHM15M1","NCONSHHM15M2","NCONSHHM15M3","NCONSHHM15M4","NCONSHHM15M5","NCONSHHM15M6","NCONSHHM15M7","NCONSHHM15M8","NCONSHHM15M9","NCONSHHM15M10","NCONSHHM15M11"
"1964:09","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.61","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611","195.611"
"1964:10","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.635","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636","196.636"
"1964:11","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956","197.956"
"1964:12","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198","199.198"
"1965:01","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213","200.213"
"1965:02","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138","201.138"
"1965:03","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.901","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902","201.902"
"1965:04","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62","203.62"
"1965:05","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.953","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954","204.954"
"1965:06","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996","205.996"
"1965:07","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315","207.315"
"1965:08","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464","208.464"
"1965:09","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824","209.824"
"1965:10","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671","211.671"
"1965:11","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.415","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416","213.416"
"1965:12","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.79","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791","214.791"
"1966:01","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.542","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543","215.543"
"1966:02","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684","216.684"
"1966:03","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303","218.303"
"1966:04","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943","219.943"
"1966:05","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422","221.422"
"1966:06","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862","222.862"
"1966:07","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531","224.531"
"1966:08","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.057","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058","225.058"
"1966:09","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.798","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799","226.799"
"1966:10","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.243","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244","228.244"
"1966:11","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434","230.434"
"1966:12","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422","232.422"
"1967:01","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545","233.545"
"1967:02","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65","233.65"
"1967:03","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.994","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995","234.995"
"1967:04","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.423","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424","236.424"
"1967:05","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.625","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626","237.626"
"1967:06","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.489","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49","239.49"
"1967:07","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.195","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196","241.196"
"1967:08","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.876","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877","242.877"
"1967:09","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.099","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1","244.1"
"1967:10","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.181","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182","245.182"
"1967:11","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626","246.626"
"1967:12","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731","248.731"
"1968:01","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.777","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778","251.778"
"1968:02","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034","253.034"
