"DATE","HS10M1","HS10M2","HS10M3","HS10M4","HS10M5","HS10M6","HS10M7","HS10M8","HS10M9","HS10M10","HS10M11","HS10M12","HS11M1","HS11M2","HS11M3","HS11M4","HS11M5","HS11M6","HS11M7","HS11M8","HS11M9","HS11M10","HS11M11","HS11M12","HS12M1","HS12M2","HS12M3","HS12M4","HS12M5","HS12M6","HS12M7","HS12M8","HS12M9","HS12M10","HS12M11","HS12M12","HS13M1","HS13M2","HS13M3","HS13M4","HS13M5","HS13M6","HS13M7","HS13M8","HS13M9","HS13M10","HS13M11","HS13M12","HS14M1","HS14M2","HS14M3","HS14M4","HS14M5","HS14M6","HS14M7","HS14M8","HS14M9","HS14M10","HS14M11","HS14M12","HS15M1","HS15M2","HS15M3","HS15M4","HS15M5","HS15M6","HS15M7","HS15M8","HS15M9","HS15M10","HS15M11"
"1975:11","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9"
"1975:12","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0"
"1976:01","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5"
"1976:02","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7"
"1976:03","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6","52.6"
"1976:04","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8"
"1976:05","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9"
"1976:06","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8"
"1976:07","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0"
"1976:08","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9"
"1976:09","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2"
"1976:10","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1"
"1976:11","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1"
"1976:12","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4"
"1977:01","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5"
"1977:02","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9"
"1977:03","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0"
"1977:04","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2"
"1977:05","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5","54.5"
"1977:06","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7"
"1977:07","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0"
"1977:08","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2"
"1977:09","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4"
"1977:10","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7"
"1977:11","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8"
"1977:12","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1"
"1978:01","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9"
"1978:02","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2"
"1978:03","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8"
"1978:04","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0"
"1978:05","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2"
"1978:06","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5"
"1978:07","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7"
"1978:08","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7"
"1978:09","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9"
"1978:10","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1"
"1978:11","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3"
"1978:12","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5"
"1979:01","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5"
"1979:02","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9"
"1979:03","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1"
"1979:04","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8"
"1979:05","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1"
"1979:06","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6"
"1979:07","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.8","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5"
"1979:08","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5"
