"DATE","rcong09Q3","rcong09Q4","rcong10Q1","rcong10Q2","rcong10Q3","rcong10Q4","rcong11Q1","rcong11Q2","rcong11Q3","rcong11Q4","rcong12Q1","rcong12Q2","rcong12Q3","rcong12Q4","rcong13Q1","rcong13Q2","rcong13Q3","rcong13Q4","rcong14Q1","rcong14Q2","rcong14Q3","rcong14Q4","rcong15Q1","rcong15Q2"
"1976:Q2","1093.9","1093.9","1093.9","1093.9","1093.9","1093.9","1093.9","1093.9","1093.0","1093.0","1093.0","1093.0","1093.0","1093.0","1093.0","1093.0","1126.1","1126.1","1126.1","1126.1","1126.1","1126.1","1126.1","1126.1"
"1976:Q3","1103.6","1103.6","1103.6","1103.6","1103.6","1103.6","1103.6","1103.6","1102.6","1102.6","1102.6","1102.6","1102.6","1102.6","1102.6","1102.6","1136.1","1136.1","1136.1","1136.1","1136.1","1136.1","1136.1","1136.1"
"1976:Q4","1117.1","1117.1","1117.1","1117.1","1117.1","1117.1","1117.1","1117.1","1116.0","1116.0","1116.0","1116.0","1116.0","1116.0","1116.0","1116.0","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8"
"1977:Q1","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3"
"1977:Q2","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1136.4","1136.4","1136.4","1136.4","1136.4","1136.4","1136.4","1136.4","1170.9","1170.9","1170.9","1170.9","1170.9","1170.9","1170.9","1170.9"
"1977:Q3","1146.9","1146.9","1146.9","1146.9","1146.9","1146.9","1146.9","1146.9","1145.5","1145.5","1145.5","1145.5","1145.5","1145.5","1145.5","1145.5","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3"
"1977:Q4","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1205.5","1205.5","1205.5","1205.5","1205.5","1205.5","1205.5","1205.5"
"1978:Q1","1164.7","1164.7","1164.7","1164.7","1164.7","1164.7","1164.7","1164.7","1163.4","1163.4","1163.4","1163.4","1163.4","1163.4","1163.4","1163.4","1198.7","1198.7","1198.7","1198.7","1198.7","1198.7","1198.7","1198.7"
"1978:Q2","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1196.8","1233.1","1233.1","1233.1","1233.1","1233.1","1233.1","1233.1","1233.1"
"1978:Q3","1199.1","1199.1","1199.1","1199.1","1199.1","1199.1","1199.1","1199.1","1197.8","1197.8","1197.8","1197.8","1197.8","1197.8","1197.8","1197.8","1234.1","1234.1","1234.1","1234.1","1234.1","1234.1","1234.1","1234.1"
"1978:Q4","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1211.3","1211.3","1211.3","1211.3","1211.3","1211.3","1211.3","1211.3","1248.0","1248.0","1248.0","1248.0","1248.0","1248.0","1248.0","1248.0"
"1979:Q1","1211.8","1211.8","1211.8","1211.8","1211.8","1211.8","1211.8","1211.8","1210.4","1210.4","1210.4","1210.4","1210.4","1210.4","1210.4","1210.4","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1"
"1979:Q2","1201.7","1201.7","1201.7","1201.7","1201.7","1201.7","1201.7","1201.7","1200.2","1200.2","1200.2","1200.2","1200.2","1200.2","1200.2","1200.2","1236.6","1236.6","1236.6","1236.6","1236.6","1236.6","1236.6","1236.6"
"1979:Q3","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1221.7","1220.1","1220.1","1220.1","1220.1","1220.1","1220.1","1220.1","1220.1","1257.1","1257.1","1257.1","1257.1","1257.1","1257.1","1257.1","1257.1"
"1979:Q4","1216.7","1216.7","1216.7","1216.7","1216.7","1216.7","1216.7","1216.7","1215.0","1215.0","1215.0","1215.0","1215.0","1215.0","1215.0","1215.0","1251.8","1251.8","1251.8","1251.8","1251.8","1251.8","1251.8","1251.8"
"1980:Q1","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1208.8","1208.8","1208.8","1208.8","1208.8","1208.8","1208.8","1208.8","1245.5","1245.5","1245.5","1245.5","1245.5","1245.5","1245.5","1245.5"
"1980:Q2","1160.8","1160.8","1160.8","1160.8","1160.8","1160.8","1160.8","1160.8","1159.0","1159.0","1159.0","1159.0","1159.0","1159.0","1159.0","1159.0","1194.2","1194.2","1194.2","1194.2","1194.2","1194.2","1194.2","1194.2"
"1980:Q3","1172.7","1172.7","1172.7","1172.7","1172.7","1172.7","1172.7","1172.7","1170.9","1170.9","1170.9","1170.9","1170.9","1170.9","1170.9","1170.9","1206.4","1206.4","1206.4","1206.4","1206.4","1206.4","1206.4","1206.4"
"1980:Q4","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1184.2","1184.2","1184.2","1184.2","1184.2","1184.2","1184.2","1184.2","1220.1","1220.1","1220.1","1220.1","1220.1","1220.1","1220.1","1220.1"
"1981:Q1","1203.0","1203.0","1203.0","1203.0","1203.0","1203.0","1203.0","1203.0","1201.2","1201.2","1201.2","1201.2","1201.2","1201.2","1201.2","1201.2","1237.7","1237.7","1237.7","1237.7","1237.7","1237.7","1237.7","1237.7"
"1981:Q2","1193.4","1193.4","1193.4","1193.4","1193.4","1193.4","1193.4","1193.4","1191.6","1191.6","1191.6","1191.6","1191.6","1191.6","1191.6","1191.6","1227.8","1227.8","1227.8","1227.8","1227.8","1227.8","1227.8","1227.8"
"1981:Q3","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1203.7","1203.7","1203.7","1203.7","1203.7","1203.7","1203.7","1203.7","1240.2","1240.2","1240.2","1240.2","1240.2","1240.2","1240.2","1240.2"
"1981:Q4","1183.8","1183.8","1183.8","1183.8","1183.8","1183.8","1183.8","1183.8","1182.2","1182.2","1182.2","1182.2","1182.2","1182.2","1182.2","1182.2","1218.0","1218.0","1218.0","1218.0","1218.0","1218.0","1218.0","1218.0"
"1982:Q1","1195.7","1195.7","1195.7","1195.7","1195.7","1195.7","1195.7","1195.7","1194.0","1194.0","1194.0","1194.0","1194.0","1194.0","1194.0","1194.0","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2"
"1982:Q2","1195.3","1195.3","1195.3","1195.3","1195.3","1195.3","1195.3","1195.3","1193.7","1193.7","1193.7","1193.7","1193.7","1193.7","1193.7","1193.7","1229.9","1229.9","1229.9","1229.9","1229.9","1229.9","1229.9","1229.9"
"1982:Q3","1201.7","1201.7","1201.7","1201.7","1201.7","1201.7","1201.7","1201.7","1200.1","1200.1","1200.1","1200.1","1200.1","1200.1","1200.1","1200.1","1236.5","1236.5","1236.5","1236.5","1236.5","1236.5","1236.5","1236.5"
"1982:Q4","1225.8","1225.8","1225.8","1225.8","1225.8","1225.8","1225.8","1225.8","1224.3","1224.3","1224.3","1224.3","1224.3","1224.3","1224.3","1224.3","1261.4","1261.4","1261.4","1261.4","1261.4","1261.4","1261.4","1261.4"
"1983:Q1","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1230.7","1230.7","1230.7","1230.7","1230.7","1230.7","1230.7","1230.7","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0"
"1983:Q2","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1267.0","1267.0","1267.0","1267.0","1267.0","1267.0","1267.0","1267.0","1305.4","1305.4","1305.4","1305.4","1305.4","1305.4","1305.4","1305.4"
"1983:Q3","1296.6","1296.6","1296.6","1296.6","1296.6","1296.6","1296.6","1296.6","1295.1","1295.1","1295.1","1295.1","1295.1","1295.1","1295.1","1295.1","1334.3","1334.3","1334.3","1334.3","1334.3","1334.3","1334.3","1334.3"
"1983:Q4","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1325.6","1325.6","1325.6","1325.6","1325.6","1325.6","1325.6","1325.6","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7"
"1984:Q1","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1343.5","1343.5","1343.5","1343.5","1343.5","1343.5","1343.5","1343.5","1384.2","1384.2","1384.2","1384.2","1384.2","1384.2","1384.2","1384.2"
"1984:Q2","1375.3","1375.3","1375.3","1375.3","1375.3","1375.3","1375.3","1375.3","1373.5","1373.5","1373.5","1373.5","1373.5","1373.5","1373.5","1373.5","1415.1","1415.1","1415.1","1415.1","1415.1","1415.1","1415.1","1415.1"
"1984:Q3","1376.2","1376.2","1376.2","1376.2","1376.2","1376.2","1376.2","1376.2","1374.3","1374.3","1374.3","1374.3","1374.3","1374.3","1374.3","1374.3","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0"
"1984:Q4","1397.7","1397.7","1397.7","1397.7","1397.7","1397.7","1397.7","1397.7","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1438.1","1438.1","1438.1","1438.1","1438.1","1438.1","1438.1","1438.1"
"1985:Q1","1419.2","1419.2","1419.2","1419.2","1419.2","1419.2","1419.2","1419.2","1417.3","1417.3","1417.3","1417.3","1417.3","1417.3","1417.3","1417.3","1460.3","1460.3","1460.3","1460.3","1460.3","1460.3","1460.3","1460.3"
"1985:Q2","1432.2","1432.2","1432.2","1432.2","1432.2","1432.2","1432.2","1432.2","1430.3","1430.3","1430.3","1430.3","1430.3","1430.3","1430.3","1430.3","1473.7","1473.7","1473.7","1473.7","1473.7","1473.7","1473.7","1473.7"
"1985:Q3","1470.4","1470.4","1470.4","1470.4","1470.4","1470.4","1470.4","1470.4","1468.4","1468.4","1468.4","1468.4","1468.4","1468.4","1468.4","1468.4","1512.9","1512.9","1512.9","1512.9","1512.9","1512.9","1512.9","1512.9"
"1985:Q4","1461.7","1461.7","1461.7","1461.7","1461.7","1461.7","1461.7","1461.7","1459.6","1459.6","1459.6","1459.6","1459.6","1459.6","1459.6","1459.6","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9"
"1986:Q1","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1481.8","1481.8","1481.8","1481.8","1481.8","1481.8","1481.8","1481.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8"
"1986:Q2","1510.3","1510.3","1510.3","1510.3","1510.3","1510.3","1510.3","1510.3","1508.2","1508.2","1508.2","1508.2","1508.2","1508.2","1508.2","1508.2","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9"
"1986:Q3","1557.1","1557.1","1557.1","1557.1","1557.1","1557.1","1557.1","1557.1","1554.9","1554.9","1554.9","1554.9","1554.9","1554.9","1554.9","1554.9","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0"
"1986:Q4","1556.1","1556.1","1556.1","1556.1","1556.1","1556.1","1556.1","1556.1","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0"
"1987:Q1","1524.2","1524.2","1524.2","1524.2","1524.2","1524.2","1524.2","1524.2","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1568.3","1568.3","1568.3","1568.3","1568.3","1568.3","1568.3","1568.3"
"1987:Q2","1553.3","1553.3","1553.3","1553.3","1553.3","1553.3","1553.3","1553.3","1551.3","1551.3","1551.3","1551.3","1551.3","1551.3","1551.3","1551.3","1598.3","1598.3","1598.3","1598.3","1598.3","1598.3","1598.3","1598.3"
"1987:Q3","1576.6","1576.6","1576.6","1576.6","1576.6","1576.6","1576.6","1576.6","1574.6","1574.6","1574.6","1574.6","1574.6","1574.6","1574.6","1574.6","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4"
"1987:Q4","1562.5","1562.5","1562.5","1562.5","1562.5","1562.5","1562.5","1562.5","1560.5","1560.5","1560.5","1560.5","1560.5","1560.5","1560.5","1560.5","1607.9","1607.9","1607.9","1607.9","1607.9","1607.9","1607.9","1607.9"
"1988:Q1","1599.4","1599.4","1599.4","1599.4","1599.4","1599.4","1599.4","1599.4","1597.4","1597.4","1597.4","1597.4","1597.4","1597.4","1597.4","1597.4","1645.8","1645.8","1645.8","1645.8","1645.8","1645.8","1645.8","1645.8"
"1988:Q2","1607.8","1607.8","1607.8","1607.8","1607.8","1607.8","1607.8","1607.8","1605.7","1605.7","1605.7","1605.7","1605.7","1605.7","1605.7","1605.7","1654.3","1654.3","1654.3","1654.3","1654.3","1654.3","1654.3","1654.3"
"1988:Q3","1607.5","1607.5","1607.5","1607.5","1607.5","1607.5","1607.5","1607.5","1605.4","1605.4","1605.4","1605.4","1605.4","1605.4","1605.4","1605.4","1654.0","1654.0","1654.0","1654.0","1654.0","1654.0","1654.0","1654.0"
"1988:Q4","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1630.8","1630.8","1630.8","1630.8","1630.8","1630.8","1630.8","1630.8","1680.2","1680.2","1680.2","1680.2","1680.2","1680.2","1680.2","1680.2"
"1989:Q1","1635.2","1635.2","1635.2","1635.2","1635.2","1635.2","1635.2","1635.2","1633.1","1633.1","1633.1","1633.1","1633.1","1633.1","1633.1","1633.1","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6"
"1989:Q2","1644.4","1644.4","1644.4","1644.4","1644.4","1644.4","1644.4","1644.4","1642.3","1642.3","1642.3","1642.3","1642.3","1642.3","1642.3","1642.3","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1"
"1989:Q3","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1665.9","1665.9","1665.9","1665.9","1665.9","1665.9","1665.9","1665.9","1716.4","1716.4","1716.4","1716.4","1716.4","1716.4","1716.4","1716.4"
"1989:Q4","1662.7","1662.7","1662.7","1662.7","1662.7","1662.7","1662.7","1662.7","1660.4","1660.4","1660.4","1660.4","1660.4","1660.4","1660.4","1660.4","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8"
"1990:Q1","1685.2","1685.2","1685.2","1685.2","1685.2","1685.2","1685.2","1685.2","1682.7","1682.7","1682.7","1682.7","1682.7","1682.7","1682.7","1682.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7"
"1990:Q2","1667.2","1667.2","1667.2","1667.2","1667.2","1667.2","1667.2","1667.2","1664.6","1664.6","1664.6","1664.6","1664.6","1664.6","1664.6","1664.6","1715.1","1715.1","1715.1","1715.1","1715.1","1715.1","1715.1","1715.1"
"1990:Q3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1663.3","1660.7","1660.7","1660.7","1660.7","1660.7","1660.7","1660.7","1660.7","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1"
"1990:Q4","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1634.6","1634.6","1634.6","1634.6","1634.6","1634.6","1634.6","1634.6","1684.1","1684.1","1684.1","1684.1","1684.1","1684.1","1684.1","1684.1"
"1991:Q1","1622.9","1622.9","1622.9","1622.9","1622.9","1622.9","1622.9","1622.9","1620.5","1620.5","1620.5","1620.5","1620.5","1620.5","1620.5","1620.5","1669.7","1669.7","1669.7","1669.7","1669.7","1669.7","1669.7","1669.7"
"1991:Q2","1631.9","1631.9","1631.9","1631.9","1631.9","1631.9","1631.9","1631.9","1629.6","1629.6","1629.6","1629.6","1629.6","1629.6","1629.6","1629.6","1679.0","1679.0","1679.0","1679.0","1679.0","1679.0","1679.0","1679.0"
"1991:Q3","1641.6","1641.6","1641.6","1641.6","1641.6","1641.6","1641.6","1641.6","1639.4","1639.4","1639.4","1639.4","1639.4","1639.4","1639.4","1639.4","1689.1","1689.1","1689.1","1689.1","1689.1","1689.1","1689.1","1689.1"
"1991:Q4","1623.4","1623.4","1623.4","1623.4","1623.4","1623.4","1623.4","1623.4","1621.3","1621.3","1621.3","1621.3","1621.3","1621.3","1621.3","1621.3","1670.4","1670.4","1670.4","1670.4","1670.4","1670.4","1670.4","1670.4"
"1992:Q1","1660.2","1660.2","1660.2","1660.2","1660.2","1660.2","1660.2","1660.2","1658.0","1658.0","1658.0","1658.0","1658.0","1658.0","1658.0","1658.0","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2"
"1992:Q2","1668.7","1668.7","1668.7","1668.7","1668.7","1668.7","1668.7","1668.7","1666.4","1666.4","1666.4","1666.4","1666.4","1666.4","1666.4","1666.4","1716.9","1716.9","1716.9","1716.9","1716.9","1716.9","1716.9","1716.9"
"1992:Q3","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1684.6","1684.6","1684.6","1684.6","1684.6","1684.6","1684.6","1684.6","1735.7","1735.7","1735.7","1735.7","1735.7","1735.7","1735.7","1735.7"
"1992:Q4","1709.3","1709.3","1709.3","1709.3","1709.3","1709.3","1709.3","1709.3","1707.0","1707.0","1707.0","1707.0","1707.0","1707.0","1707.0","1707.0","1758.7","1758.7","1758.7","1758.7","1758.7","1758.7","1758.7","1758.7"
"1993:Q1","1715.9","1715.9","1715.9","1715.9","1715.9","1715.9","1715.9","1715.9","1713.6","1713.6","1713.6","1713.6","1713.6","1713.6","1713.6","1713.6","1765.5","1765.5","1765.5","1765.5","1765.5","1765.5","1765.5","1765.5"
"1993:Q2","1743.4","1743.4","1743.4","1743.4","1743.4","1743.4","1743.4","1743.4","1741.0","1741.0","1741.0","1741.0","1741.0","1741.0","1741.0","1741.0","1793.8","1793.8","1793.8","1793.8","1793.8","1793.8","1793.8","1793.8"
"1993:Q3","1761.4","1761.4","1761.4","1761.4","1761.4","1761.4","1761.4","1761.4","1759.0","1759.0","1759.0","1759.0","1759.0","1759.0","1759.0","1759.0","1812.3","1812.3","1812.3","1812.3","1812.3","1812.3","1812.3","1812.3"
"1993:Q4","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1781.4","1781.4","1781.4","1781.4","1781.4","1781.4","1781.4","1781.4","1835.4","1835.4","1835.4","1835.4","1835.4","1835.4","1835.4","1835.4"
"1994:Q1","1814.0","1814.0","1814.0","1814.0","1814.0","1814.0","1814.0","1814.0","1811.6","1811.6","1811.6","1811.6","1811.6","1811.6","1811.6","1811.6","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5"
"1994:Q2","1830.1","1830.1","1830.1","1830.1","1830.1","1830.1","1830.1","1830.1","1827.7","1827.7","1827.7","1827.7","1827.7","1827.7","1827.7","1827.7","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1"
"1994:Q3","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1844.7","1844.7","1844.7","1844.7","1844.7","1844.7","1844.7","1844.7","1900.6","1900.6","1900.6","1900.6","1900.6","1900.6","1900.6","1900.6"
"1994:Q4","1882.4","1882.4","1882.4","1882.4","1882.4","1882.4","1882.4","1882.4","1880.0","1880.0","1880.0","1880.0","1880.0","1880.0","1880.0","1880.0","1937.0","1937.0","1937.0","1937.0","1937.0","1937.0","1937.0","1937.0"
"1995:Q1","1873.2","1873.2","1873.2","1873.2","1873.2","1873.2","1873.2","1873.2","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1927.3","1927.3","1927.3","1927.3","1927.3","1927.3","1927.3","1927.3"
"1995:Q2","1885.8","1885.8","1885.8","1885.8","1885.8","1885.8","1885.8","1885.8","1883.2","1883.2","1883.2","1883.2","1883.2","1883.2","1883.2","1883.2","1940.3","1940.3","1940.3","1940.3","1940.3","1940.3","1940.3","1940.3"
"1995:Q3","1908.7","1908.7","1908.7","1908.7","1908.7","1908.7","1908.7","1908.7","1906.0","1906.0","1906.0","1906.0","1906.0","1906.0","1906.0","1906.0","1963.8","1963.8","1963.8","1963.8","1963.8","1963.8","1963.8","1963.8"
"1995:Q4","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1982.3","1982.3","1982.3","1982.3","1982.3","1982.3","1982.3","1982.3"
"1996:Q1","1942.1","1942.1","1942.1","1942.1","1942.1","1942.1","1942.1","1942.1","1939.5","1939.5","1939.5","1939.5","1939.5","1939.5","1939.5","1939.5","1998.2","1998.2","1998.2","1998.2","1998.2","1998.2","1998.2","1998.2"
"1996:Q2","1980.0","1980.0","1980.0","1980.0","1980.0","1980.0","1980.0","1980.0","1977.3","1977.3","1977.3","1977.3","1977.3","1977.3","1977.3","1977.3","2037.2","2037.2","2037.2","2037.2","2037.2","2037.2","2037.2","2037.2"
"1996:Q3","1994.1","1994.1","1994.1","1994.1","1994.1","1994.1","1994.1","1994.1","1991.3","1991.3","1991.3","1991.3","1991.3","1991.3","1991.3","1991.3","2051.7","2051.7","2051.7","2051.7","2051.7","2051.7","2051.7","2051.7"
"1996:Q4","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2015.5","2015.5","2015.5","2015.5","2015.5","2015.5","2015.5","2015.5","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6"
"1997:Q1","2045.5","2045.5","2045.5","2045.5","2045.5","2045.5","2045.5","2045.5","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2104.5","2104.5","2104.5","2104.5","2104.5","2104.5","2104.5","2104.5"
"1997:Q2","2043.9","2043.9","2043.9","2043.9","2043.9","2043.9","2043.9","2043.9","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0"
"1997:Q3","2097.4","2097.4","2097.4","2097.4","2097.4","2097.4","2097.4","2097.4","2094.5","2094.5","2094.5","2094.5","2094.5","2094.5","2094.5","2094.5","2157.9","2157.9","2157.9","2157.9","2157.9","2157.9","2157.9","2157.9"
"1997:Q4","2126.0","2126.0","2126.0","2126.0","2126.0","2126.0","2126.0","2126.0","2123.1","2123.1","2123.1","2123.1","2123.1","2123.1","2123.1","2123.1","2187.4","2187.4","2187.4","2187.4","2187.4","2187.4","2187.4","2187.4"
"1998:Q1","2142.5","2142.5","2142.5","2142.5","2142.5","2142.5","2142.5","2142.5","2139.6","2139.6","2139.6","2139.6","2139.6","2139.6","2139.6","2139.6","2203.9","2203.9","2203.9","2203.9","2203.9","2203.9","2203.9","2203.9"
"1998:Q2","2198.9","2198.9","2198.9","2198.9","2198.9","2198.9","2198.9","2198.9","2195.8","2195.8","2195.8","2195.8","2195.8","2195.8","2195.8","2195.8","2261.1","2261.1","2261.1","2261.1","2261.1","2261.1","2261.1","2261.1"
"1998:Q3","2232.4","2232.4","2232.4","2232.4","2232.4","2232.4","2232.4","2232.4","2229.3","2229.3","2229.3","2229.3","2229.3","2229.3","2229.3","2229.3","2294.9","2294.9","2294.9","2294.9","2294.9","2294.9","2294.9","2294.9"
"1998:Q4","2300.6","2300.6","2300.6","2300.6","2300.6","2300.6","2300.6","2300.6","2297.4","2297.4","2297.4","2297.4","2297.4","2297.4","2297.4","2297.4","2364.6","2364.6","2364.6","2364.6","2364.6","2364.6","2364.6","2364.6"
"1999:Q1","2329.1","2329.1","2329.1","2329.1","2329.1","2329.1","2329.1","2329.1","2325.9","2325.9","2325.9","2325.9","2325.9","2325.9","2325.9","2325.9","2393.6","2393.6","2393.6","2393.6","2393.6","2393.6","2393.6","2393.6"
"1999:Q2","2384.2","2384.2","2384.2","2384.2","2384.2","2384.2","2384.2","2384.2","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2449.8","2449.8","2449.8","2449.8","2449.8","2449.8","2449.8","2449.8"
"1999:Q3","2412.9","2412.9","2412.9","2412.9","2412.9","2412.9","2412.9","2412.9","2409.6","2409.6","2409.6","2409.6","2409.6","2409.6","2409.6","2409.6","2478.8","2478.8","2478.8","2478.8","2478.8","2478.8","2478.8","2478.8"
"1999:Q4","2454.9","2454.9","2454.9","2454.9","2454.9","2454.9","2454.9","2454.9","2451.5","2451.5","2451.5","2451.5","2451.5","2451.5","2451.5","2451.5","2521.3","2521.3","2521.3","2521.3","2521.3","2521.3","2521.3","2521.3"
"2000:Q1","2492.4","2492.4","2492.4","2492.4","2492.4","2492.4","2492.4","2492.4","2489.0","2489.0","2489.0","2489.0","2489.0","2489.0","2489.0","2489.0","2559.1","2559.1","2559.1","2559.1","2559.1","2559.1","2559.1","2559.1"
"2000:Q2","2506.1","2506.1","2506.1","2506.1","2506.1","2506.1","2506.1","2506.1","2502.6","2502.6","2502.6","2502.6","2502.6","2502.6","2502.6","2502.6","2572.6","2572.6","2572.6","2572.6","2572.6","2572.6","2572.6","2572.6"
"2000:Q3","2532.8","2532.8","2532.8","2532.8","2532.8","2532.8","2532.8","2532.8","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2529.3","2599.4","2599.4","2599.4","2599.4","2599.4","2599.4","2599.4","2599.4"
"2000:Q4","2555.4","2555.4","2555.4","2555.4","2555.4","2555.4","2555.4","2555.4","2551.9","2551.9","2551.9","2551.9","2551.9","2551.9","2551.9","2551.9","2621.9","2621.9","2621.9","2621.9","2621.9","2621.9","2621.9","2621.9"
"2001:Q1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2558.6","2558.6","2558.6","2558.6","2558.6","2558.6","2558.6","2558.6","2628.0","2628.0","2628.0","2628.0","2628.0","2628.0","2628.0","2628.0"
"2001:Q2","2569.5","2569.5","2569.5","2569.5","2569.5","2569.5","2569.5","2569.5","2565.9","2565.9","2565.9","2565.9","2565.9","2565.9","2565.9","2565.9","2635.1","2635.1","2635.1","2635.1","2635.1","2635.1","2635.1","2635.1"
"2001:Q3","2588.8","2588.8","2588.8","2588.8","2588.8","2588.8","2588.8","2588.8","2585.2","2585.2","2585.2","2585.2","2585.2","2585.2","2585.2","2585.2","2653.9","2653.9","2653.9","2653.9","2653.9","2653.9","2653.9","2653.9"
"2001:Q4","2683.1","2683.1","2683.1","2683.1","2683.1","2683.1","2683.1","2683.1","2679.4","2679.4","2679.4","2679.4","2679.4","2679.4","2679.4","2679.4","2749.5","2749.5","2749.5","2749.5","2749.5","2749.5","2749.5","2749.5"
"2002:Q1","2677.8","2677.8","2677.8","2677.8","2677.8","2677.8","2677.8","2677.8","2674.1","2674.1","2674.1","2674.1","2674.1","2674.1","2674.1","2674.1","2742.6","2742.6","2742.6","2742.6","2742.6","2742.6","2742.6","2742.6"
"2002:Q2","2690.6","2690.6","2690.6","2690.6","2690.6","2690.6","2690.6","2690.6","2686.8","2686.8","2686.8","2686.8","2686.8","2686.8","2686.8","2686.8","2753.6","2753.6","2753.6","2753.6","2753.6","2753.6","2753.6","2753.6"
"2002:Q3","2725.1","2725.1","2725.1","2725.1","2725.1","2725.1","2725.1","2725.1","2721.4","2721.4","2721.4","2721.4","2721.4","2721.4","2721.4","2721.4","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3","2788.3"
