"DATE","REX00M1","REX00M2","REX00M3","REX00M4","REX00M5","REX00M6","REX00M7","REX00M8","REX00M9","REX00M10","REX00M11","REX00M12","REX01M1","REX01M2","REX01M3","REX01M4","REX01M5","REX01M6","REX01M7","REX01M8","REX01M9","REX01M10","REX01M11","REX01M12","REX02M1","REX02M2","REX02M3","REX02M4","REX02M5","REX02M6","REX02M7","REX02M8","REX02M9","REX02M10","REX02M11","REX02M12","REX03M1","REX03M2","REX03M3","REX03M4","REX03M5","REX03M6","REX03M7","REX03M8","REX03M9","REX03M10","REX03M11","REX03M12","REX04M1","REX04M2","REX04M3","REX04M4","REX04M5","REX04M6","REX04M7","REX04M8","REX04M9","REX04M10","REX04M11","REX04M12","REX05M1","REX05M2","REX05M3","REX05M4","REX05M5","REX05M6","REX05M7","REX05M8","REX05M9","REX05M10","REX05M11","REX05M12","REX06M1","REX06M2","REX06M3","REX06M4","REX06M5","REX06M6","REX06M7","REX06M8","REX06M9","REX06M10","REX06M11","REX06M12","REX07M1","REX07M2","REX07M3","REX07M4","REX07M5","REX07M6","REX07M7","REX07M8","REX07M9","REX07M10","REX07M11","REX07M12","REX08M1","REX08M2","REX08M3","REX08M4","REX08M5","REX08M6","REX08M7","REX08M8","REX08M9","REX08M10","REX08M11","REX08M12","REX09M1","REX09M2","REX09M3","REX09M4","REX09M5","REX09M6","REX09M7","REX09M8","REX09M9","REX09M10","REX09M11","REX09M12"
"1966:Q1","123.0","123.0","123.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","123.3","134.1","134.1","134.1","134.1","134.1"
"1966:Q2","122.2","122.2","122.2","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","139.9","139.9","139.9","139.9","139.9"
"1966:Q3","123.0","123.0","123.0","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","134.7","134.7","134.7","134.7","134.7"
"1966:Q4","125.1","125.1","125.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","139.1","139.1","139.1","139.1","139.1"
"1967:Q1","126.9","126.9","126.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","141.8","141.8","141.8","141.8","141.8"
"1967:Q2","125.6","125.6","125.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","129.3","140.5","140.5","140.5","140.5","140.5"
"1967:Q3","124.3","124.3","124.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","137.1","137.1","137.1","137.1","137.1"
"1967:Q4","127.3","127.3","127.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","141.0","141.0","141.0","141.0","141.0"
"1968:Q1","130.2","130.2","130.2","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","145.1","145.1","145.1","145.1","145.1"
"1968:Q2","132.4","132.4","132.4","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","148.0","148.0","148.0","148.0","148.0"
"1968:Q3","140.6","140.6","140.6","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","156.7","156.7","156.7","156.7","156.7"
"1968:Q4","137.6","137.6","137.6","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","154.7","154.7","154.7","154.7","154.7"
"1969:Q1","123.2","123.2","123.2","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","136.1","136.1","136.1","136.1","136.1"
"1969:Q2","149.4","149.4","149.4","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","166.7","166.7","166.7","166.7","166.7"
"1969:Q3","147.7","147.7","147.7","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","162.7","162.7","162.7","162.7","162.7"
"1969:Q4","150.4","150.4","150.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","168.3","168.3","168.3","168.3","168.3"
"1970:Q1","153.9","153.9","153.9","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","169.8","169.8","169.8","169.8","169.8"
"1970:Q2","159.0","159.0","159.0","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","177.2","177.2","177.2","177.2","177.2"
"1970:Q3","158.7","158.7","158.7","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","176.6","176.6","176.6","176.6","176.6"
"1970:Q4","160.9","160.9","160.9","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","178.3","178.3","178.3","178.3","178.3"
"1971:Q1","159.4","159.4","159.4","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","178.9","178.9","178.9","178.9","178.9"
"1971:Q2","159.1","159.1","159.1","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","160.6","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","178.6","178.6","178.6","178.6","178.6"
"1971:Q3","167.8","167.8","167.8","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","185.9","185.9","185.9","185.9","185.9"
"1971:Q4","149.5","149.5","149.5","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","170.3","170.3","170.3","170.3","170.3"
"1972:Q1","167.2","167.2","167.2","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","168.8","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","188.4","188.4","188.4","188.4","188.4"
"1972:Q2","164.7","164.7","164.7","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","182.9","182.9","182.9","182.9","182.9"
"1972:Q3","171.9","171.9","171.9","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","193.9","193.9","193.9","193.9","193.9"
