"DATE","PCONX96Q1","PCONX96Q2","PCONX96Q3","PCONX96Q4","PCONX97Q1","PCONX97Q2","PCONX97Q3","PCONX97Q4","PCONX98Q1","PCONX98Q2","PCONX98Q3","PCONX98Q4","PCONX99Q1","PCONX99Q2","PCONX99Q3","PCONX99Q4","PCONX00Q1","PCONX00Q2","PCONX00Q3","PCONX00Q4","PCONX01Q1","PCONX01Q2","PCONX01Q3","PCONX01Q4","PCONX02Q1","PCONX02Q2","PCONX02Q3","PCONX02Q4","PCONX03Q1","PCONX03Q2","PCONX03Q3","PCONX03Q4","PCONX04Q1","PCONX04Q2","PCONX04Q3","PCONX04Q4","PCONX05Q1","PCONX05Q2","PCONX05Q3","PCONX05Q4","PCONX06Q1","PCONX06Q2","PCONX06Q3","PCONX06Q4","PCONX07Q1","PCONX07Q2","PCONX07Q3","PCONX07Q4","PCONX08Q1","PCONX08Q2","PCONX08Q3","PCONX08Q4","PCONX09Q1","PCONX09Q2","PCONX09Q3","PCONX09Q4","PCONX10Q1","PCONX10Q2","PCONX10Q3","PCONX10Q4","PCONX11Q1","PCONX11Q2","PCONX11Q3","PCONX11Q4","PCONX12Q1","PCONX12Q2","PCONX12Q3","PCONX12Q4","PCONX13Q1","PCONX13Q2","PCONX13Q3","PCONX13Q4","PCONX14Q1","PCONX14Q2","PCONX14Q3","PCONX14Q4","PCONX15Q1","PCONX15Q2"
"1955:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1955:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1955:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1959:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","22.2","22.2","21.88","21.88","21.88","21.88","21.88","21.88","21.88","21.88","21.88","21.88","21.88","21.88","21.88","21.88","21.88","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611"
"1959:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","22.31","22.31","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","20.958","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","17.7","17.7","17.7","17.7","17.701","17.701","17.701","17.701"
"1959:Q3","23.3","23.3","23.3","23.3","23.3","23.34","23.34","23.34","23.34","23.34","23.34","23.34","23.34","23.34","23.34","22.45","22.45","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","21.085","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816"
"1959:Q4","23.5","23.5","23.5","23.5","23.5","23.46","23.46","23.46","23.46","23.46","23.46","23.46","23.46","23.46","23.46","22.59","22.59","22.26","22.26","22.26","22.26","22.26","22.26","22.26","22.26","22.26","22.26","22.26","22.26","22.26","22.26","22.26","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","21.205","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918"
"1960:Q1","23.5","23.5","23.5","23.5","23.5","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","22.64","22.64","22.32","22.32","22.32","22.32","22.32","22.32","22.32","22.32","22.32","22.32","22.32","22.32","22.32","22.32","22.32","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","21.257","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976"
"1960:Q2","23.6","23.6","23.6","23.6","23.6","23.62","23.62","23.62","23.62","23.62","23.62","23.62","23.62","23.62","23.62","22.73","22.73","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","22.4","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","21.341","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045"
"1960:Q3","23.7","23.7","23.7","23.7","23.7","23.72","23.72","23.72","23.72","23.72","23.72","23.72","23.72","23.72","23.72","22.82","22.82","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","18.117","18.117","18.117","18.117","18.118","18.118","18.118","18.118"
"1960:Q4","23.8","23.8","23.8","23.8","23.8","23.82","23.82","23.82","23.82","23.82","23.82","23.82","23.82","23.82","23.82","22.91","22.91","22.58","22.58","22.58","22.58","22.58","22.58","22.58","22.58","22.58","22.58","22.58","22.58","22.58","22.58","22.58","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","21.505","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178"
"1961:Q1","23.9","23.9","23.9","23.9","23.9","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","22.95","22.95","22.62","22.62","22.62","22.62","22.62","22.62","22.62","22.62","22.62","22.62","22.62","22.62","22.62","22.62","22.62","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","21.534","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","18.208","18.208","18.208","18.208","18.209","18.209","18.209","18.209"
"1961:Q2","23.9","23.9","23.9","23.9","23.9","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.02","23.02","22.69","22.69","22.69","22.69","22.69","22.69","22.69","22.69","22.69","22.69","22.69","22.69","22.69","22.69","22.69","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269"
"1961:Q3","24.0","24.0","24.0","24.0","24.0","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","23.11","23.11","22.78","22.78","22.78","22.78","22.78","22.78","22.78","22.78","22.78","22.78","22.78","22.78","22.78","22.78","22.78","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","21.693","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35"
"1961:Q4","24.1","24.1","24.1","24.1","24.1","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","23.16","23.16","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","18.395","18.395","18.395","18.395","18.396","18.396","18.396","18.396"
"1962:Q1","24.1","24.1","24.1","24.1","24.1","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","23.24","23.24","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465"
"1962:Q2","24.2","24.2","24.2","24.2","24.2","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","23.32","23.32","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","18.535","18.535","18.535","18.535","18.536","18.536","18.536","18.536"
"1962:Q3","24.3","24.3","24.3","24.3","24.3","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","23.39","23.39","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594"
"1962:Q4","24.3","24.3","24.3","24.3","24.3","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","23.43","23.43","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627"
"1963:Q1","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","23.5","23.5","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688"
"1963:Q2","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","23.57","23.57","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755"
"1963:Q3","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","23.66","23.66","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825"
"1963:Q4","24.7","24.7","24.7","24.7","24.7","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","23.77","23.77","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","18.916","18.916","18.916","18.916","18.917","18.917","18.917","18.917"
"1964:Q1","24.8","24.8","24.8","24.8","24.8","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","23.86","23.86","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999"
"1964:Q2","24.8","24.8","24.8","24.8","24.8","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","23.92","23.92","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058"
