"DATE","PCONHHM09M8","PCONHHM09M9","PCONHHM09M10","PCONHHM09M11","PCONHHM09M12","PCONHHM10M1","PCONHHM10M2","PCONHHM10M3","PCONHHM10M4","PCONHHM10M5","PCONHHM10M6","PCONHHM10M7","PCONHHM10M8","PCONHHM10M9","PCONHHM10M10","PCONHHM10M11","PCONHHM10M12","PCONHHM11M1","PCONHHM11M2","PCONHHM11M3","PCONHHM11M4","PCONHHM11M5","PCONHHM11M6","PCONHHM11M7","PCONHHM11M8","PCONHHM11M9","PCONHHM11M10","PCONHHM11M11","PCONHHM11M12","PCONHHM12M1","PCONHHM12M2","PCONHHM12M3","PCONHHM12M4","PCONHHM12M5","PCONHHM12M6","PCONHHM12M7","PCONHHM12M8","PCONHHM12M9","PCONHHM12M10","PCONHHM12M11","PCONHHM12M12","PCONHHM13M1","PCONHHM13M2","PCONHHM13M3","PCONHHM13M4","PCONHHM13M5","PCONHHM13M6","PCONHHM13M7","PCONHHM13M8","PCONHHM13M9","PCONHHM13M10","PCONHHM13M11","PCONHHM13M12","PCONHHM14M1","PCONHHM14M2","PCONHHM14M3","PCONHHM14M4","PCONHHM14M5","PCONHHM14M6","PCONHHM14M7","PCONHHM14M8","PCONHHM14M9","PCONHHM14M10","PCONHHM14M11","PCONHHM14M12","PCONHHM15M1","PCONHHM15M2","PCONHHM15M3","PCONHHM15M4","PCONHHM15M5"
"1988:03","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.502","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","64.532","60.253","60.253","60.253","60.253","60.253","60.253","60.253","60.253","60.253","60.253","60.253","60.253","60.254","60.254","60.254","60.254","60.254","60.254","60.254","60.254","60.254","60.254"
"1988:04","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.81","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","64.84","60.551","60.551","60.551","60.551","60.551","60.551","60.551","60.551","60.551","60.551","60.551","60.551","60.553","60.553","60.553","60.553","60.553","60.553","60.553","60.553","60.553","60.553"
"1988:05","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.006","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","65.036","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.739","60.739","60.739","60.739","60.739","60.739","60.739","60.739","60.739","60.739"
"1988:06","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.294","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","65.324","61.002","61.002","61.002","61.002","61.002","61.002","61.002","61.002","61.002","61.002","61.002","61.002","61.003","61.003","61.003","61.003","61.003","61.003","61.003","61.003","61.003","61.003"
"1988:07","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.626","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","65.657","61.307","61.307","61.307","61.307","61.307","61.307","61.307","61.307","61.307","61.307","61.307","61.307","61.309","61.309","61.309","61.309","61.309","61.309","61.309","61.309","61.309","61.309"
"1988:08","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.83","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","65.861","61.498","61.498","61.498","61.498","61.498","61.498","61.498","61.498","61.498","61.498","61.498","61.498","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5"
"1988:09","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.14","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","66.17","61.802","61.802","61.802","61.802","61.802","61.802","61.802","61.802","61.802","61.802","61.802","61.802","61.803","61.803","61.803","61.803","61.803","61.803","61.803","61.803","61.803","61.803"
"1988:10","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.346","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","66.377","62.01","62.01","62.01","62.01","62.01","62.01","62.01","62.01","62.01","62.01","62.01","62.01","62.011","62.011","62.011","62.011","62.011","62.011","62.011","62.011","62.011","62.011"
"1988:11","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.495","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","66.526","62.154","62.154","62.154","62.154","62.154","62.154","62.154","62.154","62.154","62.154","62.154","62.154","62.155","62.155","62.155","62.155","62.155","62.155","62.155","62.155","62.155","62.155"
"1988:12","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.735","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","66.765","62.36","62.36","62.36","62.36","62.36","62.36","62.36","62.36","62.36","62.36","62.36","62.36","62.362","62.362","62.362","62.362","62.362","62.362","62.362","62.362","62.362","62.362"
"1989:01","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.101","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","67.132","62.676","62.676","62.676","62.676","62.676","62.676","62.676","62.676","62.676","62.676","62.676","62.676","62.677","62.677","62.677","62.677","62.677","62.677","62.677","62.677","62.677","62.677"
"1989:02","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.366","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","67.396","62.901","62.901","62.901","62.901","62.901","62.901","62.901","62.901","62.901","62.901","62.901","62.901","62.902","62.902","62.902","62.902","62.902","62.902","62.902","62.902","62.902","62.902"
"1989:03","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.617","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","67.648","63.131","63.131","63.131","63.131","63.131","63.131","63.131","63.131","63.131","63.131","63.131","63.131","63.132","63.132","63.132","63.132","63.132","63.132","63.132","63.132","63.132","63.132"
"1989:04","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.079","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","68.111","63.569","63.569","63.569","63.569","63.569","63.569","63.569","63.569","63.569","63.569","63.569","63.569","63.57","63.57","63.57","63.57","63.57","63.57","63.57","63.57","63.57","63.57"
"1989:05","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.332","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","68.363","63.815","63.815","63.815","63.815","63.815","63.815","63.815","63.815","63.815","63.815","63.815","63.815","63.817","63.817","63.817","63.817","63.817","63.817","63.817","63.817","63.817","63.817"
"1989:06","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.487","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","63.97","63.97","63.97","63.97","63.97","63.97","63.97","63.97","63.97","63.97","63.97","63.97","63.971","63.971","63.971","63.971","63.971","63.971","63.971","63.971","63.971","63.971"
"1989:07","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.644","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","68.675","64.12","64.12","64.12","64.12","64.12","64.12","64.12","64.12","64.12","64.12","64.12","64.12","64.121","64.121","64.121","64.121","64.121","64.121","64.121","64.121","64.121","64.121"
"1989:08","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.662","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","68.693","64.14","64.14","64.14","64.14","64.14","64.14","64.14","64.14","64.14","64.14","64.14","64.14","64.141","64.141","64.141","64.141","64.141","64.141","64.141","64.141","64.141","64.141"
"1989:09","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.842","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","68.874","64.308","64.308","64.308","64.308","64.308","64.308","64.308","64.308","64.308","64.308","64.308","64.308","64.309","64.309","64.309","64.309","64.309","64.309","64.309","64.309","64.309","64.309"
"1989:10","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.126","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","69.157","64.572","64.572","64.572","64.572","64.572","64.572","64.572","64.572","64.572","64.572","64.572","64.572","64.573","64.573","64.573","64.573","64.573","64.573","64.573","64.573","64.573","64.573"
"1989:11","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.303","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","69.335","64.73","64.73","64.73","64.73","64.73","64.73","64.73","64.73","64.73","64.73","64.73","64.73","64.731","64.731","64.731","64.731","64.731","64.731","64.731","64.731","64.731","64.731"
"1989:12","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.515","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","69.547","64.92","64.92","64.92","64.92","64.92","64.92","64.92","64.92","64.92","64.92","64.92","64.92","64.921","64.921","64.921","64.921","64.921","64.921","64.921","64.921","64.921","64.921"
"1990:01","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.051","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","70.083","65.402","65.402","65.402","65.402","65.402","65.402","65.402","65.402","65.402","65.402","65.402","65.402","65.404","65.404","65.404","65.404","65.404","65.404","65.404","65.404","65.404","65.404"
"1990:02","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.401","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","70.433","65.703","65.703","65.703","65.703","65.703","65.703","65.703","65.703","65.703","65.703","65.703","65.703","65.704","65.704","65.704","65.704","65.704","65.704","65.704","65.704","65.704","65.704"
"1990:03","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.728","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","70.76","65.964","65.964","65.964","65.964","65.964","65.964","65.964","65.964","65.964","65.964","65.964","65.964","65.965","65.965","65.965","65.965","65.965","65.965","65.965","65.965","65.965","65.965"
"1990:04","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.945","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","70.978","66.12","66.12","66.12","66.12","66.12","66.12","66.12","66.12","66.12","66.12","66.12","66.12","66.122","66.122","66.122","66.122","66.122","66.122","66.122","66.122","66.122","66.122"
"1990:05","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.163","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","71.195","66.277","66.277","66.277","66.277","66.277","66.277","66.277","66.277","66.277","66.277","66.277","66.277","66.279","66.279","66.279","66.279","66.279","66.279","66.279","66.279","66.279","66.279"
"1990:06","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.506","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","71.539","66.581","66.581","66.581","66.581","66.581","66.581","66.581","66.581","66.581","66.581","66.581","66.581","66.582","66.582","66.582","66.582","66.582","66.582","66.582","66.582","66.582","66.582"
"1990:07","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.698","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","71.731","66.76","66.76","66.76","66.76","66.76","66.76","66.76","66.76","66.76","66.76","66.76","66.76","66.762","66.762","66.762","66.762","66.762","66.762","66.762","66.762","66.762","66.762"
"1990:08","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.186","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","72.219","67.226","67.226","67.226","67.226","67.226","67.226","67.226","67.226","67.226","67.226","67.226","67.226","67.227","67.227","67.227","67.227","67.227","67.227","67.227","67.227","67.227","67.227"
"1990:09","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.634","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","72.667","67.653","67.653","67.653","67.653","67.653","67.653","67.653","67.653","67.653","67.653","67.653","67.653","67.654","67.654","67.654","67.654","67.654","67.654","67.654","67.654","67.654","67.654"
"1990:10","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.053","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","73.087","68.043","68.043","68.043","68.043","68.043","68.043","68.043","68.043","68.043","68.043","68.043","68.043","68.045","68.045","68.045","68.045","68.045","68.045","68.045","68.045","68.045","68.045"
"1990:11","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.177","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","73.21","68.144","68.144","68.144","68.144","68.144","68.144","68.144","68.144","68.144","68.144","68.144","68.144","68.146","68.146","68.146","68.146","68.146","68.146","68.146","68.146","68.146","68.146"
"1990:12","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.284","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","73.318","68.214","68.214","68.214","68.214","68.214","68.214","68.214","68.214","68.214","68.214","68.214","68.214","68.215","68.215","68.215","68.215","68.215","68.215","68.215","68.215","68.215","68.215"
"1991:01","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","73.654","68.485","68.485","68.485","68.485","68.485","68.485","68.485","68.485","68.485","68.485","68.485","68.485","68.486","68.486","68.486","68.486","68.486","68.486","68.486","68.486","68.486","68.486"
"1991:02","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.697","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","73.731","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.518","68.519","68.519","68.519","68.519","68.519","68.519","68.519","68.519","68.519","68.519"
"1991:03","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.752","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","73.786","68.546","68.546","68.546","68.546","68.546","68.546","68.546","68.546","68.546","68.546","68.546","68.546","68.547","68.547","68.547","68.547","68.547","68.547","68.547","68.547","68.547","68.547"
"1991:04","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.895","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","73.929","68.671","68.671","68.671","68.671","68.671","68.671","68.671","68.671","68.671","68.671","68.671","68.671","68.673","68.673","68.673","68.673","68.673","68.673","68.673","68.673","68.673","68.673"
"1991:05","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.194","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","68.938","68.938","68.938","68.938","68.938","68.938","68.938","68.938","68.938","68.938","68.938","68.938","68.939","68.939","68.939","68.939","68.939","68.939","68.939","68.939","68.939","68.939"
"1991:06","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.361","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","74.395","69.073","69.073","69.073","69.073","69.073","69.073","69.073","69.073","69.073","69.073","69.073","69.073","69.075","69.075","69.075","69.075","69.075","69.075","69.075","69.075","69.075","69.075"
"1991:07","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.527","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","74.561","69.203","69.203","69.203","69.203","69.203","69.203","69.203","69.203","69.203","69.203","69.203","69.203","69.204","69.204","69.204","69.204","69.204","69.204","69.204","69.204","69.204","69.204"
"1991:08","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.729","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","74.763","69.371","69.371","69.371","69.371","69.371","69.371","69.371","69.371","69.371","69.371","69.371","69.371","69.372","69.372","69.372","69.372","69.372","69.372","69.372","69.372","69.372","69.372"
"1991:09","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.026","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","75.06","69.633","69.633","69.633","69.633","69.633","69.633","69.633","69.633","69.633","69.633","69.633","69.633","69.635","69.635","69.635","69.635","69.635","69.635","69.635","69.635","69.635","69.635"
"1991:10","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.181","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","75.215","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.769","69.771","69.771","69.771","69.771","69.771","69.771","69.771","69.771","69.771","69.771"
"1991:11","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.388","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","75.422","69.937","69.937","69.937","69.937","69.937","69.937","69.937","69.937","69.937","69.937","69.937","69.937","69.938","69.938","69.938","69.938","69.938","69.938","69.938","69.938","69.938","69.938"
"1991:12","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.626","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","75.661","70.117","70.117","70.117","70.117","70.117","70.117","70.117","70.117","70.117","70.117","70.117","70.117","70.118","70.118","70.118","70.118","70.118","70.118","70.118","70.118","70.118","70.118"
