"DATE","RCOND00M1","RCOND00M2","RCOND00M3","RCOND00M4","RCOND00M5","RCOND00M6","RCOND00M7","RCOND00M8","RCOND00M9","RCOND00M10","RCOND00M11","RCOND00M12","RCOND01M1","RCOND01M2","RCOND01M3","RCOND01M4","RCOND01M5","RCOND01M6","RCOND01M7","RCOND01M8","RCOND01M9","RCOND01M10","RCOND01M11","RCOND01M12","RCOND02M1","RCOND02M2","RCOND02M3","RCOND02M4","RCOND02M5","RCOND02M6","RCOND02M7","RCOND02M8","RCOND02M9","RCOND02M10","RCOND02M11","RCOND02M12","RCOND03M1","RCOND03M2","RCOND03M3","RCOND03M4","RCOND03M5","RCOND03M6","RCOND03M7","RCOND03M8","RCOND03M9","RCOND03M10","RCOND03M11","RCOND03M12","RCOND04M1","RCOND04M2","RCOND04M3","RCOND04M4","RCOND04M5","RCOND04M6","RCOND04M7","RCOND04M8","RCOND04M9","RCOND04M10","RCOND04M11","RCOND04M12","RCOND05M1","RCOND05M2","RCOND05M3","RCOND05M4","RCOND05M5","RCOND05M6","RCOND05M7","RCOND05M8","RCOND05M9","RCOND05M10","RCOND05M11","RCOND05M12","RCOND06M1","RCOND06M2","RCOND06M3","RCOND06M4","RCOND06M5","RCOND06M6","RCOND06M7","RCOND06M8","RCOND06M9","RCOND06M10","RCOND06M11","RCOND06M12","RCOND07M1","RCOND07M2","RCOND07M3","RCOND07M4","RCOND07M5","RCOND07M6","RCOND07M7","RCOND07M8","RCOND07M9","RCOND07M10","RCOND07M11","RCOND07M12","RCOND08M1","RCOND08M2","RCOND08M3","RCOND08M4","RCOND08M5","RCOND08M6","RCOND08M7","RCOND08M8","RCOND08M9","RCOND08M10","RCOND08M11","RCOND08M12","RCOND09M1","RCOND09M2","RCOND09M3","RCOND09M4","RCOND09M5","RCOND09M6","RCOND09M7","RCOND09M8","RCOND09M9","RCOND09M10","RCOND09M11","RCOND09M12"
"1962:Q2","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.5","101.5","101.5","96.4","96.4","96.4","96.4","96.4"
"1962:Q3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","97.1","97.1","97.1","97.1","97.1"
"1962:Q4","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","101.3","101.3","101.3","101.3","101.3"
"1963:Q1","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","103.3","103.3","103.3","103.3","103.3"
"1963:Q2","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","105.6","105.6","105.6","105.6","105.6"
"1963:Q3","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","106.9","106.9","106.9","106.9","106.9"
"1963:Q4","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","108.6","108.6","108.6","108.6","108.6"
"1964:Q1","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","112.8","112.8","112.8","112.8","112.8"
"1964:Q2","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","133.4","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.6","122.6","122.6","115.7","115.7","115.7","115.7","115.7"
"1964:Q3","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","126.7","119.6","119.6","119.6","119.6","119.6"
"1964:Q4","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","115.9","115.9","115.9","115.9","115.9"
"1965:Q1","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","146.0","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","126.7","126.7","126.7","126.7","126.7"
"1965:Q2","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.6","134.6","134.6","126.9","126.9","126.9","126.9","126.9"
"1965:Q3","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","151.6","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","131.2","131.2","131.2","131.2","131.2"
"1965:Q4","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","136.8","136.8","136.8","136.8","136.8"
"1966:Q1","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","143.3","143.3","143.3","143.3","143.3"
"1966:Q2","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","158.8","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","137.5","137.5","137.5","137.5","137.5"
"1966:Q3","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","142.0","142.0","142.0","142.0","142.0"
"1966:Q4","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","164.3","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","142.0","142.0","142.0","142.0","142.0"
"1967:Q1","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","139.3","139.3","139.3","139.3","139.3"
"1967:Q2","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","145.3","145.3","145.3","145.3","145.3"
"1967:Q3","166.7","166.7","166.7","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","166.8","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","144.1","144.1","144.1","144.1","144.1"
"1967:Q4","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","144.5","144.5","144.5","144.5","144.5"
"1968:Q1","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.7","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","153.4","153.4","153.4","153.4","153.4"
"1968:Q2","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","181.1","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","166.4","156.7","156.7","156.7","156.7","156.7"
"1968:Q3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","189.3","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","163.8","163.8","163.8","163.8","163.8"
