"DATE","RINVBF10M1","RINVBF10M2","RINVBF10M3","RINVBF10M4","RINVBF10M5","RINVBF10M6","RINVBF10M7","RINVBF10M8","RINVBF10M9","RINVBF10M10","RINVBF10M11","RINVBF10M12","RINVBF11M1","RINVBF11M2","RINVBF11M3","RINVBF11M4","RINVBF11M5","RINVBF11M6","RINVBF11M7","RINVBF11M8","RINVBF11M9","RINVBF11M10","RINVBF11M11","RINVBF11M12","RINVBF12M1","RINVBF12M2","RINVBF12M3","RINVBF12M4","RINVBF12M5","RINVBF12M6","RINVBF12M7","RINVBF12M8","RINVBF12M9","RINVBF12M10","RINVBF12M11","RINVBF12M12","RINVBF13M1","RINVBF13M2","RINVBF13M3","RINVBF13M4","RINVBF13M5","RINVBF13M6","RINVBF13M7","RINVBF13M8","RINVBF13M9","RINVBF13M10","RINVBF13M11","RINVBF13M12","RINVBF14M1","RINVBF14M2","RINVBF14M3","RINVBF14M4","RINVBF14M5","RINVBF14M6","RINVBF14M7","RINVBF14M8","RINVBF14M9","RINVBF14M10","RINVBF14M11","RINVBF14M12","RINVBF15M1","RINVBF15M2","RINVBF15M3","RINVBF15M4","RINVBF15M5"
"1995:Q1","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","781.5","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","777.3","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6","1012.6"
"1995:Q2","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","787.0","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","782.6","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4","1022.4"
"1995:Q3","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","792.2","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","787.9","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2"
"1995:Q4","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6"
"1996:Q1","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","828.2","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","823.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7","1075.7"
"1996:Q2","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","852.1","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","847.4","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8"
"1996:Q3","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","880.4","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","875.6","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5","1139.5"
"1996:Q4","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","904.2","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","899.3","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2"
"1997:Q1","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","927.3","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","922.2","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8","1194.8"
"1997:Q2","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","950.3","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","945.1","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9","1219.9"
"1997:Q3","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","998.8","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1"
"1997:Q4","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7","1282.7"
"1998:Q1","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1041.6","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4","1323.4"
"1998:Q2","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1073.8","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2","1367.2"
"1998:Q3","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1096.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1090.0","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8","1387.8"
"1998:Q4","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1126.0","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7","1427.7"
"1999:Q1","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1158.4","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0"
"1999:Q2","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1190.9","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3"
"1999:Q3","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1218.4","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3"
"1999:Q4","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1229.0","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1222.2","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9"
"2000:Q1","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1274.7","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1267.6","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9","1599.9"
"2000:Q2","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1314.4","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5","1650.5"
"2000:Q3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1336.3","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1329.0","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9","1667.9"
"2000:Q4","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1334.2","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3","1672.3"
"2001:Q1","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1328.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1321.7","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8","1658.8"
"2001:Q2","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1286.9","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2","1621.2"
"2001:Q3","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1272.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1265.5","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0"
"2001:Q4","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1232.2","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6","1553.6"
"2002:Q1","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1203.4","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1195.8","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1","1522.1"
"2002:Q2","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1183.9","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1176.6","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9","1501.9"
"2002:Q3","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1177.8","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1171.4","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0","1493.0"
"2002:Q4","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1155.6","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1","1475.1"
"2003:Q1","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1150.4","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1147.8","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6","1478.6"
"2003:Q2","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1181.4","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1179.5","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3","1514.3"
"2003:Q3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1208.3","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1206.8","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7","1544.7"
"2003:Q4","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8","1566.8"
"2004:Q1","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1214.3","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4","1549.4"
"2004:Q2","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1247.1","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8","1583.8"
"2004:Q3","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1281.2","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9","1626.9"
"2004:Q4","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1309.3","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4","1661.4"
"2005:Q1","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.5","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1321.1","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9","1681.9"
