"DATE","RCONSHHM09M8","RCONSHHM09M9","RCONSHHM09M10","RCONSHHM09M11","RCONSHHM09M12","RCONSHHM10M1","RCONSHHM10M2","RCONSHHM10M3","RCONSHHM10M4","RCONSHHM10M5","RCONSHHM10M6","RCONSHHM10M7","RCONSHHM10M8","RCONSHHM10M9","RCONSHHM10M10","RCONSHHM10M11","RCONSHHM10M12","RCONSHHM11M1","RCONSHHM11M2","RCONSHHM11M3","RCONSHHM11M4","RCONSHHM11M5","RCONSHHM11M6","RCONSHHM11M7","RCONSHHM11M8","RCONSHHM11M9","RCONSHHM11M10","RCONSHHM11M11","RCONSHHM11M12","RCONSHHM12M1","RCONSHHM12M2","RCONSHHM12M3","RCONSHHM12M4","RCONSHHM12M5","RCONSHHM12M6","RCONSHHM12M7","RCONSHHM12M8","RCONSHHM12M9","RCONSHHM12M10","RCONSHHM12M11","RCONSHHM12M12","RCONSHHM13M1","RCONSHHM13M2","RCONSHHM13M3","RCONSHHM13M4","RCONSHHM13M5","RCONSHHM13M6","RCONSHHM13M7","RCONSHHM13M8","RCONSHHM13M9","RCONSHHM13M10","RCONSHHM13M11","RCONSHHM13M12","RCONSHHM14M1","RCONSHHM14M2","RCONSHHM14M3","RCONSHHM14M4","RCONSHHM14M5","RCONSHHM14M6","RCONSHHM14M7","RCONSHHM14M8","RCONSHHM14M9","RCONSHHM14M10","RCONSHHM14M11","RCONSHHM14M12","RCONSHHM15M1","RCONSHHM15M2","RCONSHHM15M3","RCONSHHM15M4","RCONSHHM15M5"
"1979:12","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2610.862","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2613.271","2824.993","2824.993","2824.993","2824.993","2824.993","2824.993","2824.993","2824.993","2824.993","2824.993","2824.993","2824.993","2824.932","2824.932","2824.932","2824.932","2824.932","2824.932","2824.932","2824.932","2824.932","2824.932"
"1980:01","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2622.554","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2624.963","2838.239","2838.239","2838.239","2838.239","2838.239","2838.239","2838.239","2838.239","2838.239","2838.239","2838.239","2838.239","2838.187","2838.187","2838.187","2838.187","2838.187","2838.187","2838.187","2838.187","2838.187","2838.187"
"1980:02","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2606.734","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2609.134","2821.681","2821.681","2821.681","2821.681","2821.681","2821.681","2821.681","2821.681","2821.681","2821.681","2821.681","2821.681","2821.619","2821.619","2821.619","2821.619","2821.619","2821.619","2821.619","2821.619","2821.619","2821.619"
"1980:03","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2613.231","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2615.642","2829.132","2829.132","2829.132","2829.132","2829.132","2829.132","2829.132","2829.132","2829.132","2829.132","2829.132","2829.132","2829.074","2829.074","2829.074","2829.074","2829.074","2829.074","2829.074","2829.074","2829.074","2829.074"
"1980:04","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2593.85","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2596.284","2808.562","2808.562","2808.562","2808.562","2808.562","2808.562","2808.562","2808.562","2808.562","2808.562","2808.562","2808.562","2808.491","2808.491","2808.491","2808.491","2808.491","2808.491","2808.491","2808.491","2808.491","2808.491"
"1980:05","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2588.959","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2591.376","2803.531","2803.531","2803.531","2803.531","2803.531","2803.531","2803.531","2803.531","2803.531","2803.531","2803.531","2803.531","2803.521","2803.521","2803.521","2803.521","2803.521","2803.521","2803.521","2803.521","2803.521","2803.521"
"1980:06","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2603.916","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2606.377","2819.962","2819.962","2819.962","2819.962","2819.962","2819.962","2819.962","2819.962","2819.962","2819.962","2819.962","2819.962","2819.898","2819.898","2819.898","2819.898","2819.898","2819.898","2819.898","2819.898","2819.898","2819.898"
"1980:07","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2612.217","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2614.705","2829.069","2829.069","2829.069","2829.069","2829.069","2829.069","2829.069","2829.069","2829.069","2829.069","2829.069","2829.069","2829.011","2829.011","2829.011","2829.011","2829.011","2829.011","2829.011","2829.011","2829.011","2829.011"
"1980:08","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2619.253","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2621.654","2836.647","2836.647","2836.647","2836.647","2836.647","2836.647","2836.647","2836.647","2836.647","2836.647","2836.647","2836.647","2836.594","2836.594","2836.594","2836.594","2836.594","2836.594","2836.594","2836.594","2836.594","2836.594"
"1980:09","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2632.433","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2634.89","2850.849","2850.849","2850.849","2850.849","2850.849","2850.849","2850.849","2850.849","2850.849","2850.849","2850.849","2850.849","2850.805","2850.805","2850.805","2850.805","2850.805","2850.805","2850.805","2850.805","2850.805","2850.805"
"1980:10","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2650.814","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2653.255","2870.527","2870.527","2870.527","2870.527","2870.527","2870.527","2870.527","2870.527","2870.527","2870.527","2870.527","2870.527","2870.496","2870.496","2870.496","2870.496","2870.496","2870.496","2870.496","2870.496","2870.496","2870.496"
"1980:11","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2649.21","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2651.545","2868.489","2868.489","2868.489","2868.489","2868.489","2868.489","2868.489","2868.489","2868.489","2868.489","2868.489","2868.489","2868.457","2868.457","2868.457","2868.457","2868.457","2868.457","2868.457","2868.457","2868.457","2868.457"
"1980:12","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2678.703","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2680.996","2900.013","2900.013","2900.013","2900.013","2900.013","2900.013","2900.013","2900.013","2900.013","2900.013","2900.013","2900.013","2899.937","2899.937","2899.937","2899.937","2899.937","2899.937","2899.937","2899.937","2899.937","2899.937"
"1981:01","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2655.257","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2663.127","2880.271","2880.271","2880.271","2880.271","2880.271","2880.271","2880.271","2880.271","2880.271","2880.271","2880.271","2880.271","2880.246","2880.246","2880.246","2880.246","2880.246","2880.246","2880.246","2880.246","2880.246","2880.246"
"1981:02","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2639.035","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2646.802","2862.248","2862.248","2862.248","2862.248","2862.248","2862.248","2862.248","2862.248","2862.248","2862.248","2862.248","2862.248","2862.212","2862.212","2862.212","2862.212","2862.212","2862.212","2862.212","2862.212","2862.212","2862.212"
"1981:03","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2651.18","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2658.991","2875.113","2875.113","2875.113","2875.113","2875.113","2875.113","2875.113","2875.113","2875.113","2875.113","2875.113","2875.113","2875.02","2875.02","2875.02","2875.02","2875.02","2875.02","2875.02","2875.02","2875.02","2875.02"
"1981:04","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2652.281","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2660.094","2876.004","2876.004","2876.004","2876.004","2876.004","2876.004","2876.004","2876.004","2876.004","2876.004","2876.004","2876.004","2875.976","2875.976","2875.976","2875.976","2875.976","2875.976","2875.976","2875.976","2875.976","2875.976"
"1981:05","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2666.264","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2674.102","2890.97","2890.97","2890.97","2890.97","2890.97","2890.97","2890.97","2890.97","2890.97","2890.97","2890.97","2890.97","2890.888","2890.888","2890.888","2890.888","2890.888","2890.888","2890.888","2890.888","2890.888","2890.888"
"1981:06","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2682.647","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2690.537","2908.611","2908.611","2908.611","2908.611","2908.611","2908.611","2908.611","2908.611","2908.611","2908.611","2908.611","2908.611","2908.54","2908.54","2908.54","2908.54","2908.54","2908.54","2908.54","2908.54","2908.54","2908.54"
"1981:07","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2668.32","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2676.032","2892.817","2892.817","2892.817","2892.817","2892.817","2892.817","2892.817","2892.817","2892.817","2892.817","2892.817","2892.817","2892.8","2892.8","2892.8","2892.8","2892.8","2892.8","2892.8","2892.8","2892.8","2892.8"
"1981:08","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2658.621","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2666.326","2882.309","2882.309","2882.309","2882.309","2882.309","2882.309","2882.309","2882.309","2882.309","2882.309","2882.309","2882.309","2882.221","2882.221","2882.221","2882.221","2882.221","2882.221","2882.221","2882.221","2882.221","2882.221"
"1981:09","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2657.018","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2664.727","2880.59","2880.59","2880.59","2880.59","2880.59","2880.59","2880.59","2880.59","2880.59","2880.59","2880.59","2880.59","2880.564","2880.564","2880.564","2880.564","2880.564","2880.564","2880.564","2880.564","2880.564","2880.564"
"1981:10","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2658.793","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2666.546","2882.691","2882.691","2882.691","2882.691","2882.691","2882.691","2882.691","2882.691","2882.691","2882.691","2882.691","2882.691","2882.604","2882.604","2882.604","2882.604","2882.604","2882.604","2882.604","2882.604","2882.604","2882.604"
"1981:11","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2649.552","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2657.336","2872.884","2872.884","2872.884","2872.884","2872.884","2872.884","2872.884","2872.884","2872.884","2872.884","2872.884","2872.884","2872.79","2872.79","2872.79","2872.79","2872.79","2872.79","2872.79","2872.79","2872.79","2872.79"
"1981:12","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2667.89","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2675.757","2893.008","2893.008","2893.008","2893.008","2893.008","2893.008","2893.008","2893.008","2893.008","2893.008","2893.008","2893.008","2892.927","2892.927","2892.927","2892.927","2892.927","2892.927","2892.927","2892.927","2892.927","2892.927"
"1982:01","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2657.374","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2664.782","2881.417","2881.417","2881.417","2881.417","2881.417","2881.417","2881.417","2881.417","2881.417","2881.417","2881.417","2881.417","2881.329","2881.329","2881.329","2881.329","2881.329","2881.329","2881.329","2881.329","2881.329","2881.329"
"1982:02","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2668.432","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2675.922","2893.709","2893.709","2893.709","2893.709","2893.709","2893.709","2893.709","2893.709","2893.709","2893.709","2893.709","2893.709","2893.628","2893.628","2893.628","2893.628","2893.628","2893.628","2893.628","2893.628","2893.628","2893.628"
"1982:03","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2670.253","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2677.742","2895.874","2895.874","2895.874","2895.874","2895.874","2895.874","2895.874","2895.874","2895.874","2895.874","2895.874","2895.874","2895.795","2895.795","2895.795","2895.795","2895.795","2895.795","2895.795","2895.795","2895.795","2895.795"
"1982:04","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2677.277","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2684.857","2903.707","2903.707","2903.707","2903.707","2903.707","2903.707","2903.707","2903.707","2903.707","2903.707","2903.707","2903.707","2903.633","2903.633","2903.633","2903.633","2903.633","2903.633","2903.633","2903.633","2903.633","2903.633"
"1982:05","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2673.503","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2681.051","2899.759","2899.759","2899.759","2899.759","2899.759","2899.759","2899.759","2899.759","2899.759","2899.759","2899.759","2899.759","2899.682","2899.682","2899.682","2899.682","2899.682","2899.682","2899.682","2899.682","2899.682","2899.682"
"1982:06","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2689.889","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2697.541","2917.654","2917.654","2917.654","2917.654","2917.654","2917.654","2917.654","2917.654","2917.654","2917.654","2917.654","2917.654","2917.589","2917.589","2917.589","2917.589","2917.589","2917.589","2917.589","2917.589","2917.589","2917.589"
"1982:07","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2692.474","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2700.133","2920.52","2920.52","2920.52","2920.52","2920.52","2920.52","2920.52","2920.52","2920.52","2920.52","2920.52","2920.52","2920.456","2920.456","2920.456","2920.456","2920.456","2920.456","2920.456","2920.456","2920.456","2920.456"
"1982:08","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2702.839","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2710.557","2931.856","2931.856","2931.856","2931.856","2931.856","2931.856","2931.856","2931.856","2931.856","2931.856","2931.856","2931.856","2931.799","2931.799","2931.799","2931.799","2931.799","2931.799","2931.799","2931.799","2931.799","2931.799"
"1982:09","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2714.391","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2722.139","2944.338","2944.338","2944.338","2944.338","2944.338","2944.338","2944.338","2944.338","2944.338","2944.338","2944.338","2944.338","2944.226","2944.226","2944.226","2944.226","2944.226","2944.226","2944.226","2944.226","2944.226","2944.226"
"1982:10","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2738.32","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2746.129","2970.194","2970.194","2970.194","2970.194","2970.194","2970.194","2970.194","2970.194","2970.194","2970.194","2970.194","2970.194","2970.162","2970.162","2970.162","2970.162","2970.162","2970.162","2970.162","2970.162","2970.162","2970.162"
"1982:11","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2749.17","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2756.994","2981.912","2981.912","2981.912","2981.912","2981.912","2981.912","2981.912","2981.912","2981.912","2981.912","2981.912","2981.912","2981.823","2981.823","2981.823","2981.823","2981.823","2981.823","2981.823","2981.823","2981.823","2981.823"
"1982:12","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2752.25","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2760.082","2985.096","2985.096","2985.096","2985.096","2985.096","2985.096","2985.096","2985.096","2985.096","2985.096","2985.096","2985.096","2985.01","2985.01","2985.01","2985.01","2985.01","2985.01","2985.01","2985.01","2985.01","2985.01"
