"DATE","EMPLOY90M1","EMPLOY90M2","EMPLOY90M3","EMPLOY90M4","EMPLOY90M5","EMPLOY90M6","EMPLOY90M7","EMPLOY90M8","EMPLOY90M9","EMPLOY90M10","EMPLOY90M11","EMPLOY90M12","EMPLOY91M1","EMPLOY91M2","EMPLOY91M3","EMPLOY91M4","EMPLOY91M5","EMPLOY91M6","EMPLOY91M7","EMPLOY91M8","EMPLOY91M9","EMPLOY91M10","EMPLOY91M11","EMPLOY91M12","EMPLOY92M1","EMPLOY92M2","EMPLOY92M3","EMPLOY92M4","EMPLOY92M5","EMPLOY92M6","EMPLOY92M7","EMPLOY92M8","EMPLOY92M9","EMPLOY92M10","EMPLOY92M11","EMPLOY92M12","EMPLOY93M1","EMPLOY93M2","EMPLOY93M3","EMPLOY93M4","EMPLOY93M5","EMPLOY93M6","EMPLOY93M7","EMPLOY93M8","EMPLOY93M9","EMPLOY93M10","EMPLOY93M11","EMPLOY93M12","EMPLOY94M1","EMPLOY94M2","EMPLOY94M3","EMPLOY94M4","EMPLOY94M5","EMPLOY94M6","EMPLOY94M7","EMPLOY94M8","EMPLOY94M9","EMPLOY94M10","EMPLOY94M11","EMPLOY94M12","EMPLOY95M1","EMPLOY95M2","EMPLOY95M3","EMPLOY95M4","EMPLOY95M5","EMPLOY95M6","EMPLOY95M7","EMPLOY95M8","EMPLOY95M9","EMPLOY95M10","EMPLOY95M11","EMPLOY95M12","EMPLOY96M1","EMPLOY96M2","EMPLOY96M3","EMPLOY96M4","EMPLOY96M5","EMPLOY96M6","EMPLOY96M7","EMPLOY96M8","EMPLOY96M9","EMPLOY96M10","EMPLOY96M11","EMPLOY96M12","EMPLOY97M1","EMPLOY97M2","EMPLOY97M3","EMPLOY97M4","EMPLOY97M5","EMPLOY97M6","EMPLOY97M7","EMPLOY97M8","EMPLOY97M9","EMPLOY97M10","EMPLOY97M11","EMPLOY97M12","EMPLOY98M1","EMPLOY98M2","EMPLOY98M3","EMPLOY98M4","EMPLOY98M5","EMPLOY98M6","EMPLOY98M7","EMPLOY98M8","EMPLOY98M9","EMPLOY98M10","EMPLOY98M11","EMPLOY98M12","EMPLOY99M1","EMPLOY99M2","EMPLOY99M3","EMPLOY99M4","EMPLOY99M5","EMPLOY99M6","EMPLOY99M7","EMPLOY99M8","EMPLOY99M9","EMPLOY99M10","EMPLOY99M11","EMPLOY99M12"
"1953:02","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0","50273.0"
"1953:03","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50360.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0"
"1953:04","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50367.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0","50314.0"
"1953:05","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50343.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0","50358.0"
"1953:06","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50386.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0","50389.0"
"1953:07","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50385.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0","50382.0"
"1953:08","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50272.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0","50271.0"
"1953:09","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50216.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0","50226.0"
"1953:10","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50114.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0","50108.0"
"1953:11","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49824.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0","49825.0"
"1953:12","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49627.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0","49625.0"
"1954:01","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49340.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0","49341.0"
"1954:02","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49270.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0","49276.0"
"1954:03","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49081.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0","49046.0"
"1954:04","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","48984.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0","49039.0"
"1954:05","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48857.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0","48852.0"
"1954:06","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48810.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0","48791.0"
"1954:07","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0","48689.0"
"1954:08","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48644.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0","48643.0"
"1954:09","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48752.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0","48765.0"
"1954:10","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0","48828.0"
