"DATE","PINTI65Q4","PINTI66Q1","PINTI66Q2","PINTI66Q3","PINTI66Q4","PINTI67Q1","PINTI67Q2","PINTI67Q3","PINTI67Q4","PINTI68Q1","PINTI68Q2","PINTI68Q3","PINTI68Q4","PINTI69Q1","PINTI69Q2","PINTI69Q3","PINTI69Q4","PINTI70Q1","PINTI70Q2","PINTI70Q3","PINTI70Q4","PINTI71Q1","PINTI71Q2","PINTI71Q3","PINTI71Q4","PINTI72Q1","PINTI72Q2","PINTI72Q3","PINTI72Q4","PINTI73Q1","PINTI73Q2","PINTI73Q3","PINTI73Q4","PINTI74Q1","PINTI74Q2","PINTI74Q3","PINTI74Q4","PINTI75Q1","PINTI75Q2","PINTI75Q3","PINTI75Q4","PINTI76Q1","PINTI76Q2","PINTI76Q3","PINTI76Q4","PINTI77Q1","PINTI77Q2","PINTI77Q3","PINTI77Q4","PINTI78Q1","PINTI78Q2","PINTI78Q3","PINTI78Q4","PINTI79Q1","PINTI79Q2","PINTI79Q3","PINTI79Q4","PINTI80Q1","PINTI80Q2","PINTI80Q3","PINTI80Q4","PINTI81Q1","PINTI81Q2","PINTI81Q3","PINTI81Q4","PINTI82Q1","PINTI82Q2","PINTI82Q3","PINTI82Q4","PINTI83Q1","PINTI83Q2","PINTI83Q3","PINTI83Q4","PINTI84Q1","PINTI84Q2","PINTI84Q3","PINTI84Q4","PINTI85Q1","PINTI85Q2","PINTI85Q3","PINTI85Q4","PINTI86Q1","PINTI86Q2","PINTI86Q3","PINTI86Q4","PINTI87Q1","PINTI87Q2","PINTI87Q3","PINTI87Q4","PINTI88Q1","PINTI88Q2","PINTI88Q3","PINTI88Q4","PINTI89Q1","PINTI89Q2","PINTI89Q3","PINTI89Q4","PINTI90Q1","PINTI90Q2","PINTI90Q3","PINTI90Q4","PINTI91Q1","PINTI91Q2","PINTI91Q3","PINTI91Q4","PINTI92Q1","PINTI92Q2","PINTI92Q3","PINTI92Q4","PINTI93Q1","PINTI93Q2","PINTI93Q3","PINTI93Q4","PINTI94Q1","PINTI94Q2","PINTI94Q3","PINTI94Q4","PINTI95Q1","PINTI95Q2","PINTI95Q3","PINTI95Q4","PINTI96Q1","PINTI96Q2","PINTI96Q3","PINTI96Q4","PINTI97Q1","PINTI97Q2","PINTI97Q3","PINTI97Q4","PINTI98Q1","PINTI98Q2","PINTI98Q3","PINTI98Q4","PINTI99Q1","PINTI99Q2","PINTI99Q3","PINTI99Q4","PINTI00Q1","PINTI00Q2","PINTI00Q3","PINTI00Q4","PINTI01Q1","PINTI01Q2","PINTI01Q3","PINTI01Q4","PINTI02Q1","PINTI02Q2","PINTI02Q3","PINTI02Q4","PINTI03Q1","PINTI03Q2","PINTI03Q3","PINTI03Q4","PINTI04Q1","PINTI04Q2","PINTI04Q3","PINTI04Q4","PINTI05Q1","PINTI05Q2","PINTI05Q3","PINTI05Q4","PINTI06Q1","PINTI06Q2","PINTI06Q3","PINTI06Q4","PINTI07Q1","PINTI07Q2","PINTI07Q3","PINTI07Q4","PINTI08Q1","PINTI08Q2","PINTI08Q3","PINT08Q4","PINTI09Q1","PINTI09Q2","PINTI09Q3","PINTI09Q4","PINTI10Q1","PINTI10Q2","PINTI10Q3","PINTI10Q4","PINTI11Q1","PINTI11Q2","PINTI11Q3","PINTI11Q4","PINTI12Q1","PINTI12Q2","PINTI12Q3","PINTI12Q4","PINTI13Q1","PINTI13Q2","PINTI13Q3","PINTI13Q4","PINTI14Q1","PINTI14Q2","PINTI14Q3","PINTI14Q4","PINTI15Q1","PINTI15Q2"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","447.2","449.3","449.3","449.3","449.3","456.8","456.8","460.6","460.6","460.6","460.6","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","#N/A","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","523.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","#N/A","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","536.2","592.5","592.5","592.5","592.5","592.5","592.5","592.5","592.5"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","460.1","456.1","456.1","456.1","461.3","461.3","466.8","466.8","466.8","466.8","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","485.4","495.0","495.0","495.0","495.0","495.0","495.0","495.0","495.0","495.0","495.0","495.0","495.0","495.0","495.0","495.0","#N/A","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","#N/A","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","456.2","456.0","456.0","462.8","462.8","473.8","473.8","473.8","473.8","472.2","472.2","472.2","472.2","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","491.1","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","#N/A","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","538.7","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","#N/A","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","457.0","453.0","460.5","460.5","475.3","475.3","475.3","475.3","474.2","474.2","474.2","474.2","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","495.7","505.6","505.6","505.6","505.6","505.6","505.6","505.6","505.6","505.6","505.6","505.6","505.6","505.6","505.6","505.6","#N/A","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","557.7","#N/A","556.9","556.9","556.9","556.9","556.9","556.9","556.9","556.9","556.9","556.9","556.9","556.9","556.9","556.9","556.9","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","450.0","450.6","450.6","475.2","475.2","475.2","475.2","475.0","475.0","475.0","475.0","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","509.2","509.2","509.2","509.2","509.2","509.2","509.2","509.2","509.2","509.2","509.2","509.2","509.2","509.2","509.2","#N/A","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","#N/A","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","612.8","612.8","612.8","612.8","612.8","612.8","612.8","612.8"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","452.1","451.4","480.6","480.6","480.6","480.6","484.6","484.6","484.6","484.6","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","507.5","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","#N/A","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","558.0","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","567.3","#N/A","566.1","566.1","566.1","566.1","566.1","566.1","566.1","566.1","566.1","566.1","566.1","566.1","566.1","566.1","566.1","626.9","626.9","626.9","626.9","626.9","626.9","626.9","626.9"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","451.6","480.8","480.8","480.8","480.8","495.7","495.7","495.7","495.7","497.1","497.1","497.1","497.1","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","542.2","542.2","542.2","542.2","542.2","542.2","542.2","542.2","542.2","542.2","542.2","542.2","542.2","542.2","542.2","#N/A","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","574.9","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","585.8","#N/A","584.6","584.6","584.6","584.6","584.6","584.6","584.6","584.6","584.6","584.6","584.6","584.6","584.6","584.6","584.6","646.4","646.4","646.4","646.4","646.4","646.4","646.4","646.4"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","480.5","480.1","480.1","480.1","500.0","500.0","500.0","500.0","502.0","502.0","502.0","502.0","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","543.1","543.1","543.1","543.1","543.1","543.1","543.1","543.1","543.1","543.1","543.1","543.1","543.1","543.1","543.1","#N/A","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","580.1","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","591.2","#N/A","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","474.4","473.8","473.8","498.1","498.1","498.1","498.1","499.4","499.4","499.4","499.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","534.6","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","#N/A","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","591.4","#N/A","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","466.7","465.2","496.8","496.8","496.8","496.8","497.6","497.6","497.6","497.6","492.7","492.7","492.7","492.7","492.7","492.7","492.7","492.7","492.7","492.7","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","541.5","541.5","541.5","541.5","541.5","541.5","541.5","541.5","541.5","541.5","541.5","541.5","541.5","541.5","541.5","#N/A","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","#N/A","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","588.6","649.5","649.5","649.5","649.5","649.5","649.5","649.5","649.5"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","467.5","499.8","499.8","499.8","499.8","507.1","507.1","507.1","507.1","502.1","502.1","502.1","502.1","491.5","491.5","491.5","491.5","491.5","491.5","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","535.7","541.3","541.3","541.3","541.3","541.3","541.3","541.3","541.3","541.3","541.3","541.3","541.3","541.3","541.3","541.3","#N/A","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","#N/A","589.7","589.7","589.7","589.7","589.7","589.7","589.7","589.7","589.7","589.7","589.7","589.7","589.7","589.7","589.7","650.5","650.5","650.5","650.5","650.5","650.5","650.5","650.5"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","506.3","506.3","506.3","506.3","517.9","517.9","517.9","517.9","516.2","516.2","516.2","516.2","495.4","495.4","495.4","495.4","495.4","495.4","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","#N/A","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","599.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","#N/A","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","659.7","659.7","659.7","659.7","659.7","659.7","659.7","659.7"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","517.6","520.0","520.0","533.0","533.0","533.0","533.0","527.9","527.9","527.9","527.9","502.2","502.2","502.2","502.2","502.2","502.2","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","551.1","562.8","562.8","562.8","562.8","562.8","562.8","562.8","562.8","562.8","562.8","562.8","562.8","562.8","562.8","562.8","#N/A","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","609.0","#N/A","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","672.7","672.7","672.7","672.7","672.7","672.7","672.7","672.7"
