"DATE","P80M1","P80M2","P80M3","P80M4","P80M5","P80M6","P80M7","P80M8","P80M9","P80M10","P80M11","P80M12","P81M1","P81M2","P81M3","P81M4","P81M5","P81M6","P81M7","P81M8","P81M9","P81M10","P81M11","P81M12","P82M1","P82M2","P82M3","P82M4","P82M5","P82M6","P82M7","P82M8","P82M9","P82M10","P82M11","P82M12","P83M1","P83M2","P83M3","P83M4","P83M5","P83M6","P83M7","P83M8","P83M9","P83M10","P83M11","P83M12","P84M1","P84M2","P84M3","P84M4","P84M5","P84M6","P84M7","P84M8","P84M9","P84M10","P84M11","P84M12","P85M1","P85M2","P85M3","P85M4","P85M5","P85M6","P85M7","P85M8","P85M9","P85M10","P85M11","P85M12","P86M1","P86M2","P86M3","P86M4","P86M5","P86M6","P86M7","P86M8","P86M9","P86M10","P86M11","P86M12","P87M1","P87M2","P87M3","P87M4","P87M5","P87M6","P87M7","P87M8","P87M9","P87M10","P87M11","P87M12","P88M1","P88M2","P88M3","P88M4","P88M5","P88M6","P88M7","P88M8","P88M9","P88M10","P88M11","P88M12","P89M1","P89M2","P89M3","P89M4","P89M5","P89M6","P89M7","P89M8","P89M9","P89M10","P89M11","P89M12"
"1961:Q4","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","69.6534","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263","31.4263"
"1962:Q1","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","70.223","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453","31.7453"
"1962:Q2","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","70.4785","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526","31.8526"
"1962:Q3","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","70.6269","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453"
"1962:Q4","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","71.0767","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971"
"1963:Q1","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","71.411","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741"
"1963:Q2","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","71.4528","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742"
"1963:Q3","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","71.6599","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963"
"1963:Q4","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","72.1659","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373"
"1964:Q1","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","72.3559","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833"
"1964:Q2","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","72.565","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483"
"1964:Q3","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","72.9708","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445"
"1964:Q4","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","73.1619","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344"
"1965:Q1","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","73.762","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166"
"1965:Q2","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","74.122","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334"
"1965:Q3","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","74.553","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541"
"1965:Q4","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","74.9582","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846"
"1966:Q1","75.6704","75.6704","75.6704","75.6704","75.6704","75.6704","75.6704","75.6704","75.6704","75.6704","75.6704","75.6704","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","75.7125","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642"
"1966:Q2","76.5748","76.5748","76.5748","76.5748","76.5748","76.5748","76.5748","76.5748","76.5748","76.5748","76.5748","76.5748","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","76.5853","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821"
"1966:Q3","77.0246","77.0246","77.0246","77.0246","77.0246","77.0246","77.0246","77.0246","77.0246","77.0246","77.0246","77.0246","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","76.9916","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584"
"1966:Q4","77.7297","77.7297","77.7297","77.7297","77.7297","77.7297","77.7297","77.7297","77.7297","77.7297","77.7297","77.7297","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","77.7544","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791"
"1967:Q1","78.1879","78.1879","78.1879","78.1879","78.1879","78.1879","78.1879","78.1879","78.1879","78.1879","78.1879","78.1879","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","78.2421","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722"
