"DATE","P80M1","P80M2","P80M3","P80M4","P80M5","P80M6","P80M7","P80M8","P80M9","P80M10","P80M11","P80M12","P81M1","P81M2","P81M3","P81M4","P81M5","P81M6","P81M7","P81M8","P81M9","P81M10","P81M11","P81M12","P82M1","P82M2","P82M3","P82M4","P82M5","P82M6","P82M7","P82M8","P82M9","P82M10","P82M11","P82M12","P83M1","P83M2","P83M3","P83M4","P83M5","P83M6","P83M7","P83M8","P83M9","P83M10","P83M11","P83M12","P84M1","P84M2","P84M3","P84M4","P84M5","P84M6","P84M7","P84M8","P84M9","P84M10","P84M11","P84M12","P85M1","P85M2","P85M3","P85M4","P85M5","P85M6","P85M7","P85M8","P85M9","P85M10","P85M11","P85M12","P86M1","P86M2","P86M3","P86M4","P86M5","P86M6","P86M7","P86M8","P86M9","P86M10","P86M11","P86M12","P87M1","P87M2","P87M3","P87M4","P87M5","P87M6","P87M7","P87M8","P87M9","P87M10","P87M11","P87M12","P88M1","P88M2","P88M3","P88M4","P88M5","P88M6","P88M7","P88M8","P88M9","P88M10","P88M11","P88M12","P89M1","P89M2","P89M3","P89M4","P89M5","P89M6","P89M7","P89M8","P89M9","P89M10","P89M11","P89M12"
"1949:Q3","52.4118","52.4118","52.4118","52.4118","52.4118","52.4118","52.4118","52.4118","52.4118","52.4118","52.4118","52.4118","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","52.3242","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138"
"1949:Q4","52.4325","52.4325","52.4325","52.4325","52.4325","52.4325","52.4325","52.4325","52.4325","52.4325","52.4325","52.4325","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","52.3227","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388"
"1950:Q1","52.2776","52.2776","52.2776","52.2776","52.2776","52.2776","52.2776","52.2776","52.2776","52.2776","52.2776","52.2776","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","52.2044","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541"
"1950:Q2","52.7328","52.7328","52.7328","52.7328","52.7328","52.7328","52.7328","52.7328","52.7328","52.7328","52.7328","52.7328","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","52.6406","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156"
"1950:Q3","54.2957","54.2957","54.2957","54.2957","54.2957","54.2957","54.2957","54.2957","54.2957","54.2957","54.2957","54.2957","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","54.2111","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145"
"1950:Q4","55.1569","55.1569","55.1569","55.1569","55.1569","55.1569","55.1569","55.1569","55.1569","55.1569","55.1569","55.1569","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","55.0602","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485"
"1951:Q1","56.8812","56.8812","56.8812","56.8812","56.8812","56.8812","56.8812","56.8812","56.8812","56.8812","56.8812","56.8812","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","56.7682","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972"
"1951:Q2","57.1703","57.1703","57.1703","57.1703","57.1703","57.1703","57.1703","57.1703","57.1703","57.1703","57.1703","57.1703","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","57.0064","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606"
"1951:Q3","57.1917","57.1917","57.1917","57.1917","57.1917","57.1917","57.1917","57.1917","57.1917","57.1917","57.1917","57.1917","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","56.9825","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185"
"1951:Q4","57.7941","57.7941","57.7941","57.7941","57.7941","57.7941","57.7941","57.7941","57.7941","57.7941","57.7941","57.7941","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","57.5794","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286"
"1952:Q1","57.6865","57.6865","57.6865","57.6865","57.6865","57.6865","57.6865","57.6865","57.6865","57.6865","57.6865","57.6865","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","57.588","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118"
