"DATE","PCONX00M1","PCONX00M2","PCONX00M3","PCONX00M4","PCONX00M5","PCONX00M6","PCONX00M7","PCONX00M8","PCONX00M9","PCONX00M10","PCONX00M11","PCONX00M12","PCONX01M1","PCONX01M2","PCONX01M3","PCONX01M4","PCONX01M5","PCONX01M6","PCONX01M7","PCONX01M8","PCONX01M9","PCONX01M10","PCONX01M11","PCONX01M12","PCONX02M1","PCONX02M2","PCONX02M3","PCONX02M4","PCONX02M5","PCONX02M6","PCONX02M7","PCONX02M8","PCONX02M9","PCONX02M10","PCONX02M11","PCONX02M12","PCONX03M1","PCONX03M2","PCONX03M3","PCONX03M4","PCONX03M5","PCONX03M6","PCONX03M7","PCONX03M8","PCONX03M9","PCONX03M10","PCONX03M11","PCONX03M12","PCONX04M1","PCONX04M2","PCONX04M3","PCONX04M4","PCONX04M5","PCONX04M6","PCONX04M7","PCONX04M8","PCONX04M9","PCONX04M10","PCONX04M11","PCONX04M12","PCONX05M1","PCONX05M2","PCONX05M3","PCONX05M4","PCONX05M5","PCONX05M6","PCONX05M7","PCONX05M8","PCONX05M9","PCONX05M10","PCONX05M11","PCONX05M12","PCONX06M1","PCONX06M2","PCONX06M3","PCONX06M4","PCONX06M5","PCONX06M6","PCONX06M7","PCONX06M8","PCONX06M9","PCONX06M10","PCONX06M11","PCONX06M12","PCONX07M1","PCONX07M2","PCONX07M3","PCONX07M4","PCONX07M5","PCONX07M6","PCONX07M7","PCONX07M8","PCONX07M9","PCONX07M10","PCONX07M11","PCONX07M12","PCONX08M1","PCONX08M2","PCONX08M3","PCONX08M4","PCONX08M5","PCONX08M6","PCONX08M7","PCONX08M8","PCONX08M9","PCONX08M10","PCONX08M11","PCONX08M12","PCONX09M1","PCONX09M2","PCONX09M3","PCONX09M4","PCONX09M5","PCONX09M6","PCONX09M7","PCONX09M8","PCONX09M9","PCONX09M10","PCONX09M11","PCONX09M12"
"1961:Q4","23.16","23.16","23.16","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","22.82","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","21.733","19.357","19.357","19.357","19.357","19.357"
"1962:Q1","23.24","23.24","23.24","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","21.812","19.43","19.43","19.43","19.43","19.43"
"1962:Q2","23.32","23.32","23.32","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","22.98","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","21.893","19.504","19.504","19.504","19.504","19.504"
"1962:Q3","23.39","23.39","23.39","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","23.05","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","21.954","19.566","19.566","19.566","19.566","19.566"
"1962:Q4","23.43","23.43","23.43","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","23.09","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","21.984","19.6","19.6","19.6","19.6","19.6"
"1963:Q1","23.5","23.5","23.5","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","23.16","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","22.051","19.665","19.665","19.665","19.665","19.665"
"1963:Q2","23.57","23.57","23.57","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","22.127","19.735","19.735","19.735","19.735","19.735"
"1963:Q3","23.66","23.66","23.66","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","23.32","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","22.212","19.809","19.809","19.809","19.809","19.809"
"1963:Q4","23.77","23.77","23.77","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","23.42","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","22.311","19.905","19.905","19.905","19.905","19.905"
"1964:Q1","23.86","23.86","23.86","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","23.51","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","19.992","19.992","19.992","19.992","19.992"
"1964:Q2","23.92","23.92","23.92","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","23.57","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","22.464","20.054","20.054","20.054","20.054","20.054"
"1964:Q3","23.99","23.99","23.99","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","23.64","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","22.53","20.113","20.113","20.113","20.113","20.113"
"1964:Q4","24.06","24.06","24.06","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","22.59","20.165","20.165","20.165","20.165","20.165"
"1965:Q1","24.16","24.16","24.16","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","22.674","20.24","20.24","20.24","20.24","20.24"
"1965:Q2","24.24","24.24","24.24","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","23.87","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","22.742","20.303","20.303","20.303","20.303","20.303"
"1965:Q3","24.31","24.31","24.31","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","23.95","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","22.802","20.365","20.365","20.365","20.365","20.365"
"1965:Q4","24.38","24.38","24.38","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","24.01","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","22.865","20.433","20.433","20.433","20.433","20.433"
"1966:Q1","24.5","24.5","24.5","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","24.13","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","22.976","20.537","20.537","20.537","20.537","20.537"
"1966:Q2","24.69","24.69","24.69","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","24.32","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","23.149","20.705","20.705","20.705","20.705","20.705"
"1966:Q3","24.89","24.89","24.89","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","24.51","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","23.332","20.877","20.877","20.877","20.877","20.877"
"1966:Q4","25.1","25.1","25.1","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","24.72","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","23.527","21.059","21.059","21.059","21.059","21.059"
"1967:Q1","25.21","25.21","25.21","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","24.83","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","23.635","21.176","21.176","21.176","21.176","21.176"
"1967:Q2","25.37","25.37","25.37","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","24.98","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","23.785","21.317","21.317","21.317","21.317","21.317"
"1967:Q3","25.6","25.6","25.6","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","23.999","21.51","21.51","21.51","21.51","21.51"
"1967:Q4","25.85","25.85","25.85","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","25.45","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","24.239","21.725","21.725","21.725","21.725","21.725"
"1968:Q1","26.16","26.16","26.16","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","25.75","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","24.512","21.97","21.97","21.97","21.97","21.97"
