"DATE","RCONS80M1","RCONS80M2","RCONS80M3","RCONS80M4","RCONS80M5","RCONS80M6","RCONS80M7","RCONS80M8","RCONS80M9","RCONS80M10","RCONS80M11","RCONS80M12","RCONS81M1","RCONS81M2","RCONS81M3","RCONS81M4","RCONS81M5","RCONS81M6","RCONS81M7","RCONS81M8","RCONS81M9","RCONS81M10","RCONS81M11","RCONS81M12","RCONS82M1","RCONS82M2","RCONS82M3","RCONS82M4","RCONS82M5","RCONS82M6","RCONS82M7","RCONS82M8","RCONS82M9","RCONS82M10","RCONS82M11","RCONS82M12","RCONS83M1","RCONS83M2","RCONS83M3","RCONS83M4","RCONS83M5","RCONS83M6","RCONS83M7","RCONS83M8","RCONS83M9","RCONS83M10","RCONS83M11","RCONS83M12","RCONS84M1","RCONS84M2","RCONS84M3","RCONS84M4","RCONS84M5","RCONS84M6","RCONS84M7","RCONS84M8","RCONS84M9","RCONS84M10","RCONS84M11","RCONS84M12","RCONS85M1","RCONS85M2","RCONS85M3","RCONS85M4","RCONS85M5","RCONS85M6","RCONS85M7","RCONS85M8","RCONS85M9","RCONS85M10","RCONS85M11","RCONS85M12","RCONS86M1","RCONS86M2","RCONS86M3","RCONS86M4","RCONS86M5","RCONS86M6","RCONS86M7","RCONS86M8","RCONS86M9","RCONS86M10","RCONS86M11","RCONS86M12","RCONS87M1","RCONS87M2","RCONS87M3","RCONS87M4","RCONS87M5","RCONS87M6","RCONS87M7","RCONS87M8","RCONS87M9","RCONS87M10","RCONS87M11","RCONS87M12","RCONS88M1","RCONS88M2","RCONS88M3","RCONS88M4","RCONS88M5","RCONS88M6","RCONS88M7","RCONS88M8","RCONS88M9","RCONS88M10","RCONS88M11","RCONS88M12","RCONS89M1","RCONS89M2","RCONS89M3","RCONS89M4","RCONS89M5","RCONS89M6","RCONS89M7","RCONS89M8","RCONS89M9","RCONS89M10","RCONS89M11","RCONS89M12"
"1962:Q2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3"
"1962:Q3","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.6","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0"
"1962:Q4","212.0","212.0","212.0","212.0","212.0","212.0","212.0","212.0","212.0","212.0","212.0","212.0","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3"
"1963:Q1","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6"
"1963:Q2","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","215.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7"
"1963:Q3","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7"
"1963:Q4","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1"
"1964:Q1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0"
"1964:Q2","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","228.7","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1"
"1964:Q3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1"
"1964:Q4","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8"
"1965:Q1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3"
"1965:Q2","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","239.2","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4"
"1965:Q3","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","242.1","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7","561.7"
"1965:Q4","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7","571.7"
"1966:Q1","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9"
"1966:Q2","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6","583.6"
"1966:Q3","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","252.6","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1","587.1"
"1966:Q4","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","255.9","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4","593.4"
"1967:Q1","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0"
"1967:Q2","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1","609.1"
"1967:Q3","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5"
"1967:Q4","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6","621.6"
"1968:Q1","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2","628.2"
"1968:Q2","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3"
"1968:Q3","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5","646.5"
