"DATE","NDPI65Q4","NDPI66Q1","NDPI66Q2","NDPI66Q3","NDPI66Q4","NDPI67Q1","NDPI67Q2","NDPI67Q3","NDPI67Q4","NDPI68Q1","NDPI68Q2","NDPI68Q3","NDPI68Q4","NDPI69Q1","NDPI69Q2","NDPI69Q3","NDPI69Q4","NDPI70Q1","NDPI70Q2","NDPI70Q3","NDPI70Q4","NDPI71Q1","NDPI71Q2","NDPI71Q3","NDPI71Q4","NDPI72Q1","NDPI72Q2","NDPI72Q3","NDPI72Q4","NDPI73Q1","NDPI73Q2","NDPI73Q3","NDPI73Q4","NDPI74Q1","NDPI74Q2","NDPI74Q3","NDPI74Q4","NDPI75Q1","NDPI75Q2","NDPI75Q3","NDPI75Q4","NDPI76Q1","NDPI76Q2","NDPI76Q3","NDPI76Q4","NDPI77Q1","NDPI77Q2","NDPI77Q3","NDPI77Q4","NDPI78Q1","NDPI78Q2","NDPI78Q3","NDPI78Q4","NDPI79Q1","NDPI79Q2","NDPI79Q3","NDPI79Q4","NDPI80Q1","NDPI80Q2","NDPI80Q3","NDPI80Q4","NDPI81Q1","NDPI81Q2","NDPI81Q3","NDPI81Q4","NDPI82Q1","NDPI82Q2","NDPI82Q3","NDPI82Q4","NDPI83Q1","NDPI83Q2","NDPI83Q3","NDPI83Q4","NDPI84Q1","NDPI84Q2","NDPI84Q3","NDPI84Q4","NDPI85Q1","NDPI85Q2","NDPI85Q3","NDPI85Q4","NDPI86Q1","NDPI86Q2","NDPI86Q3","NDPI86Q4","NDPI87Q1","NDPI87Q2","NDPI87Q3","NDPI87Q4","NDPI88Q1","NDPI88Q2","NDPI88Q3","NDPI88Q4","NDPI89Q1","NDPI89Q2","NDPI89Q3","NDPI89Q4","NDPI90Q1","NDPI90Q2","NDPI90Q3","NDPI90Q4","NDPI91Q1","NDPI91Q2","NDPI91Q3","NDPI91Q4","NDPI92Q1","NDPI92Q2","NDPI92Q3","NDPI92Q4","NDPI93Q1","NDPI93Q2","NDPI93Q3","NDPI93Q4","NDPI94Q1","NDPI94Q2","NDPI94Q3","NDPI94Q4","NDPI95Q1","NDPI95Q2","NDPI95Q3","NDPI95Q4","NDPI96Q1","NDPI96Q2","NDPI96Q3","NDPI96Q4","NDPI97Q1","NDPI97Q2","NDPI97Q3","NDPI97Q4","NDPI98Q1","NDPI98Q2","NDPI98Q3","NDPI98Q4","NDPI99Q1","NDPI99Q2","NDPI99Q3","NDPI99Q4","NDPI00Q1","NDPI00Q2","NDPI00Q3","NDPI00Q4","NDPI01Q1","NDPI01Q2","NDPI01Q3","NDPI01Q4","NDPI02Q1","NDPI02Q2","NDPI02Q3","NDPI02Q4","NDPI03Q1","NDPI03Q2","NDPI03Q3","NDPI03Q4","NDPI04Q1","NDPI04Q2","NDPI04Q3","NDPI04Q4","NDPI05Q1","NDPI05Q2","NDPI05Q3","NDPI05Q4","NDPI06Q1","NDPI06Q2","NDPI06Q3","NDPI06Q4","NDPI07Q1","NDPI07Q2","NDPI07Q3","NDPI07Q4","NDPI08Q1","NDPI08Q2","NDPI08Q3","NDPI08Q4","NDPI09Q1","NDPI09Q2","NDPI09Q3","NDPI09Q4","NDPI10Q1","NDPI10Q2","NDPI10Q3","NDPI10Q4","NDPI11Q1","NDPI11Q2","NDPI11Q3","NDPI11Q4","NDPI12Q1","NDPI12Q2","NDPI12Q3","NDPI12Q4","NDPI13Q1","NDPI13Q2","NDPI13Q3","NDPI13Q4","NDPI14Q1","NDPI14Q2","NDPI14Q3","NDPI14Q4","NDPI15Q1","NDPI15Q2"
"1963:Q2","399.4","399.4","399.4","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","402.0","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","416.7","416.7","416.7","416.7","416.7","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","#N/A","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","420.7","#N/A","420.5","420.5","420.5","420.5","420.5","420.5","420.5","420.5","420.5","420.5","420.5","420.5","420.5","420.5","420.5","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8"
"1963:Q3","406.1","406.1","406.1","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","408.3","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","423.5","423.5","423.5","423.5","423.5","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","#N/A","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","428.3","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","#N/A","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","440.7","440.7","440.7","440.7","440.7","440.7","440.7","440.7"
"1963:Q4","414.0","414.0","414.0","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","416.0","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","432.3","432.3","432.3","432.3","432.3","433.2","433.2","433.2","433.2","433.2","433.2","433.2","433.2","433.2","433.2","#N/A","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","437.0","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","436.1","#N/A","436.0","436.0","436.0","436.0","436.0","436.0","436.0","436.0","436.0","436.0","436.0","436.0","436.0","436.0","436.0","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5"
"1964:Q1","422.6","422.6","422.6","423.4","423.4","423.4","423.4","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","422.5","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","442.5","442.5","442.5","442.5","442.5","443.4","443.4","443.4","443.4","443.4","443.4","443.4","443.4","443.4","443.4","#N/A","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.5","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","#N/A","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","446.8","460.6","460.6","460.6","460.6","460.6","460.6","460.6","460.6"
"1964:Q2","433.6","433.6","433.6","435.1","435.1","435.1","435.1","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","435.1","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","452.0","454.8","454.8","454.8","454.8","454.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","#N/A","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","460.3","#N/A","460.0","460.0","460.0","460.0","460.0","460.0","460.0","460.0","460.0","460.0","460.0","460.0","460.0","460.0","460.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0"
"1964:Q3","440.3","440.3","440.3","441.2","441.2","441.2","441.2","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","443.1","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","442.2","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","459.8","462.7","462.7","462.7","462.7","462.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","#N/A","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","468.3","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","467.8","#N/A","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7"
"1964:Q4","446.4","446.4","446.4","446.6","446.6","446.6","446.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","449.6","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","462.9","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","467.2","470.1","470.1","470.1","470.1","470.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","#N/A","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","#N/A","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8"
"1965:Q1","451.9","451.4","451.4","453.2","453.2","453.2","453.2","456.0","456.0","456.0","456.0","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.9","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","455.0","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","458.8","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","473.7","476.6","476.6","476.6","476.6","476.6","477.5","477.5","477.5","477.5","477.5","477.5","477.5","477.5","477.5","477.5","#N/A","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","#N/A","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2"
"1965:Q2","458.9","458.5","458.5","461.0","461.0","461.0","461.0","464.0","464.0","464.0","464.0","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.7","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","468.0","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","478.9","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","482.4","485.2","485.2","485.2","485.2","485.2","486.2","486.2","486.2","486.2","486.2","486.2","486.2","486.2","486.2","486.2","#N/A","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","490.1","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","#N/A","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","504.3","504.3","504.3","504.3","504.3","504.3","504.3","504.3"
"1965:Q3","471.3","471.2","471.2","476.2","476.2","476.2","476.2","479.4","479.4","479.4","479.4","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","479.2","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","497.8","500.9","500.9","500.9","500.9","500.9","501.8","501.8","501.8","501.8","501.8","501.8","501.8","501.8","501.8","501.8","#N/A","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","#N/A","504.5","504.5","504.5","504.5","504.5","504.5","504.5","504.5","504.5","504.5","504.5","504.5","504.5","504.5","504.5","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1"
"1965:Q4","#N/A","480.3","480.3","486.1","486.1","486.1","486.1","489.4","489.4","489.4","489.4","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","491.6","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","493.7","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","513.0","513.0","513.0","513.0","513.0","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","#N/A","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","518.0","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","516.5","#N/A","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2"
"1966:Q1","#N/A","#N/A","488.7","495.1","495.1","495.1","495.1","497.5","497.5","497.5","497.5","500.0","500.0","500.0","500.0","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","498.6","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","502.2","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","513.7","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","521.2","521.2","521.2","521.2","521.2","522.2","522.2","522.2","522.2","522.2","522.2","522.2","522.2","522.2","522.2","#N/A","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","526.6","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","#N/A","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6"
"1966:Q2","#N/A","#N/A","#N/A","499.7","499.9","499.9","499.9","503.3","503.3","503.3","503.3","505.5","505.5","505.5","505.5","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","506.0","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","526.7","526.7","526.7","526.7","526.7","527.7","527.7","527.7","527.7","527.7","527.7","527.7","527.7","527.7","527.7","#N/A","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","532.2","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","530.9","#N/A","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5"
"1966:Q3","#N/A","#N/A","#N/A","#N/A","507.3","507.8","507.8","512.4","512.4","512.4","512.4","515.4","515.4","515.4","515.4","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","515.9","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","530.4","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","538.0","538.0","538.0","538.0","538.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","#N/A","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","543.4","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","#N/A","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6","541.6","558.4","558.4","558.4","558.4","558.4","558.4","558.4","558.4"
"1966:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","518.2","518.4","522.0","522.0","522.0","522.0","525.4","525.4","525.4","525.4","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","525.6","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","523.5","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","539.6","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","549.0","549.0","549.0","549.0","549.0","550.0","550.0","550.0","550.0","550.0","550.0","550.0","550.0","550.0","550.0","#N/A","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","554.1","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","552.2","#N/A","552.1","552.1","552.1","552.1","552.1","552.1","552.1","552.1","552.1","552.1","552.1","552.1","552.1","552.1","552.1","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3"
