"DATE","NOUTPUT70M1","NOUTPUT70M2","NOUTPUT70M3","NOUTPUT70M4","NOUTPUT70M5","NOUTPUT70M6","NOUTPUT70M7","NOUTPUT70M8","NOUTPUT70M9","NOUTPUT70M10","NOUTPUT70M11","NOUTPUT70M12","NOUTPUT71M1","NOUTPUT71M2","NOUTPUT71M3","NOUTPUT71M4","NOUTPUT71M5","NOUTPUT71M6","NOUTPUT71M7","NOUTPUT71M8","NOUTPUT71M9","NOUTPUT71M10","NOUTPUT71M11","NOUTPUT71M12","NOUTPUT72M1","NOUTPUT72M2","NOUTPUT72M3","NOUTPUT72M4","NOUTPUT72M5","NOUTPUT72M6","NOUTPUT72M7","NOUTPUT72M8","NOUTPUT72M9","NOUTPUT72M10","NOUTPUT72M11","NOUTPUT72M12","NOUTPUT73M1","NOUTPUT73M2","NOUTPUT73M3","NOUTPUT73M4","NOUTPUT73M5","NOUTPUT73M6","NOUTPUT73M7","NOUTPUT73M8","NOUTPUT73M9","NOUTPUT73M10","NOUTPUT73M11","NOUTPUT73M12","NOUTPUT74M1","NOUTPUT74M2","NOUTPUT74M3","NOUTPUT74M4","NOUTPUT74M5","NOUTPUT74M6","NOUTPUT74M7","NOUTPUT74M8","NOUTPUT74M9","NOUTPUT74M10","NOUTPUT74M11","NOUTPUT74M12","NOUTPUT75M1","NOUTPUT75M2","NOUTPUT75M3","NOUTPUT75M4","NOUTPUT75M5","NOUTPUT75M6","NOUTPUT75M7","NOUTPUT75M8","NOUTPUT75M9","NOUTPUT75M10","NOUTPUT75M11","NOUTPUT75M12","NOUTPUT76M1","NOUTPUT76M2","NOUTPUT76M3","NOUTPUT76M4","NOUTPUT76M5","NOUTPUT76M6","NOUTPUT76M7","NOUTPUT76M8","NOUTPUT76M9","NOUTPUT76M10","NOUTPUT76M11","NOUTPUT76M12","NOUTPUT77M1","NOUTPUT77M2","NOUTPUT77M3","NOUTPUT77M4","NOUTPUT77M5","NOUTPUT77M6","NOUTPUT77M7","NOUTPUT77M8","NOUTPUT77M9","NOUTPUT77M10","NOUTPUT77M11","NOUTPUT77M12","NOUTPUT78M1","NOUTPUT78M2","NOUTPUT78M3","NOUTPUT78M4","NOUTPUT78M5","NOUTPUT78M6","NOUTPUT78M7","NOUTPUT78M8","NOUTPUT78M9","NOUTPUT78M10","NOUTPUT78M11","NOUTPUT78M12","NOUTPUT79M1","NOUTPUT79M2","NOUTPUT79M3","NOUTPUT79M4","NOUTPUT79M5","NOUTPUT79M6","NOUTPUT79M7","NOUTPUT79M8","NOUTPUT79M9","NOUTPUT79M10","NOUTPUT79M11","NOUTPUT79M12"
"1960:Q3","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","504.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2","506.2"
"1960:Q4","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","503.3","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6"
"1961:Q1","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1"
"1961:Q2","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2"
"1961:Q3","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2","527.2"
"1961:Q4","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","537.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7"
"1962:Q1","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","547.8","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0"
"1962:Q2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1","562.1"
"1962:Q3","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8","567.8"
"1962:Q4","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.0","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3"
"1963:Q1","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2","580.2"
"1963:Q2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","584.2","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9"
"1963:Q3","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","594.7","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5","600.5"
"1963:Q4","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","605.8","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4"
"1964:Q1","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4","622.4"
"1964:Q2","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","628.0","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4"
"1964:Q3","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","638.9","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1"
"1964:Q4","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0"
"1965:Q1","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4"
"1965:Q2","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7"
"1965:Q3","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1"
"1965:Q4","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","710.0","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3"
"1966:Q1","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7","733.7"
"1966:Q2","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","743.3","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6","747.6"
"1966:Q3","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","755.9","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0"
