"DATE","RCON70M1","RCON70M2","RCON70M3","RCON70M4","RCON70M5","RCON70M6","RCON70M7","RCON70M8","RCON70M9","RCON70M10","RCON70M11","RCON70M12","RCON71M1","RCON71M2","RCON71M3","RCON71M4","RCON71M5","RCON71M6","RCON71M7","RCON71M8","RCON71M9","RCON71M10","RCON71M11","RCON71M12","RCON72M1","RCON72M2","RCON72M3","RCON72M4","RCON72M5","RCON72M6","RCON72M7","RCON72M8","RCON72M9","RCON72M10","RCON72M11","RCON72M12","RCON73M1","RCON73M2","RCON73M3","RCON73M4","RCON73M5","RCON73M6","RCON73M7","RCON73M8","RCON73M9","RCON73M10","RCON73M11","RCON73M12","RCON74M1","RCON74M2","RCON74M3","RCON74M4","RCON74M5","RCON74M6","RCON74M7","RCON74M8","RCON74M9","RCON74M10","RCON74M11","RCON74M12","RCON75M1","RCON75M2","RCON75M3","RCON75M4","RCON75M5","RCON75M6","RCON75M7","RCON75M8","RCON75M9","RCON75M10","RCON75M11","RCON75M12","RCON76M1","RCON76M2","RCON76M3","RCON76M4","RCON76M5","RCON76M6","RCON76M7","RCON76M8","RCON76M9","RCON76M10","RCON76M11","RCON76M12","RCON77M1","RCON77M2","RCON77M3","RCON77M4","RCON77M5","RCON77M6","RCON77M7","RCON77M8","RCON77M9","RCON77M10","RCON77M11","RCON77M12","RCON78M1","RCON78M2","RCON78M3","RCON78M4","RCON78M5","RCON78M6","RCON78M7","RCON78M8","RCON78M9","RCON78M10","RCON78M11","RCON78M12","RCON79M1","RCON79M2","RCON79M3","RCON79M4","RCON79M5","RCON79M6","RCON79M7","RCON79M8","RCON79M9","RCON79M10","RCON79M11","RCON79M12"
"1949:Q4","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","219.7","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1"
"1950:Q1","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3"
"1950:Q2","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3"
"1950:Q3","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","238.8","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9"
"1950:Q4","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8","340.8"
"1951:Q1","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5"
"1951:Q2","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5"
"1951:Q3","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","232.0","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4"
"1951:Q4","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8"
"1952:Q1","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","233.7","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5"
"1952:Q2","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5"
"1952:Q3","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0","351.0"
"1952:Q4","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6"
"1953:Q1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","250.1","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7"
