"DATE","NCONHHM09M8","NCONHHM09M9","NCONHHM09M10","NCONHHM09M11","NCONHHM09M12","NCONHHM10M1","NCONHHM10M2","NCONHHM10M3","NCONHHM10M4","NCONHHM10M5","NCONHHM10M6","NCONHHM10M7","NCONHHM10M8","NCONHHM10M9","NCONHHM10M10","NCONHHM10M11","NCONHHM10M12","NCONHHM11M1","NCONHHM11M2","NCONHHM11M3","NCONHHM11M4","NCONHHM11M5","NCONHHM11M6","NCONHHM11M7","NCONHHM11M8","NCONHHM11M9","NCONHHM11M10","NCONHHM11M11","NCONHHM11M12","NCONHHM12M1","NCONHHM12M2","NCONHHM12M3","NCONHHM12M4","NCONHHM12M5","NCONHHM12M6","NCONHHM12M7","NCONHHM12M8","NCONHHM12M9","NCONHHM12M10","NCONHHM12M11","NCONHHM12M12","NCONHHM13M1","NCONHHM13M2","NCONHHM13M3","NCONHHM13M4","NCONHHM13M5","NCONHHM13M6","NCONHHM13M7","NCONHHM13M8","NCONHHM13M9","NCONHHM13M10","NCONHHM13M11","NCONHHM13M12","NCONHHM14M1","NCONHHM14M2","NCONHHM14M3","NCONHHM14M4","NCONHHM14M5","NCONHHM14M6","NCONHHM14M7","NCONHHM14M8","NCONHHM14M9","NCONHHM14M10","NCONHHM14M11","NCONHHM14M12","NCONHHM15M1","NCONHHM15M2","NCONHHM15M3","NCONHHM15M4","NCONHHM15M5"
"1976:10","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.344","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35","1160.35"
"1976:11","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.324","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33","1172.33"
"1976:12","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.377","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382","1194.382"
"1977:01","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.236","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242","1197.242"
"1977:02","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.684","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69","1213.69"
"1977:03","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.84","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846","1220.846"
"1977:04","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.879","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885","1229.885"
"1977:05","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.931","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937","1239.937"
"1977:06","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.985","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991","1245.991"
"1977:07","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.771","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777","1262.777"
"1977:08","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.68","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687","1267.687"
"1977:09","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.389","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395","1276.395"
"1977:10","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.596","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603","1292.603"
"1977:11","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.123","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129","1308.129"
"1977:12","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.286","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293","1317.293"
"1978:01","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.771","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778","1310.778"
"1978:02","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.774","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781","1336.781"
"1978:03","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.199","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206","1359.206"
"1978:04","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.76","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767","1377.767"
"1978:05","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.335","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342","1393.342"
"1978:06","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707","1406.707"
"1978:07","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.519","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526","1407.526"
"1978:08","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.822","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829","1427.829"
"1978:09","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.534","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541","1433.541"
"1978:10","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.085","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092","1447.092"
"1978:11","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.861","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869","1460.869"
"1978:12","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.398","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406","1476.406"
"1979:01","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.209","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217","1481.217"
"1979:02","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.296","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304","1496.304"
"1979:03","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.415","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423","1509.423"
"1979:04","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.515","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523","1516.523"
"1979:05","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.904","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913","1536.913"
"1979:06","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.443","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451","1553.451"
"1979:07","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.205","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214","1564.214"
"1979:08","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.784","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792","1593.792"
"1979:09","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.221","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229","1612.229"
"1979:10","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.289","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298","1619.298"
