"DATE","NCONHHM09M8","NCONHHM09M9","NCONHHM09M10","NCONHHM09M11","NCONHHM09M12","NCONHHM10M1","NCONHHM10M2","NCONHHM10M3","NCONHHM10M4","NCONHHM10M5","NCONHHM10M6","NCONHHM10M7","NCONHHM10M8","NCONHHM10M9","NCONHHM10M10","NCONHHM10M11","NCONHHM10M12","NCONHHM11M1","NCONHHM11M2","NCONHHM11M3","NCONHHM11M4","NCONHHM11M5","NCONHHM11M6","NCONHHM11M7","NCONHHM11M8","NCONHHM11M9","NCONHHM11M10","NCONHHM11M11","NCONHHM11M12","NCONHHM12M1","NCONHHM12M2","NCONHHM12M3","NCONHHM12M4","NCONHHM12M5","NCONHHM12M6","NCONHHM12M7","NCONHHM12M8","NCONHHM12M9","NCONHHM12M10","NCONHHM12M11","NCONHHM12M12","NCONHHM13M1","NCONHHM13M2","NCONHHM13M3","NCONHHM13M4","NCONHHM13M5","NCONHHM13M6","NCONHHM13M7","NCONHHM13M8","NCONHHM13M9","NCONHHM13M10","NCONHHM13M11","NCONHHM13M12","NCONHHM14M1","NCONHHM14M2","NCONHHM14M3","NCONHHM14M4","NCONHHM14M5","NCONHHM14M6","NCONHHM14M7","NCONHHM14M8","NCONHHM14M9","NCONHHM14M10","NCONHHM14M11","NCONHHM14M12","NCONHHM15M1","NCONHHM15M2","NCONHHM15M3","NCONHHM15M4","NCONHHM15M5"
"1969:06","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.344","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345","592.345"
"1969:07","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.093","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094","594.094"
"1969:08","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.234","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235","601.235"
"1969:09","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.43","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431","604.431"
"1969:10","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.664","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665","609.665"
"1969:11","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.51","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512","611.512"
"1969:12","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.664","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665","613.665"
"1970:01","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.528","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529","619.529"
"1970:02","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.779","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78","624.78"
"1970:03","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.068","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069","623.069"
"1970:04","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.722","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723","626.723"
"1970:05","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.083","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084","633.084"
"1970:06","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.787","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788","636.788"
"1970:07","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.875","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876","638.876"
"1970:08","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.192","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193","643.193"
"1970:09","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301","649.301"
"1970:10","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.577","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579","648.579"
"1970:11","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.855","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856","646.856"
"1970:12","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.819","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82","655.82"
"1971:01","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.197","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198","666.198"
"1971:02","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.335","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337","669.337"
"1971:03","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.81","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812","671.812"
"1971:04","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.464","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465","678.465"
"1971:05","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.738","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739","680.739"
"1971:06","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.253","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254","689.254"
"1971:07","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.208","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21","688.21"
"1971:08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.08","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081","694.081"
"1971:09","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.012","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014","702.014"
"1971:10","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.713","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715","704.715"
"1971:11","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.663","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665","709.665"
"1971:12","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.936","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938","716.938"
"1972:01","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.346","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348","720.348"
"1972:02","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.929","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931","724.931"
"1972:03","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.848","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851","737.851"
"1972:04","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.207","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209","741.209"
"1972:05","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.717","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719","746.719"
"1972:06","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.09","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092","750.092"
"1972:07","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.598","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601","758.601"
"1972:08","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.03","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032","765.032"
"1972:09","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.753","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755","769.755"
"1972:10","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.881","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884","782.884"
"1972:11","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.302","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304","788.304"
"1972:12","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.689","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691","793.691"
"1973:01","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.829","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831","804.831"
"1973:02","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.123","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125","814.125"
"1973:03","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.718","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72","820.72"
