"DATE","RCONSHH09M8","RCONSHH09M9","RCONSHH09M10","RCONSHH09M11","RCONSHH09M12","RCONSHH10M1","RCONSHH10M2","RCONSHH10M3","RCONSHH10M4","RCONSHH10M5","RCONSHH10M6","RCONSHH10M7","RCONSHH10M8","RCONSHH10M9","RCONSHH10M10","RCONSHH10M11","RCONSHH10M12","RCONSHH11M1","RCONSHH11M2","RCONSHH11M3","RCONSHH11M4","RCONSHH11M5","RCONSHH11M6","RCONSHH11M7","RCONSHH11M8","RCONSHH11M9","RCONSHH11M10","RCONSHH11M11","RCONSHH11M12","RCONSHH12M1","RCONSHH12M2","RCONSHH12M3","RCONSHH12M4","RCONSHH12M5","RCONSHH12M6","RCONSHH12M7","RCONSHH12M8","RCONSHH12M9","RCONSHH12M10","RCONSHH12M11","RCONSHH12M12","RCONSHH13M1","RCONSHH13M2","RCONSHH13M3","RCONSHH13M4","RCONSHH13M5","RCONSHH13M6","RCONSHH13M7","RCONSHH13M8","RCONSHH13M9","RCONSHH13M10","RCONSHH13M11","RCONSHH13M12","RCONSHH14M1","RCONSHH14M2","RCONSHH14M3","RCONSHH14M4","RCONSHH14M5","RCONSHH14M6","RCONSHH14M7","RCONSHH14M8","RCONSHH14M9","RCONSHH14M10","RCONSHH14M11","RCONSHH14M12","RCONSHH15M1","RCONSHH15M2","RCONSHH15M3","RCONSHH15M4","RCONSHH15M5"
"1955:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1959:Q1","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1084.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1085.9","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8","1173.8"
"1959:Q2","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1101.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1102.5","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7"
"1959:Q3","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1116.7","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2","1208.2"
"1959:Q4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1129.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1130.4","1222.1","1222.1","1222.1","1222.1","1222.1","1222.1","1222.1","1222.1","1222.1","1222.1","1222.1","1222.1","1222.0","1222.0","1222.0","1222.0","1222.0","1222.0","1222.0","1222.0","1222.0","1222.0"
"1960:Q1","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1138.8","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0","1231.0"
"1960:Q2","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1150.7","1243.9","1243.9","1243.9","1243.9","1243.9","1243.9","1243.9","1243.9","1243.9","1243.9","1243.9","1243.9","1243.8","1243.8","1243.8","1243.8","1243.8","1243.8","1243.8","1243.8","1243.8","1243.8"
"1960:Q3","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1147.9","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.9","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8","1241.8"
"1960:Q4","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1160.5","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6","1254.6"
"1961:Q1","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1172.4","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1173.3","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4"
"1961:Q2","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1188.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1189.8","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2","1286.2"
"1961:Q3","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1192.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7","1289.7"
"1961:Q4","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1212.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1213.7","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0"
"1962:Q1","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1224.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.2","1324.2","1324.2","1324.2","1324.2","1324.2","1324.2","1324.2","1324.2","1324.2"
"1962:Q2","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1243.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1244.4","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.3","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2"
"1962:Q3","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1255.0","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1256.1","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8","1357.8"
"1962:Q4","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1271.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1272.9","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0","1376.0"
"1963:Q1","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1276.9","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1278.0","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5","1381.5"
"1963:Q2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1291.2","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8","1395.8"
"1963:Q3","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1311.8","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1313.0","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3","1419.3"
"1963:Q4","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1328.8","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1329.9","1437.7","1437.7","1437.7","1437.7","1437.7","1437.7","1437.7","1437.7","1437.7","1437.7","1437.7","1437.7","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6","1437.6"
"1964:Q1","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1349.9","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2","1459.2"
"1964:Q2","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1367.8","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1368.9","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8","1479.8"
"1964:Q3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1386.3","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1387.5","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9"
"1964:Q4","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1406.0","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1407.2","1521.2","1521.2","1521.2","1521.2","1521.2","1521.2","1521.2","1521.2","1521.2","1521.2","1521.2","1521.2","1521.1","1521.1","1521.1","1521.1","1521.1","1521.1","1521.1","1521.1","1521.1","1521.1"
