"DATE","PCONHH09M8","PCONHH09M9","PCONHH09M10","PCONHH09M11","PCONHH09M12","PCONHH10M1","PCONHH10M2","PCONHH10M3","PCONHH10M4","PCONHH10M5","PCONHH10M6","PCONHH10M7","PCONHH10M8","PCONHH10M9","PCONHH10M10","PCONHH10M11","PCONHH10M12","PCONHH11M1","PCONHH11M2","PCONHH11M3","PCONHH11M4","PCONHH11M5","PCONHH11M6","PCONHH11M7","PCONHH11M8","PCONHH11M9","PCONHH11M10","PCONHH11M11","PCONHH11M12","PCONHH12M1","PCONHH12M2","PCONHH12M3","PCONHH12M4","PCONHH12M5","PCONHH12M6","PCONHH12M7","PCONHH12M8","PCONHH12M9","PCONHH12M10","PCONHH12M11","PCONHH12M12","PCONHH13M1","PCONHH13M2","PCONHH13M3","PCONHH13M4","PCONHH13M5","PCONHH13M6","PCONHH13M7","PCONHH13M8","PCONHH13M9","PCONHH13M10","PCONHH13M11","PCONHH13M12","PCONHH14M1","PCONHH14M2","PCONHH14M3","PCONHH14M4","PCONHH14M5","PCONHH14M6","PCONHH14M7","PCONHH14M8","PCONHH14M9","PCONHH14M10","PCONHH14M11","PCONHH14M12","PCONHH15M1","PCONHH15M2","PCONHH15M3","PCONHH15M4","PCONHH15M5","PCONHH15M6"
"2004:Q1","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.09","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","96.118","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571","88.571"
"2004:Q2","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.794","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","96.819","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194","89.194"
"2004:Q3","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.387","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","97.411","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718","89.718"
"2004:Q4","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.211","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","98.227","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456","90.456"
"2005:Q1","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.769","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","98.78","90.913","90.913","90.913","90.913","90.913","90.913","90.913","90.913","90.913","90.913","90.913","90.913","90.912","90.912","90.912","90.912","90.912","90.912","90.912","90.912","90.912","90.912","90.912"
"2005:Q2","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.393","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","99.39","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.519","91.519","91.519","91.519","91.519","91.519","91.519","91.519","91.519","91.519","91.519"
"2005:Q3","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.484","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","100.481","92.523","92.523","92.523","92.523","92.523","92.523","92.523","92.523","92.523","92.523","92.523","92.523","92.526","92.526","92.526","92.526","92.526","92.526","92.526","92.526","92.526","92.526","92.526"
"2005:Q4","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.354","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","101.349","93.257","93.257","93.257","93.257","93.257","93.257","93.257","93.257","93.257","93.257","93.257","93.257","93.258","93.258","93.258","93.258","93.258","93.258","93.258","93.258","93.258","93.258","93.258"
"2006:Q1","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.798","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","101.789","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695","93.695"
"2006:Q2","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.576","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","102.557","94.431","94.431","94.431","94.431","94.431","94.431","94.431","94.431","94.431","94.431","94.431","94.431","94.433","94.433","94.433","94.433","94.433","94.433","94.433","94.433","94.433","94.433","94.433"
"2006:Q3","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.348","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","103.319","95.134","95.134","95.134","95.134","95.134","95.134","95.134","95.134","95.134","95.134","95.134","95.134","95.136","95.136","95.136","95.136","95.136","95.136","95.136","95.136","95.136","95.136","95.136"
"2006:Q4","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.328","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","103.293","94.965","94.965","94.965","94.965","94.965","94.965","94.965","94.965","94.965","94.965","94.965","94.965","94.966","94.966","94.966","94.966","94.966","94.966","94.966","94.966","94.966","94.966","94.966"
"2007:Q1","104.279","104.279","104.279","104.279","104.279","104.279","104.279","104.279","104.279","104.279","104.279","104.279","104.332","104.332","104.332","104.332","104.332","104.332","104.332","104.332","104.332","104.332","104.332","104.332","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","104.288","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.84","95.841","95.841","95.841","95.841","95.841","95.841","95.841","95.841","95.841","95.841","95.841"
"2007:Q2","105.121","105.121","105.121","105.121","105.121","105.121","105.121","105.121","105.121","105.121","105.121","105.121","105.259","105.259","105.259","105.259","105.259","105.259","105.259","105.259","105.259","105.259","105.259","105.259","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","105.205","96.62","96.62","96.62","96.62","96.62","96.62","96.62","96.62","96.62","96.62","96.62","96.62","96.622","96.622","96.622","96.622","96.622","96.622","96.622","96.622","96.622","96.622","96.622"
"2007:Q3","105.72","105.72","105.72","105.72","105.72","105.72","105.72","105.72","105.72","105.72","105.72","105.72","105.857","105.857","105.857","105.857","105.857","105.857","105.857","105.857","105.857","105.857","105.857","105.857","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","105.782","97.164","97.164","97.164","97.164","97.164","97.164","97.164","97.164","97.164","97.164","97.164","97.164","97.167","97.167","97.167","97.167","97.167","97.167","97.167","97.167","97.167","97.167","97.167"
"2007:Q4","107.099","107.099","107.099","107.099","107.099","107.099","107.099","107.099","107.099","107.099","107.099","107.099","107.014","107.014","107.014","107.014","107.014","107.014","107.014","107.014","107.014","107.014","107.014","107.014","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","106.928","98.188","98.188","98.188","98.188","98.188","98.188","98.188","98.188","98.188","98.188","98.188","98.188","98.192","98.192","98.192","98.192","98.192","98.192","98.192","98.192","98.192","98.192","98.192"
"2008:Q1","108.088","108.088","108.088","108.088","108.088","108.088","108.088","108.088","108.088","108.088","108.088","108.088","108.063","108.063","108.063","108.063","108.063","108.063","108.063","108.063","108.063","108.063","108.063","108.063","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","108.004","99.033","99.033","99.033","99.033","99.033","99.033","99.033","99.033","99.033","99.033","99.033","99.033","99.037","99.037","99.037","99.037","99.037","99.037","99.037","99.037","99.037","99.037","99.037"
"2008:Q2","109.148","109.148","109.148","109.148","109.148","109.148","109.148","109.148","109.148","109.148","109.148","109.148","109.311","109.311","109.311","109.311","109.311","109.311","109.311","109.311","109.311","109.311","109.311","109.311","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","109.17","100.079","100.079","100.079","100.079","100.079","100.079","100.079","100.079","100.079","100.079","100.079","100.079","100.084","100.084","100.084","100.084","100.084","100.084","100.084","100.084","100.084","100.084","100.084"
"2008:Q3","110.411","110.411","110.411","110.411","110.411","110.411","110.411","110.411","110.411","110.411","110.411","110.411","110.516","110.516","110.516","110.516","110.516","110.516","110.516","110.516","110.516","110.516","110.516","110.516","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","110.328","101.122","101.122","101.122","101.122","101.122","101.122","101.122","101.122","101.122","101.122","101.122","101.122","101.124","101.124","101.124","101.124","101.124","101.124","101.124","101.124","101.124","101.124","101.124"
"2008:Q4","108.969","108.969","108.969","108.969","108.969","108.969","108.969","108.969","108.969","108.969","108.969","108.969","108.877","108.877","108.877","108.877","108.877","108.877","108.877","108.877","108.877","108.877","108.877","108.877","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","108.786","99.668","99.668","99.668","99.668","99.668","99.668","99.668","99.668","99.668","99.668","99.668","99.668","99.666","99.666","99.666","99.666","99.666","99.666","99.666","99.666","99.666","99.666","99.666"
"2009:Q1","108.59","108.59","108.59","108.59","108.59","108.59","108.59","108.59","108.59","108.59","108.59","108.59","108.477","108.477","108.477","108.477","108.477","108.477","108.477","108.477","108.477","108.477","108.477","108.477","108.38","108.38","108.38","108.38","108.38","108.38","108.38","108.38","108.38","108.38","108.38","108.38","108.243","108.243","108.243","108.243","108.243","108.243","108.243","108.243","108.243","108.243","108.243","108.243","99.139","99.139","99.139","99.139","99.139","99.139","99.139","99.139","99.139","99.139","99.139","99.139","99.137","99.137","99.137","99.137","99.137","99.137","99.137","99.137","99.137","99.137","99.137"
"2009:Q2","108.953","108.972","108.975","108.975","108.975","108.975","108.975","108.975","108.975","108.975","108.975","108.975","109.037","109.037","109.037","109.037","109.037","109.037","109.037","109.037","109.037","109.037","109.037","109.037","108.92","108.92","108.92","108.92","108.92","108.92","108.92","108.92","108.92","108.92","108.92","108.92","108.705","108.705","108.705","108.705","108.705","108.705","108.705","108.705","108.705","108.705","108.705","108.705","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612","99.612"
"2009:Q3","#N/A","#N/A","#N/A","109.72","109.722","109.684","109.684","109.684","109.684","109.684","109.684","109.684","109.841","109.841","109.841","109.841","109.841","109.841","109.841","109.841","109.841","109.841","109.841","109.841","109.753","109.753","109.753","109.753","109.753","109.753","109.753","109.753","109.753","109.753","109.753","109.753","109.554","109.554","109.554","109.554","109.554","109.554","109.554","109.554","109.554","109.554","109.554","109.554","100.258","100.258","100.258","100.258","100.258","100.258","100.258","100.258","100.258","100.258","100.258","100.258","100.26","100.26","100.26","100.26","100.26","100.26","100.26","100.26","100.26","100.26","100.26"
"2009:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.426","110.325","110.381","110.381","110.381","110.381","110.597","110.597","110.597","110.597","110.597","110.597","110.597","110.597","110.597","110.597","110.597","110.597","110.557","110.557","110.557","110.557","110.557","110.557","110.557","110.557","110.557","110.557","110.557","110.557","110.432","110.432","110.432","110.432","110.432","110.432","110.432","110.432","110.432","110.432","110.432","110.432","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991","100.991"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.83","110.82","110.846","111.203","111.203","111.203","111.203","111.203","111.203","111.203","111.203","111.203","111.203","111.203","111.203","111.099","111.099","111.099","111.099","111.099","111.099","111.099","111.099","111.099","111.099","111.099","111.099","110.958","110.958","110.958","110.958","110.958","110.958","110.958","110.958","110.958","110.958","110.958","110.958","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353","101.353"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","111.211","111.182","111.176","111.176","111.176","111.176","111.176","111.176","111.176","111.176","111.176","111.176","111.211","111.211","111.211","111.211","111.211","111.211","111.211","111.211","111.211","111.211","111.211","111.211","111.136","111.136","111.136","111.136","111.136","111.136","111.136","111.136","111.136","111.136","111.136","111.136","101.483","101.483","101.483","101.483","101.483","101.483","101.483","101.483","101.483","101.483","101.483","101.483","101.481","101.481","101.481","101.481","101.481","101.481","101.481","101.481","101.481","101.481","101.481"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","111.443","111.445","111.374","111.374","111.374","111.374","111.374","111.374","111.374","111.471","111.471","111.471","111.471","111.471","111.471","111.471","111.471","111.471","111.471","111.471","111.471","111.488","111.488","111.488","111.488","111.488","111.488","111.488","111.488","111.488","111.488","111.488","111.488","101.775","101.775","101.775","101.775","101.775","101.775","101.775","101.775","101.775","101.775","101.775","101.775","101.773","101.773","101.773","101.773","101.773","101.773","101.773","101.773","101.773","101.773","101.773"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","111.857","111.872","111.818","111.818","111.818","111.818","111.98","111.98","111.98","111.98","111.98","111.98","111.98","111.98","111.98","111.98","111.98","111.98","112.078","112.078","112.078","112.078","112.078","112.078","112.078","112.078","112.078","112.078","112.078","112.078","102.317","102.317","102.317","102.317","102.317","102.317","102.317","102.317","102.317","102.317","102.317","102.317","102.315","102.315","102.315","102.315","102.315","102.315","102.315","102.315","102.315","102.315","102.315"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","112.87","112.864","112.89","113.07","113.07","113.07","113.07","113.07","113.07","113.07","113.07","113.07","113.07","113.07","113.07","112.993","112.993","112.993","112.993","112.993","112.993","112.993","112.993","112.993","112.993","112.993","112.993","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094","103.094"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.956","113.973","113.998","113.998","113.998","113.998","113.998","113.998","113.998","113.998","113.998","113.998","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","104.045","104.045","104.045","104.045","104.045","104.045","104.045","104.045","104.045","104.045","104.045","104.045","104.16","104.16","104.16","104.16","104.16","104.16","104.16","104.16","104.16","104.16","104.16"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.657","114.662","114.671","114.671","114.671","114.671","114.671","114.671","114.671","114.713","114.713","114.713","114.713","114.713","114.713","114.713","114.713","114.713","114.713","114.713","114.713","104.676","104.676","104.676","104.676","104.676","104.676","104.676","104.676","104.676","104.676","104.676","104.676","104.728","104.728","104.728","104.728","104.728","104.728","104.728","104.728","104.728","104.728","104.728"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.879","115.018","115.016","115.016","115.016","115.016","115.028","115.028","115.028","115.028","115.028","115.028","115.028","115.028","115.028","115.028","115.028","115.028","105.034","105.034","105.034","105.034","105.034","105.034","105.034","105.034","105.034","105.034","105.034","105.034","105.095","105.095","105.095","105.095","105.095","105.095","105.095","105.095","105.095","105.095","105.095"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.67","115.689","115.739","115.752","115.752","115.752","115.752","115.752","115.752","115.752","115.752","115.752","115.752","115.752","115.752","105.654","105.654","105.654","105.654","105.654","105.654","105.654","105.654","105.654","105.654","105.654","105.654","105.666","105.666","105.666","105.666","105.666","105.666","105.666","105.666","105.666","105.666","105.666"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.97","115.956","115.954","115.954","115.954","115.954","115.954","115.954","115.954","115.954","115.954","115.954","105.941","105.941","105.941","105.941","105.941","105.941","105.941","105.941","105.941","105.941","105.941","105.941","106.031","106.031","106.031","106.031","106.031","106.031","106.031","106.031","106.031","106.031","106.031"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.492","116.44","116.444","116.444","116.444","116.444","116.444","116.444","116.444","106.411","106.411","106.411","106.411","106.411","106.411","106.411","106.411","106.411","106.411","106.411","106.411","106.41","106.41","106.41","106.41","106.41","106.41","106.41","106.41","106.41","106.41","106.41"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.774","116.866","116.893","116.893","116.893","116.893","106.834","106.834","106.834","106.834","106.834","106.834","106.834","106.834","106.834","106.834","106.834","106.834","106.859","106.859","106.859","106.859","106.859","106.859","106.859","106.859","106.859","106.859","106.859"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","117.165","117.197","117.192","107.143","107.143","107.143","107.143","107.143","107.143","107.143","107.143","107.143","107.143","107.143","107.143","107.151","107.151","107.151","107.151","107.151","107.151","107.151","107.151","107.151","107.151","107.151"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.082","107.081","107.04","107.04","107.04","107.04","107.04","107.04","107.04","107.04","107.04","107.04","107.216","107.216","107.216","107.216","107.216","107.216","107.216","107.216","107.216","107.216","107.216"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.55","107.561","107.549","107.549","107.549","107.549","107.549","107.549","107.549","107.676","107.676","107.676","107.676","107.676","107.676","107.676","107.676","107.676","107.676","107.676"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.724","107.819","107.829","107.829","107.829","107.829","107.955","107.955","107.955","107.955","107.955","107.955","107.955","107.955","107.955","107.955","107.955"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.176","108.169","108.163","108.291","108.291","108.291","108.291","108.291","108.291","108.291","108.291","108.291","108.291","108.291"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.923","108.923","108.917","108.919","108.919","108.919","108.919","108.919","108.919","108.919","108.919"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","109.242","109.248","109.248","109.248","109.248","109.248","109.248","109.248"
