"DATE","RIMP70M1","RIMP70M2","RIMP70M3","RIMP70M4","RIMP70M5","RIMP70M6","RIMP70M7","RIMP70M8","RIMP70M9","RIMP70M10","RIMP70M11","RIMP70M12","RIMP71M1","RIMP71M2","RIMP71M3","RIMP71M4","RIMP71M5","RIMP71M6","RIMP71M7","RIMP71M8","RIMP71M9","RIMP71M10","RIMP71M11","RIMP71M12","RIMP72M1","RIMP72M2","RIMP72M3","RIMP72M4","RIMP72M5","RIMP72M6","RIMP72M7","RIMP72M8","RIMP72M9","RIMP72M10","RIMP72M11","RIMP72M12","RIMP73M1","RIMP73M2","RIMP73M3","RIMP73M4","RIMP73M5","RIMP73M6","RIMP73M7","RIMP73M8","RIMP73M9","RIMP73M10","RIMP73M11","RIMP73M12","RIMP74M1","RIMP74M2","RIMP74M3","RIMP74M4","RIMP74M5","RIMP74M6","RIMP74M7","RIMP74M8","RIMP74M9","RIMP74M10","RIMP74M11","RIMP74M12","RIMP75M1","RIMP75M2","RIMP75M3","RIMP75M4","RIMP75M5","RIMP75M6","RIMP75M7","RIMP75M8","RIMP75M9","RIMP75M10","RIMP75M11","RIMP75M12","RIMP76M1","RIMP76M2","RIMP76M3","RIMP76M4","RIMP76M5","RIMP76M6","RIMP76M7","RIMP76M8","RIMP76M9","RIMP76M10","RIMP76M11","RIMP76M12","RIMP77M1","RIMP77M2","RIMP77M3","RIMP77M4","RIMP77M5","RIMP77M6","RIMP77M7","RIMP77M8","RIMP77M9","RIMP77M10","RIMP77M11","RIMP77M12","RIMP78M1","RIMP78M2","RIMP78M3","RIMP78M4","RIMP78M5","RIMP78M6","RIMP78M7","RIMP78M8","RIMP78M9","RIMP78M10","RIMP78M11","RIMP78M12","RIMP79M1","RIMP79M2","RIMP79M3","RIMP79M4","RIMP79M5","RIMP79M6","RIMP79M7","RIMP79M8","RIMP79M9","RIMP79M10","RIMP79M11","RIMP79M12"
"1962:Q4","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7"
"1963:Q1","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1"
"1963:Q2","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8","34.8"
"1963:Q3","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5"
"1963:Q4","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5"
"1964:Q1","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5"
"1964:Q2","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","27.9","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4"
"1964:Q3","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","28.5","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3"
"1964:Q4","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4"
"1965:Q1","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0"
"1965:Q2","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8"
"1965:Q3","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8"
"1965:Q4","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3"
"1966:Q1","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2"
"1966:Q2","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0"
"1966:Q3","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9"
"1966:Q4","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1"
"1967:Q1","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8"
"1967:Q2","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6"
"1967:Q3","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3"
"1967:Q4","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1"
"1968:Q1","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6"
"1968:Q2","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8"
"1968:Q3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9"
"1968:Q4","45.7","45.7","45.7","45.7","45.7","45.7","45.7","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3"
"1969:Q1","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2"
