"DATE","RINVBF90M1","RINVBF90M2","RINVBF90M3","RINVBF90M4","RINVBF90M5","RINVBF90M6","RINVBF90M7","RINVBF90M8","RINVBF90M9","RINVBF90M10","RINVBF90M11","RINVBF90M12","RINVBF91M1","RINVBF91M2","RINVBF91M3","RINVBF91M4","RINVBF91M5","RINVBF91M6","RINVBF91M7","RINVBF91M8","RINVBF91M9","RINVBF91M10","RINVBF91M11","RINVBF91M12","RINVBF92M1","RINVBF92M2","RINVBF92M3","RINVBF92M4","RINVBF92M5","RINVBF92M6","RINVBF92M7","RINVBF92M8","RINVBF92M9","RINVBF92M10","RINVBF92M11","RINVBF92M12","RINVBF93M1","RINVBF93M2","RINVBF93M3","RINVBF93M4","RINVBF93M5","RINVBF93M6","RINVBF93M7","RINVBF93M8","RINVBF93M9","RINVBF93M10","RINVBF93M11","RINVBF93M12","RINVBF94M1","RINVBF94M2","RINVBF94M3","RINVBF94M4","RINVBF94M5","RINVBF94M6","RINVBF94M7","RINVBF94M8","RINVBF94M9","RINVBF94M10","RINVBF94M11","RINVBF94M12","RINVBF95M1","RINVBF95M2","RINVBF95M3","RINVBF95M4","RINVBF95M5","RINVBF95M6","RINVBF95M7","RINVBF95M8","RINVBF95M9","RINVBF95M10","RINVBF95M11","RINVBF95M12","RINVBF96M1","RINVBF96M2","RINVBF96M3","RINVBF96M4","RINVBF96M5","RINVBF96M6","RINVBF96M7","RINVBF96M8","RINVBF96M9","RINVBF96M10","RINVBF96M11","RINVBF96M12","RINVBF97M1","RINVBF97M2","RINVBF97M3","RINVBF97M4","RINVBF97M5","RINVBF97M6","RINVBF97M7","RINVBF97M8","RINVBF97M9","RINVBF97M10","RINVBF97M11","RINVBF97M12","RINVBF98M1","RINVBF98M2","RINVBF98M3","RINVBF98M4","RINVBF98M5","RINVBF98M6","RINVBF98M7","RINVBF98M8","RINVBF98M9","RINVBF98M10","RINVBF98M11","RINVBF98M12","RINVBF99M1","RINVBF99M2","RINVBF99M3","RINVBF99M4","RINVBF99M5","RINVBF99M6","RINVBF99M7","RINVBF99M8","RINVBF99M9","RINVBF99M10","RINVBF99M11","RINVBF99M12"
"1963:Q1","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","183.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","#N/A","164.7"
"1963:Q2","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","174.3","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","#N/A","169.9"
"1963:Q3","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","195.1","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","#N/A","175.1"
"1963:Q4","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","200.7","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","#N/A","180.8"
"1964:Q1","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","186.5","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","#N/A","185.4"
"1964:Q2","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","#N/A","190.1"
"1964:Q3","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","#N/A","196.5"
"1964:Q4","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","222.7","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","204.5","#N/A","200.4"
"1965:Q1","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","#N/A","214.0"
"1965:Q2","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","#N/A","222.1"
"1965:Q3","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","#N/A","230.4"
"1965:Q4","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","240.6","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","#N/A","240.3"
"1966:Q1","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","#N/A","250.9"
"1966:Q2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","276.8","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","#N/A","254.5"
"1966:Q3","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","279.2","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","262.0","#N/A","257.6"
"1966:Q4","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","249.7","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","#N/A","256.8"
"1967:Q1","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","244.5","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","271.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","255.0","#N/A","251.3"
"1967:Q2","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","#N/A","250.6"
"1967:Q3","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","243.4","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","#N/A","249.3"
"1967:Q4","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","273.4","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","#N/A","254.4"
"1968:Q1","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","#N/A","262.3"
"1968:Q2","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","261.6","#N/A","257.7"
"1968:Q3","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","#N/A","261.1"
"1968:Q4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","272.7","#N/A","268.9"
"1969:Q1","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","266.0","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","293.1","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","#N/A","276.7"
"1969:Q2","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","283.2","#N/A","279.7"
