"DATE","NCPROFAT90M1","NCPROFAT90M2","NCPROFAT90M3","NCPROFAT90M4","NCPROFAT90M5","NCPROFAT90M6","NCPROFAT90M7","NCPROFAT90M8","NCPROFAT90M9","NCPROFAT90M10","NCPROFAT90M11","NCPROFAT90M12","NCPROFAT91M1","NCPROFAT91M2","NCPROFAT91M3","NCPROFAT91M4","NCPROFAT91M5","NCPROFAT91M6","NCPROFAT91M7","NCPROFAT91M8","NCPROFAT91M9","NCPROFAT91M10","NCPROFAT91M11","NCPROFAT91M12","NCPROFAT92M1","NCPROFAT92M2","NCPROFAT92M3","NCPROFAT92M4","NCPROFAT92M5","NCPROFAT92M6","NCPROFAT92M7","NCPROFAT92M8","NCPROFAT92M9","NCPROFAT92M10","NCPROFAT92M11","NCPROFAT92M12","NCPROFAT93M1","NCPROFAT93M2","NCPROFAT93M3","NCPROFAT93M4","NCPROFAT93M5","NCPROFAT93M6","NCPROFAT93M7","NCPROFAT93M8","NCPROFAT93M9","NCPROFAT93M10","NCPROFAT93M11","NCPROFAT93M12","NCPROFAT94M1","NCPROFAT94M2","NCPROFAT94M3","NCPROFAT94M4","NCPROFAT94M5","NCPROFAT94M6","NCPROFAT94M7","NCPROFAT94M8","NCPROFAT94M9","NCPROFAT94M10","NCPROFAT94M11","NCPROFAT94M12","NCPROFAT95M1","NCPROFAT95M2","NCPROFAT95M3","NCPROFAT95M4","NCPROFAT95M5","NCPROFAT95M6","NCPROFAT95M7","NCPROFAT95M8","NCPROFAT95M9","NCPROFAT95M10","NCPROFAT95M11","NCPROFAT95M12","NCPROFAT96M1","NCPROFAT96M2","NCPROFAT96M3","NCPROFAT96M4","NCPROFAT96M5","NCPROFAT96M6","NCPROFAT96M7","NCPROFAT96M8","NCPROFAT96M9","NCPROFAT96M10","NCPROFAT96M11","NCPROFAT96M12","NCPROFAT97M1","NCPROFAT97M2","NCPROFAT97M3","NCPROFAT97M4","NCPROFAT97M5","NCPROFAT97M6","NCPROFAT97M7","NCPROFAT97M8","NCPROFAT97M9","NCPROFAT97M10","NCPROFAT97M11","NCPROFAT97M12","NCPROFAT98M1","NCPROFAT98M2","NCPROFAT98M3","NCPROFAT98M4","NCPROFAT98M5","NCPROFAT98M6","NCPROFAT98M7","NCPROFAT98M8","NCPROFAT98M9","NCPROFAT98M10","NCPROFAT98M11","NCPROFAT98M12","NCPROFAT99M1","NCPROFAT99M2","NCPROFAT99M3","NCPROFAT99M4","NCPROFAT99M5","NCPROFAT99M6","NCPROFAT99M7","NCPROFAT99M8","NCPROFAT99M9","NCPROFAT99M10","NCPROFAT99M11","NCPROFAT99M12"
"1982:Q3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","132.8","132.8"
"1982:Q4","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","128.9","128.9"
"1983:Q1","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","131.2","131.2"
"1983:Q2","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","151.5","151.5"
"1983:Q3","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","164.1","164.1"
"1983:Q4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","169.7","169.7"
"1984:Q1","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","156.8","178.0","178.0"
"1984:Q2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","151.2","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","157.2","178.0","178.0"
"1984:Q3","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.4","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","165.7","165.7"
"1984:Q4","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","136.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","166.2","166.2"
"1985:Q1","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","122.8","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","129.1","153.7","153.7"
"1985:Q2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","156.6","156.6"
"1985:Q3","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.2","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","160.4","160.4"
"1985:Q4","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","164.1","164.1"
"1986:Q1","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","133.2","133.2"
"1986:Q2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","133.8","133.8"
"1986:Q3","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","136.2","136.2"
"1986:Q4","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","121.0","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","144.4","144.4"
"1987:Q1","131.4","131.4","131.4","131.4","131.4","131.4","131.4","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","164.6","164.6"
"1987:Q2","139.4","139.4","139.4","139.4","139.4","139.4","139.4","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","157.9","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","167.3","187.3","187.3"
"1987:Q3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","195.6","195.6"
"1987:Q4","148.9","148.9","148.9","148.9","148.9","148.9","148.9","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","202.6","202.6"
"1988:Q1","159.9","159.9","159.9","159.9","159.9","159.9","159.9","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","201.0","225.4","225.4"
"1988:Q2","166.9","166.9","166.9","166.9","166.9","166.9","166.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","244.1","244.1"
"1988:Q3","173.2","173.2","173.2","173.2","173.2","173.2","173.2","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","182.5","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","249.1","249.1"
