"DATE","RNX80M1","RNX80M2","RNX80M3","RNX80M4","RNX80M5","RNX80M6","RNX80M7","RNX80M8","RNX80M9","RNX80M10","RNX80M11","RNX80M12","RNX81M1","RNX81M2","RNX81M3","RNX81M4","RNX81M5","RNX81M6","RNX81M7","RNX81M8","RNX81M9","RNX81M10","RNX81M11","RNX81M12","RNX82M1","RNX82M2","RNX82M3","RNX82M4","RNX82M5","RNX82M6","RNX82M7","RNX82M8","RNX82M9","RNX82M10","RNX82M11","RNX82M12","RNX83M1","RNX83M2","RNX83M3","RNX83M4","RNX83M5","RNX83M6","RNX83M7","RNX83M8","RNX83M9","RNX83M10","RNX83M11","RNX83M12","RNX84M1","RNX84M2","RNX84M3","RNX84M4","RNX84M5","RNX84M6","RNX84M7","RNX84M8","RNX84M9","RNX84M10","RNX84M11","RNX84M12","RNX85M1","RNX85M2","RNX85M3","RNX85M4","RNX85M5","RNX85M6","RNX85M7","RNX85M8","RNX85M9","RNX85M10","RNX85M11","RNX85M12","RNX86M1","RNX86M2","RNX86M3","RNX86M4","RNX86M5","RNX86M6","RNX86M7","RNX86M8","RNX86M9","RNX86M10","RNX86M11","RNX86M12","RNX87M1","RNX87M2","RNX87M3","RNX87M4","RNX87M5","RNX87M6","RNX87M7","RNX87M8","RNX87M9","RNX87M10","RNX87M11","RNX87M12","RNX88M1","RNX88M2","RNX88M3","RNX88M4","RNX88M5","RNX88M6","RNX88M7","RNX88M8","RNX88M9","RNX88M10","RNX88M11","RNX88M12","RNX89M1","RNX89M2","RNX89M3","RNX89M4","RNX89M5","RNX89M6","RNX89M7","RNX89M8","RNX89M9","RNX89M10","RNX89M11","RNX89M12"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2.5","6.3","2.8","2.8","2.8","2.8","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","-48.9","-48.9","-48.9","-48.9","-48.9","-48.9","-48.9","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-6.5","-10.3","-7.5","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-8.3","-60.6","-60.6","-60.6","-60.6","-60.6","-60.6","-60.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-10.0","-8.9","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-90.4","-87.2","-87.2","-87.2","-87.2","-87.2","-87.2","-87.2","-87.2","-87.2","-87.2","-87.2","-87.2","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-22.7","-26.6","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-88.7","-85.7","-85.7","-85.7","-85.7","-85.7","-85.7","-85.7","-85.7","-85.7","-85.7","-85.7","-85.7","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-15.2","-10.2","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-100.2","-100.2","-100.2","-100.2","-100.2","-100.2","-100.2","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-92.7","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-26.1","-27.0","-28.4","-28.4","-28.4","-28.4","-28.4","-28.4","-71.8","-71.8","-71.8","-71.8","-71.8","-71.8","-71.8","-78.8","-78.8","-78.8","-78.8","-78.8","-78.8","-78.8","-78.8","-78.8","-78.8","-78.8","-78.8","-81.0","-81.0","-81.0","-81.0","-81.0","-81.0","-81.0","-81.0","-81.0","-81.0","-81.0","-81.0","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-33.8","-33.3","-33.8","-33.8","-33.8","-101.1","-101.1","-101.1","-101.1","-101.1","-101.1","-101.1","-108.1","-108.1","-108.1","-108.1","-108.1","-108.1","-108.1","-108.1","-108.1","-108.1","-108.1","-108.1","-107.7","-107.7","-107.7","-107.7","-107.7","-107.7","-107.7","-107.7","-107.7","-107.7","-107.7","-107.7","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-34.0","-38.4","-119.8","-119.8","-119.8","-119.8","-119.8","-119.8","-119.8","-113.8","-113.8","-113.8","-113.8","-113.8","-113.8","-113.8","-113.8","-113.8","-113.8","-113.8","-113.8","-114.9","-114.9","-114.9","-114.9","-114.9","-114.9","-114.9","-114.9","-114.9","-114.9","-114.9","-114.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-127.6","-134.0","-140.8","-140.8","-140.8","-140.8","-132.0","-132.0","-132.0","-132.0","-132.0","-132.0","-132.0","-132.0","-132.0","-132.0","-132.0","-132.0","-129.3","-129.3","-129.3","-129.3","-129.3","-129.3","-129.3","-129.3","-129.3","-129.3","-129.3","-129.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-126.0","-130.3","-138.1","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-123.0","-123.0","-123.0","-123.0","-123.0","-123.0","-123.0","-123.0","-123.0","-123.0","-123.0","-123.0","-115.7","-115.7","-115.7","-115.7","-115.7","-115.7","-115.7","-115.7","-115.7","-115.7","-115.7","-115.7","-110.0","-110.0","-110.0","-110.0","-110.0"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-146.3","-150.5","-153.9","-153.9","-153.9","-153.9","-153.9","-153.9","-153.9","-153.9","-153.9","-153.9","-146.8","-146.8","-146.8","-146.8","-146.8","-146.8","-146.8","-146.8","-146.8","-146.8","-146.8","-146.8","-140.2","-140.2","-140.2","-140.2","-140.2","-140.2","-140.2","-140.2","-140.2","-140.2","-140.2","-140.2","-131.2","-131.2","-131.2","-131.2","-131.2"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-164.6","-163.6","-163.3","-163.3","-163.3","-163.3","-163.3","-163.3","-163.3","-161.6","-161.6","-161.6","-161.6","-161.6","-161.6","-161.6","-161.6","-161.6","-161.6","-161.6","-161.6","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-142.3","-142.3","-142.3","-142.3","-142.3"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-155.6","-151.1","-148.0","-148.0","-148.0","-148.0","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-151.8","-142.4","-142.4","-142.4","-142.4","-142.4","-142.4","-142.4","-142.4","-142.4","-142.4","-142.4","-142.4","-135.4","-135.4","-135.4","-135.4","-135.4"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-134.2","-137.2","-133.7","-135.2","-135.2","-135.2","-135.2","-135.2","-135.2","-135.2","-135.2","-135.2","-135.2","-135.2","-135.2","-132.8","-132.8","-132.8","-132.8","-132.8","-132.8","-132.8","-132.8","-132.8","-132.8","-132.8","-132.8","-118.2","-118.2","-118.2","-118.2","-118.2"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-127.8","-133.3","-132.7","-132.7","-132.7","-132.7","-132.7","-132.7","-132.7","-132.7","-132.7","-132.7","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-115.9","-115.9","-115.9","-115.9","-115.9"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-137.9","-134.9","-138.4","-138.4","-138.4","-138.4","-138.4","-138.4","-138.4","-130.7","-130.7","-130.7","-130.7","-130.7","-130.7","-130.7","-130.7","-130.7","-130.7","-130.7","-130.7","-118.9","-118.9","-118.9","-118.9","-118.9"
"1987:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-130.7","-136.4","-135.8","-135.8","-135.8","-135.8","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-126.0","-109.8","-109.8","-109.8","-109.8","-109.8"
"1988:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-132.2","-119.1","-120.3","-109.0","-109.0","-109.0","-109.0","-109.0","-109.0","-109.0","-109.0","-109.0","-109.0","-109.0","-109.0","-78.2","-78.2","-78.2","-78.2","-78.2"
"1988:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-90.1","-90.1","-92.6","-92.6","-92.6","-92.6","-92.6","-92.6","-92.6","-92.6","-92.6","-92.6","-72.6","-72.6","-72.6","-72.6","-72.6"
"1988:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-94.9","-95.2","-93.9","-93.9","-93.9","-93.9","-93.9","-93.9","-93.9","-74.9","-74.9","-74.9","-74.9","-74.9"
"1988:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-100.7","-103.3","-105.4","-105.4","-105.4","-105.4","-73.8","-73.8","-73.8","-73.8","-73.8"
