"DATE","HSTARTS10M1","HSTARTS10M2","HSTARTS10M3","HSTARTS10M4","HSTARTS10M5","HSTARTS10M6","HSTARTS10M7","HSTARTS10M8","HSTARTS10M9","HSTARTS10M10","HSTARTS10M11","HSTARTS10M12","HSTARTS11M1","HSTARTS11M2","HSTARTS11M3","HSTARTS11M4","HSTARTS11M5","HSTARTS11M6","HSTARTS11M7","HSTARTS11M8","HSTARTS11M9","HSTARTS11M10","HSTARTS11M11","HSTARTS11M12","HSTARTS12M1","HSTARTS12M2","HSTARTS12M3","HSTARTS12M4","HSTARTS12M5","HSTARTS12M6","HSTARTS12M7","HSTARTS12M8","HSTARTS12M9","HSTARTS12M10","HSTARTS12M11","HSTARTS12M12","HSTARTS13M1","HSTARTS13M2","HSTARTS13M3","HSTARTS13M4","HSTARTS13M5","HSTARTS13M6","HSTARTS13M7","HSTARTS13M8","HSTARTS13M9","HSTARTS13M10","HSTARTS13M11","HSTARTS13M12","HSTARTS14M1","HSTARTS14M2","HSTARTS14M3","HSTARTS14M4","HSTARTS14M5","HSTARTS14M6","HSTARTS14M7","HSTARTS14M8","HSTARTS14M9","HSTARTS14M10","HSTARTS14M11","HSTARTS14M12","HSTARTS15M1","HSTARTS15M2","HSTARTS15M3","HSTARTS15M4","HSTARTS15M5"
"1958:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1959:01","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0","1657.0"
"1959:02","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0","1667.0"
"1959:03","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0","1620.0"
"1959:04","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0"
"1959:05","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0","1498.0"
"1959:06","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0"
"1959:07","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0"
"1959:08","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0","1430.0"
"1959:09","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0"
"1959:10","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0","1355.0"
"1959:11","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0","1416.0"
"1959:12","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0","1601.0"
"1960:01","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0","1460.0"
"1960:02","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0","1503.0"
"1960:03","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0","1109.0"
"1960:04","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0","1289.0"
"1960:05","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0","1271.0"
"1960:06","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0"
"1960:07","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0"
"1960:08","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0","1344.0"
"1960:09","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0","1097.0"
"1960:10","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0"
"1960:11","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0"
"1960:12","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0","1063.0"
"1961:01","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0","1183.0"
"1961:02","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0","1226.0"
"1961:03","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0"
"1961:04","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0","1166.0"
"1961:05","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0","1228.0"
"1961:06","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0","1382.0"
"1961:07","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0","1335.0"
"1961:08","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0","1312.0"
"1961:09","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0","1429.0"
