"DATE","HSTARTS10M1","HSTARTS10M2","HSTARTS10M3","HSTARTS10M4","HSTARTS10M5","HSTARTS10M6","HSTARTS10M7","HSTARTS10M8","HSTARTS10M9","HSTARTS10M10","HSTARTS10M11","HSTARTS10M12","HSTARTS11M1","HSTARTS11M2","HSTARTS11M3","HSTARTS11M4","HSTARTS11M5","HSTARTS11M6","HSTARTS11M7","HSTARTS11M8","HSTARTS11M9","HSTARTS11M10","HSTARTS11M11","HSTARTS11M12","HSTARTS12M1","HSTARTS12M2","HSTARTS12M3","HSTARTS12M4","HSTARTS12M5","HSTARTS12M6","HSTARTS12M7","HSTARTS12M8","HSTARTS12M9","HSTARTS12M10","HSTARTS12M11","HSTARTS12M12","HSTARTS13M1","HSTARTS13M2","HSTARTS13M3","HSTARTS13M4","HSTARTS13M5","HSTARTS13M6","HSTARTS13M7","HSTARTS13M8","HSTARTS13M9","HSTARTS13M10","HSTARTS13M11","HSTARTS13M12","HSTARTS14M1","HSTARTS14M2","HSTARTS14M3","HSTARTS14M4","HSTARTS14M5","HSTARTS14M6","HSTARTS14M7","HSTARTS14M8","HSTARTS14M9","HSTARTS14M10","HSTARTS14M11","HSTARTS14M12","HSTARTS15M1","HSTARTS15M2","HSTARTS15M3","HSTARTS15M4","HSTARTS15M5"
"1975:11","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0","1360.0"
"1975:12","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0","1321.0"
"1976:01","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0","1367.0"
"1976:02","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0","1538.0"
"1976:03","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0","1421.0"
"1976:04","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0","1395.0"
"1976:05","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0","1459.0"
"1976:06","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0","1495.0"
"1976:07","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0","1401.0"
"1976:08","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0","1550.0"
"1976:09","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0","1720.0"
"1976:10","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0"
"1976:11","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0","1641.0"
"1976:12","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0"
"1977:01","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0","1527.0"
"1977:02","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0","1943.0"
"1977:03","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0","2063.0"
"1977:04","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0","1892.0"
"1977:05","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0"
"1977:06","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0","1893.0"
"1977:07","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0","2058.0"
"1977:08","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0","2020.0"
"1977:09","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0"
"1977:10","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0"
"1977:11","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0","2042.0"
"1977:12","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0","2142.0"
"1978:01","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0"
"1978:02","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0","1738.0"
"1978:03","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0","2032.0"
"1978:04","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0","2197.0"
"1978:05","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0","2075.0"
"1978:06","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0","2070.0"
"1978:07","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0"
"1978:08","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0","1996.0"
"1978:09","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0","1970.0"
"1978:10","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0","1981.0"
"1978:11","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0","2094.0"
"1978:12","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0","2044.0"
"1979:01","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0","1630.0"
"1979:02","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0"
