"DATE","CUM90M1","CUM90M2","CUM90M3","CUM90M4","CUM90M5","CUM90M6","CUM90M7","CUM90M8","CUM90M9","CUM90M10","CUM90M11","CUM90M12","CUM91M1","CUM91M2","CUM91M3","CUM91M4","CUM91M5","CUM91M6","CUM91M7","CUM91M8","CUM91M9","CUM91M10","CUM91M11","CUM91M12","CUM92M1","CUM92M2","CUM92M3","CUM92M4","CUM92M5","CUM92M6","CUM92M7","CUM92M8","CUM92M9","CUM92M10","CUM92M11","CUM92M12","CUM93M1","CUM93M2","CUM93M3","CUM93M4","CUM93M5","CUM93M6","CUM93M7","CUM93M8","CUM93M9","CUM93M10","CUM93M11","CUM93M12","CUM94M1","CUM94M2","CUM94M3","CUM94M4","CUM94M5","CUM94M6","CUM94M7","CUM94M8","CUM94M9","CUM94M10","CUM94M11","CUM94M12","CUM95M1","CUM95M2","CUM95M3","CUM95M4","CUM95M5","CUM95M6","CUM95M7","CUM95M8","CUM95M9","CUM95M10","CUM95M11","CUM95M12","CUM96M1","CUM96M2","CUM96M3","CUM96M4","CUM96M5","CUM96M6","CUM96M7","CUM96M8","CUM96M9","CUM96M10","CUM96M11","CUM96M12","CUM97M1","CUM97M2","CUM97M3","CUM97M4","CUM97M5","CUM97M6","CUM97M7","CUM97M8","CUM97M9","CUM97M10","CUM97M11","CUM97M12","CUM98M1","CUM98M2","CUM98M3","CUM98M4","CUM98M5","CUM98M6","CUM98M7","CUM98M8","CUM98M9","CUM98M10","CUM98M11","CUM98M12","CUM99M1","CUM99M2","CUM99M3","CUM99M4","CUM99M5","CUM99M6","CUM99M7","CUM99M8","CUM99M9","CUM99M10","CUM99M11","CUM99M12"
"1954:09","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2"
"1954:10","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7"
"1954:11","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9"
"1954:12","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8"
"1955:01","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5"
"1955:02","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1"
"1955:03","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8"
"1955:04","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7"
"1955:05","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9"
"1955:06","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6"
"1955:07","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7","87.7"
"1955:08","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3"
"1955:09","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5"
"1955:10","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4","88.4"
"1955:11","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3","88.3"
"1955:12","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0"
"1956:01","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2"
"1956:02","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4"
"1956:03","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0","87.0"
"1956:04","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8","87.8"
"1956:05","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3"
"1956:06","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3"
"1956:07","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5"
"1956:08","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9"
"1956:09","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0"
