"DATE","RCONND00M1","RCONND00M2","RCONND00M3","RCONND00M4","RCONND00M5","RCONND00M6","RCONND00M7","RCONND00M8","RCONND00M9","RCONND00M10","RCONND00M11","RCONND00M12","RCONND01M1","RCONND01M2","RCONND01M3","RCONND01M4","RCONND01M5","RCONND01M6","RCONND01M7","RCONND01M8","RCONND01M9","RCONND01M10","RCONND01M11","RCONND01M12","RCONND02M1","RCONND02M2","RCONND02M3","RCONND02M4","RCONND02M5","RCONND02M6","RCONND02M7","RCONND02M8","RCONND02M9","RCONND02M10","RCONND02M11","RCONND02M12","RCONND03M1","RCONND03M2","RCONND03M3","RCONND03M4","RCONND03M5","RCONND03M6","RCONND03M7","RCONND03M8","RCONND03M9","RCONND03M10","RCONND03M11","RCONND03M12","RCONND04M1","RCONND04M2","RCONND04M3","RCONND04M4","RCONND04M5","RCONND04M6","RCONND04M7","RCONND04M8","RCONND04M9","RCONND04M10","RCONND04M11","RCONND04M12","RCONND05M1","RCONND05M2","RCONND05M3","RCONND05M4","RCONND05M5","RCONND05M6","RCONND05M7","RCONND05M8","RCONND05M9","RCONND05M10","RCONND05M11","RCONND05M12","RCONND06M1","RCONND06M2","RCONND06M3","RCONND06M4","RCONND06M5","RCONND06M6","RCONND06M7","RCONND06M8","RCONND06M9","RCONND06M10","RCONND06M11","RCONND06M12","RCONND07M1","RCONND07M2","RCONND07M3","RCONND07M4","RCONND07M5","RCONND07M6","RCONND07M7","RCONND07M8","RCONND07M9","RCONND07M10","RCONND07M11","RCONND07M12","RCONND08M1","RCONND08M2","RCONND08M3","RCONND08M4","RCONND08M5","RCONND08M6","RCONND08M7","RCONND08M8","RCONND08M9","RCONND08M10","RCONND08M11","RCONND08M12","RCONND09M1","RCONND09M2","RCONND09M3","RCONND09M4","RCONND09M5","RCONND09M6","RCONND09M7","RCONND09M8","RCONND09M9","RCONND09M10","RCONND09M11","RCONND09M12"
"1965:Q2","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","774.0","773.9","773.9","773.9","696.5","696.5","696.5","696.5","696.5"
"1965:Q3","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","726.9","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.2","785.1","785.1","785.1","706.9","706.9","706.9","706.9","706.9"
"1965:Q4","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","752.1","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.4","812.4","812.4","733.2","733.2","733.2","733.2","733.2"
"1966:Q1","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.9","819.8","819.8","819.8","738.5","738.5","738.5","738.5","738.5"
"1966:Q2","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","827.1","745.5","745.5","745.5","745.5","745.5"
"1966:Q3","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","832.7","750.9","750.9","750.9","750.9","750.9"
"1966:Q4","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","767.8","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","748.9","748.9","748.9","748.9","748.9"
"1967:Q1","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","773.7","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","757.3","757.3","757.3","757.3","757.3"
"1967:Q2","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","777.4","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","839.9","762.9","762.9","762.9","762.9","762.9"
"1967:Q3","778.0","778.0","778.0","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","778.1","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","762.2","762.2","762.2","762.2","762.2"
"1967:Q4","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","782.3","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.2","845.1","845.1","845.1","765.6","765.6","765.6","765.6","765.6"
"1968:Q1","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","799.5","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.6","863.6","863.6","780.6","780.6","780.6","780.6","780.6"
"1968:Q2","809.6","809.6","809.6","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","809.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.7","874.6","874.6","874.6","790.2","790.2","790.2","790.2","790.2"
"1968:Q3","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.3","888.2","888.2","888.2","802.8","802.8","802.8","802.8","802.8"
"1968:Q4","822.1","822.1","822.1","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.1","888.0","888.0","888.0","803.0","803.0","803.0","803.0","803.0"
"1969:Q1","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","829.9","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","896.6","812.0","812.0","812.0","812.0","812.0"
"1969:Q2","834.0","834.0","834.0","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","834.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.0","901.0","901.0","813.7","813.7","813.7","813.7","813.7"
"1969:Q3","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","835.4","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.5","902.5","902.5","816.8","816.8","816.8","816.8","816.8"
"1969:Q4","840.5","840.5","840.5","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","840.6","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","908.0","907.9","907.9","907.9","822.3","822.3","822.3","822.3","822.3"
"1970:Q1","849.1","849.1","849.1","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","849.2","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.3","917.3","917.3","829.3","829.3","829.3","829.3","829.3"
"1970:Q2","850.9","850.9","850.9","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","851.0","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.2","919.2","919.2","828.8","828.8","828.8","828.8","828.8"
"1970:Q3","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.3","925.3","925.3","834.7","834.7","834.7","834.7","834.7"
"1970:Q4","863.3","863.3","863.3","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","863.2","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.7","932.6","932.6","932.6","844.5","844.5","844.5","844.5","844.5"
"1971:Q1","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","866.2","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","935.8","848.0","848.0","848.0","848.0","848.0"
"1971:Q2","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","869.4","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.2","939.2","939.2","849.9","849.9","849.9","849.9","849.9"
"1971:Q3","869.4","869.4","869.4","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","869.5","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","939.3","848.2","848.2","848.2","848.2","848.2"
