"DATE","nconhh09Q3","nconhh09Q4","nconhh10Q1","nconhh10Q2","nconhh10Q3","nconhh10Q4","nconhh11Q1","nconhh11Q2","nconhh11Q3","nconhh11Q4","nconhh12Q1","nconhh12Q2","nconhh12Q3","nconhh12Q4","nconhh13Q1","nconhh13Q2","nconhh13Q3","nconhh13Q4","nconhh14Q1","nconhh14Q2","nconhh14Q3","nconhh14Q4","nconhh15Q1","nconhh15Q2"
"1956:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1959:Q1","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.203","305.206","305.206","305.206","305.206","305.206","305.206","305.206","305.206"
"1959:Q2","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.086","311.087","311.087","311.087","311.087","311.087","311.087","311.087","311.087"
"1959:Q3","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.147","316.148","316.148","316.148","316.148","316.148","316.148","316.148","316.148"
"1959:Q4","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.135","318.13","318.13","318.13","318.13","318.13","318.13","318.13","318.13"
"1960:Q1","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.607","321.606","321.606","321.606","321.606","321.606","321.606","321.606","321.606"
"1960:Q2","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507","327.507"
"1960:Q3","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.492","327.493","327.493","327.493","327.493","327.493","327.493","327.493","327.493"
"1960:Q4","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465","329.465"
"1961:Q1","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.019","330.021","330.021","330.021","330.021","330.021","330.021","330.021","330.021"
"1961:Q2","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743","334.743"
"1961:Q3","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.507","337.505","337.505","337.505","337.505","337.505","337.505","337.505","337.505"
"1961:Q4","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.612","344.61","344.61","344.61","344.61","344.61","344.61","344.61","344.61"
"1962:Q1","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812","349.812"
"1962:Q2","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.496","355.494","355.494","355.494","355.494","355.494","355.494","355.494","355.494"
"1962:Q3","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.435","359.439","359.439","359.439","359.439","359.439","359.439","359.439","359.439"
"1962:Q4","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.77","365.768","365.768","365.768","365.768","365.768","365.768","365.768","365.768"
"1963:Q1","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.273","369.269","369.269","369.269","369.269","369.269","369.269","369.269","369.269"
"1963:Q2","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.205","373.207","373.207","373.207","373.207","373.207","373.207","373.207","373.207"
"1963:Q3","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.957","379.958","379.958","379.958","379.958","379.958","379.958","379.958","379.958"
"1963:Q4","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.406","384.403","384.403","384.403","384.403","384.403","384.403","384.403","384.403"
"1964:Q1","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.73","393.733","393.733","393.733","393.733","393.733","393.733","393.733","393.733"
"1964:Q2","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654","401.654"
"1964:Q3","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538","410.538"
"1964:Q4","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.107","413.109","413.109","413.109","413.109","413.109","413.109","413.109","413.109"
"1965:Q1","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76","423.76"
"1965:Q2","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.442","430.444","430.444","430.444","430.444","430.444","430.444","430.444","430.444"
"1965:Q3","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.303","439.307","439.307","439.307","439.307","439.307","439.307","439.307","439.307"
"1965:Q4","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.963","452.965","452.965","452.965","452.965","452.965","452.965","452.965","452.965"
"1966:Q1","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.249","463.25","463.25","463.25","463.25","463.25","463.25","463.25","463.25"
"1966:Q2","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367","468.367"
"1966:Q3","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.556","477.558","477.558","477.558","477.558","477.558","477.558","477.558","477.558"
"1966:Q4","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.386","483.389","483.389","483.389","483.389","483.389","483.389","483.389","483.389"
"1967:Q1","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.54","487.542","487.542","487.542","487.542","487.542","487.542","487.542","487.542"
"1967:Q2","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.35","496.353","496.353","496.353","496.353","496.353","496.353","496.353","496.353"
"1967:Q3","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.199","503.202","503.202","503.202","503.202","503.202","503.202","503.202","503.202"
"1967:Q4","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.352","510.356","510.356","510.356","510.356","510.356","510.356","510.356","510.356"
"1968:Q1","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.142","528.145","528.145","528.145","528.145","528.145","528.145","528.145","528.145"
"1968:Q2","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863","541.863"
"1968:Q3","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.927","557.928","557.928","557.928","557.928","557.928","557.928","557.928","557.928"
"1968:Q4","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.702","566.703","566.703","566.703","566.703","566.703","566.703","566.703","566.703"
"1969:Q1","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.749","578.752","578.752","578.752","578.752","578.752","578.752","578.752","578.752"
"1969:Q2","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.888","589.891","589.891","589.891","589.891","589.891","589.891","589.891","589.891"
"1969:Q3","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.919","599.921","599.921","599.921","599.921","599.921","599.921","599.921","599.921"
"1969:Q4","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.613","611.617","611.617","611.617","611.617","611.617","611.617","611.617","611.617"
"1970:Q1","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.458","622.461","622.461","622.461","622.461","622.461","622.461","622.461","622.461"
"1970:Q2","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.197","632.199","632.199","632.199","632.199","632.199","632.199","632.199","632.199"
"1970:Q3","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.789","643.791","643.791","643.791","643.791","643.791","643.791","643.791","643.791"
"1970:Q4","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.417","650.424","650.424","650.424","650.424","650.424","650.424","650.424","650.424"
"1971:Q1","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.114","669.118","669.118","669.118","669.118","669.118","669.118","669.118","669.118"
"1971:Q2","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.818","682.82","682.82","682.82","682.82","682.82","682.82","682.82","682.82"
"1971:Q3","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.767","694.768","694.768","694.768","694.768","694.768","694.768","694.768","694.768"
"1971:Q4","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.437","710.438","710.438","710.438","710.438","710.438","710.438","710.438","710.438"
"1972:Q1","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.708","727.705","727.705","727.705","727.705","727.705","727.705","727.705","727.705"
"1972:Q2","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.004","746.007","746.007","746.007","746.007","746.007","746.007","746.007","746.007"
"1972:Q3","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.46","764.467","764.467","764.467","764.467","764.467","764.467","764.467","764.467"
"1972:Q4","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.291","788.295","788.295","788.295","788.295","788.295","788.295","788.295","788.295"
"1973:Q1","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.223","813.226","813.226","813.226","813.226","813.226","813.226","813.226","813.226"
"1973:Q2","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276","828.276"
"1973:Q3","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.63","846.632","846.632","846.632","846.632","846.632","846.632","846.632","846.632"
"1973:Q4","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.393","861.398","861.398","861.398","861.398","861.398","861.398","861.398","861.398"
"1974:Q1","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.969","878.968","878.968","878.968","878.968","878.968","878.968","878.968","878.968"
"1974:Q2","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.735","906.734","906.734","906.734","906.734","906.734","906.734","906.734","906.734"
"1974:Q3","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438","935.438"
"1974:Q4","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.844","944.848","944.848","944.848","944.848","944.848","944.848","944.848","944.848"
"1975:Q1","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.812","970.817","970.817","970.817","970.817","970.817","970.817","970.817","970.817"
"1975:Q2","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.252","999.254","999.254","999.254","999.254","999.254","999.254","999.254","999.254"
"1975:Q3","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.219","1032.222","1032.222","1032.222","1032.222","1032.222","1032.222","1032.222","1032.222"
"1975:Q4","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.659","1060.667","1060.667","1060.667","1060.667","1060.667","1060.667","1060.667","1060.667"
"1976:Q1","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.458","1093.46","1093.46","1093.46","1093.46","1093.46","1093.46","1093.46","1093.46"
"1976:Q2","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.136","1113.142","1113.142","1113.142","1113.142","1113.142","1113.142","1113.142","1113.142"
"1976:Q3","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.463","1142.472","1142.472","1142.472","1142.472","1142.472","1142.472","1142.472","1142.472"
"1976:Q4","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.682","1175.689","1175.689","1175.689","1175.689","1175.689","1175.689","1175.689","1175.689"
"1977:Q1","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.587","1210.591","1210.591","1210.591","1210.591","1210.591","1210.591","1210.591","1210.591"
"1977:Q2","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.598","1238.605","1238.605","1238.605","1238.605","1238.605","1238.605","1238.605","1238.605"
"1977:Q3","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.947","1268.951","1268.951","1268.951","1268.951","1268.951","1268.951","1268.951","1268.951"
"1977:Q4","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.002","1306.008","1306.008","1306.008","1306.008","1306.008","1306.008","1306.008","1306.008"
"1978:Q1","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.581","1335.591","1335.591","1335.591","1335.591","1335.591","1335.591","1335.591","1335.591"
"1978:Q2","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.598","1392.604","1392.604","1392.604","1392.604","1392.604","1392.604","1392.604","1392.604"
"1978:Q3","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.958","1422.967","1422.967","1422.967","1422.967","1422.967","1422.967","1422.967","1422.967"
"1978:Q4","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.448","1461.455","1461.455","1461.455","1461.455","1461.455","1461.455","1461.455","1461.455"
"1979:Q1","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.64","1495.651","1495.651","1495.651","1495.651","1495.651","1495.651","1495.651","1495.651"
"1979:Q2","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.621","1535.625","1535.625","1535.625","1535.625","1535.625","1535.625","1535.625","1535.625"
"1979:Q3","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.07","1590.08","1590.08","1590.08","1590.08","1590.08","1590.08","1590.08","1590.08"
"1979:Q4","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.133","1632.142","1632.142","1632.142","1632.142","1632.142","1632.142","1632.142","1632.142"
"1980:Q1","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1677.846","1678.196","1678.196","1678.196","1678.196","1678.196","1678.196","1678.196","1678.196"
"1980:Q2","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1678.738","1679.437","1679.437","1679.437","1679.437","1679.437","1679.437","1679.437","1679.437"
"1980:Q3","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1736.352","1737.18","1737.18","1737.18","1737.18","1737.18","1737.18","1737.18","1737.18"
"1980:Q4","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1802.817","1803.523","1803.523","1803.523","1803.523","1803.523","1803.523","1803.523","1803.523"
"1981:Q1","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1857.853","1858.203","1858.203","1858.203","1858.203","1858.203","1858.203","1858.203","1858.203"
"1981:Q2","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.342","1888.428","1888.428","1888.428","1888.428","1888.428","1888.428","1888.428","1888.428"
"1981:Q3","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.743","1926.732","1926.732","1926.732","1926.732","1926.732","1926.732","1926.732","1926.732"
"1981:Q4","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.01","1940.097","1940.097","1940.097","1940.097","1940.097","1940.097","1940.097","1940.097"
"1982:Q1","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.204","1977.561","1977.561","1977.561","1977.561","1977.561","1977.561","1977.561","1977.561"
"1982:Q2","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.118","2003.676","2003.676","2003.676","2003.676","2003.676","2003.676","2003.676","2003.676"
