"DATE","RINVRESID00M1","RINVRESID00M2","RINVRESID00M3","RINVRESID00M4","RINVRESID00M5","RINVRESID00M6","RINVRESID00M7","RINVRESID00M8","RINVRESID00M9","RINVRESID00M10","RINVRESID00M11","RINVRESID00M12","RINVRESID01M1","RINVRESID01M2","RINVRESID01M3","RINVRESID01M4","RINVRESID01M5","RINVRESID01M6","RINVRESID01M7","RINVRESID01M8","RINVRESID01M9","RINVRESID01M10","RINVRESID01M11","RINVRESID01M12","RINVRESID02M1","RINVRESID02M2","RINVRESID02M3","RINVRESID02M4","RINVRESID02M5","RINVRESID02M6","RINVRESID02M7","RINVRESID02M8","RINVRESID02M9","RINVRESID02M10","RINVRESID02M11","RINVRESID02M12","RINVRESID03M1","RINVRESID03M2","RINVRESID03M3","RINVRESID03M4","RINVRESID03M5","RINVRESID03M6","RINVRESID03M7","RINVRESID03M8","RINVRESID03M9","RINVRESID03M10","RINVRESID03M11","RINVRESID03M12","RINVRESID04M1","RINVRESID04M2","RINVRESID04M3","RINVRESID04M4","RINVRESID04M5","RINVRESID04M6","RINVRESID04M7","RINVRESID04M8","RINVRESID04M9","RINVRESID04M10","RINVRESID04M11","RINVRESID04M12","RINVRESID05M1","RINVRESID05M2","RINVRESID05M3","RINVRESID05M4","RINVRESID05M5","RINVRESID05M6","RINVRESID05M7","RINVRESID05M8","RINVRESID05M9","RINVRESID05M10","RINVRESID05M11","RINVRESID05M12","RINVRESID06M1","RINVRESID06M2","RINVRESID06M3","RINVRESID06M4","RINVRESID06M5","RINVRESID06M6","RINVRESID06M7","RINVRESID06M8","RINVRESID06M9","RINVRESID06M10","RINVRESID06M11","RINVRESID06M12","RINVRESID07M1","RINVRESID07M2","RINVRESID07M3","RINVRESID07M4","RINVRESID07M5","RINVRESID07M6","RINVRESID07M7","RINVRESID07M8","RINVRESID07M9","RINVRESID07M10","RINVRESID07M11","RINVRESID07M12","RINVRESID08M1","RINVRESID08M2","RINVRESID08M3","RINVRESID08M4","RINVRESID08M5","RINVRESID08M6","RINVRESID08M7","RINVRESID08M8","RINVRESID08M9","RINVRESID08M10","RINVRESID08M11","RINVRESID08M12","RINVRESID09M1","RINVRESID09M2","RINVRESID09M3","RINVRESID09M4","RINVRESID09M5","RINVRESID09M6","RINVRESID09M7","RINVRESID09M8","RINVRESID09M9","RINVRESID09M10","RINVRESID09M11","RINVRESID09M12"
"1962:Q1","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","217.9","217.9","217.9","217.9","217.9"
"1962:Q2","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","224.7","224.7","224.7","224.7","224.7"
"1962:Q3","152.2","152.2","152.2","152.2","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","152.3","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","173.8","224.5","224.5","224.5","224.5","224.5"
"1962:Q4","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","152.1","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","224.2","224.2","224.2","224.2","224.2"
"1963:Q1","157.5","157.5","157.5","157.5","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","157.6","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","232.3","232.3","232.3","232.3","232.3"
"1963:Q2","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","249.1","249.1","249.1","249.1","249.1"
"1963:Q3","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","253.7","253.7","253.7","253.7","253.7"
"1963:Q4","177.2","177.2","177.2","177.2","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","177.3","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","261.5","261.5","261.5","261.5","261.5"
"1964:Q1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","214.8","277.5","277.5","277.5","277.5","277.5"
"1964:Q2","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","178.6","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","263.6","263.6","263.6","263.6","263.6"
"1964:Q3","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","175.7","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","259.2","259.2","259.2","259.2","259.2"
"1964:Q4","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","172.5","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","254.5","254.5","254.5","254.5","254.5"
"1965:Q1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","255.3","255.3","255.3","255.3","255.3"
"1965:Q2","174.4","174.4","174.4","174.4","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","199.2","257.2","257.2","257.2","257.2","257.2"
"1965:Q3","175.1","175.1","175.1","175.1","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","258.3","258.3","258.3","258.3","258.3"
"1965:Q4","171.3","171.3","171.3","171.3","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","171.4","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","195.6","252.8","252.8","252.8","252.8","252.8"
"1966:Q1","175.2","175.2","175.2","175.2","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","200.1","258.8","258.8","258.8","258.8","258.8"
"1966:Q2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","161.2","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","238.1","238.1","238.1","238.1","238.1"
"1966:Q3","155.9","155.9","155.9","155.9","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","156.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","230.3","230.3","230.3","230.3","230.3"
"1966:Q4","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","206.1","206.1","206.1","206.1","206.1"
"1967:Q1","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","199.7","199.7","199.7","199.7","199.7"
"1967:Q2","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","150.8","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","172.1","222.2","222.2","222.2","222.2","222.2"
"1967:Q3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","158.3","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","233.3","233.3","233.3","233.3","233.3"
"1967:Q4","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","167.6","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","246.8","246.8","246.8","246.8","246.8"
"1968:Q1","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","248.4","248.4","248.4","248.4","248.4"
"1968:Q2","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","197.3","254.8","254.8","254.8","254.8","254.8"
