"DATE","H71M9","H71M10","H71M11","H71M12","H72M1","H72M2","H72M3","H72M4","H72M5","H72M6","H72M7","H72M8","H72M9","H72M10","H72M11","H72M12","H73M1","H73M2","H73M3","H73M4","H73M5","H73M6","H73M7","H73M8","H73M9","H73M10","H73M11","H73M12","H74M1","H74M2","H74M3","H74M4","H74M5","H74M6","H74M7","H74M8","H74M9","H74M10","H74M11","H74M12","H75M1","H75M2","H75M3","H75M4","H75M5","H75M6","H75M7","H75M8","H75M9","H75M10","H75M11","H75M12","H76M1","H76M2","H76M3","H76M4","H76M5","H76M6","H76M7","H76M8","H76M9","H76M10","H76M11","H76M12","H77M1","H77M2","H77M3","H77M4","H77M5","H77M6","H77M7","H77M8","H77M9","H77M10","H77M11","H77M12","H78M1","H78M2","H78M3","H78M4","H78M5","H78M6","H78M7","H78M8","H78M9","H78M10","H78M11","H78M12","H79M1","H79M2","H79M3","H79M4","H79M5","H79M6","H79M7","H79M8","H79M9","H79M10","H79M11","H79M12"
"1967:11","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2"
"1967:12","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0"
"1968:01","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"1968:02","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5"
"1968:03","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3"
"1968:04","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3"
"1968:05","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0"
"1968:06","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5"
"1968:07","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6"
"1968:08","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8"
"1968:09","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2"
"1968:10","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5"
"1968:11","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5"
"1968:12","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.7","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9","103.9"
"1969:01","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6"
"1969:02","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5"
"1969:03","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","105.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3"
"1969:04","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4"
"1969:05","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8"
"1969:06","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.7","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9"
"1969:07","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3"
"1969:08","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5"
"1969:09","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.6","106.6","106.6","106.6","106.6","106.6","106.6","106.6","106.6","106.6","106.6","106.6","106.6","106.6","106.6"
"1969:10","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5"
"1969:11","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2"
"1969:12","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5"
"1970:01","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9"
"1970:02","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0"
"1970:03","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9"
"1970:04","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1"
"1970:05","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.1","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5"
"1970:06","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","104.0","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","103.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3"
