"DATE","TRANR65Q4","TRANR66Q1","TRANR66Q2","TRANR66Q3","TRANR66Q4","TRANR67Q1","TRANR67Q2","TRANR67Q3","TRANR67Q4","TRANR68Q1","TRANR68Q2","TRANR68Q3","TRANR68Q4","TRANR69Q1","TRANR69Q2","TRANR69Q3","TRANR69Q4","TRANR70Q1","TRANR70Q2","TRANR70Q3","TRANR70Q4","TRANR71Q1","TRANR71Q2","TRANR71Q3","TRANR71Q4","TRANR72Q1","TRANR72Q2","TRANR72Q3","TRANR72Q4","TRANR73Q1","TRANR73Q2","TRANR73Q3","TRANR73Q4","TRANR74Q1","TRANR74Q2","TRANR74Q3","TRANR74Q4","TRANR75Q1","TRANR75Q2","TRANR75Q3","TRANR75Q4","TRANR76Q1","TRANR76Q2","TRANR76Q3","TRANR76Q4","TRANR77Q1","TRANR77Q2","TRANR77Q3","TRANR77Q4","TRANR78Q1","TRANR78Q2","TRANR78Q3","TRANR78Q4","TRANR79Q1","TRANR79Q2","TRANR79Q3","TRANR79Q4","TRANR80Q1","TRANR80Q2","TRANR80Q3","TRANR80Q4","TRANR81Q1","TRANR81Q2","TRANR81Q3","TRANR81Q4","TRANR82Q1","TRANR82Q2","TRANR82Q3","TRANR82Q4","TRANR83Q1","TRANR83Q2","TRANR83Q3","TRANR83Q4","TRANR84Q1","TRANR84Q2","TRANR84Q3","TRANR84Q4","TRANR85Q1","TRANR85Q2","TRANR85Q3","TRANR85Q4","TRANR86Q1","TRANR86Q2","TRANR86Q3","TRANR86Q4","TRANR87Q1","TRANR87Q2","TRANR87Q3","TRANR87Q4","TRANR88Q1","TRANR88Q2","TRANR88Q3","TRANR88Q4","TRANR89Q1","TRANR89Q2","TRANR89Q3","TRANR89Q4","TRANR90Q1","TRANR90Q2","TRANR90Q3","TRANR90Q4","TRANR91Q1","TRANR91Q2","TRANR91Q3","TRANR91Q4","TRANR92Q1","TRANR92Q2","TRANR92Q3","TRANR92Q4","TRANR93Q1","TRANR93Q2","TRANR93Q3","TRANR93Q4","TRANR94Q1","TRANR94Q2","TRANR94Q3","TRANR94Q4","TRANR95Q1","TRANR95Q2","TRANR95Q3","TRANR95Q4","TRANR96Q1","TRANR96Q2","TRANR96Q3","TRANR96Q4","TRANR97Q1","TRANR97Q2","TRANR97Q3","TRANR97Q4","TRANR98Q1","TRANR98Q2","TRANR98Q3","TRANR98Q4","TRANR99Q1","TRANR99Q2","TRANR99Q3","TRANR99Q4","TRANR00Q1","TRANR00Q2","TRANR00Q3","TRANR00Q4","TRANR01Q1","TRANR01Q2","TRANR01Q3","TRANR01Q4","TRANR02Q1","TRANR02Q2","TRANR02Q3","TRANR02Q4","TRANR03Q1","TRANR03Q2","TRANR03Q3","TRANR03Q4","TRANR04Q1","TRANR04Q2","TRANR04Q3","TRANR04Q4","TRANR05Q1","TRANR05Q2","TRANR05Q3","TRANR05Q4","TRANR06Q1","TRANR06Q2","TRANR06Q3","TRANR06Q4","TRANR07Q1","TRANR07Q2","TRANR07Q3","TRANR07Q4","TRANR08Q1","TRANR08Q2","TRANR08Q3","TRANR08Q4","TRANR09Q1","TRANR09Q2","TRANR09Q3","TRANR09Q4","TRANR10Q1","TRANR10Q2","TRANR10Q3","TRANR10Q4","TRANR11Q1","TRANR11Q2","TRANR11Q3","TRANR11Q4","TRANR12Q1","TRANR12Q2","TRANR12Q3","TRANR12Q4","TRANR13Q1","TRANR13Q2","TRANR13Q3","TRANR13Q4","TRANR14Q1","TRANR14Q2","TRANR14Q3","TRANR14Q4","TRANR15Q1","TRANR15Q2"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","342.7","342.2","342.2","344.8","344.8","344.8","344.8","345.9","345.9","345.9","345.9","346.3","346.3","346.3","346.3","346.3","346.3","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","#N/A","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","#N/A","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","345.7","347.0","350.7","350.7","350.7","350.7","350.7","350.7","350.7","350.7","351.2","351.2","351.2","351.2","351.2","351.2","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","381.8","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","#N/A","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","#N/A","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4","330.4"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","354.1","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","355.8","355.8","355.8","355.8","355.8","355.8","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","388.1","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","#N/A","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","#N/A","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7","335.7"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","365.0","365.2","365.2","365.2","364.2","364.2","364.2","364.2","365.9","365.9","365.9","365.9","365.9","365.9","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","400.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","398.4","#N/A","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","#N/A","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","380.7","381.0","381.0","380.4","380.4","380.4","380.4","382.6","382.6","382.6","382.6","382.6","382.6","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","#N/A","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","#N/A","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","397.2","397.8","399.0","399.0","399.0","399.0","399.9","399.9","399.9","399.9","399.9","399.9","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","#N/A","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","376.7","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","#N/A","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","395.3","398.5","398.5","398.5","398.5","399.8","399.8","399.8","399.8","399.8","399.8","437.6","437.6","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","#N/A","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","#N/A","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","403.0","405.3","405.3","405.3","407.3","407.3","407.3","407.3","407.3","407.3","445.0","445.0","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","445.3","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","442.4","442.4","442.4","442.4","442.4","442.4","442.4","442.4","442.4","442.4","442.4","442.4","442.4","442.4","442.4","#N/A","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","385.5","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","#N/A","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","403.0","402.5","402.5","403.9","403.9","403.9","403.9","403.9","403.9","441.3","441.3","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","438.0","#N/A","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","#N/A","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","407.5","408.1","408.8","408.8","408.8","408.8","408.8","408.8","444.9","444.9","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","445.5","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","441.3","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","#N/A","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","383.3","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","#N/A","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5","386.5"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","411.3","411.3","411.3","411.3","411.3","411.3","411.3","450.4","450.4","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","450.6","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","446.7","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","#N/A","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","#N/A","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4","393.4"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","415.9","415.2","415.2","415.2","415.2","415.2","453.5","453.5","454.6","454.6","454.6","454.6","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","451.2","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","#N/A","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","390.9","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","#N/A","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8","397.8"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","419.5","418.6","418.6","418.6","418.6","456.0","456.0","456.4","456.4","456.4","456.4","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.3","455.3","455.3","455.3","455.3","455.3","455.3","455.3","455.3","455.3","455.3","455.3","455.3","455.3","455.3","#N/A","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","393.3","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","#N/A","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5"
