"DATE","P90M1","P90M2","P90M3","P90M4","P90M5","P90M6","P90M7","P90M8","P90M9","P90M10","P90M11","P90M12","P91M1","P91M2","P91M3","P91M4","P91M5","P91M6","P91M7","P91M8","P91M9","P91M10","P91M11","P91M12","P92M1","P92M2","P92M3","P92M4","P92M5","P92M6","P92M7","P92M8","P92M9","P92M10","P92M11","P92M12","P93M1","P93M2","P93M3","P93M4","P93M5","P93M6","P93M7","P93M8","P93M9","P93M10","P93M11","P93M12","P94M1","P94M2","P94M3","P94M4","P94M5","P94M6","P94M7","P94M8","P94M9","P94M10","P94M11","P94M12","P95M1","P95M2","P95M3","P95M4","P95M5","P95M6","P95M7","P95M8","P95M9","P95M10","P95M11","P95M12","P96M1","P96M2","P96M3","P96M4","P96M5","P96M6","P96M7","P96M8","P96M9","P96M10","P96M11","P96M12","P97M1","P97M2","P97M3","P97M4","P97M5","P97M6","P97M7","P97M8","P97M9","P97M10","P97M11","P97M12","P98M1","P98M2","P98M3","P98M4","P98M5","P98M6","P98M7","P98M8","P98M9","P98M10","P98M11","P98M12","P99M1","P99M2","P99M3","P99M4","P99M5","P99M6","P99M7","P99M8","P99M9","P99M10","P99M11","P99M12"
"1962:Q3","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","31.9453","26.8763","26.8763","26.8763","26.8763","26.8763","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","26.8926","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","23.86","22.96","22.96"
"1962:Q4","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","32.1971","27.0249","27.0249","27.0249","27.0249","27.0249","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","27.0489","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.96","23.03","23.03"
"1963:Q1","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","32.2741","27.0577","27.0577","27.0577","27.0577","27.0577","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","27.0901","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","24.03","23.12","23.12"
"1963:Q2","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","32.2742","27.0846","27.0846","27.0846","27.0846","27.0846","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","27.1289","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","24.07","23.14","23.14"
"1963:Q3","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","32.3963","27.2175","27.2175","27.2175","27.2175","27.2175","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","27.2345","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","24.11","23.17","23.17"
"1963:Q4","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","32.6373","27.4021","27.4021","27.4021","27.4021","27.4021","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","27.4251","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","24.26","23.31","23.31"
"1964:Q1","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","32.6833","27.4212","27.4212","27.4212","27.4212","27.4212","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","27.4674","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","24.33","23.39","23.39"
"1964:Q2","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","32.8483","27.5844","27.5844","27.5844","27.5844","27.5844","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","27.6235","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","24.41","23.47","23.47"
"1964:Q3","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","33.0445","27.7185","27.7185","27.7185","27.7185","27.7185","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","27.7467","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","24.53","23.58","23.58"
"1964:Q4","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","33.1344","27.8931","27.8931","27.8931","27.8931","27.8931","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","27.9061","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","24.64","23.69","23.69"
"1965:Q1","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","33.5166","28.2028","28.2028","28.2028","28.2028","28.2028","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","28.2063","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","24.76","23.8","23.8"
"1965:Q2","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","33.6334","28.3113","28.3113","28.3113","28.3113","28.3113","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","28.3241","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","24.88","23.91","23.91"
"1965:Q3","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","33.8541","28.4675","28.4675","28.4675","28.4675","28.4675","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","28.4973","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","25.01","24.02","24.02"
"1965:Q4","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","34.0846","28.6392","28.6392","28.6392","28.6392","28.6392","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","28.7247","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","25.16","24.18","24.18"
"1966:Q1","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","34.4642","28.9453","28.9453","28.9453","28.9453","28.9453","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","29.0011","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","24.32","24.32"
"1966:Q2","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","34.821","29.24","29.24","29.24","29.24","29.24","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","29.2996","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","24.55","24.55"
"1966:Q3","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","35.0584","29.4265","29.4265","29.4265","29.4265","29.4265","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","29.5229","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","25.82","24.79","24.79"
"1966:Q4","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","35.4791","29.7986","29.7986","29.7986","29.7986","29.7986","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","29.8618","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","26.03","25.0","25.0"
"1967:Q1","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","35.6722","29.9651","29.9651","29.9651","29.9651","29.9651","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","30.0203","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","26.16","25.12","25.12"
"1967:Q2","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","35.7352","30.0632","30.0632","30.0632","30.0632","30.0632","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","30.1161","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","26.32","25.28","25.28"
"1967:Q3","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","35.9706","30.3338","30.3338","30.3338","30.3338","30.3338","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","30.3945","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","26.57","25.52","25.52"
"1967:Q4","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","36.3862","30.7028","30.7028","30.7028","30.7028","30.7028","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","30.765","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","26.87","25.8","25.8"
"1968:Q1","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","37.0773","31.1675","31.1675","31.1675","31.1675","31.1675","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","31.2343","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","27.19","26.09","26.09"
"1968:Q2","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","37.4625","31.5359","31.5359","31.5359","31.5359","31.5359","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","31.5957","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","26.38","26.38"
