"DATE","RG70M1","RG70M2","RG70M3","RG70M4","RG70M5","RG70M6","RG70M7","RG70M8","RG70M9","RG70M10","RG70M11","RG70M12","RG71M1","RG71M2","RG71M3","RG71M4","RG71M5","RG71M6","RG71M7","RG71M8","RG71M9","RG71M10","RG71M11","RG71M12","RG72M1","RG72M2","RG72M3","RG72M4","RG72M5","RG72M6","RG72M7","RG72M8","RG72M9","RG72M10","RG72M11","RG72M12","RG73M1","RG73M2","RG73M3","RG73M4","RG73M5","RG73M6","RG73M7","RG73M8","RG73M9","RG73M10","RG73M11","RG73M12","RG74M1","RG74M2","RG74M3","RG74M4","RG74M5","RG74M6","RG74M7","RG74M8","RG74M9","RG74M10","RG74M11","RG74M12","RG75M1","RG75M2","RG75M3","RG75M4","RG75M5","RG75M6","RG75M7","RG75M8","RG75M9","RG75M10","RG75M11","RG75M12","RG76M1","RG76M2","RG76M3","RG76M4","RG76M5","RG76M6","RG76M7","RG76M8","RG76M9","RG76M10","RG76M11","RG76M12","RG77M1","RG77M2","RG77M3","RG77M4","RG77M5","RG77M6","RG77M7","RG77M8","RG77M9","RG77M10","RG77M11","RG77M12","RG78M1","RG78M2","RG78M3","RG78M4","RG78M5","RG78M6","RG78M7","RG78M8","RG78M9","RG78M10","RG78M11","RG78M12","RG79M1","RG79M2","RG79M3","RG79M4","RG79M5","RG79M6","RG79M7","RG79M8","RG79M9","RG79M10","RG79M11","RG79M12"
"1964:Q4","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2"
"1965:Q1","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5"
"1965:Q2","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","113.1","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2"
"1965:Q3","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3","211.3"
"1965:Q4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4","217.4"
"1966:Q1","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7","220.7"
"1966:Q2","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4","224.4"
"1966:Q3","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4"
"1966:Q4","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6"
"1967:Q1","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","137.7","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3","244.3"
"1967:Q2","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","140.2","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3"
"1967:Q3","140.4","140.4","140.4","140.4","140.4","140.4","140.4","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4"
"1967:Q4","141.7","141.7","141.7","141.7","141.7","141.7","141.7","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3"
"1968:Q1","145.6","145.6","145.6","145.6","145.6","145.6","145.6","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","145.5","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8","255.8"
"1968:Q2","148.9","148.9","148.9","148.9","148.9","148.9","148.9","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.5","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","148.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2"
"1968:Q3","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.3","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9"
"1968:Q4","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0"
"1969:Q1","150.6","150.6","150.6","150.6","150.6","150.6","150.6","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6"
"1969:Q2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","147.9","147.9","147.9","147.9","147.9","147.9","147.9","147.9","147.9","147.9","147.9","147.9","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.1","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4"
"1969:Q3","149.4","149.4","149.4","149.4","149.4","149.4","149.4","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7"
"1969:Q4","#N/A","149.0","148.4","148.4","148.4","148.4","148.4","146.6","146.6","146.6","146.6","146.6","146.6","146.6","146.6","146.6","146.6","146.6","146.6","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1","255.1"
"1970:Q1","#N/A","#N/A","#N/A","#N/A","146.7","146.7","146.7","145.0","145.0","145.0","145.0","145.0","145.0","145.0","145.0","145.0","145.0","145.0","145.0","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2","252.2"
"1970:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","141.7","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.6","138.6","138.6","138.6","138.6","138.6","138.6","138.6","138.6","138.6","138.6","138.6","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","139.1","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2"
"1970:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","141.7","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2"
"1970:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","140.5","140.3","140.3","140.3","140.3","140.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.3","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3"
"1971:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","139.7","140.2","140.2","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2"
"1971:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","137.2","137.1","137.1","137.1","137.1","137.1","137.0","137.0","137.0","137.0","137.0","137.0","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","136.7","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8"
