"DATE","RG90M1","RG90M2","RG90M3","RG90M4","RG90M5","RG90M6","RG90M7","RG90M8","RG90M9","RG90M10","RG90M11","RG90M12","RG91M1","RG91M2","RG91M3","RG91M4","RG91M5","RG91M6","RG91M7","RG91M8","RG91M9","RG91M10","RG91M11","RG91M12","RG92M1","RG92M2","RG92M3","RG92M4","RG92M5","RG92M6","RG92M7","RG92M8","RG92M9","RG92M10","RG92M11","RG92M12","RG93M1","RG93M2","RG93M3","RG93M4","RG93M5","RG93M6","RG93M7","RG93M8","RG93M9","RG93M10","RG93M11","RG93M12","RG94M1","RG94M2","RG94M3","RG94M4","RG94M5","RG94M6","RG94M7","RG94M8","RG94M9","RG94M10","RG94M11","RG94M12","RG95M1","RG95M2","RG95M3","RG95M4","RG95M5","RG95M6","RG95M7","RG95M8","RG95M9","RG95M10","RG95M11","RG95M12","RG96M1","RG96M2","RG96M3","RG96M4","RG96M5","RG96M6","RG96M7","RG96M8","RG96M9","RG96M10","RG96M11","RG96M12","RG97M1","RG97M2","RG97M3","RG97M4","RG97M5","RG97M6","RG97M7","RG97M8","RG97M9","RG97M10","RG97M11","RG97M12","RG98M1","RG98M2","RG98M3","RG98M4","RG98M5","RG98M6","RG98M7","RG98M8","RG98M9","RG98M10","RG98M11","RG98M12","RG99M1","RG99M2","RG99M3","RG99M4","RG99M5","RG99M6","RG99M7","RG99M8","RG99M9","RG99M10","RG99M11","RG99M12"
"1961:Q2","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","499.4","499.4","499.4","499.4","499.4","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","641.2","685.3","685.3"
"1961:Q3","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","501.9","501.9","501.9","501.9","501.9","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","500.7","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","648.0","692.0","692.0"
"1961:Q4","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","516.0","516.0","516.0","516.0","516.0","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","515.1","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","709.1","709.1"
"1962:Q1","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","446.0","522.9","522.9","522.9","522.9","522.9","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","520.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","674.8","721.3","721.3"
"1962:Q2","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","446.9","526.2","526.2","526.2","526.2","526.2","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","524.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","682.4","729.6","729.6"
"1962:Q3","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","452.1","527.3","527.3","527.3","527.3","527.3","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","691.4","738.6","738.6"
"1962:Q4","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","527.1","527.1","527.1","527.1","527.1","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","525.3","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","742.0","742.0"
"1963:Q1","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","530.6","530.6","530.6","530.6","530.6","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","528.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","691.1","737.8","737.8"
"1963:Q2","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","536.4","536.4","536.4","536.4","536.4","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","532.9","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","694.5","742.2","742.2"
"1963:Q3","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","545.1","545.1","545.1","545.1","545.1","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","713.3","763.7","763.7"
"1963:Q4","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","465.5","542.5","542.5","542.5","542.5","542.5","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","540.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","708.6","757.1","757.1"
"1964:Q1","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","550.3","550.3","550.3","550.3","550.3","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","546.4","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","760.9","760.9"
"1964:Q2","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","472.7","554.9","554.9","554.9","554.9","554.9","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","721.4","770.6","770.6"
"1964:Q3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","470.3","552.2","552.2","552.2","552.2","552.2","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","549.8","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","764.1","764.1"
"1964:Q4","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","471.1","549.5","549.5","549.5","549.5","549.5","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","763.7","763.7"
"1965:Q1","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","547.0","547.0","547.0","547.0","547.0","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","713.8","763.2","763.2"
"1965:Q2","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","480.8","560.5","560.5","560.5","560.5","560.5","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","559.3","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","728.4","778.9","778.9"
"1965:Q3","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","574.7","574.7","574.7","574.7","574.7","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","746.3","797.8","797.8"
"1965:Q4","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","505.8","597.2","597.2","597.2","597.2","597.2","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","814.6","814.6"
"1966:Q1","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","513.5","604.0","604.0","604.0","604.0","604.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","776.3","829.8","829.8"
"1966:Q2","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","620.7","620.7","620.7","620.7","620.7","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","615.4","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","799.9","855.1","855.1"
"1966:Q3","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","640.5","640.5","640.5","640.5","640.5","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","812.5","867.3","867.3"
"1966:Q4","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","551.7","648.8","648.8","648.8","648.8","648.8","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","643.2","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","885.2","885.2"
"1967:Q1","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","670.7","670.7","670.7","670.7","670.7","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","665.8","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","864.3","922.6","922.6"
"1967:Q2","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","668.0","668.0","668.0","668.0","668.0","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","918.3","918.3"
"1967:Q3","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","579.1","674.1","674.1","674.1","674.1","674.1","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","668.7","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","923.8","923.8"
"1967:Q4","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","679.4","679.4","679.4","679.4","679.4","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","673.9","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","931.7","931.7"
