"DATE","EMPLOY64M12","EMPLOY65M1","EMPLOY65M2","EMPLOY65M3","EMPLOY65M4","EMPLOY65M5","EMPLOY65M6","EMPLOY65M7","EMPLOY65M8","EMPLOY65M9","EMPLOY65M10","EMPLOY65M11","EMPLOY65M12","EMPLOY66M1","EMPLOY66M2","EMPLOY66M3","EMPLOY66M4","EMPLOY66M5","EMPLOY66M6","EMPLOY66M7","EMPLOY66M8","EMPLOY66M9","EMPLOY66M10","EMPLOY66M11","EMPLOY66M12","EMPLOY67M1","EMPLOY67M2","EMPLOY67M3","EMPLOY67M4","EMPLOY67M5","EMPLOY67M6","EMPLOY67M7","EMPLOY67M8","EMPLOY67M9","EMPLOY67M10","EMPLOY67M11","EMPLOY67M12","EMPLOY68M1","EMPLOY68M2","EMPLOY68M3","EMPLOY68M4","EMPLOY68M5","EMPLOY68M6","EMPLOY68M7","EMPLOY68M8","EMPLOY68M9","EMPLOY68M10","EMPLOY68M11","EMPLOY68M12","EMPLOY69M1","EMPLOY69M2","EMPLOY69M3","EMPLOY69M4","EMPLOY69M5","EMPLOY69M6","EMPLOY69M7","EMPLOY69M8","EMPLOY69M9","EMPLOY69M10","EMPLOY69M11","EMPLOY69M12"
"1956:07","51814.0","51814.0","51814.0","51814.0","51814.0","51814.0","51814.0","51814.0","51814.0","51814.0","51814.0","51814.0","51815.0","51815.0","51815.0","51815.0","51815.0","51815.0","51815.0","51815.0","51815.0","51822.0","51822.0","51822.0","51822.0","51822.0","51822.0","51822.0","51822.0","51822.0","51822.0","51822.0","51822.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0","51824.0"
"1956:08","52459.0","52459.0","52459.0","52459.0","52459.0","52459.0","52459.0","52459.0","52459.0","52459.0","52459.0","52459.0","52461.0","52461.0","52461.0","52461.0","52461.0","52461.0","52461.0","52461.0","52461.0","52484.0","52484.0","52484.0","52484.0","52484.0","52484.0","52484.0","52484.0","52484.0","52484.0","52484.0","52484.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0","52480.0"
"1956:09","52429.0","52429.0","52429.0","52429.0","52429.0","52429.0","52429.0","52429.0","52429.0","52429.0","52429.0","52429.0","52437.0","52437.0","52437.0","52437.0","52437.0","52437.0","52437.0","52437.0","52437.0","52448.0","52448.0","52448.0","52448.0","52448.0","52448.0","52448.0","52448.0","52448.0","52448.0","52448.0","52448.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0","52454.0"
"1956:10","52681.0","52681.0","52681.0","52681.0","52681.0","52681.0","52681.0","52681.0","52681.0","52681.0","52681.0","52681.0","52702.0","52702.0","52702.0","52702.0","52702.0","52702.0","52702.0","52702.0","52702.0","52713.0","52713.0","52713.0","52713.0","52713.0","52713.0","52713.0","52713.0","52713.0","52713.0","52713.0","52713.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0","52715.0"
"1956:11","52778.0","52778.0","52778.0","52778.0","52778.0","52778.0","52778.0","52778.0","52778.0","52778.0","52778.0","52778.0","52754.0","52754.0","52754.0","52754.0","52754.0","52754.0","52754.0","52754.0","52754.0","52756.0","52756.0","52756.0","52756.0","52756.0","52756.0","52756.0","52756.0","52756.0","52756.0","52756.0","52756.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0","52766.0"
"1956:12","52935.0","52935.0","52935.0","52935.0","52935.0","52935.0","52935.0","52935.0","52935.0","52935.0","52935.0","52935.0","52898.0","52898.0","52898.0","52898.0","52898.0","52898.0","52898.0","52898.0","52898.0","52926.0","52926.0","52926.0","52926.0","52926.0","52926.0","52926.0","52926.0","52926.0","52926.0","52926.0","52926.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0","52914.0"
"1957:01","52858.0","52858.0","52858.0","52858.0","52858.0","52858.0","52858.0","52858.0","52858.0","52858.0","52858.0","52858.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52848.0","52854.0","52854.0","52854.0","52854.0","52854.0","52854.0","52854.0","52854.0","52854.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0","52862.0"
"1957:02","53058.0","53058.0","53058.0","53058.0","53058.0","53058.0","53058.0","53058.0","53058.0","53058.0","53058.0","53058.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53044.0","53046.0","53046.0","53046.0","53046.0","53046.0","53046.0","53046.0","53046.0","53046.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0","53048.0"
"1957:03","53115.0","53115.0","53115.0","53115.0","53115.0","53115.0","53115.0","53115.0","53115.0","53115.0","53115.0","53115.0","53100.0","53100.0","53100.0","53100.0","53100.0","53100.0","53100.0","53100.0","53100.0","53106.0","53106.0","53106.0","53106.0","53106.0","53106.0","53106.0","53106.0","53106.0","53106.0","53106.0","53106.0","53118.0","53118.0","53118.0","53118.0","53118.0","53118.0","53118.0","53118.0","53118.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0","53124.0"
"1957:04","53065.0","53065.0","53065.0","53065.0","53065.0","53065.0","53065.0","53065.0","53065.0","53065.0","53065.0","53065.0","53070.0","53070.0","53070.0","53070.0","53070.0","53070.0","53070.0","53070.0","53070.0","53068.0","53068.0","53068.0","53068.0","53068.0","53068.0","53068.0","53068.0","53068.0","53068.0","53068.0","53068.0","53070.0","53070.0","53070.0","53070.0","53070.0","53070.0","53070.0","53070.0","53070.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0","53080.0"
"1957:05","53040.0","53040.0","53040.0","53040.0","53040.0","53040.0","53040.0","53040.0","53040.0","53040.0","53040.0","53040.0","53042.0","53042.0","53042.0","53042.0","53042.0","53042.0","53042.0","53042.0","53042.0","53053.0","53053.0","53053.0","53053.0","53053.0","53053.0","53053.0","53053.0","53053.0","53053.0","53053.0","53053.0","53051.0","53051.0","53051.0","53051.0","53051.0","53051.0","53051.0","53051.0","53051.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0","53054.0"
"1957:06","52987.0","52987.0","52987.0","52987.0","52987.0","52987.0","52987.0","52987.0","52987.0","52987.0","52987.0","52987.0","52995.0","52995.0","52995.0","52995.0","52995.0","52995.0","52995.0","52995.0","52995.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","52997.0","52997.0","52997.0","52997.0","52997.0","52997.0","52997.0","52997.0","52997.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0","53001.0"
"1957:07","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53011.0","53011.0","53011.0","53011.0","53011.0","53011.0","53011.0","53011.0","53011.0","53009.0","53009.0","53009.0","53009.0","53009.0","53009.0","53009.0","53009.0","53009.0","53009.0","53009.0","53009.0","53007.0","53007.0","53007.0","53007.0","53007.0","53007.0","53007.0","53007.0","53007.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0","53003.0"
"1957:08","53023.0","53023.0","53023.0","53023.0","53023.0","53023.0","53023.0","53023.0","53023.0","53023.0","53023.0","53023.0","53026.0","53026.0","53026.0","53026.0","53026.0","53026.0","53026.0","53026.0","53026.0","53018.0","53018.0","53018.0","53018.0","53018.0","53018.0","53018.0","53018.0","53018.0","53018.0","53018.0","53018.0","53019.0","53019.0","53019.0","53019.0","53019.0","53019.0","53019.0","53019.0","53019.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0","53021.0"
"1957:09","52799.0","52799.0","52799.0","52799.0","52799.0","52799.0","52799.0","52799.0","52799.0","52799.0","52799.0","52799.0","52792.0","52792.0","52792.0","52792.0","52792.0","52792.0","52792.0","52792.0","52792.0","52794.0","52794.0","52794.0","52794.0","52794.0","52794.0","52794.0","52794.0","52794.0","52794.0","52794.0","52794.0","52807.0","52807.0","52807.0","52807.0","52807.0","52807.0","52807.0","52807.0","52807.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0","52814.0"
"1957:10","52680.0","52680.0","52680.0","52680.0","52680.0","52680.0","52680.0","52680.0","52680.0","52680.0","52680.0","52680.0","52697.0","52697.0","52697.0","52697.0","52697.0","52697.0","52697.0","52697.0","52697.0","52718.0","52718.0","52718.0","52718.0","52718.0","52718.0","52718.0","52718.0","52718.0","52718.0","52718.0","52718.0","52712.0","52712.0","52712.0","52712.0","52712.0","52712.0","52712.0","52712.0","52712.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0","52709.0"
"1957:11","52515.0","52515.0","52515.0","52515.0","52515.0","52515.0","52515.0","52515.0","52515.0","52515.0","52515.0","52515.0","52490.0","52490.0","52490.0","52490.0","52490.0","52490.0","52490.0","52490.0","52490.0","52495.0","52495.0","52495.0","52495.0","52495.0","52495.0","52495.0","52495.0","52495.0","52495.0","52495.0","52495.0","52505.0","52505.0","52505.0","52505.0","52505.0","52505.0","52505.0","52505.0","52505.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0","52497.0"
"1957:12","52342.0","52342.0","52342.0","52342.0","52342.0","52342.0","52342.0","52342.0","52342.0","52342.0","52342.0","52342.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52321.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0","52312.0"
"1958:01","52058.0","52058.0","52058.0","52058.0","52058.0","52058.0","52058.0","52058.0","52058.0","52058.0","52058.0","52058.0","52045.0","52045.0","52045.0","52045.0","52045.0","52045.0","52045.0","52045.0","52045.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52045.0","52045.0","52045.0","52045.0","52045.0","52045.0","52045.0","52045.0","52045.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52044.0","52052.0","52052.0","52052.0","52052.0","52052.0","52052.0"
"1958:02","51484.0","51484.0","51484.0","51484.0","51484.0","51484.0","51484.0","51484.0","51484.0","51484.0","51484.0","51484.0","51476.0","51476.0","51476.0","51476.0","51476.0","51476.0","51476.0","51476.0","51476.0","51485.0","51485.0","51485.0","51485.0","51485.0","51485.0","51485.0","51485.0","51485.0","51485.0","51485.0","51485.0","51483.0","51483.0","51483.0","51483.0","51483.0","51483.0","51483.0","51483.0","51483.0","51486.0","51486.0","51486.0","51486.0","51486.0","51486.0","51486.0","51486.0","51486.0","51486.0","51486.0","51486.0","51486.0","51489.0","51489.0","51489.0","51489.0","51489.0","51489.0"
"1958:03","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51189.0","51196.0","51196.0","51196.0","51196.0","51196.0","51196.0","51196.0","51196.0","51196.0","51196.0","51196.0","51196.0","51161.0","51161.0","51161.0","51161.0","51161.0","51161.0","51161.0","51161.0","51161.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0"
"1958:04","50916.0","50916.0","50916.0","50916.0","50916.0","50916.0","50916.0","50916.0","50916.0","50916.0","50916.0","50916.0","50922.0","50922.0","50922.0","50922.0","50922.0","50922.0","50922.0","50922.0","50922.0","50917.0","50917.0","50917.0","50917.0","50917.0","50917.0","50917.0","50917.0","50917.0","50917.0","50917.0","50917.0","50880.0","50880.0","50880.0","50880.0","50880.0","50880.0","50880.0","50880.0","50880.0","50881.0","50881.0","50881.0","50881.0","50881.0","50881.0","50881.0","50881.0","50881.0","50881.0","50881.0","50881.0","50881.0","50880.0","50880.0","50880.0","50880.0","50880.0","50880.0"
"1958:05","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50822.0","50825.0","50825.0","50825.0","50825.0","50825.0","50825.0","50825.0","50825.0","50825.0","50825.0","50825.0","50825.0","50816.0","50816.0","50816.0","50816.0","50816.0","50816.0","50816.0","50816.0","50816.0","50823.0","50823.0","50823.0","50823.0","50823.0","50823.0","50823.0","50823.0","50823.0","50823.0","50823.0","50823.0","50823.0","50820.0","50820.0","50820.0","50820.0","50820.0","50820.0"
"1958:06","50865.0","50865.0","50865.0","50865.0","50865.0","50865.0","50865.0","50865.0","50865.0","50865.0","50865.0","50865.0","50873.0","50873.0","50873.0","50873.0","50873.0","50873.0","50873.0","50873.0","50873.0","50855.0","50855.0","50855.0","50855.0","50855.0","50855.0","50855.0","50855.0","50855.0","50855.0","50855.0","50855.0","50857.0","50857.0","50857.0","50857.0","50857.0","50857.0","50857.0","50857.0","50857.0","50864.0","50864.0","50864.0","50864.0","50864.0","50864.0","50864.0","50864.0","50864.0","50864.0","50864.0","50864.0","50864.0","50850.0","50850.0","50850.0","50850.0","50850.0","50850.0"
"1958:07","50946.0","50946.0","50946.0","50946.0","50946.0","50946.0","50946.0","50946.0","50946.0","50946.0","50946.0","50946.0","50956.0","50956.0","50956.0","50956.0","50956.0","50956.0","50956.0","50956.0","50956.0","50943.0","50943.0","50943.0","50943.0","50943.0","50943.0","50943.0","50943.0","50943.0","50943.0","50943.0","50943.0","50958.0","50958.0","50958.0","50958.0","50958.0","50958.0","50958.0","50958.0","50958.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0","50944.0"
"1958:08","51168.0","51168.0","51168.0","51168.0","51168.0","51168.0","51168.0","51168.0","51168.0","51168.0","51168.0","51168.0","51157.0","51157.0","51157.0","51157.0","51157.0","51157.0","51157.0","51157.0","51157.0","51153.0","51153.0","51153.0","51153.0","51153.0","51153.0","51153.0","51153.0","51153.0","51153.0","51153.0","51153.0","51160.0","51160.0","51160.0","51160.0","51160.0","51160.0","51160.0","51160.0","51160.0","51158.0","51158.0","51158.0","51158.0","51158.0","51158.0","51158.0","51158.0","51158.0","51158.0","51158.0","51158.0","51158.0","51156.0","51156.0","51156.0","51156.0","51156.0","51156.0"
"1958:09","51421.0","51421.0","51421.0","51421.0","51421.0","51421.0","51421.0","51421.0","51421.0","51421.0","51421.0","51421.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51413.0","51413.0","51413.0","51413.0","51413.0","51413.0","51413.0","51413.0","51413.0","51413.0","51413.0","51413.0","51416.0","51416.0","51416.0","51416.0","51416.0","51416.0","51416.0","51416.0","51416.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51412.0","51428.0","51428.0","51428.0","51428.0","51428.0","51428.0"
"1958:10","51403.0","51403.0","51403.0","51403.0","51403.0","51403.0","51403.0","51403.0","51403.0","51403.0","51403.0","51403.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51420.0","51420.0","51420.0","51420.0","51420.0","51420.0","51420.0","51420.0","51420.0","51420.0","51420.0","51420.0","51415.0","51415.0","51415.0","51415.0","51415.0","51415.0","51415.0","51415.0","51415.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51414.0","51407.0","51407.0","51407.0","51407.0","51407.0","51407.0"
"1958:11","51893.0","51893.0","51893.0","51893.0","51893.0","51893.0","51893.0","51893.0","51893.0","51893.0","51893.0","51893.0","51875.0","51875.0","51875.0","51875.0","51875.0","51875.0","51875.0","51875.0","51875.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51879.0","51866.0","51866.0","51866.0","51866.0","51866.0","51866.0","51866.0","51866.0","51866.0","51866.0","51866.0","51866.0","51866.0","51861.0","51861.0","51861.0","51861.0","51861.0","51861.0"
"1958:12","52029.0","52029.0","52029.0","52029.0","52029.0","52029.0","52029.0","52029.0","52029.0","52029.0","52029.0","52029.0","52009.0","52009.0","52009.0","52009.0","52009.0","52009.0","52009.0","52009.0","52009.0","52012.0","52012.0","52012.0","52012.0","52012.0","52012.0","52012.0","52012.0","52012.0","52012.0","52012.0","52012.0","52011.0","52011.0","52011.0","52011.0","52011.0","52011.0","52011.0","52011.0","52011.0","52008.0","52008.0","52008.0","52008.0","52008.0","52008.0","52008.0","52008.0","52008.0","52008.0","52008.0","52008.0","52008.0","52014.0","52014.0","52014.0","52014.0","52014.0","52014.0"
"1959:01","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52434.0","52434.0","52434.0","52434.0","52434.0","52434.0","52434.0","52434.0","52434.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52449.0","52447.0","52447.0","52447.0","52447.0","52447.0","52447.0","52447.0","52447.0","52447.0","52453.0","52453.0","52453.0","52453.0","52453.0","52453.0","52453.0","52453.0","52453.0","52453.0","52453.0","52453.0","52453.0","52455.0","52455.0","52455.0","52455.0","52455.0","52455.0"
