"DATE","RGSL90M1","RGSL90M2","RGSL90M3","RGSL90M4","RGSL90M5","RGSL90M6","RGSL90M7","RGSL90M8","RGSL90M9","RGSL90M10","RGSL90M11","RGSL90M12","RGSL91M1","RGSL91M2","RGSL91M3","RGSL91M4","RGSL91M5","RGSL91M6","RGSL91M7","RGSL91M8","RGSL91M9","RGSL91M10","RGSL91M11","RGSL91M12","RGSL92M1","RGSL92M2","RGSL92M3","RGSL92M4","RGSL92M5","RGSL92M6","RGSL92M7","RGSL92M8","RGSL92M9","RGSL92M10","RGSL92M11","RGSL92M12","RGSL93M1","RGSL93M2","RGSL93M3","RGSL93M4","RGSL93M5","RGSL93M6","RGSL93M7","RGSL93M8","RGSL93M9","RGSL93M10","RGSL93M11","RGSL93M12","RGSL94M1","RGSL94M2","RGSL94M3","RGSL94M4","RGSL94M5","RGSL94M6","RGSL94M7","RGSL94M8","RGSL94M9","RGSL94M10","RGSL94M11","RGSL94M12","RGSL95M1","RGSL95M2","RGSL95M3","RGSL95M4","RGSL95M5","RGSL95M6","RGSL95M7","RGSL95M8","RGSL95M9","RGSL95M10","RGSL95M11","RGSL95M12","RGSL96M1","RGSL96M2","RGSL96M3","RGSL96M4","RGSL96M5","RGSL96M6","RGSL96M7","RGSL96M8","RGSL96M9","RGSL96M10","RGSL96M11","RGSL96M12","RGSL97M1","RGSL97M2","RGSL97M3","RGSL97M4","RGSL97M5","RGSL97M6","RGSL97M7","RGSL97M8","RGSL97M9","RGSL97M10","RGSL97M11","RGSL97M12","RGSL98M1","RGSL98M2","RGSL98M3","RGSL98M4","RGSL98M5","RGSL98M6","RGSL98M7","RGSL98M8","RGSL98M9","RGSL98M10","RGSL98M11","RGSL98M12","RGSL99M1","RGSL99M2","RGSL99M3","RGSL99M4","RGSL99M5","RGSL99M6","RGSL99M7","RGSL99M8","RGSL99M9","RGSL99M10","RGSL99M11","RGSL99M12"
"1976:Q3","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","354.0","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","511.0","#N/A","558.453"
"1976:Q4","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","#N/A","556.7612"
"1977:Q1","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","356.3","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","513.9","#N/A","561.7474"
"1977:Q2","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","402.5","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","517.0","#N/A","565.0418"
"1977:Q3","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","357.0","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","401.7","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","#N/A","564.5076"
"1977:Q4","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","#N/A","565.7542"
"1978:Q1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","364.1","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","402.6","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","518.5","#N/A","566.6445"
"1978:Q2","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","405.4","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","534.2","#N/A","583.651"
"1978:Q3","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","540.5","#N/A","590.5961"
"1978:Q4","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","#N/A","596.4726"
"1979:Q1","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","#N/A","587.0345"
"1979:Q2","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","417.1","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","541.9","#N/A","592.822"
"1979:Q3","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","420.1","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","#N/A","595.4042"
"1979:Q4","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","422.4","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9","#N/A","602.4382"
"1980:Q1","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","423.7","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","#N/A","605.6437"
"1980:Q2","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","373.5","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","419.7","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","546.1","#N/A","597.8973"
"1980:Q3","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","538.6","#N/A","589.7947"
"1980:Q4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","417.8","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","536.6","#N/A","587.3906"
"1981:Q1","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","421.6","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","540.7","#N/A","591.8426"
"1981:Q2","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","370.4","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","416.2","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","#N/A","580.6237"
"1981:Q3","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","414.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","#N/A","578.6648"
"1981:Q4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","368.4","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","#N/A","583.2948"
"1982:Q1","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","367.7","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","#N/A","581.6031"
"1982:Q2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","#N/A","583.1168"
"1982:Q3","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","417.6","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","#N/A","582.6716"
"1982:Q4","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","533.8","#N/A","586.2331"
