"DATE","RGSL90M1","RGSL90M2","RGSL90M3","RGSL90M4","RGSL90M5","RGSL90M6","RGSL90M7","RGSL90M8","RGSL90M9","RGSL90M10","RGSL90M11","RGSL90M12","RGSL91M1","RGSL91M2","RGSL91M3","RGSL91M4","RGSL91M5","RGSL91M6","RGSL91M7","RGSL91M8","RGSL91M9","RGSL91M10","RGSL91M11","RGSL91M12","RGSL92M1","RGSL92M2","RGSL92M3","RGSL92M4","RGSL92M5","RGSL92M6","RGSL92M7","RGSL92M8","RGSL92M9","RGSL92M10","RGSL92M11","RGSL92M12","RGSL93M1","RGSL93M2","RGSL93M3","RGSL93M4","RGSL93M5","RGSL93M6","RGSL93M7","RGSL93M8","RGSL93M9","RGSL93M10","RGSL93M11","RGSL93M12","RGSL94M1","RGSL94M2","RGSL94M3","RGSL94M4","RGSL94M5","RGSL94M6","RGSL94M7","RGSL94M8","RGSL94M9","RGSL94M10","RGSL94M11","RGSL94M12","RGSL95M1","RGSL95M2","RGSL95M3","RGSL95M4","RGSL95M5","RGSL95M6","RGSL95M7","RGSL95M8","RGSL95M9","RGSL95M10","RGSL95M11","RGSL95M12","RGSL96M1","RGSL96M2","RGSL96M3","RGSL96M4","RGSL96M5","RGSL96M6","RGSL96M7","RGSL96M8","RGSL96M9","RGSL96M10","RGSL96M11","RGSL96M12","RGSL97M1","RGSL97M2","RGSL97M3","RGSL97M4","RGSL97M5","RGSL97M6","RGSL97M7","RGSL97M8","RGSL97M9","RGSL97M10","RGSL97M11","RGSL97M12","RGSL98M1","RGSL98M2","RGSL98M3","RGSL98M4","RGSL98M5","RGSL98M6","RGSL98M7","RGSL98M8","RGSL98M9","RGSL98M10","RGSL98M11","RGSL98M12","RGSL99M1","RGSL99M2","RGSL99M3","RGSL99M4","RGSL99M5","RGSL99M6","RGSL99M7","RGSL99M8","RGSL99M9","RGSL99M10","RGSL99M11","RGSL99M12"
"1962:Q3","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","201.2","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","238.0","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","293.6","#N/A","319.6502"
"1962:Q4","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","240.2","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","#N/A","323.1227"
"1963:Q1","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","302.3","#N/A","329.2664"
"1963:Q2","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","208.9","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","247.0","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","#N/A","332.2938"
"1963:Q3","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","214.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","313.4","#N/A","341.1977"
"1963:Q4","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","217.5","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","#N/A","345.9167"
"1964:Q1","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","#N/A","350.992"
"1964:Q2","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","266.5","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","#N/A","359.0055"
"1964:Q3","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","#N/A","363.0122"
"1964:Q4","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","#N/A","366.7519"
"1965:Q1","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","#N/A","370.2244"
"1965:Q2","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","#N/A","379.5735"
"1965:Q3","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","#N/A","390.2582"
"1965:Q4","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","#N/A","395.9567"
"1966:Q1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","#N/A","401.0319"
"1966:Q2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","#N/A","404.1483"
"1966:Q3","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","#N/A","408.7783"
"1966:Q4","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","#N/A","419.1959"
"1967:Q1","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","#N/A","424.093"
"1967:Q2","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","#N/A","426.408"
"1967:Q3","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","#N/A","428.0998"
"1967:Q4","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","#N/A","435.49"
"1968:Q1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","#N/A","443.4145"
"1968:Q2","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","#N/A","451.8732"
"1968:Q3","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","336.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","#N/A","458.1059"
"1968:Q4","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","293.2","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","423.6","#N/A","461.6675"
