"DATE","RCON10M1","RCON10M2","RCON10M3","RCON10M4","RCON10M5","RCON10M6","RCON10M7","RCON10M8","RCON10M9","RCON10M10","RCON10M11","RCON10M12","RCON11M1","RCON11M2","RCON11M3","RCON11M4","RCON11M5","RCON11M6","RCON11M7","RCON11M8","RCON11M9","RCON11M10","RCON11M11","RCON11M12","RCON12M1","RCON12M2","RCON12M3","RCON12M4","RCON12M5","RCON12M6","RCON12M7","RCON12M8","RCON12M9","RCON12M10","RCON12M11","RCON12M12","RCON13M1","RCON13M2","RCON13M3","RCON13M4","RCON13M5","RCON13M6","RCON13M7","RCON13M8","RCON13M9","RCON13M10","RCON13M11","RCON13M12","RCON14M1","RCON14M2","RCON14M3","RCON14M4","RCON14M5","RCON14M6","RCON14M7","RCON14M8","RCON14M9","RCON14M10","RCON14M11","RCON14M12","RCON15M1","RCON15M2","RCON15M3","RCON15M4","RCON15M5"
"1947:Q1","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1131.5","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4","1199.4"
"1947:Q2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1150.2","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1149.7","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3","1219.3"
"1947:Q3","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1154.0","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3","1223.3"
"1947:Q4","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1154.3","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1153.8","1223.7","1223.7","1223.7","1223.7","1223.7","1223.7","1223.7","1223.7","1223.7","1223.7","1223.7","1223.7","1223.6","1223.6","1223.6","1223.6","1223.6","1223.6","1223.6","1223.6","1223.6","1223.6"
"1948:Q1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1160.1","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1159.6","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8"
"1948:Q2","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.6","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1173.0","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1","1244.1"
"1948:Q3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1175.3","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9","1245.9"
"1948:Q4","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.7","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.8","1255.8","1255.8","1255.8","1255.8","1255.8","1255.8","1255.8","1255.8","1255.8"
"1949:Q1","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.5","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1186.0","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9","1257.9"
"1949:Q2","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.7","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1204.1","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.1","1277.1","1277.1","1277.1","1277.1","1277.1","1277.1","1277.1","1277.1","1277.1"
"1949:Q3","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1207.4","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1206.9","1280.1","1280.1","1280.1","1280.1","1280.1","1280.1","1280.1","1280.1","1280.1","1280.1","1280.1","1280.1","1280.0","1280.0","1280.0","1280.0","1280.0","1280.0","1280.0","1280.0","1280.0","1280.0"
"1949:Q4","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1225.1","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1224.5","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8","1298.8"
"1950:Q1","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1245.4","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1244.9","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4","1320.4"
"1950:Q2","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.9","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1265.4","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1"
"1950:Q3","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.9","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1330.3","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0"
"1950:Q4","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.8","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1290.2","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4","1368.4"
"1951:Q1","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1322.0","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1321.4","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5","1401.5"
"1951:Q2","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.7","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1284.1","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9","1361.9"
"1951:Q3","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.7","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1299.1","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7","1377.7"
"1951:Q4","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1307.3","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1306.7","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8","1385.8"
"1952:Q1","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1310.2","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1309.6","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9","1388.9"
"1952:Q2","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.9","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1","1416.1"
"1952:Q3","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1342.4","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1341.8","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0","1423.0"
"1952:Q4","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.8","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1389.2","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3"
"1953:Q1","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1405.7","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8"
"1953:Q2","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.9","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.9","1499.8","1499.8","1499.8","1499.8","1499.8","1499.8","1499.8","1499.8","1499.8","1499.8"
"1953:Q3","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.6","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3","1496.3"
"1953:Q4","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1402.2","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1401.6","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4","1486.4"
"1954:Q1","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1407.3","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1406.7","1491.9","1491.9","1491.9","1491.9","1491.9","1491.9","1491.9","1491.9","1491.9","1491.9","1491.9","1491.9","1491.8","1491.8","1491.8","1491.8","1491.8","1491.8","1491.8","1491.8","1491.8","1491.8"
"1954:Q2","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.7","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1425.0","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3","1511.3"
"1954:Q3","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1445.0","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1444.4","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8","1531.8"
"1954:Q4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1475.4","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1474.7","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0","1564.0"
"1955:Q1","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1508.5","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1507.8","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1","1599.1"
"1955:Q2","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1537.3","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1536.6","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7","1629.7"
"1955:Q3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1556.3","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1555.6","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8","1649.8"
"1955:Q4","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.9","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1575.2","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5","1670.5"
"1956:Q1","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1578.5","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1577.8","1673.3","1673.3","1673.3","1673.3","1673.3","1673.3","1673.3","1673.3","1673.3","1673.3","1673.3","1673.3","1673.2","1673.2","1673.2","1673.2","1673.2","1673.2","1673.2","1673.2","1673.2","1673.2"
"1956:Q2","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.7","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8","1678.8"
"1956:Q3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1587.3","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1586.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6","1682.6"
"1956:Q4","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1609.2","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1608.4","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8","1705.8"
