"DATE","RCONND65Q4","RCONND66Q1","RCONND66Q2","RCONND66Q3","RCONND66Q4","RCONND67Q1","RCONND67Q2","RCONND67Q3","RCONND67Q4","RCONND68Q1","RCONND68Q2","RCONND68Q3","RCONND68Q4","RCONND69Q1","RCONND69Q2","RCONND69Q3","RCONND69Q4","RCONND70Q1","RCONND70Q2","RCONND70Q3","RCONND70Q4","RCONND71Q1","RCONND71Q2","RCONND71Q3","RCONND71Q4","RCONND72Q1","RCONND72Q2","RCONND72Q3","RCONND72Q4","RCONND73Q1","RCONND73Q2","RCONND73Q3","RCONND73Q4","RCONND74Q1","RCONND74Q2","RCONND74Q3","RCONND74Q4","RCONND75Q1","RCONND75Q2","RCONND75Q3","RCONND75Q4","RCONND76Q1","RCONND76Q2","RCONND76Q3","RCONND76Q4","RCONND77Q1","RCONND77Q2","RCONND77Q3","RCONND77Q4","RCONND78Q1","RCONND78Q2","RCONND78Q3","RCONND78Q4","RCONND79Q1","RCONND79Q2","RCONND79Q3","RCONND79Q4","RCONND80Q1","RCONND80Q2","RCONND80Q3","RCONND80Q4","RCONND81Q1","RCONND81Q2","RCONND81Q3","RCONND81Q4","RCONND82Q1","RCONND82Q2","RCONND82Q3","RCONND82Q4","RCONND83Q1","RCONND83Q2","RCONND83Q3","RCONND83Q4","RCONND84Q1","RCONND84Q2","RCONND84Q3","RCONND84Q4","RCONND85Q1","RCONND85Q2","RCONND85Q3","RCONND85Q4","RCONND86Q1","RCONND86Q2","RCONND86Q3","RCONND86Q4","RCONND87Q1","RCONND87Q2","RCONND87Q3","RCONND87Q4","RCONND88Q1","RCONND88Q2","RCONND88Q3","RCONND88Q4","RCONND89Q1","RCONND89Q2","RCONND89Q3","RCONND89Q4","RCONND90Q1","RCONND90Q2","RCONND90Q3","RCONND90Q4","RCONND91Q1","RCONND91Q2","RCONND91Q3","RCONND91Q4","RCONND92Q1","RCONND92Q2","RCONND92Q3","RCONND92Q4","RCONND93Q1","RCONND93Q2","RCONND93Q3","RCONND93Q4","RCONND94Q1","RCONND94Q2","RCONND94Q3","RCONND94Q4","RCONND95Q1","RCONND95Q2","RCONND95Q3","RCONND95Q4","RCONND96Q1","RCONND96Q2","RCONND96Q3","RCONND96Q4","RCONND97Q1","RCONND97Q2","RCONND97Q3","RCONND97Q4","RCONND98Q1","RCONND98Q2","RCONND98Q3","RCONND98Q4","RCONND99Q1","RCONND99Q2","RCONND99Q3","RCONND99Q4","RCONND00Q1","RCONND00Q2","RCONND00Q3","RCONND00Q4","RCONND01Q1","RCONND01Q2","RCONND01Q3","RCONND01Q4","RCONND02Q1","RCONND02Q2","RCONND02Q3","RCONND02Q4","RCONND03Q1","RCONND03Q2","RCONND03Q3","RCONND03Q4","RCONND04Q1","RCONND04Q2","RCONND04Q3","RCONND04Q4","RCONND05Q1","RCONND05Q2","RCONND05Q3","RCONND05Q4","RCONND06Q1","RCONND06Q2","RCONND06Q3","RCONND06Q4","RCONND07Q1","RCONND07Q2","RCONND07Q3","RCONND07Q4","RCONND08Q1","RCONND08Q2","RCONND08Q3","RCONND08Q4","RCONND09Q1","RCONND09Q2","RCONND09Q3","RCONND09Q4","RCONND10Q1","RCONND10Q2","RCONND10Q3","RCONND10Q4","RCONND11Q1","RCONND11Q2","RCONND11Q3","RCONND11Q4","RCONND12Q1","RCONND12Q2","RCONND12Q3","RCONND12Q4","RCONND13Q1","RCONND13Q2","RCONND13Q3","RCONND13Q4","RCONND14Q1","RCONND14Q2","RCONND14Q3","RCONND14Q4","RCONND15Q1","RCONND15Q2"
"1956:Q4","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","192.5","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","#N/A","#N/A","#N/A","#N/A","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","#N/A","#N/A","#N/A","#N/A","#N/A","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","#N/A","#N/A","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4"
"1957:Q1","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","137.4","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","193.1","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","430.7","#N/A","#N/A","#N/A","#N/A","490.4","490.4","490.4","490.4","490.4","490.4","490.4","490.4","490.4","490.4","490.4","490.4","#N/A","#N/A","#N/A","#N/A","#N/A","571.1","571.1","571.1","571.1","571.1","571.1","571.1","571.1","571.1","571.1","#N/A","#N/A","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","614.3","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0"
"1957:Q2","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","193.9","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","#N/A","#N/A","#N/A","#N/A","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","#N/A","#N/A","#N/A","#N/A","#N/A","573.9","573.9","573.9","573.9","573.9","573.9","573.9","573.9","573.9","573.9","#N/A","#N/A","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","617.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3"
"1957:Q3","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","140.1","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","438.6","#N/A","#N/A","#N/A","#N/A","500.0","500.0","500.0","500.0","500.0","500.0","500.0","500.0","500.0","500.0","500.0","500.0","#N/A","#N/A","#N/A","#N/A","#N/A","582.2","582.2","582.2","582.2","582.2","582.2","582.2","582.2","582.2","582.2","#N/A","#N/A","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","626.3","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6"
"1957:Q4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","437.1","#N/A","#N/A","#N/A","#N/A","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","#N/A","#N/A","#N/A","#N/A","#N/A","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","#N/A","#N/A","577.1","577.1","577.1","577.1","577.1","577.1","577.1","577.1","577.1","577.1","577.1","577.1","577.1","577.1","577.1","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.2","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6"
"1958:Q1","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","193.4","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","432.3","#N/A","#N/A","#N/A","#N/A","492.2","492.2","492.2","492.2","492.2","492.2","492.2","492.2","492.2","492.2","492.2","492.2","#N/A","#N/A","#N/A","#N/A","#N/A","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","572.2","#N/A","#N/A","570.1","570.1","570.1","570.1","570.1","570.1","570.1","570.1","570.1","570.1","570.1","570.1","570.1","570.1","570.1","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2"
"1958:Q2","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","194.9","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","435.7","#N/A","#N/A","#N/A","#N/A","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","#N/A","#N/A","#N/A","#N/A","#N/A","576.5","576.5","576.5","576.5","576.5","576.5","576.5","576.5","576.5","576.5","#N/A","#N/A","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","620.3","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6"
"1958:Q3","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","198.3","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","443.2","#N/A","#N/A","#N/A","#N/A","503.5","503.5","503.5","503.5","503.5","503.5","503.5","503.5","503.5","503.5","503.5","503.5","#N/A","#N/A","#N/A","#N/A","#N/A","586.4","586.4","586.4","586.4","586.4","586.4","586.4","586.4","586.4","586.4","#N/A","#N/A","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","630.8","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7"
"1958:Q4","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","448.4","#N/A","#N/A","#N/A","#N/A","509.1","509.1","509.1","509.1","509.1","509.1","509.1","509.1","509.1","509.1","509.1","509.1","#N/A","#N/A","#N/A","#N/A","#N/A","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","593.6","#N/A","#N/A","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.4","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2"
"1959:Q1","145.2","145.2","145.2","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","452.3","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","#N/A","#N/A","#N/A","#N/A","#N/A","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","#N/A","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","597.4","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3"
"1959:Q2","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","146.5","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","#N/A","#N/A","#N/A","#N/A","#N/A","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","#N/A","602.2","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","650.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6"
"1959:Q3","147.4","147.4","147.4","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","205.5","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","457.0","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","519.9","608.1","608.1","608.1","608.1","608.1","608.1","608.1","608.1","608.1","608.1","608.1","608.1","608.1","608.1","608.1","#N/A","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","654.2","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0"
"1959:Q4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","522.4","612.2","612.2","612.2","612.2","612.2","612.2","612.2","612.2","612.2","612.2","612.2","612.2","612.2","612.2","612.2","#N/A","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","609.5","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","658.7","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0"
"1960:Q1","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","460.7","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","522.8","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","#N/A","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","609.3","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.3","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6"
"1960:Q2","150.7","150.7","150.7","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","150.6","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","465.9","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","529.6","619.3","619.3","619.3","619.3","619.3","619.3","619.3","619.3","619.3","619.3","619.3","619.3","619.3","619.3","619.3","#N/A","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","616.6","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7"
